table_id,row_id,industry_and_naics_code_full_path,industry_and_naics_code_level_1,industry_and_naics_code_level_2,industry_and_naics_code_level_3,industry_and_naics_code_level_4,industry_and_naics_code_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6294,r052,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Chemicals, 325","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Chemicals, 325",,3,"['20.8', '&nbsp;']","['18.8', '&nbsp;']","['18.9', '&nbsp;']","['19.1', '&nbsp;']","['19.5', '&nbsp;']","['19.2', '&nbsp;']","['19.6', '&nbsp;']","['18.7', '&nbsp;']","['19.1', '&nbsp;']","['19.7', '&nbsp;']"
6294,r053,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Chemicals, 325 -> Pharmaceuticals and medicines, 3254","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Chemicals, 325","Pharmaceuticals and medicines, 3254",4,"['17.7', '&nbsp;']","['15.6', '&nbsp;']","['15.9', '&nbsp;']","['16.3', '&nbsp;']","['16.6', '&nbsp;']","['16.5', '&nbsp;']","['17.2', '&nbsp;']","['16.5', '&nbsp;']","['16.9', '&nbsp;']","['17.8', '&nbsp;']"
6294,r054,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Chemicals, 325 -> Other 325","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Chemicals, 325",Other 325,4,"['3.1', '&nbsp;']","['3.2', '&nbsp;']","['3.0', '&nbsp;']","['2.9', '&nbsp;']","['2.8', '&nbsp;']","['2.7', '&nbsp;']","['2.4', '&nbsp;']","['2.2', '&nbsp;']","['2.2', '&nbsp;']","['1.9', '&nbsp;']"
6294,r055,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Machinery, 333","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Machinery, 333",,3,"['3.6', '&nbsp;']","['5.0', '&nbsp;']","['4.7', '&nbsp;']","['3.9', '&nbsp;']","['3.6', '&nbsp;']","['3.8', '&nbsp;']","['3.4', '&nbsp;']","['3.3', '&nbsp;']","['3.4', '&nbsp;']","['3.1', '&nbsp;']"
6294,r056,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Computer and electronic products, 334","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Computer and electronic products, 334",,3,"['21.5', '&nbsp;']","['21.3', '&nbsp;']","['21.5', '&nbsp;']","['20.8', '&nbsp;']","['21.7', '&nbsp;']","['20.3', '&nbsp;']","['20.7', '&nbsp;']","['19.6', '&nbsp;']","['19.0', '&nbsp;']","['17.6', '&nbsp;']"
6294,r057,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Electrical equipment, appliance, and components, 335","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Electrical equipment, appliance, and components, 335",,3,"['1.2', '&nbsp;']","['1.2', '&nbsp;']","['1.0', '&nbsp;']","['1.3', '&nbsp;']","['1.3', '&nbsp;']","['1.2', '&nbsp;']","['1.3', '&nbsp;']","['1.1', '&nbsp;']","['1.0', '&nbsp;']","['1.1', '&nbsp;']"
6294,r058,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Transportation equipment, 336","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Transportation equipment, 336",,3,"['15.4', '&nbsp;']","['13.9', '&nbsp;']","['14.0', '&nbsp;']","['14.3', '&nbsp;']","['13.7', '&nbsp;']","['13.8', '&nbsp;']","['13.7', '&nbsp;']","['13.3', '&nbsp;']","['11.9', '&nbsp;']","['9.2', '&nbsp;']"
6294,r059,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Transportation equipment, 336 -> Motor vehicles, bodies, trailers, and parts, 3361&#8211;63","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Transportation equipment, 336","Motor vehicles, bodies, trailers, and parts, 3361&#8211;63",4,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['5.2', '&nbsp;']","['5.4', '&nbsp;']","['5.4', '&nbsp;']","['5.9', '&nbsp;']","['6.0', '&nbsp;']","['5.8', '&nbsp;']","['4.9', '&nbsp;']"
6294,r060,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Transportation equipment, 336 -> Aerospace products and parts, 3364","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Transportation equipment, 336","Aerospace products and parts, 3364",4,"['10.7', '&nbsp;']","['8.9', '&nbsp;']","['8.2', '&nbsp;']","['8.4', '&nbsp;']","['7.7', '&nbsp;']","['7.7', '&nbsp;']","['7.1', '&nbsp;']","['6.6', '&nbsp;']","['5.5', '&nbsp;']","['3.7', '&nbsp;']"
6294,r061,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Transportation equipment, 336 -> Other 336","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Transportation equipment, 336",Other 336,4,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['0.7', '&nbsp;']","['0.6', '&nbsp;']","['0.8', '&nbsp;']","['0.7', '&nbsp;']","['0.8', '&nbsp;']","['0.6', '&nbsp;']","['0.6', '&nbsp;']"
6294,r062,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Manufacturing nec, other 31&#8211;33","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Manufacturing nec, other 31&#8211;33",,3,"['8.1', '&nbsp;']","['8.2', '&nbsp;']","['8.8', '&nbsp;']","['9.3', '&nbsp;']","['8.6', '&nbsp;']","['8.1', '&nbsp;']","['8.3', '&nbsp;']","['8.2', '&nbsp;']","['7.8', '&nbsp;']","['7.3', '&nbsp;']"
6294,r063,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81",,,2,"['29.5', '&nbsp;']","['31.5', '&nbsp;']","['31.0', '&nbsp;']","['31.3', '&nbsp;']","['31.7', '&nbsp;']","['33.6', '&nbsp;']","['33.1', '&nbsp;']","['35.7', '&nbsp;']","['37.9', '&nbsp;']","['42.0', '&nbsp;']"
6294,r064,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Information, 51","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Information, 51",,3,"['13.2', '&nbsp;']","['14.2', '&nbsp;']","['15.5', '&nbsp;']","['17.7', '&nbsp;']","['18.7', '&nbsp;']","['18.4', '&nbsp;']","['18.9', '&nbsp;']","['20.1', '&nbsp;']","['21.4', '&nbsp;']","['22.4', '&nbsp;']"
6294,r065,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Information, 51 -> Software publishers, 5112","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Information, 51","Software publishers, 5112",4,"['9.7', '&nbsp;']","['9.5', '&nbsp;']","['9.5', '&nbsp;']","['11.0', '&nbsp;']","['10.6', '&nbsp;']","['9.3', '&nbsp;']","['8.9', '&nbsp;']","['8.6', '&nbsp;']","['7.4', '&nbsp;']","['6.7', '&nbsp;']"
6294,r066,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Information, 51 -> Other 51","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Information, 51",Other 51,4,"['3.5', '&nbsp;']","['4.7', '&nbsp;']","['6.0', '&nbsp;']","['6.8', '&nbsp;']","['8.1', '&nbsp;']","['9.1', '&nbsp;']","['9.9', '&nbsp;']","['11.5', '&nbsp;']","['14.0', '&nbsp;']","['15.7', '&nbsp;']"
6294,r067,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Finance and insurance, 52","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Finance and insurance, 52",,3,"['0.8', '&nbsp;']","['1.2', '&nbsp;']","['1.2', '&nbsp;']","['1.3', '&nbsp;']","['1.2', '&nbsp;']","['1.5', '&nbsp;']","['2.0', '&nbsp;']","['1.9', '&nbsp;']","['1.7', '&nbsp;']","['1.8', '&nbsp;']"
6294,r068,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54",,3,"['12.1', '&nbsp;']","['13.0', '&nbsp;']","['11.4', '&nbsp;']","['9.6', '&nbsp;']","['9.1', '&nbsp;']","['10.9', '&nbsp;']","['10.0', '&nbsp;']","['9.2', '&nbsp;']","['10.2', '&nbsp;']","['10.8', '&nbsp;']"
6294,r069,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54 -> Computer systems design and related services, 5415","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54","Computer systems design and related services, 5415",4,"['4.0', '&nbsp;']","['4.5', '&nbsp;']","['3.7', '&nbsp;']","['2.9', '&nbsp;']","['3.2', '&nbsp;']","['4.0', '&nbsp;']","['4.2', '&nbsp;']","['3.3', '&nbsp;']","['3.6', '&nbsp;']","['4.3', '&nbsp;']"
6294,r070,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54 -> Scientific research and development services, 5417","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54","Scientific research and development services, 5417",4,"['4.4', '&nbsp;']","['5.2', '&nbsp;']","['5.5', '&nbsp;']","['4.4', '&nbsp;']","['3.8', '&nbsp;']","['4.6', '&nbsp;']","['4.0', '&nbsp;']","['4.3', '&nbsp;']","['4.6', '&nbsp;']","['4.4', '&nbsp;']"
6294,r071,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54 -> Other 54","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54",Other 54,4,"['3.8', '&nbsp;']","['3.3', '&nbsp;']","['2.2', '&nbsp;']","['2.3', '&nbsp;']","['2.1', '&nbsp;']","['2.2', '&nbsp;']","['1.9', '&nbsp;']","['1.6', '&nbsp;']","['2.0', '&nbsp;']","['2.1', '&nbsp;']"
6294,r072,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Nonmanufacturing nec, other 21&#8211;23, 42&#8211;81","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Nonmanufacturing nec, other 21&#8211;23, 42&#8211;81",,3,"['3.4', '&nbsp;']","['3.1', '&nbsp;']","['3.0', '&nbsp;']","['2.6', '&nbsp;']","['2.7', '&nbsp;']","['2.9', '&nbsp;']","['2.3', '&nbsp;']","['4.5', '&nbsp;']","['4.6', '&nbsp;']","['7.1', '&nbsp;']"
