table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_total,field_paid_for_by_the_company,field_paid_for_by_others
9655,r043,"All business activities -> Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",All business activities,"Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",2,33429,"['681', '  ']","['620', '  ']","['61', 'i ']"
9655,r044,All business activities -> Audio and video equipment manufacturing,All business activities,Audio and video equipment manufacturing,2,33430,"['1,517', '  ']","['1,515', '  ']","['2', '  ']"
9655,r045,All business activities -> Semiconductor and other electronic components manufacturing,All business activities,Semiconductor and other electronic components manufacturing,2,33440,"['46,882', '  ']","['45,046', '  ']","['1,837', '  ']"
9655,r046,"All business activities -> Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",All business activities,"Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",2,33451,"['4,358', '  ']","['4,109', '  ']","['249', '  ']"
9655,r047,"All business activities -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",All business activities,"Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",2,33452,"['3,918', '  ']","['1,729', '  ']","['2,189', '  ']"
9655,r048,All business activities -> Measuring and control instruments manufacturing (not listed elsewhere),All business activities,Measuring and control instruments manufacturing (not listed elsewhere),2,33459,"['4,273', '  ']","['4,098', '  ']","['175', '  ']"
9655,r049,"All business activities -> Electrical equipment, appliances, and components manufacturing",All business activities,"Electrical equipment, appliances, and components manufacturing",2,33500,"['5,420', '  ']","['4,925', '  ']","['495', '  ']"
9655,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['18,365', '  ']","['16,249', '  ']","['2,116', '  ']"
9655,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['137', '  ']","['137', '  ']","['*', 'r ']"
9655,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['7,728', '  ']","['6,343', '  ']","['1,385', '  ']"
9655,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['9,707', 'i ']","['4,959', '  ']","['4,748', 'i ']"
9655,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['8,246', 'i ']","['2,842', '  ']","['5,404', 'i ']"
9655,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['1,491', '  ']","['1,073', '  ']","['418', '  ']"
9655,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['2,426', '  ']","['878', '  ']","['1,548', '  ']"
9655,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['212', 'i ']","['163', 'i ']","['48', '  ']"
9655,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['858', '  ']","['158', '  ']","['700', '  ']"
9655,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['447', '  ']","['447', '  ']","['1', '  ']"
9655,r060,"All business activities -> Military armored vehicle, tank, and tank components manufacturing",All business activities,"Military armored vehicle, tank, and tank components manufacturing",2,33692,"['731', '  ']","['364', 'i ']","['367', '  ']"
9655,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['559', '  ']","['443', '  ']","['115', '  ']"
9655,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['456', '  ']","['449', '  ']","['8', '  ']"
9655,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['16,924', '  ']","['16,669', '  ']","['255', '  ']"
9655,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['3,193', '  ']","['2,981', '  ']","['212', '  ']"
9655,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['1,301', 'i ']","['1,242', 'i ']","['59', 'i ']"
9655,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['660', 'i ']","['627', 'i ']","['33', 'i ']"
9655,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['50', '  ']","['49', '  ']","['1', '  ']"
9655,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['362', '  ']","['362', '  ']","['*', 'r ']"
9655,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['11,931 - 12,668', 'i ']","['11,932', 'i ']","['0 - 735', '  ']"
9655,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['5,929', 'i ']","['5,918', 'i ']","['11', '  ']"
9655,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['1,115', '  ']","['1,115', '  ']","['0', '  ']"
9655,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['0 - 2,201', '  ']","['0 - 1,503', '  ']","['0 - 735', '  ']"
9655,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['127', 'i ']","['104', '  ']","['23', 'r ']"
9655,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['27,969', '  ']","['26,996', '  ']","['973', '  ']"
9655,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['0 - 1,503', '  ']","['0 - 1,503', '  ']","['*', 'r ']"
9655,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['0 - 2,201', 'i ']","['0 - 1,503', 'i ']","['0 - 735', 'i ']"
9655,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['599', '  ']","['592', '  ']","['6', '  ']"
9655,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['2,492', '  ']","['2,432', '  ']","['60', '  ']"
9655,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['510', '  ']","['505', '  ']","['5', '  ']"
9655,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['304', '  ']","['285', 'i ']","['19', '  ']"
9655,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['13,122', '  ']","['13,053', '  ']","['69', '  ']"
9655,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['43,204', '  ']","['42,679', '  ']","['525', '  ']"
9655,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['63,299', '  ']","['63,159', '  ']","['140', '  ']"
9655,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['12,777', '  ']","['12,734', '  ']","['43', '  ']"
9655,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['4,427', '  ']","['4,424', '  ']","['2', '  ']"
9655,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['3,661', '  ']","['3,661', '  ']","['0', '  ']"
9655,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['0 - 2,201', '  ']","['0 - 1,503', '  ']","['0 - 735', '  ']"
9655,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['1,423', '  ']","['1,423', '  ']","['*', 'i ']"
9655,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['0 - 831', '  ']","['0 - 96', '  ']","['0 - 735', '  ']"
9655,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['2,674', '  ']","['2,673', '  ']","['1', '  ']"
9655,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['4,900', '  ']","['2,918', '  ']","['1,982', '  ']"
9655,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['170', '  ']","['85', '  ']","['85', '  ']"
9655,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['18,843', '  ']","['16,074', '  ']","['2,769', '  ']"
9655,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['3,761', '  ']","['2,810', '  ']","['951', '  ']"
9655,r095,All business activities -> Research and development services in the social sciences and humanities,All business activities,Research and development services in the social sciences and humanities,2,54172,"['562', '  ']","['38', '  ']","['524', '  ']"
9655,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['8,686', '  ']","['1,965', '  ']","['6,720', '  ']"
9655,r097,"All business activities -> Research and development services in the physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in the physical, engineering, and life sciences (except biotechnology)",2,54174,"['24,511', 'i ']","['4,415', '  ']","['20,096', 'i ']"
9655,r098,All business activities -> Research and development services in nanotechnology,All business activities,Research and development services in nanotechnology,2,54175,"['231', '  ']","['157', '  ']","['74', 'i ']"
9655,r099,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['2,096', 'i ']","['2,095', 'i ']","['1', '  ']"
9655,r100,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['1,714', '  ']","['1,243', '  ']","['471', '  ']"
9655,r101,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['0 - 1,503', '  ']","['0 - 1,503', '  ']","['0', '  ']"
9655,r102,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['3,293', '  ']","['3,288', '  ']","['4', '  ']"
9655,r103,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['530', 'r ']","['512', 'r ']","['18', '  ']"
9655,r104,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['298', '  ']","['222', '  ']","['77', '  ']"
9655,r105,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['2,721', '  ']","['1,879', '  ']","['842', '  ']"
9655,r106,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['300', '  ']","['299', '  ']","['1', '  ']"
9655,r107,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['0 - 1,503', '  ']","['0 - 1,503', '  ']","['*', 'i ']"
9655,r108,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['0 - 1,503', '  ']","['0 - 1,503', '  ']","['0', '  ']"
9655,r109,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['64', 'r ']","['64', 'r ']","['0', '  ']"
9655,r110,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['103', '  ']","['103', '  ']","['0', '  ']"
9655,r111,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['6,736', 'i ']","['6,638', 'i ']","['99', '  ']"
9655,r112,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['0', '  ']","['0', '  ']","['0', '  ']"
