table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_total_federal,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_epa,field_hhs,field_nsf,field_usda,field_othera
9943,r037,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,2,8153111,326454,0,0,2177529,5128021,160000,361107,0,0,0,0
9943,r038,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,2,7056971,0,0,0,1647936,3281609,0,239362,1444468,0,443596,0
9943,r039,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,2,13854858,557542,895824,4046198,4774371,2873418,105304,0,157956,0,52651,391594
9943,r040,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,2,10203586,43288,0,0,6081564,2890235,0,80000,0,0,1108499,0
9943,r041,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,2,5740186,322919,0,0,4742267,675000,0,0,0,0,0,0
9943,r042,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,2,29762759,8151576,728469,130555,12375697,1952420,0,193764,5976959,5000,248319,0
9943,r043,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,2,1338277,0,0,0,0,1338277,0,0,0,0,0,0
9943,r044,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,2,16915160,0,0,0,151913,4319843,12443404,0,0,0,0,0
9943,r045,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,2,27162975,0,0,0,3187153,20774235,0,0,1718344,0,874117,609126
9943,r046,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,2,1669847,0,0,0,0,1232665,0,131217,0,0,305965,0
9943,r047,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,2,1295178,0,0,0,0,741979,0,0,553199,0,0,0
9943,r048,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,2,16230355,96662,0,0,3104054,6298398,750000,196631,519300,421,949916,4314973
9943,r049,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,2,15068376,741557,29017,1652851,2806150,3744600,0,1170795,1487945,0,3435461,0
9943,r050,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,2,4275461,0,0,0,1639699,1710000,0,0,0,681636,244126,0
9943,r051,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,2,9117475,0,0,0,2714667,3870248,0,440607,0,0,2091953,0
9943,r052,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,2,3516837,0,0,844812,1097655,612592,0,0,0,511555,450223,0
9943,r053,Puerto Rico<sup>c</sup>,Puerto Rico<sup>c</sup>,,1,6129178,0,0,0,0,0,0,0,6066299,62879,0,0
