table_id,row_id,ethnicity_race_and_citizenship_status_full_path,ethnicity_race_and_citizenship_status_level_1,ethnicity_race_and_citizenship_status_level_2,ethnicity_race_and_citizenship_status_level_3,ethnicity_race_and_citizenship_status_level_4,ethnicity_race_and_citizenship_status_hierarchy_depth,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1744,r014,All doctorate recipients -> Not Hispanic or Latino -> Asian,All doctorate recipients,Not Hispanic or Latino,Asian,,3,7385,6919,7407,7730,8038,8091,8236,8537,8666,8908
1744,r015,All doctorate recipients -> Not Hispanic or Latino -> Asian -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Asian,U.S. citizen or permanent resident,4,1163,1220,1263,1312,1264,1243,1360,1432,1651,1563
1744,r016,All doctorate recipients -> Not Hispanic or Latino -> Asian -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Asian,Temporary visa holder,4,6216,5687,6131,6405,6761,6842,6867,7080,6999,7320
1744,r017,All doctorate recipients -> Not Hispanic or Latino -> Asian -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Asian,Unknown citizenship,4,6,12,13,13,13,6,9,25,16,25
1744,r018,All doctorate recipients -> Not Hispanic or Latino -> Black or African American,All doctorate recipients,Not Hispanic or Latino,Black or African American,,3,1065,977,917,1047,1101,1151,1113,1205,1202,1328
1744,r019,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Black or African American,U.S. citizen or permanent resident,4,790,697,666,741,801,821,807,863,847,926
1744,r020,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Black or African American,Temporary visa holder,4,272,274,248,303,297,329,306,341,347,399
1744,r021,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Black or African American,Unknown citizenship,4,3,6,3,3,3,1,0,1,8,3
1744,r022,All doctorate recipients -> Not Hispanic or Latino -> White,All doctorate recipients,Not Hispanic or Latino,White,,3,13571,13439,13601,14041,14608,14624,15101,15153,14946,14997
1744,r023,All doctorate recipients -> Not Hispanic or Latino -> White -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,White,U.S. citizen or permanent resident,4,11661,11604,11737,12168,12582,12590,12978,13031,12663,12618
1744,r024,All doctorate recipients -> Not Hispanic or Latino -> White -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,White,Temporary visa holder,4,1898,1809,1838,1859,2005,2021,2101,2103,2246,2365
1744,r025,All doctorate recipients -> Not Hispanic or Latino -> White -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,White,Unknown citizenship,4,12,26,26,14,21,13,22,19,37,14
1744,r026,All doctorate recipients -> Not Hispanic or Latino -> More than one race,All doctorate recipients,Not Hispanic or Latino,More than one race,,3,325,293,381,384,432,451,436,511,517,557
1744,r027,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,More than one race,U.S. citizen or permanent resident,4,300,263,346,347,388,411,394,455,462,486
1744,r028,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,More than one race,Temporary visa holder,4,25,28,35,37,44,40,42,56,,
1744,r029,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,More than one race,Unknown citizenship,4,0,2,0,0,0,0,0,0,,
1744,r030,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,,3,316,236,273,260,243,249,291,278,468,529
1744,r031,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,U.S. citizen or permanent resident,4,178,139,136,148,148,162,152,149,270,215
1744,r032,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,Temporary visa holder,4,,94,,,,,,118,191,306
1744,r033,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,Unknown citizenship,4,,3,,,,,,11,7,8
1744,r034,All doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported,All doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,,3,2159,2213,2059,2309,2319,2801,2536,2055,1432,1563
1744,r035,All doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,U.S. citizen or permanent resident,4,507,479,305,367,406,385,351,407,460,282
1744,r036,All doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,Temporary visa holder,4,417,307,189,243,290,305,320,336,130,193
1744,r037,All doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,Unknown citizenship,4,1235,1427,1565,1699,1623,2111,1865,1312,842,1088
