table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total_r_d_and_r_d_plant_contracts,field_total_r_d_and_r_d_plant_grants,field_r_d_contracts,field_r_d_grants,field_r_d_plant_contracts,field_r_d_plant_grants
10805,r060,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,3695,5183,2845,5183,850,0
10805,r061,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,10745,0,6503,0,4242,0
10805,r062,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,1050,40005,1050,40005,0,0
10805,r063,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,0,10957,0,10957,0,0
10805,r064,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,28709,74374,28709,74374,0,0
10805,r065,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,8838,0,8838,0,0,0
10805,r066,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,19870,74374,19870,74374,0,0
10805,r067,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,1009,0,1009,0,0,0
10805,r068,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,1009,0,1009,0,0,0
10805,r069,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,533050,287099,496151,287099,36899,0
10805,r070,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,291362,59558,257986,59558,33376,0
10805,r071,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,98882,211874,98882,211874,0,0
10805,r072,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,12895,0,12895,0,0,0
10805,r073,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,29925,0,26903,0,3023,0
10805,r074,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,0,5959,0,5959,0,0
10805,r075,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,87324,4915,86824,4915,500,0
10805,r076,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,2269,0,2269,0,0,0
10805,r077,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,10392,4794,10392,4794,0,0
10805,r078,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,35621,510,35621,510,0,0
10805,r079,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,35621,510,35621,510,0,0
10805,r080,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,
10805,r081,All agencies -> Other agencies -> Agency for Global Media,All agencies,Other agencies,Agency for Global Media,,,3,7622,0,7622,0,0,0
10805,r082,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,19348,178637,19348,178637,0,0
10805,r083,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,804,0,804,0,0,0
10805,r084,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,199586,57595,193786,57595,5800,0
10805,r085,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,6590803,1105526,6471850,1105526,118953,0
10805,r086,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,266655,6732795,266624,6286534,32,446261
10805,r087,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,12344,15592,12344,15592,0,0
10805,r088,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,0,521671,0,521671,0,0
10805,r089,All agencies -> Other agencies -> Postal Service,All agencies,Other agencies,Postal Service,,,3,13860,0,13860,0,0,0
10805,r090,All agencies -> Other agencies -> RESTORE Act Centers of Excellence Research Grants Program,All agencies,Other agencies,RESTORE Act Centers of Excellence Research Grants Program,,,3,0,6960,0,6960,0,0
10805,r091,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,23655,7584,23655,7584,0,0
10805,r092,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,28254,0,28254,0,0,0
