table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_for_instruction_in_s_e,field_fellowships_traineeships_and_training_grants,field_general_support_for_s_e,field_other_s_e_activities
4321,r014,"All states and outlying areas -> Alabama -> U. Alabama, system office",All states and outlying areas,Alabama,"U. Alabama, system office",3,1135.9,980.9,0.0,0.0,155.0,0.0,0.0
4321,r015,"All states and outlying areas -> Alabama -> U. Alabama, Tuscaloosa",All states and outlying areas,Alabama,"U. Alabama, Tuscaloosa",3,27595.9,22519.7,532.9,0.0,4543.3,0.0,0.0
4321,r016,All states and outlying areas -> Alabama -> U. North Alabama,All states and outlying areas,Alabama,U. North Alabama,3,2171.0,672.0,0.0,0.0,1499.0,0.0,0.0
4321,r017,All states and outlying areas -> Alabama -> U. South Alabama,All states and outlying areas,Alabama,U. South Alabama,3,22312.6,16593.8,16.0,0.0,5538.7,164.1,0.0
4321,r018,All states and outlying areas -> Alabama -> U. West Alabama,All states and outlying areas,Alabama,U. West Alabama,3,826.2,16.5,0.0,0.0,809.6,0.0,0.0
4321,r019,All states and outlying areas -> Alaska,All states and outlying areas,Alaska,,2,115684.0,103531.5,306.4,0.0,5400.5,55.0,6390.5
4321,r020,All states and outlying areas -> Alaska -> Alaska Pacific U.,All states and outlying areas,Alaska,Alaska Pacific U.,3,78.3,23.3,0.0,0.0,0.0,55.0,0.0
4321,r021,All states and outlying areas -> Alaska -> Ilisagvik C.,All states and outlying areas,Alaska,Ilisagvik C.,3,223.3,0.0,0.0,0.0,98.3,0.0,125.0
4321,r022,All states and outlying areas -> Alaska -> U. Alaska System of Higher Education,All states and outlying areas,Alaska,U. Alaska System of Higher Education,3,1256.4,1256.4,0.0,0.0,0.0,0.0,0.0
4321,r023,"All states and outlying areas -> Alaska -> U. Alaska, Anchorage, Anchorage Campus",All states and outlying areas,Alaska,"U. Alaska, Anchorage, Anchorage Campus",3,7203.7,3909.9,0.0,0.0,2563.7,0.0,730.1
4321,r024,"All states and outlying areas -> Alaska -> U. Alaska, Fairbanks, Fairbanks Campus",All states and outlying areas,Alaska,"U. Alaska, Fairbanks, Fairbanks Campus",3,102952.0,94421.6,306.4,0.0,2688.6,0.0,5535.4
4321,r025,"All states and outlying areas -> Alaska -> U. Alaska, Southeast, Juneau",All states and outlying areas,Alaska,"U. Alaska, Southeast, Juneau",3,3970.3,3920.4,0.0,0.0,50.0,0.0,0.0
4321,r026,All states and outlying areas -> Arizona,All states and outlying areas,Arizona,,2,482710.9,441188.2,11490.7,0.0,23676.1,1209.0,5147.0
4321,r027,All states and outlying areas -> Arizona -> Arizona State U.,All states and outlying areas,Arizona,Arizona State U.,3,173111.7,161049.8,4398.0,0.0,5509.0,0.0,2154.9
4321,r028,All states and outlying areas -> Arizona -> Central Arizona C.,All states and outlying areas,Arizona,Central Arizona C.,3,100.0,92.0,0.0,0.0,8.0,0.0,0.0
4321,r029,All states and outlying areas -> Arizona -> Dine C.,All states and outlying areas,Arizona,Dine C.,3,914.5,200.0,0.0,0.0,0.0,714.5,0.0
4321,r030,All states and outlying areas -> Arizona -> Maricopa Community Colleges,All states and outlying areas,Arizona,Maricopa Community Colleges,3,162.3,0.0,0.0,0.0,0.0,0.0,162.3
4321,r031,"All states and outlying areas -> Arizona -> Midwestern U., Glendale",All states and outlying areas,Arizona,"Midwestern U., Glendale",3,547.9,547.9,0.0,0.0,0.0,0.0,0.0
4321,r032,All states and outlying areas -> Arizona -> Northern Arizona U.,All states and outlying areas,Arizona,Northern Arizona U.,3,28920.0,25811.4,486.7,0.0,2589.8,0.0,32.0
4321,r033,All states and outlying areas -> Arizona -> Pima Community C.,All states and outlying areas,Arizona,Pima Community C.,3,298.3,274.5,0.0,0.0,23.9,0.0,0.0
4321,r034,All states and outlying areas -> Arizona -> Tohono O'odham Community C.,All states and outlying areas,Arizona,Tohono O'odham Community C.,3,689.3,430.5,0.0,0.0,258.8,0.0,0.0
4321,r035,All states and outlying areas -> Arizona -> U. Arizona,All states and outlying areas,Arizona,U. Arizona,3,277967.0,252782.1,6606.1,0.0,15286.6,494.5,2797.7
4321,r036,All states and outlying areas -> Arkansas,All states and outlying areas,Arkansas,,2,112667.8,93614.8,0.0,0.0,10579.4,764.0,7709.6
4321,r037,"All states and outlying areas -> Arkansas -> Arkansas State U., Jonesboro",All states and outlying areas,Arkansas,"Arkansas State U., Jonesboro",3,560.7,560.7,0.0,0.0,0.0,0.0,0.0
4321,r038,All states and outlying areas -> Arkansas -> Phillips Community C. of the U. Arkansas,All states and outlying areas,Arkansas,Phillips Community C. of the U. Arkansas,3,268.1,53.6,0.0,0.0,214.5,0.0,0.0
4321,r039,All states and outlying areas -> Arkansas -> South Arkansas Community C.,All states and outlying areas,Arkansas,South Arkansas Community C.,3,242.4,48.5,0.0,0.0,193.9,0.0,0.0
4321,r040,All states and outlying areas -> Arkansas -> U. Arkansas for Medical Sciences,All states and outlying areas,Arkansas,U. Arkansas for Medical Sciences,3,44656.3,41281.7,0.0,0.0,2610.6,764.0,0.0
4321,r041,"All states and outlying areas -> Arkansas -> U. Arkansas, Fayetteville",All states and outlying areas,Arkansas,"U. Arkansas, Fayetteville",3,32352.4,27005.4,0.0,0.0,2942.2,0.0,2404.8
4321,r042,"All states and outlying areas -> Arkansas -> U. Arkansas, Little Rock",All states and outlying areas,Arkansas,"U. Arkansas, Little Rock",3,7016.6,6568.3,0.0,0.0,448.4,0.0,0.0
4321,r043,"All states and outlying areas -> Arkansas -> U. Arkansas, Monticello",All states and outlying areas,Arkansas,"U. Arkansas, Monticello",3,984.9,984.9,0.0,0.0,0.0,0.0,0.0
4321,r044,"All states and outlying areas -> Arkansas -> U. Arkansas, Pine Bluff",All states and outlying areas,Arkansas,"U. Arkansas, Pine Bluff",3,4449.9,2578.7,0.0,0.0,1126.2,0.0,745.0
4321,r045,"All states and outlying areas -> Arkansas -> U. Arkansas, system office",All states and outlying areas,Arkansas,"U. Arkansas, system office",3,21704.9,14101.5,0.0,0.0,3043.6,0.0,4559.8
4321,r046,All states and outlying areas -> Arkansas -> U. Central Arkansas,All states and outlying areas,Arkansas,U. Central Arkansas,3,431.5,431.5,0.0,0.0,0.0,0.0,0.0
4321,r047,All states and outlying areas -> California,All states and outlying areas,California,,2,4906328.5,4630852.1,38222.1,1000.0,198034.9,13112.1,25107.2
4321,r048,All states and outlying areas -> California -> Azusa Pacific U.,All states and outlying areas,California,Azusa Pacific U.,3,1348.4,0.0,0.0,0.0,1348.4,0.0,0.0
4321,r049,All states and outlying areas -> California -> California C. of the Arts,All states and outlying areas,California,California C. of the Arts,3,70.0,70.0,0.0,0.0,0.0,0.0,0.0
4321,r050,All states and outlying areas -> California -> California Institute of Technology,All states and outlying areas,California,California Institute of Technology,3,211717.2,192659.4,17261.2,0.0,1796.6,0.0,0.0
4321,r051,"All states and outlying areas -> California -> California Polytechnic State U., San Luis Obispo",All states and outlying areas,California,"California Polytechnic State U., San Luis Obispo",3,8037.1,5886.9,0.0,0.0,2043.1,0.0,107.2
4321,r052,"All states and outlying areas -> California -> California State Polytechnic U., Pomona",All states and outlying areas,California,"California State Polytechnic U., Pomona",3,3840.0,1562.8,0.0,0.0,2277.2,0.0,0.0
4321,r053,"All states and outlying areas -> California -> California State U., Bakersfield",All states and outlying areas,California,"California State U., Bakersfield",3,2716.4,1732.1,0.0,0.0,984.3,0.0,0.0
4321,r054,"All states and outlying areas -> California -> California State U., Channel Islands",All states and outlying areas,California,"California State U., Channel Islands",3,2878.9,2678.9,0.0,0.0,200.0,0.0,0.0
4321,r055,"All states and outlying areas -> California -> California State U., Chico",All states and outlying areas,California,"California State U., Chico",3,3680.9,2890.2,608.9,0.0,181.8,0.0,0.0
4321,r056,"All states and outlying areas -> California -> California State U., Dominguez Hills",All states and outlying areas,California,"California State U., Dominguez Hills",3,3306.3,3202.7,0.0,0.0,103.5,0.0,0.0
4321,r057,"All states and outlying areas -> California -> California State U., East Bay",All states and outlying areas,California,"California State U., East Bay",3,3066.7,2103.4,0.0,0.0,963.4,0.0,0.0
4321,r058,"All states and outlying areas -> California -> California State U., Fresno",All states and outlying areas,California,"California State U., Fresno",3,7044.5,3644.7,1423.1,0.0,1976.7,0.0,0.0
4321,r059,"All states and outlying areas -> California -> California State U., Fullerton",All states and outlying areas,California,"California State U., Fullerton",3,5523.8,2955.8,0.0,0.0,2568.0,0.0,0.0
4321,r060,"All states and outlying areas -> California -> California State U., Long Beach",All states and outlying areas,California,"California State U., Long Beach",3,11590.1,8374.7,310.4,0.0,2900.0,0.0,5.0
4321,r061,"All states and outlying areas -> California -> California State U., Los Angeles",All states and outlying areas,California,"California State U., Los Angeles",3,6384.7,4933.5,164.6,0.0,1286.5,0.0,0.0
4321,r062,All states and outlying areas -> California -> California State U. Maritime Academy,All states and outlying areas,California,California State U. Maritime Academy,3,1192.0,0.0,0.0,1000.0,192.0,0.0,0.0
4321,r063,"All states and outlying areas -> California -> California State U., Monterey Bay",All states and outlying areas,California,"California State U., Monterey Bay",3,1108.4,564.4,0.0,0.0,544.0,0.0,0.0
4321,r064,"All states and outlying areas -> California -> California State U., Northridge",All states and outlying areas,California,"California State U., Northridge",3,15628.1,12519.8,0.0,0.0,3108.3,0.0,0.0
4321,r065,"All states and outlying areas -> California -> California State U., Sacramento",All states and outlying areas,California,"California State U., Sacramento",3,2631.8,1614.5,0.0,0.0,1017.3,0.0,0.0
4321,r066,"All states and outlying areas -> California -> California State U., San Bernardino",All states and outlying areas,California,"California State U., San Bernardino",3,3559.3,1749.4,250.0,0.0,1559.9,0.0,0.0
4321,r067,"All states and outlying areas -> California -> California State U., San Marcos",All states and outlying areas,California,"California State U., San Marcos",3,6124.0,4828.8,0.0,0.0,1045.3,0.0,249.9
4321,r068,"All states and outlying areas -> California -> California State U., Stanislaus",All states and outlying areas,California,"California State U., Stanislaus",3,1139.5,819.5,0.0,0.0,320.0,0.0,0.0
4321,r069,"All states and outlying areas -> California -> California State U., system office",All states and outlying areas,California,"California State U., system office",3,522.3,522.3,0.0,0.0,0.0,0.0,0.0
4321,r070,All states and outlying areas -> California -> Cerritos C.,All states and outlying areas,California,Cerritos C.,3,75.0,75.0,0.0,0.0,0.0,0.0,0.0
4321,r071,All states and outlying areas -> California -> Chabot C.,All states and outlying areas,California,Chabot C.,3,649.9,0.0,0.0,0.0,649.9,0.0,0.0
4321,r072,All states and outlying areas -> California -> Chapman U.,All states and outlying areas,California,Chapman U.,3,4026.9,4006.9,0.0,0.0,20.0,0.0,0.0
4321,r073,All states and outlying areas -> California -> Charles R. Drew U. of Medicine and Science,All states and outlying areas,California,Charles R. Drew U. of Medicine and Science,3,8090.0,8090.0,0.0,0.0,0.0,0.0,0.0
4321,r074,All states and outlying areas -> California -> Claremont Graduate U.,All states and outlying areas,California,Claremont Graduate U.,3,241.8,4.8,0.0,0.0,237.0,0.0,0.0
4321,r075,All states and outlying areas -> California -> Claremont McKenna C.,All states and outlying areas,California,Claremont McKenna C.,3,1005.5,1005.5,0.0,0.0,0.0,0.0,0.0
4321,r076,All states and outlying areas -> California -> Cuesta C.,All states and outlying areas,California,Cuesta C.,3,256.5,235.9,0.0,0.0,20.5,0.0,0.0
4321,r077,All states and outlying areas -> California -> Dominican U. California,All states and outlying areas,California,Dominican U. California,3,25.0,25.0,0.0,0.0,0.0,0.0,0.0
4321,r078,All states and outlying areas -> California -> Fielding Graduate U.,All states and outlying areas,California,Fielding Graduate U.,3,579.0,463.2,0.0,0.0,115.8,0.0,0.0
4321,r079,All states and outlying areas -> California -> Harvey Mudd C.,All states and outlying areas,California,Harvey Mudd C.,3,1840.6,1840.6,0.0,0.0,0.0,0.0,0.0
4321,r080,All states and outlying areas -> California -> Humboldt State U.,All states and outlying areas,California,Humboldt State U.,3,1433.7,615.2,491.2,0.0,327.2,0.0,0.0
4321,r081,All states and outlying areas -> California -> Keck Graduate Institute,All states and outlying areas,California,Keck Graduate Institute,3,957.1,957.1,0.0,0.0,0.0,0.0,0.0
4321,r082,All states and outlying areas -> California -> Loma Linda U.,All states and outlying areas,California,Loma Linda U.,3,9317.7,9317.7,0.0,0.0,0.0,0.0,0.0
4321,r083,All states and outlying areas -> California -> Loyola Marymount U.,All states and outlying areas,California,Loyola Marymount U.,3,1509.9,1408.1,0.0,0.0,101.8,0.0,0.0
4321,r084,All states and outlying areas -> California -> Menlo C.,All states and outlying areas,California,Menlo C.,3,182.5,182.5,0.0,0.0,0.0,0.0,0.0
4321,r085,All states and outlying areas -> California -> Monterey Peninsula C.,All states and outlying areas,California,Monterey Peninsula C.,3,733.9,204.1,0.0,0.0,529.8,0.0,0.0
4321,r086,All states and outlying areas -> California -> National Physical Science Consortium,All states and outlying areas,California,National Physical Science Consortium,3,430.1,317.6,0.0,0.0,0.0,0.0,112.5
4321,r087,All states and outlying areas -> California -> Naval Postgraduate School,All states and outlying areas,California,Naval Postgraduate School,3,100.0,100.0,0.0,0.0,0.0,0.0,0.0
4321,r088,All states and outlying areas -> California -> North Orange County Community C. District,All states and outlying areas,California,North Orange County Community C. District,3,253.5,50.7,0.0,0.0,202.8,0.0,0.0
4321,r089,All states and outlying areas -> California -> Notre Dame de Namur U.,All states and outlying areas,California,Notre Dame de Namur U.,3,480.4,480.4,0.0,0.0,0.0,0.0,0.0
4321,r090,All states and outlying areas -> California -> Occidental C.,All states and outlying areas,California,Occidental C.,3,1221.3,727.4,493.9,0.0,0.0,0.0,0.0
4321,r091,All states and outlying areas -> California -> Ohlone C.,All states and outlying areas,California,Ohlone C.,3,185.3,37.1,0.0,0.0,148.2,0.0,0.0
4321,r092,All states and outlying areas -> California -> Pomona C.,All states and outlying areas,California,Pomona C.,3,1172.0,729.0,443.0,0.0,0.0,0.0,0.0
4321,r093,"All states and outlying areas -> California -> Riverside Community C. District, Riverside",All states and outlying areas,California,"Riverside Community C. District, Riverside",3,310.9,286.0,0.0,0.0,24.9,0.0,0.0
4321,r094,All states and outlying areas -> California -> Saddleback C.,All states and outlying areas,California,Saddleback C.,3,3581.3,3581.3,0.0,0.0,0.0,0.0,0.0
4321,r095,All states and outlying areas -> California -> Saint Mary's C. California,All states and outlying areas,California,Saint Mary's C. California,3,999.5,0.0,0.0,0.0,999.5,0.0,0.0
4321,r096,All states and outlying areas -> California -> Samuel Merritt U.,All states and outlying areas,California,Samuel Merritt U.,3,2477.9,0.0,0.0,0.0,2477.9,0.0,0.0
4321,r097,"All states and outlying areas -> California -> San Diego State U., San Diego",All states and outlying areas,California,"San Diego State U., San Diego",3,40901.2,34957.5,0.0,0.0,3939.2,2000.0,4.5
4321,r098,All states and outlying areas -> California -> San Francisco State U.,All states and outlying areas,California,San Francisco State U.,3,14856.1,12136.7,0.0,0.0,2719.4,0.0,0.0
4321,r099,All states and outlying areas -> California -> San Jose State U.,All states and outlying areas,California,San Jose State U.,3,19381.9,17249.4,443.3,0.0,458.7,0.0,1230.6
4321,r100,All states and outlying areas -> California -> Santa Clara U.,All states and outlying areas,California,Santa Clara U.,3,1277.0,1267.0,0.0,0.0,0.0,0.0,10.0
4321,r101,All states and outlying areas -> California -> Santa Monica C.,All states and outlying areas,California,Santa Monica C.,3,1326.8,1220.6,0.0,0.0,106.1,0.0,0.0
4321,r102,All states and outlying areas -> California -> Scripps Research Institute,All states and outlying areas,California,Scripps Research Institute,3,225743.5,221914.4,0.0,0.0,2539.6,1289.5,0.0
4321,r103,All states and outlying areas -> California -> Sonoma State U.,All states and outlying areas,California,Sonoma State U.,3,789.7,203.5,0.0,0.0,586.2,0.0,0.0
4321,r104,"All states and outlying areas -> California -> Southwestern C., Chula Vista",All states and outlying areas,California,"Southwestern C., Chula Vista",3,3230.8,0.0,0.0,0.0,3230.8,0.0,0.0
4321,r105,All states and outlying areas -> California -> Stanford U.,All states and outlying areas,California,Stanford U.,3,633211.0,612541.2,0.9,0.0,18500.4,2165.6,3.0
4321,r106,"All states and outlying areas -> California -> State Center Community C. District, Fresno City C.",All states and outlying areas,California,"State Center Community C. District, Fresno City C.",3,944.7,58.9,0.0,0.0,885.8,0.0,0.0
4321,r107,"All states and outlying areas -> California -> State Center Community C. District, Reedley C.",All states and outlying areas,California,"State Center Community C. District, Reedley C.",3,40.0,8.0,0.0,0.0,32.0,0.0,0.0
4321,r108,"All states and outlying areas -> California -> U. California, Berkeley",All states and outlying areas,California,"U. California, Berkeley",3,256027.5,239825.9,4499.9,0.0,10208.4,1425.2,68.1
4321,r109,"All states and outlying areas -> California -> U. California, Cooperative Extension",All states and outlying areas,California,"U. California, Cooperative Extension",3,246.8,246.8,0.0,0.0,0.0,0.0,0.0
4321,r110,"All states and outlying areas -> California -> U. California, Davis",All states and outlying areas,California,"U. California, Davis",3,352732.7,328475.6,0.0,0.0,12477.5,1702.0,10077.6
4321,r111,"All states and outlying areas -> California -> U. California, Irvine",All states and outlying areas,California,"U. California, Irvine",3,231085.6,224890.2,448.1,0.0,5146.4,594.9,6.0
4321,r112,"All states and outlying areas -> California -> U. California, Los Angeles",All states and outlying areas,California,"U. California, Los Angeles",3,572994.0,555094.6,9.0,0.0,17691.3,199.1,0.0
4321,r113,"All states and outlying areas -> California -> U. California, Merced",All states and outlying areas,California,"U. California, Merced",3,21337.6,19915.7,0.0,0.0,693.3,0.0,728.5
4321,r114,"All states and outlying areas -> California -> U. California, Office of the President",All states and outlying areas,California,"U. California, Office of the President",3,43555.9,40837.8,0.0,0.0,459.9,0.0,2258.2
4321,r115,"All states and outlying areas -> California -> U. California, Riverside",All states and outlying areas,California,"U. California, Riverside",3,91604.6,80139.5,256.3,0.0,7750.3,0.0,3458.6
4321,r116,"All states and outlying areas -> California -> U. California, San Diego",All states and outlying areas,California,"U. California, San Diego",3,708741.1,679558.4,9284.6,0.0,18866.3,600.0,431.8
4321,r117,"All states and outlying areas -> California -> U. California, San Francisco",All states and outlying areas,California,"U. California, San Francisco",3,717661.9,675389.1,0.0,0.0,39506.6,2766.2,0.0
4321,r118,"All states and outlying areas -> California -> U. California, Santa Barbara",All states and outlying areas,California,"U. California, Santa Barbara",3,113313.3,109184.7,1011.2,0.0,2114.2,0.0,1003.2
4321,r119,"All states and outlying areas -> California -> U. California, Santa Cruz",All states and outlying areas,California,"U. California, Santa Cruz",3,70066.5,65404.1,0.0,0.0,4292.7,369.8,0.0
4321,r120,All states and outlying areas -> California -> U. of the Pacific,All states and outlying areas,California,U. of the Pacific,3,1926.9,759.7,0.0,0.0,1167.2,0.0,0.0
4321,r121,All states and outlying areas -> California -> U. San Diego,All states and outlying areas,California,U. San Diego,3,1596.7,1317.8,263.8,0.0,15.2,0.0,0.0
4321,r122,All states and outlying areas -> California -> U. San Francisco,All states and outlying areas,California,U. San Francisco,3,1268.0,365.7,0.0,0.0,902.3,0.0,0.0
4321,r123,All states and outlying areas -> California -> U. Southern California,All states and outlying areas,California,U. Southern California,3,424202.8,408661.9,558.8,0.0,9630.0,0.0,5352.2
4321,r124,All states and outlying areas -> California -> Unitek C.,All states and outlying areas,California,Unitek C.,3,850.0,0.0,0.0,0.0,850.0,0.0,0.0
4321,r125,All states and outlying areas -> California -> Vanguard U.,All states and outlying areas,California,Vanguard U.,3,1124.6,1124.6,0.0,0.0,0.0,0.0,0.0
4321,r126,"All states and outlying areas -> California -> West Hills Community C. District, Coalinga",All states and outlying areas,California,"West Hills Community C. District, Coalinga",3,993.3,0.0,0.0,0.0,993.3,0.0,0.0
4321,r127,All states and outlying areas -> California -> Western U. of Health Sciences,All states and outlying areas,California,Western U. of Health Sciences,3,8048.2,8047.8,0.0,0.0,0.0,0.0,0.3
4321,r128,All states and outlying areas -> Colorado,All states and outlying areas,Colorado,,2,811513.0,748312.4,4115.1,0.0,49004.9,299.3,9781.3
4321,r129,All states and outlying areas -> Colorado -> Adams State U.,All states and outlying areas,Colorado,Adams State U.,3,1832.3,1685.7,0.0,0.0,146.6,0.0,0.0
4321,r130,All states and outlying areas -> Colorado -> Arapahoe Community C.,All states and outlying areas,Colorado,Arapahoe Community C.,3,299.9,60.0,0.0,0.0,239.9,0.0,0.0
4321,r131,All states and outlying areas -> Colorado -> Colorado C.,All states and outlying areas,Colorado,Colorado C.,3,364.1,364.1,0.0,0.0,0.0,0.0,0.0
4321,r132,All states and outlying areas -> Colorado -> Colorado Northwestern Community C.,All states and outlying areas,Colorado,Colorado Northwestern Community C.,3,299.6,59.9,0.0,0.0,239.7,0.0,0.0
4321,r133,All states and outlying areas -> Colorado -> Colorado School of Mines,All states and outlying areas,Colorado,Colorado School of Mines,3,34774.6,31505.1,675.7,0.0,1289.6,0.0,1304.2
4321,r134,"All states and outlying areas -> Colorado -> Colorado State U., Fort Collins",All states and outlying areas,Colorado,"Colorado State U., Fort Collins",3,127752.8,111951.9,0.0,0.0,7430.2,299.3,8071.5
4321,r135,"All states and outlying areas -> Colorado -> Colorado State U., system office",All states and outlying areas,Colorado,"Colorado State U., system office",3,6751.9,6751.9,0.0,0.0,0.0,0.0,0.0
4321,r136,All states and outlying areas -> Colorado -> Colorado Theological Seminary,All states and outlying areas,Colorado,Colorado Theological Seminary,3,366.3,366.3,0.0,0.0,0.0,0.0,0.0
4321,r137,All states and outlying areas -> Colorado -> Fort Lewis C.,All states and outlying areas,Colorado,Fort Lewis C.,3,946.2,636.1,0.0,0.0,310.0,0.0,0.0
4321,r138,All states and outlying areas -> Colorado -> Front Range Community C.,All states and outlying areas,Colorado,Front Range Community C.,3,2351.8,158.9,0.0,0.0,2192.8,0.0,0.0
4321,r139,"All states and outlying areas -> Colorado -> Metropolitan State U. Denver, Denver",All states and outlying areas,Colorado,"Metropolitan State U. Denver, Denver",3,395.6,61.1,0.0,0.0,334.5,0.0,0.0
4321,r140,All states and outlying areas -> Colorado -> Morgan Community C.,All states and outlying areas,Colorado,Morgan Community C.,3,300.0,60.0,0.0,0.0,240.0,0.0,0.0
4321,r141,All states and outlying areas -> Colorado -> Regis U.,All states and outlying areas,Colorado,Regis U.,3,96.0,96.0,0.0,0.0,0.0,0.0,0.0
4321,r142,All states and outlying areas -> Colorado -> U. Colorado Boulder,All states and outlying areas,Colorado,U. Colorado Boulder,3,550289.3,511533.1,3439.5,0.0,34911.1,0.0,405.6
4321,r143,All states and outlying areas -> Colorado -> U. Corp. for Atmospheric Research,All states and outlying areas,Colorado,U. Corp. for Atmospheric Research,3,62302.5,60764.9,0.0,0.0,1537.6,0.0,0.0
4321,r144,All states and outlying areas -> Colorado -> U. Denver,All states and outlying areas,Colorado,U. Denver,3,13640.7,13596.5,0.0,0.0,44.2,0.0,0.0
4321,r145,All states and outlying areas -> Colorado -> U. Northern Colorado,All states and outlying areas,Colorado,U. Northern Colorado,3,143.2,93.9,0.0,0.0,49.3,0.0,0.0
4321,r146,All states and outlying areas -> Colorado -> UNAVCO Inc.,All states and outlying areas,Colorado,UNAVCO Inc.,3,8579.1,8539.8,0.0,0.0,39.3,0.0,0.0
4321,r147,All states and outlying areas -> Colorado -> Western Colorado U.,All states and outlying areas,Colorado,Western Colorado U.,3,27.0,27.0,0.0,0.0,0.0,0.0,0.0
4321,r148,All states and outlying areas -> Connecticut,All states and outlying areas,Connecticut,,2,688353.2,661563.6,175.4,0.0,24911.1,742.9,960.1
4321,r149,All states and outlying areas -> Connecticut -> Central Connecticut State U.,All states and outlying areas,Connecticut,Central Connecticut State U.,3,137.1,137.1,0.0,0.0,0.0,0.0,0.0
4321,r150,All states and outlying areas -> Connecticut -> Connecticut Board of Regents for Higher Education,All states and outlying areas,Connecticut,Connecticut Board of Regents for Higher Education,3,4074.6,2434.8,0.0,0.0,1639.8,0.0,0.0
4321,r151,All states and outlying areas -> Connecticut -> Connecticut C.,All states and outlying areas,Connecticut,Connecticut C.,3,943.1,943.1,0.0,0.0,0.0,0.0,0.0
4321,r152,All states and outlying areas -> Connecticut -> Eastern Connecticut State U.,All states and outlying areas,Connecticut,Eastern Connecticut State U.,3,154.3,154.3,0.0,0.0,0.0,0.0,0.0
4321,r153,All states and outlying areas -> Connecticut -> Fairfield U.,All states and outlying areas,Connecticut,Fairfield U.,3,380.1,49.5,175.4,0.0,0.0,0.0,155.3
4321,r154,All states and outlying areas -> Connecticut -> Sacred Heart U.,All states and outlying areas,Connecticut,Sacred Heart U.,3,1081.1,268.6,0.0,0.0,812.4,0.0,0.0
4321,r155,All states and outlying areas -> Connecticut -> Southern Connecticut State U.,All states and outlying areas,Connecticut,Southern Connecticut State U.,3,676.7,626.7,0.0,0.0,0.0,0.0,50.0
4321,r156,"All states and outlying areas -> Connecticut -> Trinity C., Hartford",All states and outlying areas,Connecticut,"Trinity C., Hartford",3,853.7,853.7,0.0,0.0,0.0,0.0,0.0
4321,r157,All states and outlying areas -> Connecticut -> U. Bridgeport,All states and outlying areas,Connecticut,U. Bridgeport,3,90.9,90.9,0.0,0.0,0.0,0.0,0.0
