table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_all_r_d_expenditures,field_agriculture,field_energy,field_environment_and_natural_resources,field_health,field_transportation,field_othera
5204,r016,United States<sup>b</sup> -> Indiana,United States<sup>b</sup>,Indiana,2,9591408,100000,95000,141764,0,8734644,520000
5204,r017,United States<sup>b</sup> -> Iowa,United States<sup>b</sup>,Iowa,2,12348062,60000,0,4170756,0,7228882,888424
5204,r018,United States<sup>b</sup> -> Kansas,United States<sup>b</sup>,Kansas,2,13152904,3675354,0,4840882,0,3637912,998756
5204,r019,United States<sup>b</sup> -> Kentucky,United States<sup>b</sup>,Kentucky,2,26782125,540182,150000,2258368,15023579,7158996,1651000
5204,r020,United States<sup>b</sup> -> Louisiana,United States<sup>b</sup>,Louisiana,2,32360516,636415,2613811,12455929,2800226,9200000,4654135
5204,r021,United States<sup>b</sup> -> Maine,United States<sup>b</sup>,Maine,2,29035990,3329336,0,7070173,9463845,824000,8348636
5204,r022,United States<sup>b</sup> -> Maryland,United States<sup>b</sup>,Maryland,2,33407022,269157,1168566,1184063,24466432,3660436,2658368
5204,r023,United States<sup>b</sup> -> Massachusetts,United States<sup>b</sup>,Massachusetts,2,31700411,0,4183011,10052872,6849528,3840000,6775000
5204,r024,United States<sup>b</sup> -> Michigan,United States<sup>b</sup>,Michigan,2,11191816,3316092,0,1265405,0,6610319,0
5204,r025,United States<sup>b</sup> -> Minnesota,United States<sup>b</sup>,Minnesota,2,20511698,5526168,0,3365930,0,11619600,0
5204,r026,United States<sup>b</sup> -> Mississippi,United States<sup>b</sup>,Mississippi,2,10268396,1213684,0,4637046,0,4417666,0
5204,r027,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,2,14826364,911532,500000,11624124,233307,1557401,0
5204,r028,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,2,13131022,3566938,0,7753095,0,1810989,0
5204,r029,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,2,32423818,2453010,0,6941251,19977610,1985947,1066000
5204,r030,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,2,4764898,188146,0,222553,0,1298811,3055388
5204,r031,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,2,8221518,113278,0,113525,0,661587,7333128
5204,r032,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,2,23754925,0,0,2206594,14879386,3125627,3543318
5204,r033,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,2,5227599,0,169166,2147277,0,2808156,103000
5204,r034,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,2,453807331,7919165,65977562,30312324,313857986,9463758,26276536
5204,r035,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,2,35892185,13961296,1500000,7263072,3810296,8877335,480186
5204,r036,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,2,18065251,2955514,10111495,789902,349127,3635470,223743
5204,r037,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,2,76169661,0,11929919,50405927,2752778,6249317,4831720
5204,r038,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,2,30050338,2158072,599094,2281991,17420143,6480977,1110061
5204,r039,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,2,30486113,706521,1590000,16706262,3100000,2460479,5922851
5204,r040,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,2,103098941,3877434,837000,8868958,73605865,3934697,11974987
5204,r041,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,2,4594040,45615,0,3868806,139519,0,540100
5204,r042,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,2,46800816,809303,125624,27721566,15991705,1851635,300983
5204,r043,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,2,2913274,1526155,16021,50000,0,1321098,0
5204,r044,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,2,7039923,0,106514,919243,0,2650589,3363577
5204,r045,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,2,205206977,1151413,0,7456321,175905076,20694167,0
5204,r046,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,2,9205399,0,500540,5558311,4850,3141698,0
5204,r047,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,2,1669900,0,0,282511,215000,1081391,90998
5204,r048,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,2,35552565,2445328,179664,5985898,3829173,19782914,3329588
5204,r049,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,2,57239095,17505768,6731672,23572042,1260394,4890000,3279219
5204,r050,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,2,10862315,10000,1390229,3939496,712330,2028215,2782045
5204,r051,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,2,14340014,1060099,0,5423223,1000000,4106692,2750000
5204,r052,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,2,6391060,661674,1651390,2043931,61640,1240805,731620
