table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_in_target_populationa,field_companies_selected_for_the_sample_all_companies,field_companies_selected_for_the_sample_noncertainties,field_companies_selected_for_the_sample_certainties
1449,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",5,334511,314,129,33,96
1449,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,1874,542,253,289
1449,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,1049,285,132,153
1449,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,3101,725,385,340
1449,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,6237,1162,537,625
1449,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,3926,584,294,290
1449,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,993,253,73,180
1449,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,942,206,73,133
1449,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts ",5,"336414, 336415, 336419",51,47,0,47
1449,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,38,36,0,36
1449,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All industries,Manufacturing industries,Transportation equipment,Other transportation equipment,,4,other 336,1280,289,170,119
1449,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,7245,677,446,231
1449,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,10986,1383,818,565
1449,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,4012,642,353,289
1449,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous,,4,3399,6974,741,465,276
1449,r046,All industries -> Manufacturing industries -> Unclassified,All industries,Manufacturing industries,Unclassified,,,3,–,625,97,35,62
1449,r047,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81",1342051,26470,14131,12339
1449,r048,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities<sup>b</sup>",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities<sup>b</sup>",,,3,21,8803,601,314,287
1449,r049,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,1248,184,41,143
1449,r050,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,120894,3536,2327,1209
1449,r051,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,6790,415,314,101
1449,r052,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,56527,858,499,359
1449,r053,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,24430,2445,1144,1301
1449,r054,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,8241,1068,515,553
1449,r055,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,5018,458,312,146
1449,r056,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,3223,610,203,407
1449,r057,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,3396,283,138,145
1449,r058,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,4102,724,283,441
1449,r059,All industries -> Nonmanufacturing industries -> Information -> Other information ,All industries,Nonmanufacturing industries,Information,Other information ,,4,other 51,8691,370,208,162
1449,r060,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,59349,1145,363,782
1449,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,54307,684,389,295
1449,r062,All industries -> Nonmanufacturing industries -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Lessors of nonfinancial intangible assets (except copyrighted works),,,3,533,747,100,4,96
1449,r063,All industries -> Nonmanufacturing industries -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Other real estate and rental and leasing,,,3,other 53,53560,584,385,199
1449,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,198358,10572,4238,6334
1449,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,30414,1665,976,689
1449,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,27201,2262,1538,724
1449,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,3993,3993,0,3993
1449,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,1043,1043,0,1043
1449,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,2696,2696,0,2696
1449,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,254,254,0,254
1449,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Other professional, scientific, and technical services",5,other 54,136750,2652,1724,928
1449,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,222535,2297,1637,660
1449,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81",587725,3483,2719,764
1449,r074,All industries -> Nonmanufacturing industries -> Unclassified,All industries,Nonmanufacturing industries,Unclassified,,,3,–,1085,250,146,104
1449,r075,Company size (number of domestic employees),Company size (number of domestic employees),,,,,1,,,,,
1449,r076,Company size (number of domestic employees) -> All companies,Company size (number of domestic employees),All companies,,,,2,–,1485151,44861,24015,20846
1449,r077,Company size (number of domestic employees) -> All companies -> < 5<sup>c</sup>,Company size (number of domestic employees),All companies,< 5<sup>c</sup>,,,3,–,10373,424,193,231
1449,r078,Company size (number of domestic employees) -> All companies -> 5&#8211;9,Company size (number of domestic employees),All companies,5&#8211;9,,,3,–,407520,7230,5296,1934
1449,r079,Company size (number of domestic employees) -> All companies -> 10&#8211;19,Company size (number of domestic employees),All companies,10&#8211;19,,,3,–,533994,7417,5748,1669
1449,r080,Company size (number of domestic employees) -> All companies -> 20&#8211;49,Company size (number of domestic employees),All companies,20&#8211;49,,,3,–,343379,8064,5813,2251
1449,r081,Company size (number of domestic employees) -> All companies -> 50&#8211;99,Company size (number of domestic employees),All companies,50&#8211;99,,,3,–,103825,5366,3096,2270
1449,r082,Company size (number of domestic employees) -> All companies -> 100&#8211;249,Company size (number of domestic employees),All companies,100&#8211;249,,,3,–,55149,6425,2577,3848
1449,r083,Company size (number of domestic employees) -> All companies -> 250&#8211;499,Company size (number of domestic employees),All companies,250&#8211;499,,,3,–,15905,3564,784,2780
1449,r084,Company size (number of domestic employees) -> All companies -> 500&#8211;999 ,Company size (number of domestic employees),All companies,500&#8211;999 ,,,3,–,7419,2407,289,2118
1449,r085,"Company size (number of domestic employees) -> All companies -> 1,000&#8211;4,999",Company size (number of domestic employees),All companies,"1,000&#8211;4,999",,,3,–,5920,2837,155,2682
1449,r086,"Company size (number of domestic employees) -> All companies -> 5,000&#8211;9,999",Company size (number of domestic employees),All companies,"5,000&#8211;9,999",,,3,–,822,530,33,497
1449,r087,"Company size (number of domestic employees) -> All companies -> 10,000&#8211;24,999",Company size (number of domestic employees),All companies,"10,000&#8211;24,999",,,3,–,508,344,18,326
1449,r088,"Company size (number of domestic employees) -> All companies -> 25,000 or more",Company size (number of domestic employees),All companies,"25,000 or more",,,3,–,337,253,13,240
