table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_10_19a,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
10974,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,713', '  ']","['5', '  ']","['66', '  ']","['74', '  ']",250,,"['146', '  ']","['154', '  ']","['931', '  ']","['657', '  ']","['430', 'i ']","['0', '  ']"
10974,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,389', 'i ']","['6', 'i ']","['20', '  ']","['28', '  ']",101,,"['82', '  ']","['53', '  ']","['170', 'i ']","['0', '  ']","['616', 'i ']","['313', '  ']"
10974,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,157', '  ']","['3', '  ']","['21', '  ']","['30', '  ']",33,,"['0 - 103', 'i ']","['0 - 129', '  ']","['535', 'i ']","['20 - 65', '  ']","['247 - 518', '  ']","['0', '  ']"
10974,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['100,220', '  ']","['690', '  ']","['3,088', '  ']","['3,586', '  ']",4862,,"['7,336', '  ']","['5,097', '  ']","['13,515', '  ']","['9,911', '  ']","['33,022', '  ']","['19,114', '  ']"
10974,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['2,740', '  ']","['0 - 35', '  ']","['21', '  ']","['35', '  ']",110,,"['35', '  ']","['86', '  ']","['376', 'i ']","['264 - 307', '  ']","['551', '  ']","['1,224', '  ']"
10974,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,271', '  ']","['0 - 35', '  ']","['44', '  ']","['85', '  ']",92,,"['3 - 107', '  ']","['0 - 129', '  ']","['394', '  ']","['0', '  ']","['262 - 533', '  ']","['123', '  ']"
10974,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,144', '  ']","['25', '  ']","['93', '  ']","['110', '  ']",192,,"['233', '  ']","['244', '  ']","['921', '  ']","['692', '  ']","['367', '  ']","['266', '  ']"
10974,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,533', '  ']","['12', '  ']","['47', '  ']","['85', '  ']",64,,"['23', '  ']","['179', '  ']","['48', '  ']","['95', '  ']","['981', '  ']","['0', '  ']"
10974,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['912', '  ']","['0', '  ']","['18', '  ']","['67', '  ']",72,,"['29', '  ']","['32', '  ']","['249', '  ']","['418', '  ']","['27', '  ']","['0', '  ']"
10974,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['4,291', '  ']","['310', 'r ']","['865', '  ']","['330', '  ']",705,,"['419', '  ']","['345', '  ']","['970', '  ']","['170', '  ']","['177', '  ']","['0', '  ']"
10974,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['17,730', '  ']","['104', '  ']","['673', '  ']","['803', '  ']",1053,,"['714', '  ']","['754', '  ']","['2,263', '  ']","['3,801', '  ']","['4,742', '  ']","['2,823', '  ']"
10974,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,867', '  ']","['0 - 87', '  ']","['28', '  ']","['0 - 663', '  ']",62,,"['0 - 613', '  ']","['63', '  ']","['167', '  ']","['531', '  ']","['0', '  ']","['0 - 1,019', '  ']"
10974,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['5,349', '  ']","['3', '  ']","['30', '  ']","['66', '  ']",76,i ,"['53', '  ']","['315', '  ']","['832', '  ']","['1,735', '  ']","['2,239', '  ']","['0', '  ']"
10974,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,374', '  ']","['5', '  ']","['24', '  ']","['43', '  ']",95,,"['43', '  ']","['42', '  ']","['51', '  ']","['423', '  ']","['648', '  ']","['0', '  ']"
10974,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['9,140', '  ']","['9 - 98', '  ']","['590', '  ']","['31 - 696', '  ']",819,,"['6 - 620', '  ']","['335', '  ']","['1,213', '  ']","['1,111', '  ']","['1,855', '  ']","['1,804 - 2,824', '  ']"
10974,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['101,063', '  ']","['261', '  ']","['1,170', '  ']","['1,140', '  ']",1565,,"['2,891', '  ']","['3,629', '  ']","['13,343', '  ']","['14,349', '  ']","['14,666', 'i ']","['48,047', '  ']"
10974,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['12,557', '  ']","['0 - 74', '  ']","['0 - 131', '  ']","['145', '  ']",0 - 937,,"['0 - 568', '  ']","['0 - 1,000', '  ']","['2,416', '  ']","['0 - 4,116', '  ']","['0', '  ']","['3,171 - 9,998', '  ']"
10974,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['47,396', '  ']","['93', '  ']","['580', '  ']","['65 - 612', '  ']",0 - 937,,"['1,766', '  ']","['1,622', '  ']","['6,387', '  ']","['6,322', 'i ']","['13,381', 'i ']","['15,693 - 17,182', '  ']"
10974,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['13,644', '  ']","['96', '  ']","['460', '  ']","['385', '  ']",629,,"['558', '  ']","['1,007', '  ']","['1,444', '  ']","['3,913', '  ']","['353', '  ']","['4,800', '  ']"
10974,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['3,087', '  ']","['30', '  ']","['219', '  ']","['130', '  ']",253,,"['168', 'i ']","['437', '  ']","['155', '  ']","['1,695', '  ']","['0', '  ']","['0', '  ']"
10974,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['5,301', '  ']","['14', '  ']","['92', '  ']","['22 - 97', '  ']",164,,"['102', '  ']","['0 - 495', '  ']","['227', '  ']","['0 - 2,219', '  ']","['0', '  ']","['2,044 - 4,683', '  ']"
10974,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['5,256', '  ']","['53', '  ']","['148', '  ']","['157 - 234', '  ']",212,,"['288', '  ']","['75 - 571', '  ']","['1,061', '  ']","['0 - 2,219', '  ']","['353', '  ']","['117 - 2,757', '  ']"
10974,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['27,465', '  ']","['0 - 74', 'i ']","['0 - 131', 'i ']","['0 - 546', '  ']",0 - 794,,"['0 - 568', '  ']","['0 - 1,001', '  ']","['3,097', '  ']","['0 - 4,116', 'i ']","['932', 'i ']","['16,205 - 23,437', '  ']"
10974,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['5,494', '  ']","['78', 'r ']","['129', '  ']","['288', '  ']",374,,"['264', '  ']","['843', '  ']","['1,907', '  ']","['582', '  ']","['1,028', '  ']","['0', '  ']"
10974,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['50,760', '  ']","['37', '  ']","['225', '  ']","['290', '  ']",1099,,"['594', '  ']","['1,961', '  ']","['7,804', '  ']","['2,332', '  ']","['8,793', '  ']","['27,625', 'i ']"
10974,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['26,391', '  ']","['17', '  ']","['53', '  ']","['120', '  ']",467,,"['297', '  ']","['1,167', '  ']","['5,615', '  ']","['1,385', '  ']","['4,405', '  ']","['12,866', '  ']"
10974,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['21,468', 'i ']","['19', '  ']","['131', '  ']","['102', '  ']",551,,"['266', '  ']","['577', 'i ']","['1,801', '  ']","['635', '  ']","['4,269', '  ']","['13,117', 'i ']"
10974,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['19,845', 'i ']","['0 - 20', '  ']","['122', '  ']","['96', '  ']",299,,"['28 - 264', '  ']","['341 - 578', 'i ']","['680', '  ']","['635', '  ']","['4,033 - 4,270', '  ']","['13,117', 'i ']"
10974,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,623', '  ']","['0 - 20', '  ']","['9', '  ']","['6', '  ']",252,i ,"['2 - 238', '  ']","['0 - 235', '  ']","['1,121', '  ']","['0', '  ']","['0 - 235', '  ']","['0', '  ']"
10974,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['21 - 25', '  ']","['0', '  ']","['0 - 6', '  ']","['4', '  ']",5,,"['0', '  ']","['11', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
10974,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['2,875 - 2,880', '  ']","['1', '  ']","['34 - 42', '  ']","['65', '  ']",75,,"['30', '  ']","['206', '  ']","['389', '  ']","['313', '  ']","['119', 'i ']","['1,642', '  ']"
10974,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['426', '  ']","['2', 'r ']","['9', '  ']","['12', '  ']",67,,"['20', '  ']","['17', '  ']","['110', '  ']","['178', '  ']","['11', '  ']","['0', '  ']"
10974,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['21,133', '  ']","['140', '  ']","['417 - 484', '  ']","['512', '  ']",814,,"['604', '  ']","['1,377', '  ']","['3,946', '  ']","['3,208', '  ']","['4,687 - 4,753', '  ']","['5,358', '  ']"
10974,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['18,438', '  ']","['103', '  ']","['330', '  ']","['398', '  ']",562,,"['408', '  ']","['918', '  ']","['2,780', '  ']","['3,177', '  ']","['4,521', '  ']","['5,242', '  ']"
10974,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,695', '  ']","['36', '  ']","['87 - 154', '  ']","['114', '  ']",252,,"['196', '  ']","['459', '  ']","['1,167', '  ']","['32', '  ']","['166 - 233', '  ']","['116', '  ']"
10974,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['276,439', '  ']","['3,579', '  ']","['7,957', '  ']","['6,699', '  ']",12162,,"['10,150', '  ']","['12,096', '  ']","['45,901', '  ']","['24,779', '  ']","['30,585', 'i ']","['122,530', '  ']"
10974,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,260 - 1,334', '  ']","['4', '  ']","['144', 'r ']","['12 - 107', 'i ']",94,i ,"['283', '  ']","['59', 'i ']","['322', 'i ']","['0 - 94', '  ']","['324', '  ']","['0', '  ']"
10974,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['168 - 17,997', '  ']","['11', '  ']","['3 - 168', '  ']","['0', '  ']",0.05,,"['0', '  ']","['0 - 279', '  ']","['1 - 1,608', '  ']","['11', '  ']","['0 - 529', '  ']","['27 - 17,969', 'i ']"
10974,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,745 - 1,855', 'i ']","['172', '  ']","['394', '  ']","['263', '  ']",512,i ,"['215', 'i ']","['85', 'i ']","['0 - 111', 'i ']","['4', 'i ']","['25', 'i ']","['78', 'i ']"
10974,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['5,936 - 24,040', 'i ']","['9', '  ']","['23', 'r ']","['20', 'r ']",29,,"['109', '  ']","['46', '  ']","['29', '  ']","['0 - 2,839', '  ']","['0 - 529', '  ']","['2,300 - 22,477', 'i ']"
10974,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['7,208', '  ']","['0', '  ']","['163', 'r ']","['27', '  ']",46,,"['96', '  ']","['57', '  ']","['2,711', '  ']","['0 - 1,869', '  ']","['2,243', 'i ']","['0 - 1,869', '  ']"
10974,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['147,855', '  ']","['746', '  ']","['1,686', '  ']","['1,950', '  ']",4094,,"['4,589', '  ']","['5,832', '  ']","['27,722', '  ']","['9,872', '  ']","['7,846', '  ']","['83,517', '  ']"
10974,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['39,152', '  ']","['388', '  ']","['690', '  ']","['5 - 639', '  ']",1832,,"['1,165', '  ']","['1,172', '  ']","['8,633', '  ']","['3,235', '  ']","['1,240 - 1,880', '  ']","['20,156', '  ']"
10974,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['103', '  ']","['0', '  ']","['34', 'r ']","['6', '  ']",3,,"['60', 'i ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
10974,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['39,049', '  ']","['388', '  ']","['656', '  ']","['0 - 633', '  ']",1829,,"['1,105', '  ']","['1,171', '  ']","['8,633', '  ']","['3,235', '  ']","['1,240 - 1,880', '  ']","['20,156', '  ']"
10974,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,835', '  ']","['46', 'r ']","['94', '  ']","['35', '  ']",106,,"['13', '  ']","['178', '  ']","['50', '  ']","['31', '  ']","['31', '  ']","['3,252', '  ']"
10974,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['45,192', '  ']","['298', '  ']","['834', '  ']","['1,259', '  ']",1825,,"['3,221', '  ']","['3,076', '  ']","['14,090', '  ']","['5,665', '  ']","['4,465', 'i ']","['10,459', '  ']"
10974,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['59,676', '  ']","['14', '  ']","['68', '  ']","['19 - 652', '  ']",331,,"['190', '  ']","['1,407', '  ']","['4,950', '  ']","['941', '  ']","['1,469 - 2,109', '  ']","['49,650', '  ']"
10974,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['20,947', '  ']","['115', '  ']","['351', 'r ']","['111', '  ']",292,,"['335', '  ']","['1,179', '  ']","['7,147', '  ']","['3,042', 'i ']","['2,740', '  ']","['5,636', '  ']"
10974,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2,096', '  ']","['<b>*</b>', '  ']","['5', '  ']","['4', '  ']",25,,"['11', '  ']","['37', '  ']","['3 - 1,609', '  ']","['0 - 2,014', '  ']","['0', '  ']","['0 - 2,014', '  ']"
10974,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['5 - 8', '  ']","['0', '  ']","['0', '  ']","['1 - 4', '  ']",0,,"['0', '  ']","['0', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
10974,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['2,088 - 2,091', '  ']","['<b>*</b>', '  ']","['5', '  ']","['0 - 4', '  ']",25,,"['11', '  ']","['37', '  ']","['0 - 1,605', '  ']","['0 - 2,014', '  ']","['0', '  ']","['0 - 2,014', '  ']"
10974,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['66,496', '  ']","['2,390', '  ']","['4,979', '  ']","['3,957', '  ']",6016,,"['4,017', '  ']","['3,983', '  ']","['5,353', '  ']","['8,219', 'i ']","['16,880', 'i ']","['10,701', '  ']"
10974,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['4,560', '  ']","['233', '  ']","['772', '  ']","['586', '  ']",809,,"['468', '  ']","['227', '  ']","['683', '  ']","['76', '  ']","['705', '  ']","['0', '  ']"
10974,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['20,409', '  ']","['892', '  ']","['1,982', '  ']","['1,297', '  ']",1202,,"['1,412', '  ']","['1,411', '  ']","['1,520', '  ']","['1,455', '  ']","['4,578', '  ']","['4,661', '  ']"
10974,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['34,142', 'i ']","['1,134', '  ']","['1,895', '  ']","['1,658', '  ']",3030,,"['1,617', '  ']","['2,050', '  ']","['2,478', 'i ']","['6,640', 'i ']","['9,778', 'i ']","['3,863', '  ']"
10974,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['228', '  ']","['69', '  ']","['73', '  ']","['42', 'i ']",44,i ,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
10974,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['9,039', '  ']","['355', '  ']","['462', '  ']","['591', '  ']",944,,"['124', '  ']","['231', '  ']","['0', '  ']","['0', '  ']","['2,469', '  ']","['3,863', '  ']"
10974,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['24,312', 'i ']","['704', '  ']","['1,342', '  ']","['1,024', '  ']",1987,,"['1,467', '  ']","['1,820', '  ']","['2,471', 'i ']","['6,188', 'i ']","['7,308', 'i ']","['0', '  ']"
10974,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['563', '  ']","['6', '  ']","['17', '  ']","['0', '  ']",56,,"['26', '  ']","['0', '  ']","['7', '  ']","['452', '  ']","['0', '  ']","['0', '  ']"
10974,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['7,385', '  ']","['132', '  ']","['331', '  ']","['415', '  ']",974,,"['520', '  ']","['294', '  ']","['672', '  ']","['49', '  ']","['1,819', '  ']","['2,178', '  ']"
10974,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['2,060 - 2,138', '  ']","['12', '  ']","['45 - 132', '  ']","['106', '  ']",285,,"['318', '  ']","['535', '  ']","['648', '  ']","['9', '  ']","['1', '  ']","['97', '  ']"
10974,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2,564 - 3,199', '  ']","['118', 'r ']","['2 - 167', '  ']","['150 - 253', '  ']",768,r ,"['177', '  ']","['6 - 288', '  ']","['362', '  ']","['786', '  ']","['0 - 529', '  ']","['0 - 831', '  ']"
