table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies,field_1_4_employees,field_5_9_employees
7903,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['981', '&nbsp;']","['289', '&nbsp;']","['693', '&nbsp;']"
7903,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['3,043', '&nbsp;']","['1,046', '&nbsp;']","['1,998', '&nbsp;']"
7903,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['603', '&nbsp;']","['222', '&nbsp;']","['381', '&nbsp;']"
7903,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['1,983', '&nbsp;']","['688', '&nbsp;']","['1,295', '&nbsp;']"
7903,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['457', '&nbsp;']","['136', '&nbsp;']","['322', '&nbsp;']"
7903,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['313', '&nbsp;']","['123', '&nbsp;']","['190', 'r']"
7903,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['387', '&nbsp;']","['86', '&nbsp;']","['301', '&nbsp;']"
7903,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['229', '&nbsp;']","['65', '&nbsp;']","['164', '&nbsp;']"
7903,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['158', '&nbsp;']","['21', 'r']","['137', '&nbsp;']"
7903,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['7', '&nbsp;']","['0', '&nbsp;']","['7', '&nbsp;']"
7903,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['662', '&nbsp;']","['165', '&nbsp;']","['496', '&nbsp;']"
7903,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['52,215', '&nbsp;']","['20,800', '&nbsp;']","['31,415', '&nbsp;']"
7903,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['3,873', '&nbsp;']","['1,386', '&nbsp;']","['2,487', '&nbsp;']"
7903,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['10,564', '&nbsp;']","['3,994', '&nbsp;']","['6,570', '&nbsp;']"
7903,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['7,077', '&nbsp;']","['2,831', '&nbsp;']","['4,246', '&nbsp;']"
7903,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['3,487', '&nbsp;']","['1,163', '&nbsp;']","['2,324', '&nbsp;']"
7903,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['6,021', '&nbsp;']","['2,448', '&nbsp;']","['3,573', '&nbsp;']"
7903,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['17,756', '&nbsp;']","['7,715', '&nbsp;']","['10,041', '&nbsp;']"
7903,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['14,001', '&nbsp;']","['5,256', '&nbsp;']","['8,744', '&nbsp;']"
7903,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['1,514', '&nbsp;']","['526', '&nbsp;']","['987', '&nbsp;']"
7903,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['4,609', '&nbsp;']","['1,754', '&nbsp;']","['2,855', '&nbsp;']"
7903,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['7,722', '&nbsp;']","['2,909', '&nbsp;']","['4,813', '&nbsp;']"
7903,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['156', '&nbsp;']","['67', '&nbsp;']","['88', '&nbsp;']"
