table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6537,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['47,709', '&nbsp;']","['37,108', '&nbsp;']","['39,731', '&nbsp;']","['40,843', '&nbsp;']","['37,345', '&nbsp;']","['37,995', 'i']","['46,255', '&nbsp;']","['39,585 - 54,209', '  ']","['46,587', '  ']","['58,333', '&nbsp;']","['68,023', '&nbsp;']"
6537,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['3,384', '&nbsp;']","['4,156', '&nbsp;']","['D', '&nbsp;']","['2,541', 'i']","['3,173', '&nbsp;']","['3,374', '&nbsp;']","['4,158', 'i']","['56 - 9,557', '  ']","['2,575', '  ']","['4,005', '&nbsp;']","['4,244', '&nbsp;']"
6537,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['15,310', '&nbsp;']","['12,458', '&nbsp;']","['13,181', '&nbsp;']","['13,404', 'i']","['10,535', 'i']","['12,579', 'i']","['17,227', '&nbsp;']","['15,483 - 20,617', '  ']","['17,190', '  ']","['20,378', '&nbsp;']","['26,416', '&nbsp;']"
6537,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['19,307', '&nbsp;']","['16,408', '&nbsp;']","['19,295', '&nbsp;']","['20,225', '&nbsp;']","['18,478', '&nbsp;']","['17,870', '&nbsp;']","['20,630', '&nbsp;']","['20,194', '  ']","['22,635', '  ']","['28,620', '&nbsp;']","['30,675', '&nbsp;']"
6537,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['8,492', '&nbsp;']","['6,266', '&nbsp;']","['7,985', '&nbsp;']","['8,364', '&nbsp;']","['5,889', '&nbsp;']","['4,898', '&nbsp;']","['7,114', 'i']","['6,062', '  ']","['6,076', '  ']","['8,428 - 8,442', '&nbsp;']","['9,250', '&nbsp;']"
6537,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['10,129', '&nbsp;']","['9,591', '&nbsp;']","['10,697', '&nbsp;']","['11,261', '&nbsp;']","['11,794', '&nbsp;']","['12,291', '&nbsp;']","['12,807', '&nbsp;']","['13,409', '  ']","['15,680', '  ']","['19,507', '&nbsp;']","['20,651', 'i']"
6537,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['686', '&nbsp;']","['551', '&nbsp;']","['613', '&nbsp;']","['600', '&nbsp;']","['795', '&nbsp;']","['682', '&nbsp;']","['709', '&nbsp;']","['723', '  ']","['879', '  ']","['672 - 683', '&nbsp;']","['774', '&nbsp;']"
6537,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['9,708', '&nbsp;']","['4,086', '&nbsp;']","['D', '&nbsp;']","['4,674', '&nbsp;']","['5,158', '&nbsp;']","['4,172', 'i']","['4,240', '&nbsp;']","['3,852', '  ']","['4,188', '  ']","['5,330', '&nbsp;']","['6,688', '&nbsp;']"
6537,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['NA', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['708', 'i']","['535', 'i']","['501', 'i']","['771', 'i']","['1,002', '  ']","['1,132', '  ']","['1,497', '&nbsp;']","['2,289', '&nbsp;']"
6537,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['NA', '&nbsp;']","['NA', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', ' ']","['D', '&nbsp;']","['D', '&nbsp;']","['1,054 - 6,188', 'i ']","['1,665', '  ']","['2,162 - 5,963', '&nbsp;']","['1,382 - 18,191', '&nbsp;']"
6537,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['336,571', '&nbsp;']","['338,451', '&nbsp;']","['359,490', '&nbsp;']","['374,916', '&nbsp;']","['396,352', '&nbsp;']","['416,343', '&nbsp;']","['429,174', '&nbsp;']","['457,591', '  ']","['484,740', '  ']","['543,369', '&nbsp;']","['597,420', '&nbsp;']"
6537,r074,All companies (number of domestic employees) -> Micro companies<sup>a</sup>,All companies (number of domestic employees),Micro companies<sup>a</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
6537,r075,All companies (number of domestic employees) -> Micro companies<sup>a</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>a</sup>,5&#8211;9,,,3,–,"['NA', '&nbsp;']","['3,792', '&nbsp;']","['4,143', '&nbsp;']","['3,025', 'i']","['3,442', 'i']","['3,409', 'i']","['3,101', 'i']","['1,728', 'i ']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']"
6537,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
6537,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['5,750', 'i']","['5,031', 'i ']","['3,532', '  ']","['4,511', '&nbsp;']","['5,639', '&nbsp;']"
6537,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['10,654', 'i']","['9,972', '  ']","['9,513', '  ']","['11,825', '&nbsp;']","['12,875', '&nbsp;']"
6537,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
6537,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['13,785', '&nbsp;']","['9,470', '&nbsp;']","['9,834', '&nbsp;']","['9,728', '&nbsp;']","['9,289', '&nbsp;']","['10,677', '&nbsp;']","['11,946', '&nbsp;']","['9,639', '  ']","['10,635', '  ']","['13,095', '&nbsp;']","['14,758', '&nbsp;']"
6537,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['14,365', '&nbsp;']","['12,989', '&nbsp;']","['13,354', '&nbsp;']","['13,665', '&nbsp;']","['14,980', '&nbsp;']","['15,081', '&nbsp;']","['14,964', '&nbsp;']","['16,160', '  ']","['18,584', '  ']","['20,486', '&nbsp;']","['21,986', '&nbsp;']"
6537,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
6537,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['12,315', '&nbsp;']","['11,439', '&nbsp;']","['14,573', '&nbsp;']","['12,693', '&nbsp;']","['13,379', '&nbsp;']","['13,675', '&nbsp;']","['14,837', '&nbsp;']","['14,751', '  ']","['16,522', '  ']","['21,971', '&nbsp;']","['21,592', '&nbsp;']"
6537,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['12,124', '&nbsp;']","['11,794', '&nbsp;']","['11,388', '&nbsp;']","['12,955', '&nbsp;']","['13,663', '&nbsp;']","['15,422', '&nbsp;']","['17,442', '&nbsp;']","['16,601', '  ']","['20,173', '  ']","['20,309', '&nbsp;']","['26,922', '&nbsp;']"
6537,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['54,600', '&nbsp;']","['60,782', '&nbsp;']","['63,801', '&nbsp;']","['62,729', '&nbsp;']","['69,212', '&nbsp;']","['71,679', '&nbsp;']","['71,259', '&nbsp;']","['79,017', '  ']","['79,494', '  ']","['83,959', '&nbsp;']","['92,224', '&nbsp;']"
6537,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['27,461', '&nbsp;']","['34,453', '&nbsp;']","['32,578', '&nbsp;']","['41,006', '&nbsp;']","['43,087', '&nbsp;']","['51,305', '&nbsp;']","['48,399', '&nbsp;']","['49,479', '  ']","['54,572', '  ']","['61,047', '&nbsp;']","['62,775', '&nbsp;']"
6537,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['61,681', '&nbsp;']","['50,710', '&nbsp;']","['61,593', '&nbsp;']","['60,544', '&nbsp;']","['60,844', '&nbsp;']","['63,818', '&nbsp;']","['70,864', '&nbsp;']","['81,547', '  ']","['87,965', '  ']","['108,249', '&nbsp;']","['111,876', '&nbsp;']"
6537,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['118,424', '&nbsp;']","['125,067', '&nbsp;']","['132,719', '&nbsp;']","['144,097', '&nbsp;']","['152,547', '&nbsp;']","['155,180', '&nbsp;']","['159,959', '&nbsp;']","['173,666', '  ']","['183,750', '  ']","['197,916', '&nbsp;']","['226,773', '&nbsp;']"
