table_id,row_id,_b_education_related_debt_level_and_field_b_full_path,_b_education_related_debt_level_and_field_b_level_1,_b_education_related_debt_level_and_field_b_level_2,_b_education_related_debt_level_and_field_b_level_3,_b_education_related_debt_level_and_field_b_level_4,_b_education_related_debt_level_and_field_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
7533,r044,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Humanities and arts -> No debt,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Humanities and arts,No debt,4,2459,2451,2431,2325,2437,2551,2544,2550,2564,2511,2233
7533,r045,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Humanities and arts -> $10,000 or less",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Humanities and arts,"$10,000 or less",4,477,539,525,450,543,466,444,457,402,355,244
7533,r046,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Humanities and arts -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Humanities and arts,"$10,001&#8211;$30,000",4,657,671,667,629,633,611,509,483,476,429,285
7533,r047,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Humanities and arts -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Humanities and arts,"$30,001&#8211;$70,000",4,688,792,727,726,649,657,554,513,466,473,409
7533,r048,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Humanities and arts -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Humanities and arts,"$70,001 or more",4,527,606,624,641,677,668,684,611,599,601,490
7533,r049,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Other<sup>b</sup>,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Other<sup>b</sup>,,3,2420,2416,2624,2554,2609,2609,2676,2530,2618,2591,2602
7533,r050,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Other<sup>b</sup> -> No debt,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Other<sup>b</sup>,No debt,4,1309,1268,1345,1291,1366,1362,1444,1419,1496,1506,1565
7533,r051,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Other<sup>b</sup> -> $10,000 or less",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Other<sup>b</sup>,"$10,000 or less",4,172,198,195,188,184,202,171,174,170,178,147
7533,r052,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Other<sup>b</sup> -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Other<sup>b</sup>,"$10,001&#8211;$30,000",4,289,263,295,276,274,267,254,251,254,209,211
7533,r053,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Other<sup>b</sup> -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Other<sup>b</sup>,"$30,001&#8211;$70,000",4,356,353,388,364,357,361,364,288,264,259,237
7533,r054,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Other<sup>b</sup> -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Other<sup>b</sup>,"$70,001 or more",4,294,334,401,435,428,417,443,398,434,439,442
