table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
7976,r275,"All institutions -> U. Oklahoma, Tulsa",All institutions,"U. Oklahoma, Tulsa",2,274,"['7,185', '']","['1,267', '']","['493', '']","['4,182', '']","['72', '']","['696', '']","['475', '']"
7976,r276,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,275,"['7,011', '']","['4,396', '']","['846', '']","['1,469', '']","['141', '']","['159', '']","['0', '']"
7976,r277,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,276,"['6,944', '']","['2,348', '']","['377', '']","['4,035', '']","['105', '']","['60', '']","['19', '']"
7976,r278,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,277,"['6,882', '']","['3,813', '']","['1,277', '']","['1,610', '']","['3', '']","['172', '']","['7', '']"
7976,r279,All institutions -> Grand Valley State U.,All institutions,Grand Valley State U.,2,278,"['6,809', '']","['1,415', '']","['418', '']","['3,398', '']","['0', '']","['1,023', '']","['555', '']"
7976,r280,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,279,"['6,565', '']","['4,119', '']","['1,566', '']","['877', '']","['0', '']","['3', '']","['0', '']"
7976,r281,All institutions -> C. Charleston,All institutions,C. Charleston,2,280,"['6,361', '']","['4,126', '']","['304', '']","['1,458', '']","['0', '']","['377', '']","['96', '']"
7976,r282,All institutions -> Langston U.,All institutions,Langston U.,2,281,"['6,345', '']","['3,089', '']","['2', '']","['2,645', '']","['609', '']","['0', '']","['0', '']"
7976,r283,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,282,"['6,318', '']","['4,505', '']","['64', '']","['1,242', '']","['105', '']","['339', '']","['63', '']"
7976,r284,"All institutions -> California State U., Bakersfield",All institutions,"California State U., Bakersfield",2,283,"['6,253', '']","['3,827', '']","['215', '']","['2,160', '']","['0', '']","['51', '']","['0', '']"
7976,r285,All institutions -> Indiana U. Pennsylvania,All institutions,Indiana U. Pennsylvania,2,284,"['6,180', '']","['1,503', '']","['331', '']","['3,718', '']","['7', '']","['607', '']","['14', '']"
7976,r286,"All institutions -> Southern U. and A&M C., Agricultural Research and Extension Center",All institutions,"Southern U. and A&M C., Agricultural Research and Extension Center",2,285,"['6,164', '']","['3,588', '']","['2,556', '']","['20', '']","['0', '']","['0', '']","['0', '']"
7976,r287,All institutions -> U. Central Oklahoma,All institutions,U. Central Oklahoma,2,286,"['5,997', 'i']","['1,516', 'i']","['644', 'i']","['3,761', 'i']","['73', 'i']","['3', 'i']","['0', 'i']"
7976,r288,All institutions -> Southern Connecticut State U.,All institutions,Southern Connecticut State U.,2,287,"['5,750', '']","['713', '']","['90', '']","['4,245', '']","['0', '']","['473', '']","['229', '']"
7976,r289,"All institutions -> Purdue U., Northwest",All institutions,"Purdue U., Northwest",2,288,"['5,647', '']","['2,280', '']","['531', '']","['1,536', '']","['667', '']","['93', '']","['540', '']"
7976,r290,All institutions -> Naval War C.,All institutions,Naval War C.,2,289,"['5,542', '']","['5,542', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7976,r291,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,290,"['5,509', '']","['2,286', '']","['428', '']","['1,157', '']","['494', '']","['1,142', '']","['2', '']"
7976,r292,All institutions -> U. Southern Maine,All institutions,U. Southern Maine,2,291,"['5,480', '']","['2,020', '']","['2,903', '']","['301', '']","['0', '']","['190', '']","['66', '']"
7976,r293,All institutions -> U. Colorado Colorado Springs,All institutions,U. Colorado Colorado Springs,2,292,"['5,338', '']","['3,942', '']","['504', '']","['338', '']","['518', '']","['36', '']","['0', '']"
7976,r294,"All institutions -> Rutgers, State U. New Jersey, Camden",All institutions,"Rutgers, State U. New Jersey, Camden",2,293,"['5,142', '']","['2,905', '']","['16', '']","['1,423', '']","['123', '']","['612', '']","['63', '']"
7976,r295,"All institutions -> Southern U. and A&M C., Baton Rouge",All institutions,"Southern U. and A&M C., Baton Rouge",2,294,"['4,943', '']","['3,770', '']","['95', '']","['374', '']","['704', '']","['0', '']","['0', '']"
7976,r296,All institutions -> Texas Woman's U.,All institutions,Texas Woman's U.,2,294,"['4,943', '']","['1,514', '']","['1,853', '']","['893', '']","['75', '']","['608', '']","['0', '']"
7976,r297,"All institutions -> U. North Carolina, Asheville",All institutions,"U. North Carolina, Asheville",2,296,"['4,844', '']","['2,322', '']","['346', '']","['440', '']","['30', '']","['1,706', '']","['0', '']"
7976,r298,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,297,"['4,842', '']","['4,429', '']","['42', '']","['371', '']","['0', '']","['0', '']","['0', '']"
7976,r299,All institutions -> Lamar U.,All institutions,Lamar U.,2,298,"['4,734', '']","['1,873', '']","['2,047', '']","['65', '']","['145', '']","['500', '']","['104', '']"
7976,r300,All institutions -> U.S. Army War C.,All institutions,U.S. Army War C.,2,299,"['4,662', 'i']","['4,662', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7976,r301,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,300,"['4,509', '']","['1,694', '']","['229', '']","['2,106', '']","['365', '']","['115', '']","['0', '']"
7976,r302,All institutions -> West Chester U. Pennsylvania,All institutions,West Chester U. Pennsylvania,2,301,"['4,433', '']","['608', '']","['66', '']","['3,540', '']","['27', '']","['119', '']","['73', '']"
7976,r303,All institutions -> U. Wisconsin-Stevens Point,All institutions,U. Wisconsin-Stevens Point,2,302,"['4,401', '']","['1,776', '']","['1,010', '']","['1,289', '']","['12', '']","['121', '']","['193', '']"
7976,r304,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,303,"['4,316', '']","['3,976', '']","['0', '']","['0', '']","['52', '']","['35', '']","['253', '']"
7976,r305,All institutions -> Oregon Institute of Technology,All institutions,Oregon Institute of Technology,2,304,"['4,314', '']","['252', '']","['3,792', '']","['NA', '']","['94', '']","['176', '']","['0', '']"
7976,r306,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,305,"['4,291', '']","['3,459', '']","['349', '']","['234', '']","['0', '']","['99', '']","['150', '']"
7976,r307,"All institutions -> CUNY, Graduate Center",All institutions,"CUNY, Graduate Center",2,306,"['4,265', '']","['2,496', '']","['128', '']","['87', '']","['0', '']","['980', '']","['574', '']"
7976,r308,"All institutions -> California State U., Chico",All institutions,"California State U., Chico",2,307,"['4,209', '']","['2,258', '']","['792', '']","['505', '']","['69', '']","['128', '']","['457', '']"
7976,r309,"All institutions -> CUNY, Lehman C.",All institutions,"CUNY, Lehman C.",2,308,"['4,181', '']","['3,382', '']","['0', '']","['419', '']","['171', '']","['102', '']","['107', '']"
7976,r310,"All institutions -> U. North Carolina, general administration",All institutions,"U. North Carolina, general administration",2,309,"['4,024', '']","['408', '']","['3,616', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7976,r311,All institutions -> U. Central Arkansas,All institutions,U. Central Arkansas,2,310,"['3,990', '']","['1,640', '']","['869', '']","['1,281', '']","['0', '']","['200', '']","['0', '']"
7976,r312,All institutions -> Fayetteville State U.,All institutions,Fayetteville State U.,2,311,"['3,933', '']","['1,988', '']","['519', '']","['1,238', '']","['128', '']","['60', '']","['0', '']"
7976,r313,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,311,"['3,933', 'i']","['3,933', 'i']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
7976,r314,All institutions -> Murray State U.,All institutions,Murray State U.,2,313,"['3,844', '']","['2,721', '']","['21', '']","['982', '']","['120', '']","['0', '']","['0', '']"
7976,r315,All institutions -> Texas A&M U.-Commerce,All institutions,Texas A&M U.-Commerce,2,314,"['3,827', '']","['1,283', '']","['76', '']","['2,300', '']","['8', '']","['141', '']","['19', '']"
7976,r316,All institutions -> Towson U.,All institutions,Towson U.,2,315,"['3,794', '']","['1,758', '']","['153', '']","['1,608', '']","['42', '']","['181', '']","['52', '']"
7976,r317,All institutions -> National Defense U.,All institutions,National Defense U.,2,316,"['3,786', '']","['3,786', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7976,r318,All institutions -> Texas A&M International U.,All institutions,Texas A&M International U.,2,317,"['3,740', '']","['1,243', '']","['797', '']","['965', '']","['85', '']","['628', '']","['22', '']"
7976,r319,"All institutions -> U. Massachusetts, central office",All institutions,"U. Massachusetts, central office",2,318,"['3,541', '']","['342', '']","['2,417', '']","['256', '']","['1', '']","['504', '']","['21', '']"
7976,r320,All institutions -> Kean U.,All institutions,Kean U.,2,319,"['3,538', '']","['362', '']","['318', '']","['2,783', '']","['70', '']","['5', '']","['0', '']"
7976,r321,All institutions -> Western Illinois U.,All institutions,Western Illinois U.,2,320,"['3,532', '']","['3,163', '']","['4', '']","['86', '']","['176', '']","['48', '']","['55', '']"
7976,r322,All institutions -> U. Texas of the Permian Basin,All institutions,U. Texas of the Permian Basin,2,321,"['3,504', '']","['1,762', '']","['460', '']","['522', '']","['54', '']","['706', '']","['0', '']"
7976,r323,"All institutions -> SUNY, C. of Optometry",All institutions,"SUNY, C. of Optometry",2,322,"['3,460', '']","['2,105', '']","['0', '']","['437', '']","['907', '']","['10', '']","['1', '']"
7976,r324,All institutions -> Dakota State U.,All institutions,Dakota State U.,2,323,"['3,416', '']","['2,603', '']","['218', '']","['376', '']","['201', '']","['0', '']","['18', '']"
7976,r325,All institutions -> Northern Kentucky U.,All institutions,Northern Kentucky U.,2,324,"['3,403', '']","['2,156', '']","['13', '']","['774', '']","['2', '']","['458', '']","['0', '']"
7976,r326,All institutions -> U. Virginia's C. Wise,All institutions,U. Virginia's C. Wise,2,325,"['3,310', '']","['1,307', '']","['1,267', '']","['718', '']","['0', '']","['9', '']","['9', '']"
7976,r327,All institutions -> U. Northern Iowa,All institutions,U. Northern Iowa,2,326,"['3,259', '']","['1,995', '']","['530', '']","['654', '']","['0', '']","['80', '']","['0', '']"
7976,r328,All institutions -> Stephen F. Austin State U.,All institutions,Stephen F. Austin State U.,2,327,"['3,204', '']","['1,029', '']","['1,323', '']","['543', '']","['13', '']","['164', '']","['132', '']"
7976,r329,"All institutions -> U. Nebraska, Kearney",All institutions,"U. Nebraska, Kearney",2,328,"['3,201', '']","['1,327', '']","['746', '']","['1,081', '']","['37', '']","['10', '']","['0', '']"
7976,r330,All institutions -> U. Northern Colorado,All institutions,U. Northern Colorado,2,329,"['3,159', '']","['1,942', '']","['46', '']","['945', '']","['8', '']","['218', '']","['0', '']"
7976,r331,All institutions -> U. Wisconsin-La Crosse,All institutions,U. Wisconsin-La Crosse,2,330,"['3,001', '']","['895', '']","['862', '']","['807', '']","['365', '']","['63', '']","['9', '']"
7976,r332,"All institutions -> Colorado State U., Pueblo",All institutions,"Colorado State U., Pueblo",2,331,"['2,990', '']","['1,508', '']","['1,244', '']","['201', '']","['0', '']","['0', '']","['37', '']"
7976,r333,All institutions -> Sonoma State U.,All institutions,Sonoma State U.,2,332,"['2,957', '']","['2,212', '']","['366', '']","['261', '']","['69', '']","['49', '']","['0', '']"
7976,r334,"All institutions -> Pennsylvania State U., Harrisburg",All institutions,"Pennsylvania State U., Harrisburg",2,333,"['2,938', '']","['1,616', '']","['340', '']","['525', '']","['191', '']","['211', '']","['55', '']"
7976,r335,"All institutions -> CUNY, C. Staten Island",All institutions,"CUNY, C. Staten Island",2,334,"['2,860', '']","['2,234', '']","['165', '']","['277', '']","['0', '']","['76', '']","['108', '']"
7976,r336,All institutions -> Western Carolina U.,All institutions,Western Carolina U.,2,335,"['2,847', '']","['1,697', '']","['309', '']","['655', '']","['137', '']","['49', '']","['0', '']"
7976,r337,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,336,"['2,806', 'i']","['2,621', 'i']","['0', 'i']","['32', 'i']","['0', 'i']","['153', 'i']","['0', 'i']"
7976,r338,"All institutions -> California State U., Maritime Academy",All institutions,"California State U., Maritime Academy",2,337,"['2,799', '']","['548', '']","['131', '']","['18', '']","['2,102', '']","['0', '']","['0', '']"
7976,r339,All institutions -> Youngstown State U.,All institutions,Youngstown State U.,2,338,"['2,775', '']","['2,198', '']","['206', '']","['278', '']","['77', '']","['16', '']","['0', '']"
7976,r340,All institutions -> Austin Peay State U.,All institutions,Austin Peay State U.,2,339,"['2,740', '']","['597', '']","['1,263', '']","['859', '']","['0', '']","['12', '']","['9', '']"
7976,r341,All institutions -> Pittsburg State U.,All institutions,Pittsburg State U.,2,340,"['2,730', '']","['759', '']","['1,001', '']","['NA', '']","['969', '']","['1', '']","['0', '']"
7976,r342,"All institutions -> California State U., Dominguez Hills",All institutions,"California State U., Dominguez Hills",2,341,"['2,690', '']","['2,001', '']","['19', '']","['670', '']","['0', '']","['0', '']","['0', '']"
7976,r343,All institutions -> Christopher Newport U.,All institutions,Christopher Newport U.,2,342,"['2,656', '']","['1,497', '']","['2', '']","['919', '']","['89', '']","['149', '']","['0', '']"
7976,r344,All institutions -> Alabama State U.,All institutions,Alabama State U.,2,343,"['2,631', '']","['2,338', '']","['0', '']","['0', '']","['287', '']","['6', '']","['0', '']"
7976,r345,"All institutions -> U. Illinois, Springfield",All institutions,"U. Illinois, Springfield",2,344,"['2,612', '']","['1,071', '']","['670', '']","['839', '']","['0', '']","['32', '']","['0', '']"
7976,r346,All institutions -> U. Wisconsin-Superior,All institutions,U. Wisconsin-Superior,2,345,"['2,602', '']","['1,843', '']","['148', '']","['490', '']","['16', '']","['42', '']","['63', '']"
7976,r347,All institutions -> Winthrop U.,All institutions,Winthrop U.,2,346,"['2,586', '']","['1,495', '']","['351', '']","['632', '']","['3', '']","['105', '']","['0', '']"
7976,r348,"All institutions -> CUNY, Baruch C.",All institutions,"CUNY, Baruch C.",2,347,"['2,521', '']","['1,691', '']","['0', '']","['531', '']","['0', '']","['204', '']","['95', '']"
7976,r349,"All institutions -> Purdue U., Fort Wayne",All institutions,"Purdue U., Fort Wayne",2,348,"['2,495', '']","['401', '']","['513', '']","['818', '']","['141', '']","['50', '']","['572', '']"
7976,r350,All institutions -> Saginaw Valley State U.,All institutions,Saginaw Valley State U.,2,349,"['2,428', 'i']","['1,899', 'i']","['0', 'i']","['394', 'i']","['5', 'i']","['114', 'i']","['16', 'i']"
7976,r351,All institutions -> Central Washington U.,All institutions,Central Washington U.,2,350,"['2,410', '']","['1,778', '']","['185', '']","['346', '']","['55', '']","['46', '']","['0', '']"
7976,r352,All institutions -> Framingham State U.,All institutions,Framingham State U.,2,351,"['2,401', 'i']","['188', 'i']","['0', 'i']","['0', 'i']","['81', 'i']","['2,132', 'i']","['0', 'i']"
7976,r353,All institutions -> St. Cloud State U.,All institutions,St. Cloud State U.,2,352,"['2,379', '']","['577', '']","['429', '']","['725', '']","['403', '']","['245', '']","['0', '']"
7976,r354,"All institutions -> California State U., Channel Islands",All institutions,"California State U., Channel Islands",2,353,"['2,341', '']","['993', '']","['611', '']","['542', '']","['186', '']","['9', '']","['0', '']"
7976,r355,"All institutions -> U. Texas, Tyler",All institutions,"U. Texas, Tyler",2,354,"['2,279', '']","['929', '']","['153', '']","['649', '']","['238', '']","['252', '']","['58', '']"
7976,r356,All institutions -> Coastal Carolina U.,All institutions,Coastal Carolina U.,2,355,"['2,245', '']","['948', '']","['864', '']","['391', '']","['0', '']","['42', '']","['0', '']"
7976,r357,"All institutions -> U. Louisiana, Monroe",All institutions,"U. Louisiana, Monroe",2,356,"['2,198', '']","['1,465', '']","['569', '']","['8', '']","['0', '']","['156', '']","['0', '']"
7976,r358,"All institutions -> Minnesota State U., Mankato",All institutions,"Minnesota State U., Mankato",2,357,"['2,170', '']","['575', '']","['154', '']","['1,147', '']","['0', '']","['184', '']","['110', '']"
7976,r359,All institutions -> Sul Ross State U.,All institutions,Sul Ross State U.,2,358,"['2,143', 'i']","['505', 'i']","['130', 'i']","['123', 'i']","['26', 'i']","['810', 'i']","['549', 'i']"
7976,r360,All institutions -> Grambling State U.,All institutions,Grambling State U.,2,359,"['2,124', '']","['731', '']","['595', '']","['798', '']","['0', '']","['0', '']","['0', '']"
7976,r361,"All institutions -> California State U., Stanislaus",All institutions,"California State U., Stanislaus",2,360,"['2,085', '']","['1,354', '']","['104', '']","['112', '']","['504', '']","['11', '']","['0', '']"
7976,r362,"All institutions -> SUNY, Geneseo",All institutions,"SUNY, Geneseo",2,361,"['2,070', '']","['1,273', '']","['10', '']","['780', '']","['0', '']","['7', '']","['0', '']"
7976,r363,All institutions -> Citadel Military C. South Carolina,All institutions,Citadel Military C. South Carolina,2,362,"['2,054', '']","['1,714', '']","['53', '']","['174', '']","['80', '']","['27', '']","['6', '']"
7976,r364,"All institutions -> U. South Carolina, Aiken",All institutions,"U. South Carolina, Aiken",2,363,"['2,042', '']","['1,884', '']","['0', '']","['154', '']","['0', '']","['4', '']","['0', '']"
7976,r365,"All institutions -> SUNY, Buffalo State",All institutions,"SUNY, Buffalo State",2,364,"['1,962', '']","['977', '']","['682', '']","['210', '']","['24', '']","['64', '']","['5', '']"
7976,r366,All institutions -> Fort Lewis C.,All institutions,Fort Lewis C.,2,365,"['1,926', '']","['1,746', '']","['14', '']","['124', '']","['42', '']","['0', '']","['0', '']"
7976,r367,All institutions -> Eastern Washington U.,All institutions,Eastern Washington U.,2,366,"['1,921', '']","['775', '']","['965', '']","['NA', '']","['20', '']","['109', '']","['52', '']"
7976,r368,All institutions -> Northeastern Illinois U.,All institutions,Northeastern Illinois U.,2,367,"['1,913', '']","['1,913', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7976,r369,All institutions -> C. New Jersey,All institutions,C. New Jersey,2,368,"['1,912', '']","['1,079', '']","['56', '']","['327', '']","['57', '']","['393', '']","['0', '']"
7976,r370,"All institutions -> U. Puerto Rico, Cayey",All institutions,"U. Puerto Rico, Cayey",2,369,"['1,881', '']","['1,202', '']","['0', '']","['539', '']","['11', '']","['129', '']","['0', '']"
7976,r371,All institutions -> U. Wisconsin-Green Bay,All institutions,U. Wisconsin-Green Bay,2,370,"['1,879', '']","['876', '']","['441', '']","['454', '']","['25', '']","['83', '']","['0', '']"
7976,r372,All institutions -> U. Wisconsin-Eau Claire,All institutions,U. Wisconsin-Eau Claire,2,371,"['1,852', '']","['909', '']","['410', '']","['308', '']","['83', '']","['139', '']","['3', '']"
7976,r373,All institutions -> U. Houston-Downtown,All institutions,U. Houston-Downtown,2,372,"['1,828', '']","['1,169', '']","['72', '']","['215', '']","['0', '']","['372', '']","['0', '']"
7976,r374,All institutions -> Savannah State U.,All institutions,Savannah State U.,2,373,"['1,804', '']","['1,804', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7976,r375,All institutions -> Morehead State U.,All institutions,Morehead State U.,2,374,"['1,754', '']","['1,727', '']","['3', '']","['12', '']","['11', '']","['1', '']","['0', '']"
7976,r376,All institutions -> Southeastern Louisiana U.,All institutions,Southeastern Louisiana U.,2,375,"['1,723', '']","['795', '']","['55', '']","['663', '']","['197', '']","['13', '']","['0', '']"
7976,r377,All institutions -> Elizabeth City State U.,All institutions,Elizabeth City State U.,2,376,"['1,717', '']","['1,603', '']","['52', '']","['NA', '']","['62', '']","['0', '']","['0', '']"
7976,r378,All institutions -> U. Houston-Clear Lake,All institutions,U. Houston-Clear Lake,2,377,"['1,716', '']","['865', '']","['620', '']","['80', '']","['107', '']","['44', '']","['0', '']"
7976,r379,"All institutions -> CUNY, system office",All institutions,"CUNY, system office",2,378,"['1,664', '']","['768', '']","['363', '']","['105', '']","['68', '']","['360', '']","['0', '']"
7976,r380,All institutions -> Northwestern State U. Louisiana,All institutions,Northwestern State U. Louisiana,2,379,"['1,663', '']","['738', '']","['634', '']","['291', '']","['0', '']","['0', '']","['0', '']"
7976,r381,All institutions -> U. Wisconsin-Oshkosh,All institutions,U. Wisconsin-Oshkosh,2,380,"['1,656', '']","['1,083', '']","['94', '']","['415', '']","['31', '']","['33', '']","['0', '']"
7976,r382,All institutions -> Eastern Connecticut State U.,All institutions,Eastern Connecticut State U.,2,381,"['1,646', '']","['108', '']","['9', '']","['1,529', '']","['0', '']","['0', '']","['0', '']"
7976,r383,All institutions -> Troy U.,All institutions,Troy U.,2,382,"['1,548', '']","['1,488', '']","['0', '']","['35', '']","['25', '']","['0', '']","['0', '']"
7976,r384,All institutions -> U. North Georgia,All institutions,U. North Georgia,2,383,"['1,415', '']","['497', '']","['3', '']","['693', '']","['1', '']","['221', '']","['0', '']"
7976,r385,All institutions -> Bowie State U.,All institutions,Bowie State U.,2,384,"['1,398', '']","['1,398', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7976,r386,"All institutions -> CUNY, New York City C. of Technology",All institutions,"CUNY, New York City C. of Technology",2,385,"['1,367', '']","['1,197', '']","['0', '']","['129', '']","['31', '']","['0', '']","['10', '']"
7976,r387,All institutions -> Northern Michigan U.,All institutions,Northern Michigan U.,2,386,"['1,364', '']","['366', '']","['8', '']","['769', '']","['0', '']","['127', '']","['94', '']"
7976,r388,"All institutions -> U. Puerto Rico, Humacao",All institutions,"U. Puerto Rico, Humacao",2,387,"['1,321', '']","['1,137', '']","['0', '']","['184', '']","['0', '']","['0', '']","['0', '']"
7976,r389,All institutions -> Central Connecticut State U.,All institutions,Central Connecticut State U.,2,388,"['1,314', '']","['663', '']","['254', '']","['390', '']","['0', '']","['7', '']","['0', '']"
7976,r390,All institutions -> Black Hills State U.,All institutions,Black Hills State U.,2,389,"['1,280', '']","['1,124', '']","['76', '']","['80', '']","['0', '']","['0', '']","['0', '']"
7976,r391,"All institutions -> SUNY, C. Plattsburgh",All institutions,"SUNY, C. Plattsburgh",2,389,"['1,280', '']","['824', '']","['61', '']","['358', '']","['0', '']","['32', '']","['5', '']"
7976,r392,All institutions -> Florida Polytechnic U.,All institutions,Florida Polytechnic U.,2,391,"['1,269', '']","['459', '']","['91', '']","['606', '']","['89', '']","['17', '']","['7', '']"
7976,r393,All institutions -> West Virginia School of Osteopathic Medicine,All institutions,West Virginia School of Osteopathic Medicine,2,392,"['1,255', '']","['423', '']","['31', '']","['801', '']","['0', '']","['0', '']","['0', '']"
7976,r394,All institutions -> Stockton U.,All institutions,Stockton U.,2,393,"['1,246', '']","['486', '']","['147', '']","['572', '']","['0', '']","['41', '']","['0', '']"
7976,r395,"All institutions -> U. Alaska, Southeast",All institutions,"U. Alaska, Southeast",2,394,"['1,176', '']","['1,046', '']","['30', '']","['35', '']","['4', '']","['54', '']","['7', '']"
7976,r396,All institutions -> U. Wisconsin-Platteville,All institutions,U. Wisconsin-Platteville,2,395,"['1,144', 'i']","['353', 'i']","['294', 'i']","['194', 'i']","['264', 'i']","['30', 'i']","['9', 'i']"
7976,r397,"All institutions -> CUNY, York C.",All institutions,"CUNY, York C.",2,396,"['1,133', '']","['922', '']","['0', '']","['168', '']","['0', '']","['43', '']","['0', '']"
7976,r398,All institutions -> New Mexico Highlands U.,All institutions,New Mexico Highlands U.,2,397,"['1,129', 'i']","['1,085', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['44', 'i']","['0', 'i']"
7976,r399,All institutions -> U. of Mary Washington,All institutions,U. of Mary Washington,2,398,"['1,123', '']","['485', '']","['100', '']","['480', '']","['2', '']","['25', '']","['31', '']"
7976,r400,"All institutions -> SUNY, C. Brockport",All institutions,"SUNY, C. Brockport",2,399,"['1,114', '']","['500', '']","['211', '']","['268', '']","['32', '']","['74', '']","['29', '']"
7976,r401,All institutions -> Indiana State U.,All institutions,Indiana State U.,2,400,"['1,042', '']","['582', '']","['244', '']","['135', '']","['68', '']","['13', '']","['0', '']"
7976,r402,"All institutions -> SUNY, Oswego",All institutions,"SUNY, Oswego",2,401,"['1,003', '']","['415', '']","['81', '']","['439', '']","['42', '']","['14', '']","['12', '']"
7976,r403,All institutions -> U. Wisconsin-River Falls,All institutions,U. Wisconsin-River Falls,2,402,"['999', '']","['212', '']","['588', '']","['3', '']","['141', '']","['0', '']","['55', '']"
7976,r404,All institutions -> Eastern Kentucky U.,All institutions,Eastern Kentucky U.,2,403,"['986', '']","['530', '']","['76', '']","['351', '']","['0', '']","['29', '']","['0', '']"
7976,r405,"All institutions -> U. Hawaii, Maui C.",All institutions,"U. Hawaii, Maui C.",2,404,"['967', '']","['951', '']","['0', '']","['16', '']","['0', '']","['0', '']","['0', '']"
7976,r406,All institutions -> Keene State C.,All institutions,Keene State C.,2,405,"['919', '']","['894', '']","['0', '']","['25', '']","['0', '']","['0', '']","['0', '']"
7976,r407,"All institutions -> Indiana U., South Bend",All institutions,"Indiana U., South Bend",2,406,"['898', '']","['337', '']","['0', '']","['423', '']","['0', '']","['138', '']","['0', '']"
7976,r408,All institutions -> Albany State U.,All institutions,Albany State U.,2,407,"['880', '']","['552', '']","['203', '']","['0', '']","['125', '']","['0', '']","['0', '']"
7976,r409,"All institutions -> U. Minnesota, Morris",All institutions,"U. Minnesota, Morris",2,408,"['855', '']","['162', '']","['170', '']","['502', '']","['0', '']","['21', '']","['0', '']"
7976,r410,All institutions -> American Samoa Community C.,All institutions,American Samoa Community C.,2,409,"['815', '']","['815', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7976,r411,All institutions -> Fort Hays State U.,All institutions,Fort Hays State U.,2,410,"['800', '']","['482', '']","['37', '']","['185', '']","['48', '']","['6', '']","['42', '']"
7976,r412,"All institutions -> U. Michigan, Flint",All institutions,"U. Michigan, Flint",2,411,"['752', '']","['113', '']","['0', '']","['367', '']","['203', '']","['38', '']","['31', '']"
7976,r413,All institutions -> Jacksonville State U.,All institutions,Jacksonville State U.,2,412,"['275', '']","['245', '']","['0', '']","['30', '']","['0', '']","['0', '']","['0', '']"
