table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
7976,r021,All institutions -> U. Arizona,All institutions,U. Arizona,2,20,"['770,031', '']","['353,117', '']","['28,604', '']","['234,514', '']","['24,601', '']","['31,045', '']","['98,150', '']"
7976,r022,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,21,"['731,268', '']","['406,612', '']","['26,853', '']","['206,718', '']","['41,455', '']","['33,562', '']","['16,068', '']"
7976,r023,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,22,"['710,178', '']","['349,889', '']","['41,609', '']","['275,632', '']","['11,016', '']","['17,600', '']","['14,432', '']"
7976,r024,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,23,"['695,258', '']","['326,326', '']","['3,863', '']","['264,093', '']","['29,077', '']","['70,216', '']","['1,683', '']"
7976,r025,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,24,"['679,482', '']","['295,278', '']","['37,369', '']","['211,557', '']","['64,364', '']","['25,857', '']","['45,057', '']"
7976,r026,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,25,"['677,303', '']","['274,541', '']","['43,390', '']","['258,139', '']","['23,580', '']","['56,958', '']","['20,695', '']"
7976,r027,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,26,"['644,330', '']","['423,290', '']","['9,355', '']","['116,561', '']","['61,764', '']","['31,641', '']","['1,719', '']"
7976,r028,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,27,"['643,955', '']","['339,015', '']","['84,201', '']","['111,501', '']","['40,861', '']","['49,049', '']","['19,328', '']"
7976,r029,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,28,"['632,134', '']","['257,611', '']","['68,114', '']","['151,111', '']","['38,886', '']","['52,491', '']","['63,921', '']"
7976,r030,All institutions -> U. Utah,All institutions,U. Utah,2,29,"['624,737', '']","['340,434', '']","['4,638', '']","['203,839', '']","['38,783', '']","['33,417', '']","['3,626', '']"
7976,r031,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,30,"['611,313', '']","['297,273', '']","['8,714', '']","['181,375', '']","['28,643', '']","['34,515', '']","['60,793', '']"
7976,r032,All institutions -> U. Colorado Anschutz Medical Campus<sup>b</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>b</sup>,2,31,"['562,855', '']","['363,999', '']","['25,162', '']","['69,836', '']","['48,309', '']","['45,580', '']","['9,969', '']"
7976,r033,All institutions -> U. Iowa,All institutions,U. Iowa,2,32,"['553,876', '']","['283,763', '']","['5,395', '']","['220,579', '']","['25,536', '']","['18,601', '']","['2', '']"
7976,r034,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,33,"['551,826', '']","['309,097', '']","['7,234', '']","['145,772', '']","['39,228', '']","['38,816', '']","['11,679', '']"
7976,r035,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,34,"['547,724', '']","['459,816', '']","['4,348', '']","['33,465', '']","['10,691', '']","['14,357', '']","['25,047', '']"
7976,r036,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,35,"['547,118', '']","['239,115', '']","['127,290', '']","['126,142', '']","['49,478', '']","['4,806', '']","['287', '']"
7976,r037,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,36,"['542,045', '']","['216,733', '']","['60,571', '']","['220,645', '']","['32,964', '']","['5,050', '']","['6,082', '']"
7976,r038,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,37,"['523,752', '']","['255,010', '']","['15,891', '']","['130,928', '']","['40,622', '']","['34,512', '']","['46,789', '']"
7976,r039,All institutions -> U. Georgia,All institutions,U. Georgia,2,38,"['493,944', '']","['188,451', '']","['54,706', '']","['220,665', '']","['11,212', '']","['14,029', '']","['4,881', '']"
7976,r040,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,39,"['465,273', '']","['25,427', '']","['206,962', '']","['77,753', '']","['150,915', '']","['456', '']","['3,760', '']"
7976,r041,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,40,"['452,812', '']","['329,016', '']","['1,007', '']","['44,030', '']","['40,991', '']","['37,168', '']","['600', '']"
7976,r042,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,41,"['447,197', '']","['303,901', '']","['28,559', '']","['76,610', '']","['11,979', '']","['19,536', '']","['6,612', '']"
7976,r043,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,42,"['429,585', '']","['237,949', '']","['8,027', '']","['137,227', '']","['13,998', '']","['25,065', '']","['7,319', '']"
7976,r044,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,43,"['429,241', '']","['220,703', '']","['33,287', '']","['127,488', '']","['8,529', '']","['11,078', '']","['28,156', '']"
7976,r045,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,44,"['425,349', '']","['210,257', '']","['27,020', '']","['132,361', '']","['21,474', '']","['24,932', '']","['9,305', '']"
7976,r046,All institutions -> U. South Florida<sup>c</sup>,All institutions,U. South Florida<sup>c</sup>,2,45,"['405,088', '']","['185,364', '']","['23,254', '']","['161,442', '']","['14,798', '']","['10,584', '']","['9,646', '']"
7976,r047,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,46,"['388,779', '']","['163,576', '']","['39,936', '']","['157,031', '']","['14,488', '']","['8,801', '']","['4,947', '']"
7976,r048,All institutions -> U. Kansas,All institutions,U. Kansas,2,47,"['385,637', '']","['187,249', '']","['33,921', '']","['112,360', '']","['27,517', '']","['11,831', '']","['12,759', '']"
7976,r049,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,48,"['384,490', '']","['275,573', '']","['0', '']","['82,058', '']","['0', '']","['26,859', '']","['0', '']"
7976,r050,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,49,"['380,048', '']","['193,639', '']","['38,203', '']","['116,014', '']","['19,294', '']","['9,504', '']","['3,394', '']"
7976,r051,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,50,"['364,096', '']","['160,995', '']","['31,893', '']","['144,356', '']","['12,494', '']","['14,358', '']","['0', '']"
7976,r052,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,51,"['360,275', '']","['169,177', '']","['34,097', '']","['122,844', '']","['19,837', '']","['9,644', '']","['4,676', '']"
7976,r053,All institutions -> Washington State U.,All institutions,Washington State U.,2,52,"['357,648', '']","['179,536', '']","['48,317', '']","['106,804', '']","['9,897', '']","['11,326', '']","['1,768', '']"
7976,r054,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,53,"['347,337', '']","['248,873', '']","['5,405', '']","['49,135', '']","['16,669', '']","['19,542', '']","['7,713', '']"
7976,r055,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,54,"['332,566', '']","['242,212', '']","['8,359', '']","['62,426', '']","['4,253', '']","['14,088', '']","['1,228', '']"
7976,r056,All institutions -> Florida State U.,All institutions,Florida State U.,2,55,"['328,604', '']","['150,108', '']","['20,583', '']","['143,790', '']","['3,033', '']","['3,764', '']","['7,326', '']"
7976,r057,All institutions -> Utah State U.,All institutions,Utah State U.,2,56,"['325,223', '']","['264,575', '']","['22,481', '']","['24,792', '']","['6,975', '']","['482', '']","['5,918', '']"
7976,r058,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,57,"['316,273', '']","['135,202', '']","['12,577', '']","['151,533', '']","['7,224', '']","['5,995', '']","['3,742', '']"
7976,r059,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,58,"['308,823', '']","['165,139', '']","['42,636', '']","['47,653', '']","['16,305', '']","['24,200', '']","['12,890', '']"
7976,r060,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,59,"['307,083', '']","['106,564', '']","['55,626', '']","['111,550', '']","['19,843', '']","['6,145', '']","['7,355', '']"
7976,r061,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,60,"['302,329', '']","['183,362', '']","['4,394', '']","['88,458', '']","['9,827', '']","['12,683', '']","['3,605', '']"
7976,r062,All institutions -> Temple U.,All institutions,Temple U.,2,61,"['299,778', '']","['153,316', '']","['8,876', '']","['90,467', '']","['22,560', '']","['18,260', '']","['6,299', '']"
7976,r063,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,62,"['296,673', '']","['103,178', '']","['70,166', '']","['98,424', '']","['11,492', '']","['5,959', '']","['7,454', '']"
7976,r064,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,63,"['277,761', '']","['162,394', '']","['4,423', '']","['72,286', '']","['22,129', '']","['8,899', '']","['7,630', '']"
7976,r065,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,64,"['276,955', '']","['179,180', '']","['47,981', '']","['25,573', '']","['6,517', '']","['2,956', '']","['14,748', '']"
7976,r066,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,65,"['275,143', '']","['116,713', '']","['88,418', '']","['58,242', '']","['3,257', '']","['6,994', '']","['1,519', '']"
7976,r067,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,66,"['274,516', '']","['162,972', '']","['10,323', '']","['84,647', '']","['5,135', '']","['9,416', '']","['2,023', '']"
7976,r068,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,67,"['271,768', '']","['157,772', '']","['20,742', '']","['78,176', '']","['2,660', '']","['11,138', '']","['1,280', '']"
7976,r069,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,68,"['266,374', '']","['91,157', '']","['28,351', '']","['130,767', '']","['6,492', '']","['1,818', '']","['7,789', '']"
7976,r070,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,69,"['248,961', '']","['122,168', '']","['5,213', '']","['54,569', '']","['20,480', '']","['28,768', '']","['17,763', '']"
7976,r071,All institutions -> Florida International U.,All institutions,Florida International U.,2,70,"['246,075', '']","['105,309', '']","['19,445', '']","['111,950', '']","['2,311', '']","['6,437', '']","['623', '']"
7976,r072,All institutions -> Clemson U.,All institutions,Clemson U.,2,71,"['237,485', '']","['89,883', '']","['25,748', '']","['98,955', '']","['16,178', '']","['6,562', '']","['159', '']"
7976,r073,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,72,"['235,519', '']","['117,976', '']","['9,594', '']","['72,758', '']","['4,228', '']","['26,574', '']","['4,389', '']"
7976,r074,All institutions -> U. Delaware,All institutions,U. Delaware,2,73,"['231,532', '']","['157,725', '']","['10,335', '']","['47,254', '']","['6,026', '']","['4,176', '']","['6,016', '']"
7976,r075,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,74,"['219,734', '']","['106,824', '']","['25,110', '']","['51,848', '']","['10,085', '']","['25,548', '']","['319', '']"
7976,r076,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,75,"['218,596', '']","['109,310', '']","['11,703', '']","['76,091', '']","['11,489', '']","['5,025', '']","['4,978', '']"
7976,r077,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,76,"['215,374', '']","['97,193', '']","['6,108', '']","['96,392', '']","['3,409', '']","['8,354', '']","['3,918', '']"
7976,r078,All institutions -> George Mason U.,All institutions,George Mason U.,2,77,"['214,207', '']","['103,712', '']","['3,387', '']","['65,041', '']","['5,910', '']","['30,643', '']","['5,514', '']"
7976,r079,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,78,"['213,824', '']","['116,349', '']","['8,595', '']","['71,954', '']","['7,710', '']","['5,479', '']","['3,737', '']"
7976,r080,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,79,"['206,472', '']","['79,834', '']","['6,353', '']","['105,546', '']","['615', '']","['11,938', '']","['2,186', '']"
7976,r081,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,80,"['203,846', '']","['77,779', '']","['42,139', '']","['68,224', '']","['6,671', '']","['7,814', '']","['1,219', '']"
7976,r082,All institutions -> U. Houston,All institutions,U. Houston,2,81,"['202,536', '']","['77,489', '']","['35,530', '']","['71,291', '']","['7,745', '']","['7,309', '']","['3,172', '']"
7976,r083,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,82,"['200,974', '']","['111,042', '']","['11,950', '']","['38,843', '']","['9,286', '']","['14,356', '']","['15,497', '']"
7976,r084,All institutions -> U. Louisville,All institutions,U. Louisville,2,83,"['200,362', '']","['97,179', '']","['7,351', '']","['65,375', '']","['9,846', '']","['7,685', '']","['12,926', '']"
7976,r085,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,84,"['199,907', '']","['89,802', '']","['9,993', '']","['72,419', '']","['4,505', '']","['5,949', '']","['17,239', '']"
7976,r086,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,85,"['198,799', '']","['47,428', '']","['21,258', '']","['117,732', '']","['9,786', '']","['2,322', '']","['273', '']"
7976,r087,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,86,"['197,739', '']","['33,938', '']","['27,357', '']","['108,999', '']","['12,221', '']","['14,929', '']","['295', '']"
7976,r088,All institutions -> U. Vermont,All institutions,U. Vermont,2,87,"['195,320', '']","['103,554', '']","['727', '']","['74,407', '']","['1,989', '']","['8,801', '']","['5,842', '']"
7976,r089,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,88,"['194,709', '']","['83,387', '']","['24,809', '']","['63,526', '']","['13,493', '']","['4,730', '']","['4,764', '']"
7976,r090,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,89,"['193,577', '']","['113,257', '']","['17,738', '']","['52,653', '']","['2,084', '']","['4,742', '']","['3,103', '']"
7976,r091,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,90,"['192,042', '']","['77,427', '']","['6,161', '']","['20,493', '']","['86,621', '']","['297', '']","['1,043', '']"
7976,r092,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,91,"['189,600', '']","['97,182', '']","['11,424', '']","['49,131', '']","['6,809', '']","['7,703', '']","['17,351', '']"
7976,r093,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,92,"['185,759', '']","['117,915', '']","['7,739', '']","['39,565', '']","['8,424', '']","['12,116', '']","['0', '']"
7976,r094,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,93,"['181,400', '']","['65,436', '']","['7,472', '']","['40,891', '']","['67,346', '']","['255', '']","['0', '']"
7976,r095,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,94,"['175,386', '']","['77,246', '']","['7,001', '']","['74,924', '']","['2,919', '']","['1,698', '']","['11,598', '']"
7976,r096,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,95,"['172,957', '']","['128,229', '']","['1,956', '']","['36,765', '']","['2,534', '']","['1,758', '']","['1,715', '']"
7976,r097,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,96,"['167,373', '']","['99,323', '']","['7,547', '']","['47,286', '']","['7,870', '']","['3,511', '']","['1,836', '']"
7976,r098,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,97,"['166,587', '']","['77,057', '']","['13,030', '']","['60,952', '']","['1,278', '']","['6,242', '']","['8,028', '']"
7976,r099,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,98,"['164,443', '']","['48,534', '']","['50,207', '']","['51,933', '']","['6,561', '']","['6,257', '']","['951', '']"
7976,r100,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,99,"['164,050', '']","['42,824', '']","['43,787', '']","['69,112', '']","['1,508', '']","['536', '']","['6,283', '']"
7976,r101,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,100,"['160,615', '']","['86,263', '']","['4,943', '']","['31,668', '']","['7,273', '']","['16,325', '']","['14,143', '']"
7976,r102,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,101,"['149,792', '']","['116,971', '']","['4,743', '']","['26,294', '']","['688', '']","['610', '']","['486', '']"
7976,r103,All institutions -> U. Maine,All institutions,U. Maine,2,102,"['146,801', '']","['65,249', '']","['17,875', '']","['56,407', '']","['3,612', '']","['2,857', '']","['801', '']"
7976,r104,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,103,"['145,362', '']","['42,952', '']","['17,629', '']","['67,130', '']","['5,196', '']","['9,854', '']","['2,601', '']"
7976,r105,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,104,"['143,506', '']","['58,463', '']","['34,750', '']","['41,133', '']","['8,194', '']","['740', '']","['226', '']"
7976,r106,All institutions -> U. Oregon,All institutions,U. Oregon,2,105,"['139,193', '']","['82,242', '']","['769', '']","['48,194', '']","['1,611', '']","['5,448', '']","['929', '']"
7976,r107,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,106,"['129,509', '']","['53,880', '']","['15,693', '']","['55,682', '']","['2,679', '']","['1,291', '']","['284', '']"
7976,r108,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,107,"['129,296', '']","['78,923', '']","['7,798', '']","['37,252', '']","['2,060', '']","['2,034', '']","['1,229', '']"
7976,r109,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,108,"['126,477', '']","['46,946', '']","['19,262', '']","['49,685', '']","['3,006', '']","['6,131', '']","['1,447', '']"
7976,r110,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,109,"['124,565', '']","['23,225', '']","['6,737', '']","['89,466', '']","['3,399', '']","['962', '']","['776', '']"
7976,r111,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,110,"['122,825', '']","['58,249', '']","['11,065', '']","['29,308', '']","['6,581', '']","['17,622', '']","['0', '']"
7976,r112,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,111,"['121,571', '']","['70,686', '']","['907', '']","['46,982', '']","['601', '']","['2,017', '']","['378', '']"
7976,r113,All institutions -> Augusta U.,All institutions,Augusta U.,2,112,"['116,480', '']","['61,943', '']","['200', '']","['46,412', '']","['3,282', '']","['4,531', '']","['112', '']"
7976,r114,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,113,"['116,175', '']","['76,886', '']","['4,165', '']","['28,869', '']","['2,600', '']","['3,165', '']","['490', '']"
7976,r115,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,114,"['114,501', '']","['56,425', '']","['1,749', '']","['49,949', '']","['573', '']","['2,735', '']","['3,070', '']"
7976,r116,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,115,"['110,580', '']","['64,699', '']","['22,094', '']","['13,581', '']","['2,562', '']","['1,982', '']","['5,662', '']"
7976,r117,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,116,"['109,562', '']","['56,021', '']","['5,433', '']","['30,132', '']","['3,708', '']","['7,514', '']","['6,754', '']"
7976,r118,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,117,"['109,410', '']","['43,930', '']","['19,841', '']","['34,866', '']","['994', '']","['3,441', '']","['6,338', '']"
7976,r119,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,118,"['107,681', '']","['43,473', '']","['4,107', '']","['56,085', '']","['523', '']","['2,340', '']","['1,153', '']"
7976,r120,All institutions -> U. Idaho,All institutions,U. Idaho,2,119,"['105,895', '']","['51,021', '']","['33,391', '']","['16,337', '']","['1,794', '']","['586', '']","['2,766', '']"
7976,r121,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,120,"['101,009', '']","['27,178', '']","['2,902', '']","['67,657', '']","['905', '']","['467', '']","['1,900', '']"
7976,r122,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,121,"['94,708', '']","['48,179', '']","['4,201', '']","['36,562', '']","['3,444', '']","['1,664', '']","['658', '']"
7976,r123,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,122,"['93,202', '']","['54,444', '']","['4,681', '']","['26,166', '']","['6,088', '']","['1,756', '']","['67', '']"
7976,r124,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,123,"['84,418', '']","['59,882', '']","['7,220', '']","['12,334', '']","['1,860', '']","['1,979', '']","['1,143', '']"
7976,r125,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,124,"['81,715', '']","['41,505', '']","['576', '']","['30,768', '']","['7,078', '']","['422', '']","['1,366', '']"
7976,r126,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,125,"['81,443', '']","['61,421', '']","['1,351', '']","['3,657', '']","['9,036', '']","['1,990', '']","['3,988', '']"
7976,r127,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,126,"['81,252', '']","['18,702', '']","['5,567', '']","['53,591', '']","['1,992', '']","['1,329', '']","['71', '']"
7976,r128,All institutions -> Texas State U.,All institutions,Texas State U.,2,127,"['72,510', '']","['31,116', '']","['3,949', '']","['31,792', '']","['765', '']","['4,888', '']","['0', '']"
7976,r129,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,128,"['71,451', '']","['47,402', '']","['1,458', '']","['16,391', '']","['1,755', '']","['4,303', '']","['142', '']"
7976,r130,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,129,"['69,129', '']","['41,744', '']","['10,179', '']","['14,963', '']","['839', '']","['1,286', '']","['118', '']"
7976,r131,All institutions -> William & Mary,All institutions,William & Mary,2,130,"['68,801', '']","['29,928', '']","['3,895', '']","['28,188', '']","['543', '']","['4,453', '']","['1,794', '']"
7976,r132,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,131,"['67,417', '']","['44,401', '']","['11,576', '']","['9,499', '']","['1,239', '']","['655', '']","['47', '']"
7976,r133,All institutions -> U. Memphis,All institutions,U. Memphis,2,132,"['67,092', '']","['21,578', '']","['7,208', '']","['34,139', '']","['814', '']","['3,142', '']","['211', '']"
