table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_outside_the_united_states,field_puerto_ricoa,field_canada,field_austria,field_belgium,field_czechia,field_denmark,field_finland,field_france,field_germany,field_hungary,field_ireland,field_italy,field_luxembourg,field_netherlands,field_norway,field_poland,field_russia,field_spain,field_sweden,field_switzerland,field_turkey,field_united_kingdom,field_other_european_locations
8837,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['846', '']","['0', '']","['0 - 24', '']","['1', '']","['48', '']","['2', '']","['7', '']","['3', '']","['63', '']","['135', '']","['*', '']","['9', '']","['77', '']","['0', '']","['47', '']","['1', '']","['1', '']","['*', '']","['20', '']","['3', '']","['27', '']","['7', '']","['96', '']","['9', '']"
8837,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['512', '']","['0', '']","['4', '']","['3', 'i']","['25', '']","['0', '']","['0', '']","['*', '']","['8', '']","['47', '']","['0', '']","['0', '']","['12', '']","['149', '']","['26', '']","['0', '']","['*', '']","['1', '']","['3', '']","['0', '']","['5', '']","['*', '']","['14', '']","['24', '']"
8837,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['92 - 108', '']","['0 - 35', '']","['2', '']","['0 - 4', '']","['0', '']","['0', '']","['0 - 20', '']","['0', '']","['6', '']","['6', '']","['*', '']","['0', '']","['1', '']","['0', '']","['3', '']","['0', '']","['*', '']","['*', '']","['1', '']","['0', '']","['*', '']","['0 - 5', '']","['2', '']","['1', '']"
8837,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['16,761', '']","['77', '']","['540', '']","['176', 'i']","['1,776', '']","['29', '']","['135', '']","['39', '']","['554', '']","['1,084', '']","['30', '']","['1,387', '']","['288', '']","['0', '']","['429', '']","['42', '']","['118', '']","['132', '']","['312', '']","['146', '']","['1,855', '']","['66', '']","['1,887', '']","['738', '']"
8837,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['767', '']","['0 - 21', '']","['20', 'i']","['*', '']","['102', '']","['*', '']","['0', '']","['*', '']","['24', '']","['179', '']","['1', '']","['0', '']","['3', '']","['0', '']","['9', '']","['0', '']","['3', '']","['1', '']","['1', '']","['0', '']","['16', '']","['1', '']","['118', '']","['2', '']"
8837,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['370 - 385', '']","['0', '']","['0 - 24', '']","['0 - 4', '']","['9', '']","['*', '']","['0 - 20', '']","['1', '']","['14', '']","['46', '']","['*', '']","['2', '']","['6', '']","['*', '']","['27', 'i']","['*', '']","['4', '']","['1', '']","['2', '']","['2', '']","['5', '']","['0 - 5', '']","['58', '']","['9', '']"
8837,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['529', '']","['0', '']","['19', 'i']","['0', '']","['11', 'i']","['1', '']","['0', '']","['2', '']","['63', '']","['91', 'i']","['1', '']","['2', '']","['38', '']","['5', '']","['9', 'i']","['0', '']","['2', '']","['1', '']","['5', '']","['*', '']","['9', '']","['0', '']","['15', '']","['26', '']"
8837,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['206', 'i']","['0', '']","['0 - 140', '']","['0', '']","['4', '']","['*', '']","['1', 'i']","['0', '']","['16', 'i']","['0 - 59', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 5', '']","['5', 'i']","['4', 'i']","['*', '']","['0', '']","['14', '']","['0', '']","['0 - 36', '']","['2', '']"
8837,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['32', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['3', '']","['*', '']","['0', '']","['0', '']","['1', '']","['4', '']"
8837,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['349', '']","['0', '']","['30', '']","['6', '']","['3', '']","['10', '']","['1', '']","['5', '']","['6', '']","['35', '']","['*', '']","['*', '']","['6', '']","['0', '']","['3', '']","['2', 'i']","['3', '']","['*', '']","['2', '']","['*', '']","['28', '']","['0', '']","['36', '']","['*', '']"
8837,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['4,285', '']","['0 - 43', '']","['124', '']","['30', 'i']","['28', '']","['2', '']","['65', '']","['79', '']","['366', '']","['734', '']","['3', '']","['9', '']","['225', '']","['0', '']","['104', '']","['61', 'i']","['31', 'i']","['3', '']","['37', '']","['53', '']","['52', '']","['*', '']","['321', '']","['39', '']"
8837,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['639 - 681', '']","['0', '']","['0 - 110', '']","['1', '']","['0 - 13', '']","['*', '']","['10', '']","['0 - 80', '']","['0 - 183', '']","['0 - 615', '']","['*', '']","['0', '']","['13', '']","['0', '']","['20', 'i']","['0', '']","['*', '']","['*', '']","['8', '']","['*', '']","['0 - 31', '']","['*', '']","['0 - 271', '']","['2', '']"
8837,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['1,027', '']","['0', '']","['7', '']","['26', 'i']","['16', '']","['0', '']","['0', '']","['0', '']","['2', '']","['54', 'i']","['0', '']","['4', '']","['8', 'i']","['0', '']","['1', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']","['10', '']"
8837,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['558', '']","['0', '']","['9', '']","['1', '']","['*', '']","['*', '']","['44', '']","['0', '']","['183', '']","['67', '']","['1', '']","['*', '']","['20', '']","['0', '']","['19', '']","['0', '']","['1', '']","['0', '']","['14', '']","['0', '']","['22', '']","['*', '']","['49', '']","['0', '']"
8837,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['2,021 - 2,062', '']","['0 - 43', '']","['0 - 110', '']","['2', '']","['0 - 13', 'i']","['2', '']","['11', '']","['0 - 80', 'i']","['0 - 183', 'i']","['0 - 615', '']","['1', '']","['5', '']","['185', '']","['0', '']","['63', '']","['61', 'i']","['30', 'i']","['3', '']","['15', '']","['53', '']","['0 - 31', '']","['0', '']","['0 - 271', '']","['28', '']"
8837,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['26,567', '']","['137 - 408', 'i']","['1,934', '']","['115', '']","['123', '']","['95', '']","['160', '']","['225', '']","['471', '']","['1,695', '']","['23', '']","['1,232', '']","['214', '']","['4', '']","['227', '']","['146', '']","['251', '']","['92', '']","['203', 'i']","['222', '']","['388', '']","['8', '']","['1,279', '']","['353', '']"
8837,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['3,388', '']","['*', '']","['613', '']","['0 - 43', '']","['29', '']","['14', '']","['24', '']","['24', '']","['65', '']","['121', '']","['0 - 11', '']","['73', '']","['61', '']","['*', '']","['38', '']","['15 - 101', '']","['74', '']","['2', '']","['7', '']","['42', '']","['35', '']","['0 - 3', '']","['213', '']","['49', '']"
8837,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['13,023', '']","['2', '']","['833', '']","['73', '']","['45', '']","['23', '']","['51', '']","['77', '']","['200', '']","['567', '']","['4', '']","['386', '']","['93', '']","['0', '']","['47', '']","['40', '']","['162', '']","['79', '']","['32', '']","['23', '']","['57', '']","['6', '']","['463', 'i']","['81', '']"
8837,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['3,146', '']","['*', '']","['314', '']","['0 - 43', '']","['37', '']","['46', '']","['48', '']","['122', '']","['127', '']","['525', '']","['10', '']","['16', '']","['38', '']","['4', '']","['108', '']","['6 - 90', '']","['0 - 17', '']","['7 - 13', '']","['27', '']","['139', '']","['221', '']","['0', '']","['358', '']","['117', '']"
8837,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['498', 'i']","['0', '']","['0 - 42', '']","['0', '']","['4', '']","['*', '']","['*', '']","['27', 'i']","['23', '']","['90', 'i']","['0', '']","['1', '']","['5', '']","['0', '']","['2', '']","['0', '']","['0', '']","['8', '']","['*', '']","['7', '']","['106', 'i']","['0', '']","['103', '']","['24', 'i']"
8837,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['684', '']","['*', '']","['210', '']","['*', '']","['11', '']","['0 - 47', '']","['0 - 49', '']","['0', '']","['17', '']","['0 - 341', '']","['0', '']","['*', '']","['6', '']","['0', '']","['12', '']","['7', '']","['0', '']","['0', '']","['0 - 28', '']","['0 - 133', '']","['0 - 116', '']","['0', '']","['69', '']","['5', '']"
8837,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['1,964', '']","['0', '']","['61 - 105', '']","['0 - 43', '']","['22', '']","['0 - 47', '']","['0 - 49', '']","['95', '']","['88', '']","['93 - 436', '']","['10', '']","['15', '']","['27', '']","['4', '']","['94', '']","['0 - 83', '']","['0 - 17', '']","['0 - 5', '']","['0 - 28', '']","['0 - 133', '']","['0 - 116', '']","['0', '']","['185', '']","['88', '']"
8837,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['7,010', '']","['134 - 407', 'i']","['173', '']","['0 - 43', '']","['11', '']","['11', '']","['37', '']","['2', '']","['79', '']","['482', '']","['0 - 11', '']","['757', '']","['23', '']","['0', '']","['34', '']","['*', '']","['0 - 17', '']","['0 - 5', '']","['137', 'i']","['17', '']","['75', '']","['0 - 3', '']","['245', '']","['105', '']"
8837,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['1,794', '']","['0 - 25', '']","['358', 'i']","['20', '']","['10', '']","['1', '']","['1', '']","['7', '']","['74', '']","['251', '']","['2', '']","['12', '']","['105', '']","['0', '']","['14', '']","['8', '']","['24', '']","['3', '']","['2', '']","['*', '']","['72', '']","['2', '']","['128', '']","['25', '']"
8837,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['6,515', '']","['0', '']","['359', '']","['1', '']","['63', '']","['25', '']","['2', '']","['0', '']","['125', '']","['1,547', '']","['21', '']","['8', '']","['196', '']","['7', '']","['168', '']","['0', '']","['163', 'i']","['*', '']","['77', '']","['52', '']","['9', 'i']","['5', '']","['864', '']","['65', 'i']"
8837,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['5,789 - 5,801', '']","['0', '']","['265', '']","['1', '']","['63', '']","['12', '']","['0', '']","['0', '']","['75', '']","['1,424', '']","['21', '']","['6', '']","['70', 'i']","['7', '']","['166', '']","['0', '']","['139', 'i']","['*', '']","['41', '']","['51', '']","['*', '']","['3', '']","['741', '']","['55', 'i']"
8837,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['509', '']","['0', '']","['40', '']","['0', '']","['0', '']","['13', '']","['2', '']","['0', '']","['26', '']","['99', '']","['0', '']","['2', '']","['125', '']","['*', '']","['2', '']","['0', '']","['22', '']","['0', '']","['0', '']","['*', '']","['*', '']","['2', '']","['104', '']","['9', '']"
8837,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['500', '']","['0', '']","['38', '']","['0', '']","['0', '']","['13', '']","['2', '']","['0', '']","['19', '']","['99', '']","['0', '']","['2', '']","['125', '']","['*', '']","['1', '']","['0', '']","['22', '']","['0', '']","['0', '']","['*', '']","['*', '']","['2', '']","['104', '']","['9', '']"
8837,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['10', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']"
8837,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8837,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['206 - 216', '']","['0', '']","['55', '']","['0', '']","['0', '']","['*', 'i']","['0', '']","['0', '']","['24', 'i']","['25', '']","['0', '']","['0', '']","['*', '']","['*', '']","['1', '']","['0', '']","['2', '']","['0', '']","['37', '']","['1', 'i']","['9', 'i']","['0', '']","['18', '']","['1', '']"
8837,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['39', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['7', '']","['2', '']","['0', '']","['0', '']","['5', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['11', 'i']","['1', '']"
8837,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['4,217 - 4,224', '']","['0 - 298', 'i']","['0 - 240', '']","['38', 'i']","['75 - 114', '']","['21', '']","['21', '']","['34', 'i']","['199', 'i']","['587 - 646', '']","['18', 'i']","['338', '']","['48 - 59', '']","['1', 'i']","['117', '']","['34', 'i']","['12', 'i']","['61', '']","['23', '']","['88', '']","['386', '']","['5', '']","['174 - 211', '']","['41', '']"
8837,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['3,822', '']","['0 - 162', 'i']","['0 - 162', '']","['32', 'i']","['76', '']","['12', '']","['20', '']","['34', 'i']","['186', 'i']","['588', '']","['18', 'i']","['336', '']","['49', '']","['0', '']","['115', '']","['34', 'i']","['2', '']","['61', '']","['22', '']","['73', '']","['385', '']","['4', '']","['175', '']","['27', '']"
8837,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['396 - 403', '']","['0 - 292', '']","['0 - 240', '']","['6', '']","['0 - 39', 'i']","['9', 'i']","['*', '']","['*', '']","['13', '']","['0 - 59', '']","['0', '']","['2', 'i']","['0 - 11', '']","['1', 'i']","['2', '']","['0', '']","['9', 'i']","['0', '']","['1', 'i']","['15', '']","['1', '']","['1', 'i']","['0 - 36', '']","['14', '']"
8837,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['43,462', '']","['21', '']","['3,893', '']","['126', '']","['324', '']","['309', '']","['228', '']","['257', '']","['1,552', '']","['2,027', '']","['154', '']","['2,221', 'i']","['355', 'i']","['78', 'i']","['1,635', '']","['89', '']","['373', '']","['250', '']","['876', 'i']","['828', '']","['1,771', '']","['137', '']","['7,050', '']","['1,137', '']"
8837,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['120 - 127', 'i']","['0', '']","['0 - 84', 'i']","['0', '']","['0 - 11', 'i']","['*', 'i']","['0', '']","['0', '']","['0 - 84', '']","['0 - 84', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 84', '']","['2', 'i']","['0', '']","['0 - 11', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['40', 'i']","['0', '']"
8837,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['6', '']","['0', '']","['0 - 2', '']","['*', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']"
8837,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['45', '']","['0', '']","['0 - 17', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 17', '']","['0', '']","['0', '']","['1', 'i']","['0', '']","['0 - 17', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', 'i']","['*', 'i']"
8837,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['97 - 4,884', 'i']","['0', '']","['0 - 392', 'i']","['0 - 7', 'i']","['*', 'i']","['1', 'i']","['0 - 10', 'i']","['2', 'i']","['0 - 109', 'i']","['0 - 421', 'i']","['*', 'i']","['0 - 850', 'i']","['14 - 50', 'i']","['30 - 76', 'i']","['0 - 128', 'i']","['1', 'i']","['0 - 34', 'i']","['*', '']","['0 - 44', 'i']","['27 - 53', 'i']","['0 - 11', '']","['0 - 22', '']","['0 - 370', 'i']","['0 - 50', 'i']"
8837,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['37', '']","['0', '']","['0 - 35', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 34', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8837,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['22,900', '']","['0 - 18', '']","['2,534', '']","['65', '']","['158', '']","['220', '']","['168', '']","['212', '']","['678', '']","['732', '']","['38 - 70', '']","['1,084', '']","['62 - 93', '']","['3 - 34', '']","['712', '']","['79', '']","['177', '']","['116', '']","['228', '']","['580', '']","['1,150', '']","['92', '']","['3,624', '']","['691', '']"
8837,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['7,683', '']","['0 - 17', '']","['1,219', '']","['11', '']","['0 - 134', '']","['76', '']","['117', '']","['49', '']","['224', '']","['253', '']","['0 - 31', '']","['214', '']","['38', '']","['3', '']","['0 - 200', '']","['49', '']","['49', '']","['68', '']","['115', '']","['476', '']","['0 - 200', '']","['0 - 59', '']","['764', '']","['277', '']"
8837,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8837,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['7,683', '']","['0 - 17', '']","['1,219', '']","['11', '']","['0 - 134', '']","['76', '']","['117', '']","['49', '']","['224', '']","['253', '']","['0 - 31', '']","['214', '']","['38', '']","['3', '']","['0 - 200', '']","['49', '']","['49', '']","['68', '']","['115', '']","['476', '']","['0 - 200', '']","['0 - 59', '']","['764', '']","['277', '']"
