table_id,row_id,sex_and_field_full_path,sex_and_field_level_1,sex_and_field_level_2,sex_and_field_level_3,sex_and_field_level_4,sex_and_field_level_5,sex_and_field_level_6,sex_and_field_level_7,sex_and_field_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
3266,r083,"Both sexes -> Male -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",Both sexes,Male,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,7,126,134,133,135,147,142,152,163,144,132,147
3266,r084,"Both sexes -> Male -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences",Both sexes,Male,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,7,663,658,686,797,960,961,1063,1031,996,1035,967
3266,r085,"Both sexes -> Male -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences",Both sexes,Male,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,7,58,56,69,62,67,75,66,63,70,70,67
3266,r086,Both sexes -> Male -> All fields -> S&E -> Science -> Mathematics and statistics,Both sexes,Male,All fields,S&E,Science,Mathematics and statistics,,6,2945,3213,3582,3686,3973,4419,4540,4889,5482,5804,6923
3266,r087,Both sexes -> Male -> All fields -> S&E -> Science -> Physical sciences,Both sexes,Male,All fields,S&E,Science,Physical sciences,,6,2809,2587,2702,2816,3020,3111,2929,3066,3042,3031,3169
3266,r088,Both sexes -> Male -> All fields -> S&E -> Science -> Physical sciences -> Astronomy,Both sexes,Male,All fields,S&E,Science,Physical sciences,Astronomy,7,104,82,94,115,77,94,94,94,83,99,95
3266,r089,Both sexes -> Male -> All fields -> S&E -> Science -> Physical sciences -> Chemistry,Both sexes,Male,All fields,S&E,Science,Physical sciences,Chemistry,7,1201,1134,1120,1243,1361,1348,1309,1382,1368,1420,1343
3266,r090,Both sexes -> Male -> All fields -> S&E -> Science -> Physical sciences -> Physics,Both sexes,Male,All fields,S&E,Science,Physical sciences,Physics,7,1421,1286,1400,1367,1470,1583,1437,1498,1526,1411,1661
3266,r091,Both sexes -> Male -> All fields -> S&E -> Science -> Physical sciences -> Other ,Both sexes,Male,All fields,S&E,Science,Physical sciences,Other ,7,83,85,88,91,112,86,89,92,65,101,70
3266,r092,Both sexes -> Male -> All fields -> S&E -> Science -> Psychology,Both sexes,Male,All fields,S&E,Science,Psychology,,6,3920,4382,4386,4719,5045,5288,5327,5103,5185,5180,5121
3266,r093,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences,Both sexes,Male,All fields,S&E,Science,Social sciences,,6,14368,14892,15716,17101,18274,18180,17924,17489,17194,16632,16316
3266,r094,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> Anthropology,Both sexes,Male,All fields,S&E,Science,Social sciences,Anthropology,7,379,410,394,394,419,376,416,411,418,365,357
3266,r095,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> Area and ethnic studies,Both sexes,Male,All fields,S&E,Science,Social sciences,Area and ethnic studies,7,662,622,679,746,728,724,654,709,704,644,606
3266,r096,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> Economics,Both sexes,Male,All fields,S&E,Science,Social sciences,Economics,7,2192,2145,2240,2445,2596,2514,2689,2633,2574,2639,2601
3266,r097,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> History of science,Both sexes,Male,All fields,S&E,Science,Social sciences,History of science,7,24,17,16,30,19,19,9,11,17,16,15
3266,r098,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> Linguistics,Both sexes,Male,All fields,S&E,Science,Social sciences,Linguistics,7,212,217,202,229,281,290,287,255,279,260,230
3266,r099,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> Political science and public administration,Both sexes,Male,All fields,S&E,Science,Social sciences,Political science and public administration,7,8694,8979,9550,10580,11179,11356,11115,10850,10684,10184,9958
3266,r100,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> Sociology,Both sexes,Male,All fields,S&E,Science,Social sciences,Sociology,7,512,536,476,567,633,545,537,495,518,494,527
3266,r101,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> Other ,Both sexes,Male,All fields,S&E,Science,Social sciences,Other ,7,1693,1966,2159,2110,2419,2356,2217,2125,2000,2030,2022
3266,r102,Both sexes -> Male -> All fields -> S&E -> Engineering,Both sexes,Male,All fields,S&E,Engineering,,,5,25540,28271,29212,31943,33276,33091,34374,36925,41377,42853,41549
3266,r103,Both sexes -> Male -> All fields -> S&E -> Engineering -> Aerospace engineering,Both sexes,Male,All fields,S&E,Engineering,Aerospace engineering,,6,864,906,941,1110,1217,1076,1104,1140,1198,1336,1351
3266,r104,Both sexes -> Male -> All fields -> S&E -> Engineering -> Chemical engineering,Both sexes,Male,All fields,S&E,Engineering,Chemical engineering,,6,877,887,995,1235,1316,1319,1475,1603,1608,1657,1727
3266,r105,Both sexes -> Male -> All fields -> S&E -> Engineering -> Civil engineering,Both sexes,Male,All fields,S&E,Engineering,Civil engineering,,6,3091,3214,3553,4266,4551,4503,4695,4607,4794,4905,4970
3266,r106,Both sexes -> Male -> All fields -> S&E -> Engineering -> Electrical engineering,Both sexes,Male,All fields,S&E,Engineering,Electrical engineering,,6,8882,10198,9695,10064,10128,9992,10268,12018,14187,13605,12165
3266,r107,Both sexes -> Male -> All fields -> S&E -> Engineering -> Industrial engineering,Both sexes,Male,All fields,S&E,Engineering,Industrial engineering,,6,2734,3247,3685,3738,3907,3926,4094,4070,4943,5907,5663
3266,r108,Both sexes -> Male -> All fields -> S&E -> Engineering -> Materials engineering,Both sexes,Male,All fields,S&E,Engineering,Materials engineering,,6,549,594,590,650,669,764,822,818,921,945,1033
3266,r109,Both sexes -> Male -> All fields -> S&E -> Engineering -> Mechanical engineering,Both sexes,Male,All fields,S&E,Engineering,Mechanical engineering,,6,3896,3990,4197,5150,5226,5160,5325,5879,6538,7175,7125
3266,r110,Both sexes -> Male -> All fields -> S&E -> Engineering -> Other,Both sexes,Male,All fields,S&E,Engineering,Other,,6,4647,5235,5556,5730,6262,6351,6591,6790,7188,7323,7515
3266,r111,Both sexes -> Male -> All fields -> Non-S&E,Both sexes,Male,All fields,Non-S&E,,,,4,180161,189989,200904,210850,215943,213184,212099,209001,211871,212325,213313
