table_id,row_id,_b_state_and_outlying_area_b_full_path,_b_state_and_outlying_area_b_level_1,_b_state_and_outlying_area_b_level_2,_b_state_and_outlying_area_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
10391,r021,All states and outlying areas -> Maine,All states and outlying areas,Maine,2,37738,28407,29327,30223,28270,43469,58335,49771,60430
10391,r022,All states and outlying areas -> Maryland,All states and outlying areas,Maryland,2,1674842,1819872,1735240,2221496,2099003,2207702,2340952,2457453,2470413
10391,r023,All states and outlying areas -> Massachusetts,All states and outlying areas,Massachusetts,2,1473581,1569070,1511296,1586864,1611440,1736283,1828292,1792756,2030684
10391,r024,All states and outlying areas -> Michigan,All states and outlying areas,Michigan,2,855361,1126469,883575,911278,959249,1025403,1089037,1142712,1187746
10391,r025,All states and outlying areas -> Minnesota,All states and outlying areas,Minnesota,2,379573,384110,366677,361242,362868,403328,432918,449222,481158
10391,r026,All states and outlying areas -> Mississippi,All states and outlying areas,Mississippi,2,105163,101662,117796,141269,150808,177902,203370,164564,168637
10391,r027,All states and outlying areas -> Missouri,All states and outlying areas,Missouri,2,469113,521066,533964,540566,592123,632660,707864,711624,843984
10391,r028,All states and outlying areas -> Montana,All states and outlying areas,Montana,2,71636,69579,97985,88198,82327,91331,89931,105316,158776
10391,r029,All states and outlying areas -> Nebraska,All states and outlying areas,Nebraska,2,114391,124431,130988,151284,160392,180256,190495,192030,207585
10391,r030,All states and outlying areas -> Nevada,All states and outlying areas,Nevada,2,53148,61143,56554,63157,57360,63935,81351,82258,82172
10391,r031,All states and outlying areas -> New Hampshire,All states and outlying areas,New Hampshire,2,150195,152033,137937,155530,154242,143702,161112,158397,210178
10391,r032,All states and outlying areas -> New Jersey,All states and outlying areas,New Jersey,2,368901,424049,379760,434342,397409,442326,479649,462886,535562
10391,r033,All states and outlying areas -> New Mexico,All states and outlying areas,New Mexico,2,177286,190285,172732,153961,163172,150259,148433,176963,172071
10391,r034,All states and outlying areas -> New York,All states and outlying areas,New York,2,2144774,2267021,2205034,2288543,2549883,2726205,2978234,3142649,3701188
10391,r035,All states and outlying areas -> North Carolina,All states and outlying areas,North Carolina,2,1121613,1171335,1184998,1214465,1219225,1376537,1533634,1504813,1750467
10391,r036,All states and outlying areas -> North Dakota,All states and outlying areas,North Dakota,2,52918,55057,60002,70549,44034,50625,38722,86292,92100
10391,r037,All states and outlying areas -> Ohio,All states and outlying areas,Ohio,2,719358,694018,724939,760887,773718,840955,908860,911174,823552
10391,r038,All states and outlying areas -> Oklahoma,All states and outlying areas,Oklahoma,2,105778,114549,111316,103621,131089,159982,187807,215532,180410
10391,r039,All states and outlying areas -> Oregon,All states and outlying areas,Oregon,2,342118,373971,361408,350099,377541,402112,463108,522089,551721
10391,r040,All states and outlying areas -> Pennsylvania,All states and outlying areas,Pennsylvania,2,1620194,1740941,1635822,1705796,1951088,2076521,2282065,2212251,2375088
10391,r041,All states and outlying areas -> Rhode Island,All states and outlying areas,Rhode Island,2,126058,132567,135006,141999,162532,174036,204531,216144,271976
10391,r042,All states and outlying areas -> South Carolina,All states and outlying areas,South Carolina,2,168316,199492,200699,232301,242583,247667,254015,266734,309583
10391,r043,All states and outlying areas -> South Dakota,All states and outlying areas,South Dakota,2,24838,38114,42011,30371,34781,34170,33027,37483,33993
10391,r044,All states and outlying areas -> Tennessee,All states and outlying areas,Tennessee,2,516933,524722,511899,566792,541610,597854,597472,725049,692690
10391,r045,All states and outlying areas -> Texas,All states and outlying areas,Texas,2,1298056,1362718,1399782,1503552,1603066,1720647,1955673,2307379,2378815
10391,r046,All states and outlying areas -> Utah,All states and outlying areas,Utah,2,271080,294821,272680,293519,306057,370100,524418,466983,433155
10391,r047,All states and outlying areas -> Vermont,All states and outlying areas,Vermont,2,72404,77023,64612,60270,65152,74423,81051,86599,96252
10391,r048,All states and outlying areas -> Virginia,All states and outlying areas,Virginia,2,441950,467180,458851,486250,480050,536199,588940,563260,631826
10391,r049,All states and outlying areas -> Washington,All states and outlying areas,Washington,2,676362,740867,702161,680989,704148,777223,827974,835323,916901
10391,r050,All states and outlying areas -> West Virginia,All states and outlying areas,West Virginia,2,37008,45065,46337,48379,44533,52017,60650,75681,98455
10391,r051,All states and outlying areas -> Wisconsin,All states and outlying areas,Wisconsin,2,517410,533143,523892,546488,575811,596414,631566,662236,732685
10391,r052,All states and outlying areas -> Wyoming,All states and outlying areas,Wyoming,2,27583,27786,30816,29398,27495,34186,33468,50144,49763
10391,r053,All states and outlying areas -> American Samoa,All states and outlying areas,American Samoa,2,875,1064,1160,1256,1351,1452,1134,1197,1850
10391,r054,All states and outlying areas -> Guam,All states and outlying areas,Guam,2,2417,1751,3939,5615,5695,3356,4044,9290,8669
10391,r055,All states and outlying areas -> Puerto Rico,All states and outlying areas,Puerto Rico,2,62046,61698,59201,67159,57862,61709,70978,79455,77506
10391,r056,All states and outlying areas -> Trust Territory of the Pacific Islands,All states and outlying areas,Trust Territory of the Pacific Islands,2,1663,2048,2238,2431,2619,0,2346,2731,3526
10391,r057,All states and outlying areas -> Virgin Islands,All states and outlying areas,Virgin Islands,2,3779,7146,8147,7221,5323,7416,2750,8596,10541
