table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_total_number,field_total_percent,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_number,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_percent,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_number,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_percent,field_temporary_visa_holders_number,field_temporary_visa_holders_percent
8323,r011,All detailed fields -> Science -> Biological and biomedical sciences -> Biostatistics and bioinformatics ,All detailed fields,Science,Biological and biomedical sciences,Biostatistics and bioinformatics ,4,7110,0.9,356,0.5,9,0.4,988,1.6,230,0.5,4,0.5,2128,0.7,169,0.9,216,0.9,3010,1.2
8323,r012,All detailed fields -> Science -> Biological and biomedical sciences -> Biotechnology,All detailed fields,Science,Biological and biomedical sciences,Biotechnology,4,3523,0.5,400,0.6,8,0.4,523,0.9,362,0.8,5,0.6,1282,0.4,114,0.6,130,0.5,699,0.3
8323,r013,All detailed fields -> Science -> Biological and biomedical sciences -> Botany and plant biology,All detailed fields,Science,Biological and biomedical sciences,Botany and plant biology,4,1632,0.2,150,0.2,2,0.1,68,0.1,43,0.1,3,0.4,793,0.3,53,0.3,46,0.2,474,0.2
8323,r014,"All detailed fields -> Science -> Biological and biomedical sciences -> Cell, cellular biology, and anatomical sciences",All detailed fields,Science,Biological and biomedical sciences,"Cell, cellular biology, and anatomical sciences",4,6500,0.9,767,1.1,22,1.0,678,1.1,273,0.6,10,1.3,2857,1.0,210,1.1,230,0.9,1453,0.6
8323,r015,All detailed fields -> Science -> Biological and biomedical sciences -> Ecology and population biology,All detailed fields,Science,Biological and biomedical sciences,Ecology and population biology,4,3991,0.5,361,0.5,15,0.7,153,0.3,119,0.3,9,1.1,2411,0.8,132,0.7,144,0.6,647,0.3
8323,r016,All detailed fields -> Science -> Biological and biomedical sciences -> Epidemiology,All detailed fields,Science,Biological and biomedical sciences,Epidemiology,4,5785,0.8,610,0.9,10,0.5,766,1.3,549,1.2,8,1.0,2207,0.8,175,0.9,187,0.8,1273,0.5
8323,r017,All detailed fields -> Science -> Biological and biomedical sciences -> Genetics,All detailed fields,Science,Biological and biomedical sciences,Genetics,4,3167,0.4,287,0.4,11,0.5,305,0.5,125,0.3,3,0.4,1626,0.6,103,0.5,70,0.3,637,0.3
8323,r018,All detailed fields -> Science -> Biological and biomedical sciences -> Microbiological sciences and immunology,All detailed fields,Science,Biological and biomedical sciences,Microbiological sciences and immunology,4,6382,0.8,800,1.2,17,0.8,643,1.1,333,0.7,3,0.4,3170,1.1,207,1.1,222,0.9,987,0.4
8323,r019,All detailed fields -> Science -> Biological and biomedical sciences -> Molecular biology,All detailed fields,Science,Biological and biomedical sciences,Molecular biology,4,1670,0.2,205,0.3,3,0.1,186,0.3,78,0.2,2,0.3,705,0.2,46,0.2,52,0.2,393,0.2
8323,r020,All detailed fields -> Science -> Biological and biomedical sciences -> Neurobiology and neuroscience,All detailed fields,Science,Biological and biomedical sciences,Neurobiology and neuroscience,4,6349,0.8,782,1.1,15,0.7,636,1.1,316,0.7,5,0.6,3073,1.0,248,1.3,184,0.8,1090,0.4
8323,r021,All detailed fields -> Science -> Biological and biomedical sciences -> Nutrition science,All detailed fields,Science,Biological and biomedical sciences,Nutrition science,4,3864,0.5,400,0.6,9,0.4,292,0.5,196,0.4,2,0.3,2114,0.7,109,0.6,146,0.6,596,0.2
8323,r022,All detailed fields -> Science -> Biological and biomedical sciences -> Pathology and experimental pathology,All detailed fields,Science,Biological and biomedical sciences,Pathology and experimental pathology,4,949,0.1,81,0.1,3,0.1,87,0.1,46,0.1,2,0.3,430,0.1,22,0.1,50,0.2,228,0.1
8323,r023,All detailed fields -> Science -> Biological and biomedical sciences -> Pharmacology and toxicology,All detailed fields,Science,Biological and biomedical sciences,Pharmacology and toxicology,4,3300,0.4,312,0.5,7,0.3,393,0.7,206,0.5,2,0.3,1399,0.5,92,0.5,119,0.5,770,0.3
8323,r024,All detailed fields -> Science -> Biological and biomedical sciences -> Physiology,All detailed fields,Science,Biological and biomedical sciences,Physiology,4,5939,0.8,537,0.8,15,0.7,622,1.0,461,1.0,10,1.3,2809,1.0,185,1.0,223,0.9,1077,0.4
8323,r025,All detailed fields -> Science -> Biological and biomedical sciences -> Zoology and animal biology,All detailed fields,Science,Biological and biomedical sciences,Zoology and animal biology,4,2140,0.3,168,0.2,6,0.3,59,0.1,68,0.2,0,0.0,1329,0.5,69,0.4,66,0.3,375,0.2
8323,r026,All detailed fields -> Science -> Biological and biomedical sciences -> Biological and biomedical sciences nec,All detailed fields,Science,Biological and biomedical sciences,Biological and biomedical sciences nec,4,5456,0.7,646,0.9,13,0.6,553,0.9,670,1.5,22,2.8,2354,0.8,164,0.8,215,0.9,819,0.3
8323,r027,All detailed fields -> Science -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,,3,121730,16.0,5603,8.1,142,6.7,12837,21.3,5922,13.1,87,11.0,26802,9.1,2059,10.6,3487,14.3,64791,26.5
8323,r028,"All detailed fields -> Science -> Computer and information sciences -> Artificial intelligence, informatics, and computer and information science topics ",All detailed fields,Science,Computer and information sciences,"Artificial intelligence, informatics, and computer and information science topics ",4,5191,0.7,245,0.4,17,0.8,526,0.9,247,0.5,1,0.1,1333,0.5,84,0.4,123,0.5,2615,1.1
8323,r029,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,Computer and information sciences,4,36972,4.9,1525,2.2,27,1.3,4242,7.0,980,2.2,22,2.8,8203,2.8,577,3.0,619,2.5,20777,8.5
8323,r030,All detailed fields -> Science -> Computer and information sciences -> Computer and information systems security ,All detailed fields,Science,Computer and information sciences,Computer and information systems security ,4,8743,1.2,822,1.2,23,1.1,1075,1.8,1515,3.3,14,1.8,3050,1.0,260,1.3,505,2.1,1479,0.6
8323,r031,All detailed fields -> Science -> Computer and information sciences -> Computer science,All detailed fields,Science,Computer and information sciences,Computer science,4,40717,5.4,1022,1.5,26,1.2,3776,6.3,692,1.5,15,1.9,6318,2.1,555,2.9,1109,4.6,27204,11.1
8323,r032,All detailed fields -> Science -> Computer and information sciences -> Information science and studies,All detailed fields,Science,Computer and information sciences,Information science and studies,4,14449,1.9,924,1.3,21,1.0,1657,2.8,1438,3.2,19,2.4,4169,1.4,277,1.4,552,2.3,5392,2.2
8323,r033,All detailed fields -> Science -> Computer and information sciences -> Information technology,All detailed fields,Science,Computer and information sciences,Information technology,4,7994,1.1,520,0.8,18,0.9,824,1.4,545,1.2,9,1.1,1585,0.5,151,0.8,194,0.8,4148,1.7
8323,r034,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences nec ,All detailed fields,Science,Computer and information sciences,Computer and information sciences nec ,4,7664,1.0,545,0.8,10,0.5,737,1.2,505,1.1,7,0.9,2144,0.7,155,0.8,385,1.6,3176,1.3
8323,r035,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,12290,1.6,1068,1.5,32,1.5,418,0.7,303,0.7,8,1.0,7118,2.4,403,2.1,384,1.6,2556,1.0
8323,r036,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,4,1389,0.2,75,0.1,1,0.05,40,0.1,35,0.1,1,0.1,768,0.3,44,0.2,40,0.2,385,0.2
8323,r037,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,7871,1.0,714,1.0,29,1.4,283,0.5,191,0.4,2,0.3,4487,1.5,226,1.2,209,0.9,1730,0.7
8323,r038,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,4,3030,0.4,279,0.4,2,0.1,95,0.2,77,0.2,5,0.6,1863,0.6,133,0.7,135,0.6,441,0.2
8323,r039,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
8323,r040,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,3,34258,4.5,1979,2.9,35,1.7,2842,4.7,742,1.6,14,1.8,10296,3.5,558,2.9,859,3.5,16933,6.9
8323,r041,All detailed fields -> Science -> Mathematics and statistics -> Applied mathematics,All detailed fields,Science,Mathematics and statistics,Applied mathematics,4,11154,1.5,512,0.7,6,0.3,794,1.3,198,0.4,4,0.5,2374,0.8,149,0.8,233,1.0,6884,2.8
8323,r042,All detailed fields -> Science -> Mathematics and statistics -> Mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics,4,12128,1.6,943,1.4,16,0.8,810,1.3,296,0.7,2,0.3,5058,1.7,252,1.3,365,1.5,4386,1.8
8323,r043,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,4,10976,1.4,524,0.8,13,0.6,1238,2.1,248,0.5,8,1.0,2864,1.0,157,0.8,261,1.1,5663,2.3
8323,r044,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,,3,15768,2.1,1519,2.2,30,1.4,1489,2.5,981,2.2,18,2.3,6382,2.2,441,2.3,484,2.0,4424,1.8
8323,r045,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Biological and physical sciences,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Biological and physical sciences,4,1761,0.2,146,0.2,4,0.2,186,0.3,99,0.2,6,0.8,716,0.2,53,0.3,72,0.3,479,0.2
8323,r046,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Computational science,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Computational science,4,2435,0.3,155,0.2,4,0.2,233,0.4,82,0.2,3,0.4,878,0.3,58,0.3,50,0.2,972,0.4
8323,r047,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Data science and data analytics,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Data science and data analytics,4,2404,0.3,229,0.3,2,0.1,325,0.5,103,0.2,2,0.3,960,0.3,51,0.3,68,0.3,664,0.3
8323,r048,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> International and global studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,International and global studies,4,1450,0.2,287,0.4,1,0.05,107,0.2,130,0.3,0,0.0,609,0.2,51,0.3,53,0.2,212,0.1
8323,r049,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Multidisciplinary and interdisciplinary studies nec,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Multidisciplinary and interdisciplinary studies nec,4,7718,1.0,702,1.0,19,0.9,638,1.1,567,1.3,7,0.9,3219,1.1,228,1.2,241,1.0,2097,0.9
8323,r050,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,3,13922,1.8,1304,1.9,129,6.1,472,0.8,519,1.1,33,4.2,8619,2.9,479,2.5,433,1.8,1934,0.8
8323,r051,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,4,6807,0.9,768,1.1,58,2.8,303,0.5,265,0.6,26,3.3,3908,1.3,214,1.1,227,0.9,1038,0.4
8323,r052,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",4,7115,0.9,536,0.8,71,3.4,169,0.3,254,0.6,7,0.9,4711,1.6,265,1.4,206,0.8,896,0.4
8323,r053,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,3,44141,5.8,3287,4.8,72,3.4,2720,4.5,1145,2.5,20,2.5,18104,6.2,1036,5.3,1049,4.3,16708,6.8
8323,r054,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,4,1624,0.2,146,0.2,3,0.1,120,0.2,41,0.1,0,0.0,819,0.3,84,0.4,48,0.2,363,0.1
8323,r055,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,4,23215,3.1,1894,2.7,41,1.9,1543,2.6,693,1.5,18,2.3,9507,3.2,529,2.7,529,2.2,8461,3.5
8323,r056,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,4,1441,0.2,83,0.1,1,0.05,119,0.2,49,0.1,1,0.1,459,0.2,20,0.1,35,0.1,674,0.3
8323,r057,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,4,16779,2.2,1114,1.6,25,1.2,890,1.5,283,0.6,1,0.1,6817,2.3,374,1.9,403,1.7,6872,2.8
8323,r058,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,4,1082,0.1,50,0.1,2,0.1,48,0.1,79,0.2,0,0.0,502,0.2,29,0.1,34,0.1,338,0.1
8323,r059,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,3,73325,9.6,13155,19.0,295,14.0,3827,6.4,7639,16.9,108,13.6,37135,12.6,2829,14.5,4109,16.9,4228,1.7
8323,r060,All detailed fields -> Science -> Psychology -> Applied psychology,All detailed fields,Science,Psychology,Applied psychology,4,24427,3.2,5048,7.3,87,4.1,1281,2.1,2298,5.1,35,4.4,12597,4.3,856,4.4,1247,5.1,978,0.4
8323,r061,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,4,7556,1.0,1750,2.5,24,1.1,470,0.8,572,1.3,24,3.0,3596,1.2,487,2.5,329,1.4,304,0.1
8323,r062,All detailed fields -> Science -> Psychology -> Counseling psychology,All detailed fields,Science,Psychology,Counseling psychology,4,18426,2.4,3153,4.6,92,4.4,698,1.2,2661,5.9,25,3.2,9133,3.1,619,3.2,1696,7.0,349,0.1
8323,r063,All detailed fields -> Science -> Psychology -> Human development,All detailed fields,Science,Psychology,Human development,4,2363,0.3,329,0.5,11,0.5,95,0.2,250,0.6,2,0.3,1278,0.4,85,0.4,81,0.3,232,0.1
8323,r064,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",4,13883,1.8,2095,3.0,61,2.9,735,1.2,1408,3.1,20,2.5,7314,2.5,563,2.9,575,2.4,1112,0.5
8323,r065,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,4,6670,0.9,780,1.1,20,1.0,548,0.9,450,1.0,2,0.3,3217,1.1,219,1.1,181,0.7,1253,0.5
8323,r066,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,3,82223,10.8,8994,13.0,421,20.0,4169,6.9,6776,15.0,120,15.2,35475,12.1,2310,11.9,3198,13.1,20760,8.5
8323,r067,All detailed fields -> Science -> Social sciences -> Agricultural and natural resource economics,All detailed fields,Science,Social sciences,Agricultural and natural resource economics,4,1194,0.2,59,0.1,4,0.2,32,0.1,34,0.1,0,0.0,436,0.1,14,0.1,18,0.1,597,0.2
8323,r068,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,4,6421,0.8,755,1.1,70,3.3,220,0.4,246,0.5,9,1.1,3569,1.2,261,1.3,274,1.1,1017,0.4
8323,r069,"All detailed fields -> Science -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All detailed fields,Science,Social sciences,"Area, ethnic, cultural, gender, and group studies",4,5093,0.7,973,1.4,111,5.3,323,0.5,598,1.3,30,3.8,1682,0.6,209,1.1,168,0.7,999,0.4
8323,r070,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,4,6829,0.9,1075,1.6,30,1.4,168,0.3,1356,3.0,14,1.8,3311,1.1,244,1.3,472,1.9,159,0.1
8323,r071,All detailed fields -> Science -> Social sciences -> Criminology,All detailed fields,Science,Social sciences,Criminology,4,1580,0.2,277,0.4,6,0.3,34,0.1,183,0.4,4,0.5,846,0.3,58,0.3,35,0.1,137,0.1
8323,r072,All detailed fields -> Science -> Social sciences -> Economics (except agricultural and natural resource),All detailed fields,Science,Social sciences,Economics (except agricultural and natural resource),4,15148,2.0,746,1.1,13,0.6,856,1.4,358,0.8,13,1.6,3853,1.3,185,1.0,371,1.5,8753,3.6
8323,r073,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,4,4876,0.6,458,0.7,31,1.5,177,0.3,170,0.4,2,0.3,2731,0.9,109,0.6,160,0.7,1038,0.4
8323,r074,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,4,8782,1.2,1072,1.5,23,1.1,529,0.9,682,1.5,17,2.1,4454,1.5,278,1.4,491,2.0,1236,0.5
8323,r075,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,4,2840,0.4,246,0.4,30,1.4,181,0.3,79,0.2,2,0.3,1219,0.4,77,0.4,97,0.4,909,0.4
8323,r076,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,4,8602,1.1,840,1.2,28,1.3,364,0.6,555,1.2,8,1.0,4139,1.4,239,1.2,339,1.4,2090,0.9
8323,r077,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,4,10030,1.3,1038,1.5,40,1.9,755,1.3,1072,2.4,6,0.8,4471,1.5,267,1.4,418,1.7,1963,0.8
8323,r078,All detailed fields -> Science -> Social sciences -> Sociology and population studies,All detailed fields,Science,Social sciences,Sociology and population studies,4,7206,0.9,1100,1.6,23,1.1,355,0.6,917,2.0,9,1.1,3104,1.1,258,1.3,222,0.9,1218,0.5
8323,r079,All detailed fields -> Science -> Social sciences -> Urban studies and affairs ,All detailed fields,Science,Social sciences,Urban studies and affairs ,4,1218,0.2,131,0.2,2,0.1,64,0.1,193,0.4,0,0.0,593,0.2,41,0.2,27,0.1,167,0.1
8323,r080,"All detailed fields -> Science -> Social sciences -> Social sciences, other",All detailed fields,Science,Social sciences,"Social sciences, other",4,2404,0.3,224,0.3,10,0.5,111,0.2,333,0.7,6,0.8,1067,0.4,70,0.4,106,0.4,477,0.2
8323,r081,All detailed fields -> Engineering,All detailed fields,Engineering,,,2,168050,22.1,10821,15.6,286,13.6,13412,22.3,4847,10.7,98,12.4,52168,17.7,3478,17.9,3555,14.6,79385,32.5
8323,r082,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,7838,1.0,688,1.0,17,0.8,767,1.3,170,0.4,11,1.4,3961,1.3,276,1.4,184,0.8,1764,0.7
8323,r083,"All detailed fields -> Engineering -> Biological, biomedical, and biosystems engineering",All detailed fields,Engineering,"Biological, biomedical, and biosystems engineering",,3,14059,1.8,1053,1.5,15,0.7,1878,3.1,544,1.2,14,1.8,5239,1.8,433,2.2,379,1.6,4504,1.8
8323,r084,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",,3,10696,1.4,568,0.8,21,1.0,879,1.5,247,0.5,3,0.4,3310,1.1,216,1.1,190,0.8,5262,2.2
8323,r085,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,4,9670,1.3,529,0.8,18,0.9,851,1.4,204,0.5,3,0.4,3160,1.1,204,1.0,169,0.7,4532,1.9
8323,r086,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,4,1026,0.1,39,0.1,3,0.1,28,0.05,43,0.1,0,0.0,150,0.1,12,0.1,21,0.1,730,0.3
8323,r087,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",,3,19608,2.6,1500,2.2,55,2.6,1176,2.0,577,1.3,17,2.1,6213,2.1,367,1.9,375,1.5,9328,3.8
8323,r088,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Civil engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",Civil engineering,4,16112,2.1,1193,1.7,47,2.2,984,1.6,453,1.0,14,1.8,4966,1.7,291,1.5,295,1.2,7869,3.2
8323,r089,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Architectural, environmental, construction and surveying engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields","Architectural, environmental, construction and surveying engineering",4,3496,0.5,307,0.4,8,0.4,192,0.3,124,0.3,3,0.4,1247,0.4,76,0.4,80,0.3,1459,0.6
8323,r090,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",,3,45265,6.0,2192,3.2,52,2.5,3619,6.0,990,2.2,12,1.5,9273,3.2,652,3.3,791,3.2,27684,11.3
8323,r091,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering",4,32633,4.3,1675,2.4,40,1.9,2623,4.4,710,1.6,7,0.9,7263,2.5,494,2.5,594,2.4,19227,7.9
8323,r092,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",Computer engineering,4,12632,1.7,517,0.7,12,0.6,996,1.7,280,0.6,5,0.6,2010,0.7,158,0.8,197,0.8,8457,3.5
