table_id,row_id,_b_state_and_outlying_area_b_full_path,_b_state_and_outlying_area_b_level_1,_b_state_and_outlying_area_b_level_2,_b_state_and_outlying_area_b_hierarchy_depth,field_all_agencies,field_doc,field_dod,field_doe,field_doj,field_dot,field_ed,field_epa,field_hhs,field_nsf,field_ssa,field_usda
7310,r037,All states and outlying areas -> Ohio,All states and outlying areas,Ohio,2,29742.4,0.0,0.0,2175.8,0.0,0.0,0.0,0.0,19151.9,7931.1,0.0,483.6
7310,r038,All states and outlying areas -> Oklahoma,All states and outlying areas,Oklahoma,2,10393.4,0.0,0.0,0.0,500.0,0.0,0.0,0.0,7333.2,2537.2,0.0,23.1
7310,r039,All states and outlying areas -> Oregon,All states and outlying areas,Oregon,2,20573.2,0.0,0.0,120.3,0.0,509.4,0.0,0.0,13967.8,5427.5,0.0,548.3
7310,r040,All states and outlying areas -> Pennsylvania,All states and outlying areas,Pennsylvania,2,86930.6,0.0,0.0,2524.3,0.0,2367.9,58.2,0.0,67967.2,13352.9,0.0,660.0
7310,r041,All states and outlying areas -> Rhode Island,All states and outlying areas,Rhode Island,2,6186.4,151.1,0.0,477.0,0.0,0.0,0.0,0.0,4798.1,727.7,0.0,32.4
7310,r042,All states and outlying areas -> South Carolina,All states and outlying areas,South Carolina,2,21740.3,0.0,0.0,3026.8,0.0,115.9,0.0,0.0,11853.8,5944.4,0.0,799.4
7310,r043,All states and outlying areas -> South Dakota,All states and outlying areas,South Dakota,2,4354.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729.1,874.7,0.0,1750.7
7310,r044,All states and outlying areas -> Tennessee,All states and outlying areas,Tennessee,2,49358.8,0.0,0.0,2053.4,0.0,0.0,145.2,0.0,37161.1,9529.3,0.0,469.7
7310,r045,All states and outlying areas -> Texas,All states and outlying areas,Texas,2,73421.1,0.0,0.0,1566.9,0.0,679.7,970.1,0.0,47538.0,21458.4,0.0,1207.9
7310,r046,All states and outlying areas -> Utah,All states and outlying areas,Utah,2,19314.2,0.0,0.0,845.8,0.0,0.0,218.8,13.0,15140.3,2349.8,0.0,746.4
7310,r047,All states and outlying areas -> Vermont,All states and outlying areas,Vermont,2,4522.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2198.7,1873.8,0.0,449.7
7310,r048,All states and outlying areas -> Virginia,All states and outlying areas,Virginia,2,29711.5,0.0,0.0,2321.9,0.0,464.8,1051.8,0.0,13822.9,10444.4,0.0,1605.6
7310,r049,All states and outlying areas -> Washington,All states and outlying areas,Washington,2,57276.6,0.0,0.0,605.6,0.0,1242.8,42.2,0.0,47342.7,7828.9,0.0,214.4
7310,r050,All states and outlying areas -> West Virginia,All states and outlying areas,West Virginia,2,10095.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2698.3,5397.3,0.0,2000.0
7310,r051,All states and outlying areas -> Wisconsin,All states and outlying areas,Wisconsin,2,31339.3,0.0,0.0,2187.0,0.0,0.0,93.9,0.0,20352.8,7861.0,740.5,104.1
7310,r052,All states and outlying areas -> Wyoming,All states and outlying areas,Wyoming,2,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,300.0
7310,r053,All states and outlying areas -> American Samoa,All states and outlying areas,American Samoa,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7310,r054,All states and outlying areas -> Guam,All states and outlying areas,Guam,2,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.7,0.0,299.3
7310,r055,All states and outlying areas -> Puerto Rico,All states and outlying areas,Puerto Rico,2,11120.7,0.0,0.0,0.0,0.0,0.0,199.6,0.0,3125.2,7796.0,0.0,0.0
7310,r056,All states and outlying areas -> Trust Territory of the Pacific Islands,All states and outlying areas,Trust Territory of the Pacific Islands,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7310,r057,All states and outlying areas -> Virgin Islands,All states and outlying areas,Virgin Islands,2,1674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.4,1543.6,0.0,0.0
