table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_agricultural_sciences,field_biological_sciences_excluding_environmental_biology_,field_environmental_biology,field_medical_sciences,field_other_life_sciences
3897,r019,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,434411.5,222.4,397964.9,36224.3,0.0,0.0
3897,r020,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,15796219.4,0.0,8590817.6,0.0,5690037.6,1515364.2
3897,r021,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,17590.6,0.0,11659.2,0.0,5931.4,0.0
3897,r022,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,2627.8,0.0,0.0,0.0,2627.8,0.0
3897,r023,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,15776001.0,0.0,8579158.4,0.0,5681478.4,1515364.2
3897,r024,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,12081.1,0.0,6052.5,6028.5,0.0,0.0
3897,r025,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,867.0,0.0,0.0,867.0,0.0,0.0
3897,r026,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,232.1,0.0,232.1,0.0,0.0,0.0
3897,r027,All agencies -> Departments -> Department of the Interior -> U.S. Geological Survey,All agencies,Departments,Department of the Interior,U.S. Geological Survey,,4,10982.0,0.0,5820.5,5161.5,0.0,0.0
3897,r028,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,280.0,0.0,0.0,0.0,0.0,280.0
3897,r029,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,280.0,0.0,0.0,0.0,0.0,280.0
3897,r030,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,566191.2,0.0,0.0,0.0,566191.2,0.0
3897,r031,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,
3897,r032,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,43610.2,0.0,0.0,0.0,0.0,43610.2
3897,r033,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,689943.6,0.0,526796.7,163146.8,0.0,0.0
3897,r034,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,101475.0,0.0,5067.0,95178.0,0.0,1230.0
