table_id,row_id,_b_ffrdc_b_full_path,_b_ffrdc_b_level_1,_b_ffrdc_b_level_2,_b_ffrdc_b_level_3,_b_ffrdc_b_hierarchy_depth,field_all_federal_r_d_expenditures,field_dod,field_doe,field_hhs,field_dhs,field_dot,field_nasa,field_nsf,field_other
6877,r029,All FFRDCs -> Nonprofit-administered FFRDCs -> Homeland Security Systems Engineering and Development Institute,All FFRDCs,Nonprofit-administered FFRDCs,Homeland Security Systems Engineering and Development Institute,3,"['182,413', '']","['0', '']","['0', '']","['0', '']","['182,413', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6877,r030,All FFRDCs -> Nonprofit-administered FFRDCs -> Judiciary Engineering and Modernization Center,All FFRDCs,Nonprofit-administered FFRDCs,Judiciary Engineering and Modernization Center,3,"['5,493', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,493', '']"
6877,r031,All FFRDCs -> Nonprofit-administered FFRDCs -> National Biodefense Analysis and Countermeasures Center,All FFRDCs,Nonprofit-administered FFRDCs,National Biodefense Analysis and Countermeasures Center,3,"['44,968', '']","['487', '']","['0', '']","['1,146', '']","['30,305', '']","['0', '']","['0', '']","['0', '']","['13,030', '']"
6877,r032,All FFRDCs -> Nonprofit-administered FFRDCs -> National Cybersecurity Center of Excellence,All FFRDCs,Nonprofit-administered FFRDCs,National Cybersecurity Center of Excellence,3,"['33,671', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['33,671', '']"
6877,r033,All FFRDCs -> Nonprofit-administered FFRDCs -> National Defense Research Institute,All FFRDCs,Nonprofit-administered FFRDCs,National Defense Research Institute,3,"['66,170', '']","['64,452', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,718', '']"
6877,r034,All FFRDCs -> Nonprofit-administered FFRDCs -> National Renewable Energy Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,National Renewable Energy Laboratory,3,"['497,047', '']","['17,333', '']","['463,952', '']","['0', '']","['2,147', '']","['917', '']","['285', '']","['0', '']","['12,413', '']"
6877,r035,All FFRDCs -> Nonprofit-administered FFRDCs -> National Security Engineering Center,All FFRDCs,Nonprofit-administered FFRDCs,National Security Engineering Center,3,"['1,463,965', '']","['1,238,466', '']","['0', '']","['0', '']","['0', '']","['0', '']","['42', '']","['0', '']","['225,457', '']"
6877,r036,All FFRDCs -> Nonprofit-administered FFRDCs -> Oak Ridge National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Oak Ridge National Laboratory,3,"['1,746,756', '']","['68,364', '']","['1,509,726', '']","['7,092', '']","['11,087', '']","['4,317', '']","['31,100', '']","['0', '']","['115,070', '']"
6877,r037,All FFRDCs -> Nonprofit-administered FFRDCs -> Pacific Northwest National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Pacific Northwest National Laboratory,3,"['1,142,925', '']","['170,244', '']","['848,956', '']","['22,567', '']","['83,872', '']","['0', '']","['1,612', '']","['815', '']","['14,859', '']"
6877,r038,All FFRDCs -> Nonprofit-administered FFRDCs -> Project Air Force,All FFRDCs,Nonprofit-administered FFRDCs,Project Air Force,3,"['47,966', '']","['47,966', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6877,r039,All FFRDCs -> Nonprofit-administered FFRDCs -> Science and Technology Policy Institute,All FFRDCs,Nonprofit-administered FFRDCs,Science and Technology Policy Institute,3,"['9,784', '']","['780', '']","['33', '']","['1,396', '']","['23', '']","['0', '']","['223', '']","['6,926', '']","['403', '']"
6877,r040,All FFRDCs -> Nonprofit-administered FFRDCs -> Systems and Analyses Center,All FFRDCs,Nonprofit-administered FFRDCs,Systems and Analyses Center,3,"['173,320', '']","['155,522', '']","['78', '']","['0', '']","['10,903', '']","['0', '']","['75', '']","['0', '']","['6,742', '']"
6877,r041,All FFRDCs -> Industry-administered FFRDCs,All FFRDCs,Industry-administered FFRDCs,,2,"['9,593,260', ' ']","['1,379,155', ' ']","['6,967,414', ' ']","['878,803', ' ']","['95,789', ' ']","['1,600', ' ']","['58,942', ' ']","['40', ' ']","['211,517', ' ']"
6877,r042,All FFRDCs -> Industry-administered FFRDCs -> Frederick National Laboratory for Cancer Research,All FFRDCs,Industry-administered FFRDCs,Frederick National Laboratory for Cancer Research,3,"['861,605', '']","['164', '']","['0', '']","['861,420', '']","['0', '']","['0', '']","['0', '']","['0', '']","['21', '']"
6877,r043,All FFRDCs -> Industry-administered FFRDCs -> Idaho National Laboratory,All FFRDCs,Industry-administered FFRDCs,Idaho National Laboratory,3,"['503,977', '']","['79,649', '']","['391,056', '']","['0', '']","['13,210', '']","['416', '']","['3,293', '']","['0', '']","['16,353', '']"
6877,r044,All FFRDCs -> Industry-administered FFRDCs -> Lawrence Livermore National Laboratory,All FFRDCs,Industry-administered FFRDCs,Lawrence Livermore National Laboratory,3,"['1,580,263', '']","['279,178', '']","['1,262,813', '']","['7,445', '']","['21,909', '']","['0', '']","['1,989', '']","['0', '']","['6,929', '']"
6877,r045,All FFRDCs -> Industry-administered FFRDCs -> Los Alamos National Laboratory,All FFRDCs,Industry-administered FFRDCs,Los Alamos National Laboratory,3,"['2,950,380', '']","['80,032', '']","['2,724,200', '']","['8,249', '']","['5,294', '']","['0', '']","['52,996', '']","['40', '']","['79,569', '']"
6877,r046,All FFRDCs -> Industry-administered FFRDCs -> Sandia National Laboratories,All FFRDCs,Industry-administered FFRDCs,Sandia National Laboratories,3,"['3,507,607', '']","['917,136', '']","['2,424,747', '']","['1,689', '']","['53,568', '']","['1,184', '']","['664', '']","['0', '']","['108,619', '']"
6877,r047,All FFRDCs -> Industry-administered FFRDCs -> Savannah River National Laboratory,All FFRDCs,Industry-administered FFRDCs,Savannah River National Laboratory,3,"['189,428', '']","['22,996', '']","['164,598', '']","['0', '']","['1,808', '']","['0', '']","['0', '']","['0', '']","['26', '']"
