table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
10124,r012,All HBCUs -> Meharry Medical C.,All HBCUs,Meharry Medical C.,2,11,"['17,960', '']","['15,048', '']","['0', '']","['648', '']","['25', '']","['2,239', '']","['0', '']"
10124,r013,All HBCUs -> Jackson State U.,All HBCUs,Jackson State U.,2,12,"['17,481', '']","['15,045', '']","['0', '']","['1,427', '']","['93', '']","['916', '']","['0', '']"
10124,r014,All HBCUs -> Alcorn State U.,All HBCUs,Alcorn State U.,2,13,"['16,726', 'i']","['9,361', 'i']","['4,977', 'i']","['2,349', 'i']","['7', 'i']","['32', 'i']","['0', 'i']"
10124,r015,All HBCUs -> North Carolina Central U.,All HBCUs,North Carolina Central U.,2,14,"['16,600', '']","['13,709', '']","['954', '']","['NA', '']","['434', '']","['776', '']","['727', '']"
10124,r016,All HBCUs -> Xavier U. Louisiana,All HBCUs,Xavier U. Louisiana,2,15,"['14,156', '']","['11,733', '']","['585', '']","['1,452', '']","['0', '']","['386', '']","['0', '']"
10124,r017,All HBCUs -> Virginia State U.,All HBCUs,Virginia State U.,2,16,"['12,326', '']","['7,115', '']","['2,006', '']","['2,544', '']","['0', '']","['661', '']","['0', '']"
10124,r018,All HBCUs -> Texas Southern U.,All HBCUs,Texas Southern U.,2,17,"['12,120', '']","['7,550', '']","['1,150', '']","['3,362', '']","['0', '']","['58', '']","['0', '']"
10124,r019,"All HBCUs -> Lincoln U., Jefferson City",All HBCUs,"Lincoln U., Jefferson City",2,18,"['11,500', '']","['8,988', '']","['2,512', '']","['NA', '']","['0', '']","['0', '']","['0', '']"
10124,r020,All HBCUs -> Hampton U.,All HBCUs,Hampton U.,2,19,"['11,462', '']","['11,274', '']","['0', '']","['188', '']","['0', '']","['0', '']","['0', '']"
10124,r021,All HBCUs -> U. of the District of Columbia,All HBCUs,U. of the District of Columbia,2,20,"['10,779', '']","['9,859', '']","['920', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10124,r022,All HBCUs -> Winston-Salem State U.,All HBCUs,Winston-Salem State U.,2,21,"['10,436', '']","['8,903', '']","['283', '']","['0', '']","['0', '']","['785', '']","['465', '']"
10124,r023,All HBCUs -> Central State U.,All HBCUs,Central State U.,2,22,"['10,274', '']","['5,576', '']","['3,039', '']","['1,659', '']","['0', '']","['0', '']","['0', '']"
10124,r024,All HBCUs -> Fort Valley State U.,All HBCUs,Fort Valley State U.,2,23,"['9,969', '']","['7,265', '']","['2,704', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10124,r025,All HBCUs -> Alabama A&M U.,All HBCUs,Alabama A&M U.,2,24,"['9,611', '']","['9,221', '']","['4', '']","['0', '']","['386', '']","['0', '']","['0', '']"
10124,r026,All HBCUs -> Kentucky State U.,All HBCUs,Kentucky State U.,2,25,"['9,284', '']","['4,743', '']","['4,357', '']","['0', '']","['83', '']","['101', '']","['0', '']"
10124,r027,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,26,"['9,274', '']","['9,062', '']","['192', '']","['20', '']","['0', '']","['0', '']","['0', '']"
10124,r028,All HBCUs -> Clark Atlanta U.,All HBCUs,Clark Atlanta U.,2,27,"['8,791', '']","['5,895', '']","['0', '']","['2,647', '']","['198', '']","['51', '']","['0', '']"
10124,r029,"All HBCUs -> U. Arkansas, Pine Bluff",All HBCUs,"U. Arkansas, Pine Bluff",2,28,"['7,506', '']","['3,306', '']","['1,449', '']","['2,737', '']","['0', '']","['14', '']","['0', '']"
10124,r030,"All HBCUs -> Southern U. and A&M C., Agricultural Research and Extension Center",All HBCUs,"Southern U. and A&M C., Agricultural Research and Extension Center",2,29,"['7,048', '']","['4,261', '']","['2,765', '']","['22', '']","['0', '']","['0', '']","['0', '']"
10124,r031,All HBCUs -> West Virginia State U.,All HBCUs,West Virginia State U.,2,30,"['6,703', '']","['4,278', '']","['1,601', '']","['815', '']","['0', '']","['9', '']","['0', '']"
10124,r032,All HBCUs -> Langston U.,All HBCUs,Langston U.,2,31,"['6,481', '']","['3,616', '']","['0', '']","['2,449', '']","['416', '']","['0', '']","['0', '']"
10124,r033,All HBCUs -> Morehouse C.,All HBCUs,Morehouse C.,2,32,"['5,664', '']","['5,664', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10124,r034,"All HBCUs -> Southern U. and A&M C., Baton Rouge",All HBCUs,"Southern U. and A&M C., Baton Rouge",2,33,"['4,344', '']","['3,595', '']","['80', '']","['34', '']","['635', '']","['0', '']","['0', '']"
10124,r035,All HBCUs -> South Carolina State U.,All HBCUs,South Carolina State U.,2,34,"['4,270', 'i']","['4,270', 'i']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
10124,r036,All HBCUs -> Fisk U.,All HBCUs,Fisk U.,2,35,"['4,000', '']","['3,486', '']","['93', '']","['10', '']","['0', '']","['411', '']","['0', '']"
10124,r037,All HBCUs -> Norfolk State U.,All HBCUs,Norfolk State U.,2,36,"['3,593', '']","['3,398', '']","['89', '']","['0', '']","['0', '']","['106', '']","['0', '']"
10124,r038,All HBCUs -> Bowie State U.,All HBCUs,Bowie State U.,2,37,"['3,351', '']","['3,351', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10124,r039,All HBCUs -> Fayetteville State U.,All HBCUs,Fayetteville State U.,2,38,"['3,206', '']","['1,667', '']","['479', '']","['898', '']","['116', '']","['46', '']","['0', '']"
10124,r040,All HBCUs -> Alabama State U.,All HBCUs,Alabama State U.,2,39,"['3,178', '']","['2,930', '']","['0', '']","['0', '']","['216', '']","['1', '']","['31', '']"
10124,r041,All HBCUs -> Spelman C.,All HBCUs,Spelman C.,2,40,"['2,686', '']","['2,539', '']","['0', '']","['0', '']","['147', '']","['0', '']","['0', '']"
10124,r042,All HBCUs -> Johnson C. Smith U.,All HBCUs,Johnson C. Smith U.,2,41,"['2,685', '']","['1,868', '']","['674', '']","['0', '']","['12', '']","['131', '']","['0', '']"
10124,r043,All HBCUs -> Tougaloo C.,All HBCUs,Tougaloo C.,2,42,"['2,336', 'i']","['2,336', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10124,r044,All HBCUs -> Grambling State U.,All HBCUs,Grambling State U.,2,43,"['2,306', 'i']","['809', 'i']","['639', 'i']","['858', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10124,r045,All HBCUs -> Dillard U.,All HBCUs,Dillard U.,2,44,"['2,270', '']","['1,422', '']","['0', '']","['848', '']","['0', '']","['0', '']","['0', '']"
10124,r046,All HBCUs -> Elizabeth City State U.,All HBCUs,Elizabeth City State U.,2,45,"['1,934', '']","['1,667', '']","['206', '']","['NA', '']","['61', '']","['0', '']","['0', '']"
10124,r047,All HBCUs -> Savannah State U.,All HBCUs,Savannah State U.,2,46,"['1,888', '']","['1,881', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10124,r048,All HBCUs -> Claflin U.,All HBCUs,Claflin U.,2,47,"['1,179', '']","['1,179', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
