table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_paid_for_by_the_company,field_paid_for_by_others,field_research_basic_and_applied_total,field_research_basic_and_applied_paid_for_by_the_company,field_research_basic_and_applied_paid_for_by_others,field_development_total,field_development_paid_for_by_the_company,field_development_paid_for_by_others
9660,r011,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,3,51,"['128,547', '  ']","['128,006', '  ']","['541', '  ']","['9,619', '  ']","['9,608', '  ']","['11', '  ']","['118,928', '  ']","['118,398', '  ']","['530', '  ']"
9660,r012,All industries -> Nonmanufacturing industries -> Information -> Software publishers,All industries,Nonmanufacturing industries,Information,Software publishers,4,5112,"['34,285', '  ']","['33,756', '  ']","['529', '  ']","['2,435', '  ']","['2,423 - 2,435', '  ']","['0 - 12', '  ']","['31,850', '  ']","['31,320 - 31,334', '  ']","['517 - 530', '  ']"
9660,r013,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,4,other 51,"['94,263', '  ']","['94,250', '  ']","['12', 'i ']","['7,185', '  ']","['7,173 - 7,185', '  ']","['0 - 12', 'i ']","['87,078', '  ']","['87,065 - 87,078', '  ']","['0 - 13', 'i ']"
9660,r014,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,3,54,"['34,619', '  ']","['15,888', '  ']","['18,730', 'i ']","['11,924', 'i ']","['5,403', '  ']","['6,521', 'i ']","['22,695', 'i ']","['10,485', '  ']","['12,210', 'i ']"
9660,r015,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,4,5417,"['19,068', 'i ']","['1,001', '  ']","['18,067', 'i ']","['6,461', 'i ']","['367', '  ']","['6,095', 'i ']","['12,607', 'i ']","['635', '  ']","['11,972', 'i ']"
9660,r016,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",4,other 54,"['15,551', '  ']","['14,887', '  ']","['663', '  ']","['5,463', '  ']","['5,037', '  ']","['426', '  ']","['10,088', '  ']","['9,851', '  ']","['237', '  ']"
9660,r017,Total foreign R&D performance,Total foreign R&D performance,,,,1,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
9660,r018,All industries,All industries,,,,1,"21–23, 31–33, 42–81","['135,412', '  ']","['120,270', '  ']","['15,142', 'i ']","['24,477', '  ']","['19,940', '  ']","['4,537', 'i ']","['110,936', '  ']","['100,330', '  ']","['10,605', 'i ']"
9660,r019,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,2,31–33,"['78,389', '  ']","['76,683', '  ']","['1,706', '  ']","['14,143', '  ']","['13,865', '  ']","['279', '  ']","['64,245', '  ']","['62,818', '  ']","['1,427', '  ']"
9660,r020,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,3,325,"['23,741', '  ']","['23,419', '  ']","['322', '  ']","['5,980', '  ']","['5,875', '  ']","['105', '  ']","['17,761', '  ']","['17,544', '  ']","['217', '  ']"
9660,r021,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,4,3254,"['20,936', '  ']","['20,656', '  ']","['280', '  ']","['5,171', '  ']","['5,099', '  ']","['73', '  ']","['15,765', '  ']","['15,558', '  ']","['207', '  ']"
9660,r022,All industries -> Manufacturing industries -> Chemicals -> Other chemicals,All industries,Manufacturing industries,Chemicals,Other chemicals,4,other 325,"['2,805', '  ']","['2,763', '  ']","['42', '  ']","['809', '  ']","['777', '  ']","['32', '  ']","['1,996', '  ']","['1,986', '  ']","['10', '  ']"
9660,r023,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,3,334,"['31,535', '  ']","['31,264', '  ']","['271', '  ']","['4,028', 'i ']","['3,993', 'i ']","['36', '  ']","['27,506', '  ']","['27,271', '  ']","['235', '  ']"
9660,r024,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['16,521', '  ']","['16,384', '  ']","['137', '  ']","['2,265', 'i ']","['2,262', 'i ']","['4', '  ']","['14,256', 'i ']","['14,122', 'i ']","['134', '  ']"
9660,r025,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['15,014', '  ']","['14,880', '  ']","['133', '  ']","['1,763', '  ']","['1,731', '  ']","['32', '  ']","['13,250', '  ']","['13,149', '  ']","['101', '  ']"
9660,r026,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,2,"21–23, 42–81","['57,024', '  ']","['43,588', '  ']","['13,436', 'i ']","['10,333', 'i ']","['6,075', 'i ']","['4,258', 'i ']","['46,690', 'i ']","['37,512', '  ']","['9,178', 'i ']"
9660,r027,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,3,51,"['29,258', '  ']","['29,210', '  ']","['48', '  ']","['2,835', '  ']","['2,831', '  ']","['5', '  ']","['26,423', '  ']","['26,380', '  ']","['43', '  ']"
9660,r028,All industries -> Nonmanufacturing industries -> Information -> Software publishers,All industries,Nonmanufacturing industries,Information,Software publishers,4,5112,"['9,933', '  ']","['9,908', '  ']","['25', '  ']","['1,028', '  ']","['1,028', '  ']","['0', '  ']","['8,904', '  ']","['8,880', '  ']","['25', '  ']"
9660,r029,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,4,other 51,"['19,325', '  ']","['19,302', '  ']","['23', '  ']","['1,807', '  ']","['1,802', '  ']","['5', '  ']","['17,519', '  ']","['17,500', '  ']","['19', '  ']"
9660,r030,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,3,54,"['18,763', 'i ']","['5,423', '  ']","['13,340', 'i ']","['5,004', 'i ']","['787', '  ']","['4,217', 'i ']","['13,759', 'i ']","['4,636', '  ']","['9,123', 'i ']"
9660,r031,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,4,5417,"['13,630', 'i ']","['353', '  ']","['13,277', 'i ']","['4,232', 'i ']","['36', '  ']","['4,196', 'i ']","['9,398', 'i ']","['317', '  ']","['9,081', 'i ']"
9660,r032,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",4,other 54,"['5,133', '  ']","['5,070', '  ']","['63', '  ']","['773', '  ']","['751', '  ']","['22', 'i ']","['4,361', '  ']","['4,319', '  ']","['42', '  ']"
