table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_master_s_students_rank,field_all_master_s_students_total,field_all_master_s_students_science,field_all_master_s_students_engineering,field_all_master_s_students_health,field_full_time_master_s_students_rank,field_full_time_master_s_students_total,field_full_time_master_s_students_science,field_full_time_master_s_students_engineering,field_full_time_master_s_students_health,field_part_time_master_s_students_rank,field_part_time_master_s_students_total,field_part_time_master_s_students_science,field_part_time_master_s_students_engineering,field_part_time_master_s_students_health
8280,r020,"All institutions<sup>a</sup> -> U. California, Berkeley",All institutions<sup>a</sup>,"U. California, Berkeley",2,19,3801,1780,1349,672,20,2337,635,1292,410,19,1464,1145,57,262
8280,r021,"All institutions<sup>a</sup> -> U. Texas, Austin",All institutions<sup>a</sup>,"U. Texas, Austin",2,20,3693,2810,638,245,34,1770,1146,464,160,13,1923,1664,174,85
8280,r022,"All institutions<sup>a</sup> -> U. Maryland, U. C.",All institutions<sup>a</sup>,"U. Maryland, U. C.",2,21,3559,3559,0,0,506,44,44,0,0,4,3515,3515,0,0
8280,r023,All institutions<sup>a</sup> -> Pennsylvania State U.,All institutions<sup>a</sup>,Pennsylvania State U.,2,22,3388,2077,1195,116,53,1209,728,379,102,11,2179,1349,816,14
8280,r024,"All institutions<sup>a</sup> -> U. Texas, Dallas",All institutions<sup>a</sup>,"U. Texas, Dallas",2,23,3291,2517,578,196,19,2480,1949,339,192,41,811,568,239,4
8280,r025,All institutions<sup>a</sup> -> North Carolina State U.,All institutions<sup>a</sup>,North Carolina State U.,2,24,3221,1831,1390,0,24,2162,1294,868,0,33,1059,537,522,0
8280,r026,All institutions<sup>a</sup> -> George Mason U.,All institutions<sup>a</sup>,George Mason U.,2,25,3204,2551,357,296,42,1517,1241,118,158,16,1687,1310,239,138
8280,r027,"All institutions<sup>a</sup> -> SUNY, U. Buffalo",All institutions<sup>a</sup>,"SUNY, U. Buffalo",2,26,3162,1710,1135,317,14,2807,1558,979,270,135,355,152,156,47
8280,r028,"All institutions<sup>a</sup> -> U. Maryland, College Park",All institutions<sup>a</sup>,"U. Maryland, College Park",2,27,3076,1365,829,882,35,1721,970,462,289,22,1355,395,367,593
8280,r029,All institutions<sup>a</sup> -> Pepperdine U.,All institutions<sup>a</sup>,Pepperdine U.,2,28,2881,2881,0,0,88,880,880,0,0,12,2001,2001,0,0
8280,r030,"All institutions<sup>a</sup> -> U. South Florida, Tampa",All institutions<sup>a</sup>,"U. South Florida, Tampa",2,29,2856,1445,410,1001,31,1868,1108,276,484,35,988,337,134,517
8280,r031,All institutions<sup>a</sup> -> U. Chicago,All institutions<sup>a</sup>,U. Chicago,2,30,2809,2802,7,0,21,2306,2301,5,0,90,503,501,2,0
8280,r032,All institutions<sup>a</sup> -> U. Cincinnati,All institutions<sup>a</sup>,U. Cincinnati,2,31,2797,1540,583,674,48,1319,701,379,239,18,1478,839,204,435
8280,r033,All institutions<sup>a</sup> -> Georgetown U.,All institutions<sup>a</sup>,Georgetown U.,2,32,2725,2610,0,115,26,2144,2093,0,51,72,581,517,0,64
8280,r034,All institutions<sup>a</sup> -> Lamar U.,All institutions<sup>a</sup>,Lamar U.,2,32,2725,2242,171,312,39,1631,1294,135,202,28,1094,948,36,110
8280,r035,All institutions<sup>a</sup> -> San Jose State U.,All institutions<sup>a</sup>,San Jose State U.,2,34,2684,882,1653,149,38,1652,556,978,118,34,1032,326,675,31
8280,r036,"All institutions<sup>a</sup> -> U. Texas, Arlington",All institutions<sup>a</sup>,"U. Texas, Arlington",2,35,2660,1515,1075,70,30,1934,1218,660,56,51,726,297,415,14
8280,r037,"All institutions<sup>a</sup> -> U. California, Los Angeles",All institutions<sup>a</sup>,"U. California, Los Angeles",2,36,2618,1028,1154,436,15,2618,1028,1154,436,621,0,0,0,0
8280,r038,All institutions<sup>a</sup> -> Stevens Institute of Technology,All institutions<sup>a</sup>,Stevens Institute of Technology,2,37,2614,1517,1094,3,36,1671,1176,494,1,36,943,341,600,2
8280,r039,"All institutions<sup>a</sup> -> U. North Texas, Denton",All institutions<sup>a</sup>,"U. North Texas, Denton",2,38,2599,2040,387,172,33,1850,1383,308,159,49,749,657,79,13
8280,r040,All institutions<sup>a</sup> -> Virginia Polytechnic Institute and State U.,All institutions<sup>a</sup>,Virginia Polytechnic Institute and State U.,2,39,2583,1605,914,64,42,1517,775,686,56,32,1066,830,228,8
8280,r041,All institutions<sup>a</sup> -> U. Minnesota,All institutions<sup>a</sup>,U. Minnesota,2,40,2512,1463,485,564,25,2155,1290,399,466,132,357,173,86,98
8280,r042,All institutions<sup>a</sup> -> Indiana U.,All institutions<sup>a</sup>,Indiana U.,2,41,2462,1083,148,1231,27,2117,940,119,1058,139,345,143,29,173
8280,r043,All institutions<sup>a</sup> -> National U.,All institutions<sup>a</sup>,National U.,2,42,2405,2278,0,127,60,1156,1077,0,79,24,1249,1201,0,48
8280,r044,All institutions<sup>a</sup> -> U. Central Florida,All institutions<sup>a</sup>,U. Central Florida,2,43,2386,1037,738,611,55,1203,583,232,388,27,1183,454,506,223
8280,r045,All institutions<sup>a</sup> -> Stanford U.,All institutions<sup>a</sup>,Stanford U.,2,44,2322,1184,1007,131,28,2082,1079,899,104,179,240,105,108,27
8280,r046,All institutions<sup>a</sup> -> Cornell U.,All institutions<sup>a</sup>,Cornell U.,2,45,2300,1305,995,0,22,2289,1294,995,0,546,11,11,0,0
8280,r047,All institutions<sup>a</sup> -> U. Arizona,All institutions<sup>a</sup>,U. Arizona,2,46,2154,1190,499,465,81,930,523,172,235,26,1224,667,327,230
8280,r048,"All institutions<sup>a</sup> -> U. California, San Diego",All institutions<sup>a</sup>,"U. California, San Diego",2,47,2148,941,1207,0,29,1958,867,1091,0,217,190,74,116,0
8280,r049,All institutions<sup>a</sup> -> U. Wisconsin-Madison,All institutions<sup>a</sup>,U. Wisconsin-Madison,2,48,2123,1237,729,157,44,1482,965,398,119,64,641,272,331,38
8280,r050,All institutions<sup>a</sup> -> Tufts U.,All institutions<sup>a</sup>,Tufts U.,2,49,2119,1776,186,157,37,1665,1451,135,79,101,454,325,51,78
8280,r051,All institutions<sup>a</sup> -> U. Denver,All institutions<sup>a</sup>,U. Denver,2,50,2045,1894,111,40,46,1333,1284,33,16,52,712,610,78,24
8280,r052,All institutions<sup>a</sup> -> Florida State U.,All institutions<sup>a</sup>,Florida State U.,2,51,2034,1607,178,249,78,952,751,77,124,29,1082,856,101,125
8280,r053,"All institutions<sup>a</sup> -> U. Illinois, Chicago",All institutions<sup>a</sup>,"U. Illinois, Chicago",2,52,2025,681,385,959,41,1551,561,245,745,97,474,120,140,214
8280,r054,"All institutions<sup>a</sup> -> Colorado State U., Fort Collins",All institutions<sup>a</sup>,"Colorado State U., Fort Collins",2,53,2022,1536,453,33,97,789,622,143,24,25,1233,914,310,9
8280,r055,"All institutions<sup>a</sup> -> Washington U., Saint Louis",All institutions<sup>a</sup>,"Washington U., Saint Louis",2,54,1929,1053,641,235,40,1572,913,462,197,132,357,140,179,38
8280,r056,All institutions<sup>a</sup> -> American U.,All institutions<sup>a</sup>,American U.,2,55,1824,1800,0,24,67,1038,1028,0,10,43,786,772,0,14
8280,r057,"All institutions<sup>a</sup> -> U. North Carolina, Chapel Hill",All institutions<sup>a</sup>,"U. North Carolina, Chapel Hill",2,56,1820,383,13,1424,47,1331,344,13,974,93,489,39,0,450
8280,r058,All institutions<sup>a</sup> -> U. Utah,All institutions<sup>a</sup>,U. Utah,2,56,1820,1106,381,333,56,1199,747,224,228,68,621,359,157,105
8280,r059,All institutions<sup>a</sup> -> Ohio State U.,All institutions<sup>a</sup>,Ohio State U.,2,58,1790,711,607,472,49,1262,476,467,319,81,528,235,140,153
8280,r060,All institutions<sup>a</sup> -> Texas Tech U.,All institutions<sup>a</sup>,Texas Tech U.,2,59,1788,1099,410,279,52,1214,762,252,200,73,574,337,158,79
8280,r061,"All institutions<sup>a</sup> -> Columbia U., Teachers C.",All institutions<sup>a</sup>,"Columbia U., Teachers C.",2,60,1775,1590,0,185,51,1220,1108,0,112,76,555,482,0,73
8280,r062,"All institutions<sup>a</sup> -> California State U., Northridge",All institutions<sup>a</sup>,"California State U., Northridge",2,61,1763,555,285,923,107,687,301,109,277,30,1076,254,176,646
8280,r063,All institutions<sup>a</sup> -> Florida Institute of Technology,All institutions<sup>a</sup>,Florida Institute of Technology,2,62,1755,1430,325,0,217,333,213,120,0,20,1422,1217,205,0
8280,r064,"All institutions<sup>a</sup> -> Rutgers, State U. New Jersey",All institutions<sup>a</sup>,"Rutgers, State U. New Jersey",2,63,1723,1313,404,6,54,1205,982,220,3,85,518,331,184,3
8280,r065,All institutions<sup>a</sup> -> U. Pittsburgh,All institutions<sup>a</sup>,U. Pittsburgh,2,64,1720,1026,301,393,57,1184,722,180,282,80,536,304,121,111
8280,r066,All institutions<sup>a</sup> -> Northwestern U.,All institutions<sup>a</sup>,Northwestern U.,2,65,1682,1170,360,152,59,1157,796,293,68,82,525,374,67,84
8280,r067,All institutions<sup>a</sup> -> Oregon State U.,All institutions<sup>a</sup>,Oregon State U.,2,66,1662,1031,395,236,69,1021,619,293,109,64,641,412,102,127
8280,r068,All institutions<sup>a</sup> -> Drexel U.,All institutions<sup>a</sup>,Drexel U.,2,67,1655,1170,344,141,104,727,548,112,67,39,928,622,232,74
8280,r069,All institutions<sup>a</sup> -> Syracuse U.,All institutions<sup>a</sup>,Syracuse U.,2,68,1637,1355,253,29,72,998,792,180,26,66,639,563,73,3
8280,r070,All institutions<sup>a</sup> -> New Jersey Institute of Technology,All institutions<sup>a</sup>,New Jersey Institute of Technology,2,69,1632,969,633,30,85,901,618,262,21,50,731,351,371,9
8280,r071,All institutions<sup>a</sup> -> Illinois Institute of Technology,All institutions<sup>a</sup>,Illinois Institute of Technology,2,70,1597,1148,404,45,84,912,669,238,5,55,685,479,166,40
8280,r072,All institutions<sup>a</sup> -> DePaul U.,All institutions<sup>a</sup>,DePaul U.,2,71,1593,1352,90,151,65,1070,880,54,136,83,523,472,36,15
8280,r073,All institutions<sup>a</sup> -> U. Central Missouri,All institutions<sup>a</sup>,U. Central Missouri,2,72,1572,1445,42,85,79,945,854,28,63,67,627,591,14,22
8280,r074,"All institutions<sup>a</sup> -> U. Alabama, Birmingham",All institutions<sup>a</sup>,"U. Alabama, Birmingham",2,72,1572,563,442,567,111,676,334,84,258,40,896,229,358,309
8280,r075,"All institutions<sup>a</sup> -> California State U., Fullerton",All institutions<sup>a</sup>,"California State U., Fullerton",2,74,1564,840,552,172,124,624,370,134,120,37,940,470,418,52
8280,r076,All institutions<sup>a</sup> -> Georgia State U.,All institutions<sup>a</sup>,Georgia State U.,2,75,1547,1165,0,382,50,1244,952,0,292,154,303,213,0,90
8280,r077,All institutions<sup>a</sup> -> Florida International U.,All institutions<sup>a</sup>,Florida International U.,2,76,1539,956,226,357,70,1017,644,123,250,84,522,312,103,107
8280,r078,All institutions<sup>a</sup> -> U. Houston,All institutions<sup>a</sup>,U. Houston,2,77,1522,761,691,70,75,981,456,461,64,79,541,305,230,6
8280,r079,All institutions<sup>a</sup> -> Auburn U.,All institutions<sup>a</sup>,Auburn U.,2,78,1498,963,436,99,106,710,471,164,75,42,788,492,272,24
8280,r080,"All institutions<sup>a</sup> -> U. Massachusetts, Amherst",All institutions<sup>a</sup>,"U. Massachusetts, Amherst",2,79,1477,847,267,363,68,1023,691,218,114,101,454,156,49,249
8280,r081,"All institutions<sup>a</sup> -> U. Texas, San Antonio",All institutions<sup>a</sup>,"U. Texas, San Antonio",2,80,1426,1071,264,91,118,643,488,107,48,45,783,583,157,43
8280,r082,"All institutions<sup>a</sup> -> California State U., Long Beach",All institutions<sup>a</sup>,"California State U., Long Beach",2,81,1419,934,351,134,99,767,525,141,101,61,652,409,210,33
8280,r083,All institutions<sup>a</sup> -> Case Western Reserve U.,All institutions<sup>a</sup>,Case Western Reserve U.,2,82,1412,910,262,240,62,1124,719,198,207,158,288,191,64,33
8280,r084,All institutions<sup>a</sup> -> San Diego State U.,All institutions<sup>a</sup>,San Diego State U.,2,83,1403,844,238,321,83,922,513,110,299,95,481,331,128,22
8280,r085,All institutions<sup>a</sup> -> U. Virginia,All institutions<sup>a</sup>,U. Virginia,2,84,1373,889,310,174,94,812,541,110,161,74,561,348,200,13
8280,r086,All institutions<sup>a</sup> -> Rochester Institute of Technology,All institutions<sup>a</sup>,Rochester Institute of Technology,2,85,1370,1037,325,8,74,982,776,205,1,120,388,261,120,7
8280,r087,All institutions<sup>a</sup> -> Northwest Missouri State U.,All institutions<sup>a</sup>,Northwest Missouri State U.,2,86,1369,1369,0,0,64,1080,1080,0,0,157,289,289,0,0
8280,r088,All institutions<sup>a</sup> -> Massachusetts Institute of Technology,All institutions<sup>a</sup>,Massachusetts Institute of Technology,2,87,1348,503,845,0,45,1348,503,845,0,621,0,0,0,0
8280,r089,All institutions<sup>a</sup> -> U. Miami,All institutions<sup>a</sup>,U. Miami,2,88,1335,1121,105,109,61,1144,988,89,67,216,191,133,16,42
8280,r090,All institutions<sup>a</sup> -> Naval Postgraduate School,All institutions<sup>a</sup>,Naval Postgraduate School,2,89,1309,461,848,0,90,852,461,391,0,99,457,0,457,0
8280,r091,All institutions<sup>a</sup> -> U. Connecticut,All institutions<sup>a</sup>,U. Connecticut,2,90,1308,723,365,220,95,810,538,104,168,91,498,185,261,52
8280,r092,All institutions<sup>a</sup> -> Cleveland State U.,All institutions<sup>a</sup>,Cleveland State U.,2,91,1294,810,407,77,73,990,650,276,64,153,304,160,131,13
8280,r093,"All institutions<sup>a</sup> -> SUNY, Stony Brook U.",All institutions<sup>a</sup>,"SUNY, Stony Brook U.",2,92,1290,835,261,194,63,1100,727,199,174,217,190,108,62,20
8280,r094,All institutions<sup>a</sup> -> Texas State U.,All institutions<sup>a</sup>,Texas State U.,2,93,1285,1004,73,208,89,856,634,39,183,113,429,370,34,25
8280,r095,"All institutions<sup>a</sup> -> U. North Carolina, Charlotte",All institutions<sup>a</sup>,"U. North Carolina, Charlotte",2,94,1280,983,179,118,80,932,730,105,97,137,348,253,74,21
8280,r096,All institutions<sup>a</sup> -> U. Oklahoma,All institutions<sup>a</sup>,U. Oklahoma,2,94,1280,935,301,44,145,502,362,107,33,46,778,573,194,11
8280,r097,"All institutions<sup>a</sup> -> U. Massachusetts, Lowell",All institutions<sup>a</sup>,"U. Massachusetts, Lowell",2,96,1261,579,552,130,149,494,212,211,71,48,767,367,341,59
8280,r098,All institutions<sup>a</sup> -> Clemson U.,All institutions<sup>a</sup>,Clemson U.,2,97,1230,648,488,94,92,844,336,438,70,121,386,312,50,24
8280,r099,All institutions<sup>a</sup> -> U. San Francisco,All institutions<sup>a</sup>,U. San Francisco,2,98,1226,1034,0,192,109,680,615,0,65,78,546,419,0,127
8280,r100,"All institutions<sup>a</sup> -> U. California, Davis",All institutions<sup>a</sup>,"U. California, Davis",2,99,1225,668,365,192,58,1173,651,337,185,411,52,17,28,7
8280,r101,All institutions<sup>a</sup> -> Harvard U.,All institutions<sup>a</sup>,Harvard U.,2,100,1219,396,195,628,82,924,266,192,466,155,295,130,3,162
8280,r102,"All institutions<sup>a</sup> -> U. Texas Health Science Center, Houston",All institutions<sup>a</sup>,"U. Texas Health Science Center, Houston",2,101,1217,492,2,723,114,660,341,2,317,75,557,151,0,406
8280,r103,All institutions<sup>a</sup> -> U. New Haven,All institutions<sup>a</sup>,U. New Haven,2,102,1206,662,411,133,71,1000,562,322,116,200,206,100,89,17
8280,r104,All institutions<sup>a</sup> -> U. Texas Rio Grande Valley,All institutions<sup>a</sup>,U. Texas Rio Grande Valley,2,103,1204,682,185,337,139,535,389,100,46,57,669,293,85,291
8280,r105,All institutions<sup>a</sup> -> Michigan State U.,All institutions<sup>a</sup>,Michigan State U.,2,104,1202,792,166,244,149,494,281,85,128,53,708,511,81,116
8280,r106,"All institutions<sup>a</sup> -> U. California, Irvine",All institutions<sup>a</sup>,"U. California, Irvine",2,105,1180,621,473,86,77,976,482,419,75,201,204,139,54,11
8280,r107,All institutions<sup>a</sup> -> U. Dayton,All institutions<sup>a</sup>,U. Dayton,2,106,1149,786,363,0,76,978,706,272,0,233,171,80,91,0
8280,r108,All institutions<sup>a</sup> -> California Baptist U.,All institutions<sup>a</sup>,California Baptist U.,2,107,1145,794,13,338,98,780,592,4,184,128,365,202,9,154
8280,r109,All institutions<sup>a</sup> -> Harrisburg U. of Science and Technology,All institutions<sup>a</sup>,Harrisburg U. of Science and Technology,2,108,1138,1092,0,46,65,1070,1026,0,44,377,68,66,0,2
8280,r110,"All institutions<sup>a</sup> -> U. Missouri, Columbia",All institutions<sup>a</sup>,"U. Missouri, Columbia",2,109,1101,736,73,292,169,450,281,32,137,62,651,455,41,155
8280,r111,All institutions<sup>a</sup> -> Mississippi State U.,All institutions<sup>a</sup>,Mississippi State U.,2,110,1098,746,310,42,137,544,383,128,33,77,554,363,182,9
8280,r112,All institutions<sup>a</sup> -> Eastern U.,All institutions<sup>a</sup>,Eastern U.,2,111,1095,1095,0,0,228,320,320,0,0,47,775,775,0,0
8280,r113,All institutions<sup>a</sup> -> Wayne State U.,All institutions<sup>a</sup>,Wayne State U.,2,112,1084,549,254,281,119,636,324,104,208,105,448,225,150,73
8280,r114,All institutions<sup>a</sup> -> Worcester Polytechnic Institute,All institutions<sup>a</sup>,Worcester Polytechnic Institute,2,113,1082,326,756,0,182,413,158,255,0,57,669,168,501,0
8280,r115,All institutions<sup>a</sup> -> Kennesaw State U.,All institutions<sup>a</sup>,Kennesaw State U.,2,114,1076,697,281,98,164,457,338,88,31,69,619,359,193,67
8280,r116,All institutions<sup>a</sup> -> Oklahoma State U.,All institutions<sup>a</sup>,Oklahoma State U.,2,115,1074,691,252,131,102,752,507,146,99,149,322,184,106,32
8280,r117,All institutions<sup>a</sup> -> Troy U.,All institutions<sup>a</sup>,Troy U.,2,115,1074,1051,0,23,200,366,357,0,9,53,708,694,0,14
8280,r118,All institutions<sup>a</sup> -> Wright State U.,All institutions<sup>a</sup>,Wright State U.,2,117,1053,754,256,43,86,892,661,200,31,241,161,93,56,12
8280,r119,All institutions<sup>a</sup> -> Maharishi U. of Management,All institutions<sup>a</sup>,Maharishi U. of Management,2,118,1045,1045,0,0,108,681,681,0,0,130,364,364,0,0
8280,r120,All institutions<sup>a</sup> -> U. Wisconsin-Milwaukee,All institutions<sup>a</sup>,U. Wisconsin-Milwaukee,2,119,1029,744,90,195,109,680,479,54,147,136,349,265,36,48
8280,r121,All institutions<sup>a</sup> -> U. New Mexico,All institutions<sup>a</sup>,U. New Mexico,2,120,1024,456,368,200,129,596,265,185,146,114,428,191,183,54
8280,r122,All institutions<sup>a</sup> -> Old Dominion U.,All institutions<sup>a</sup>,Old Dominion U.,2,121,1015,379,566,70,208,343,205,74,64,56,672,174,492,6
8280,r123,All institutions<sup>a</sup> -> Iowa State U.,All institutions<sup>a</sup>,Iowa State U.,2,122,1009,678,321,10,147,499,324,168,7,86,510,354,153,3
8280,r124,"All institutions<sup>a</sup> -> SUNY, U. Albany",All institutions<sup>a</sup>,"SUNY, U. Albany",2,123,1000,709,16,275,122,628,479,9,140,125,372,230,7,135
8280,r125,All institutions<sup>a</sup> -> Montclair State U.,All institutions<sup>a</sup>,Montclair State U.,2,124,994,722,0,272,100,762,545,0,217,183,232,177,0,55
8280,r126,All institutions<sup>a</sup> -> Tulane U.,All institutions<sup>a</sup>,Tulane U.,2,125,992,425,18,549,100,762,405,18,339,184,230,20,0,210
8280,r127,All institutions<sup>a</sup> -> Santa Clara U.,All institutions<sup>a</sup>,Santa Clara U.,2,126,989,490,499,0,120,633,276,357,0,134,356,214,142,0
8280,r128,All institutions<sup>a</sup> -> Miami U.,All institutions<sup>a</sup>,Miami U.,2,127,988,829,49,110,198,373,235,43,95,70,615,594,6,15
8280,r129,All institutions<sup>a</sup> -> U. West Florida,All institutions<sup>a</sup>,U. West Florida,2,128,968,757,32,179,317,184,136,1,47,44,784,621,31,132
8280,r130,All institutions<sup>a</sup> -> U. Houston-Clear Lake,All institutions<sup>a</sup>,U. Houston-Clear Lake,2,129,966,828,122,16,130,589,546,38,5,124,377,282,84,11
8280,r131,All institutions<sup>a</sup> -> New Mexico State U.,All institutions<sup>a</sup>,New Mexico State U.,2,130,965,560,196,209,143,515,318,88,109,104,450,242,108,100
8280,r132,All institutions<sup>a</sup> -> Temple U.,All institutions<sup>a</sup>,Temple U.,2,131,947,698,85,164,133,575,399,58,118,125,372,299,27,46
8280,r133,All institutions<sup>a</sup> -> Brown U.,All institutions<sup>a</sup>,Brown U.,2,132,944,564,158,222,87,887,530,147,210,395,57,34,11,12
8280,r134,"All institutions<sup>a</sup> -> California State U., Sacramento",All institutions<sup>a</sup>,"California State U., Sacramento",2,133,935,532,290,113,243,291,130,85,76,63,644,402,205,37
8280,r135,All institutions<sup>a</sup> -> Kansas State U.,All institutions<sup>a</sup>,Kansas State U.,2,134,932,743,150,39,146,500,415,64,21,111,432,328,86,18
8280,r136,All institutions<sup>a</sup> -> Antioch U.,All institutions<sup>a</sup>,Antioch U.,2,135,927,927,0,0,93,824,824,0,0,309,103,103,0,0
8280,r137,"All institutions<sup>a</sup> -> U. Alabama, Tuscaloosa",All institutions<sup>a</sup>,"U. Alabama, Tuscaloosa",2,135,927,411,234,282,140,527,261,84,182,116,400,150,150,100
8280,r138,"All institutions<sup>a</sup> -> U. Missouri, Kansas City",All institutions<sup>a</sup>,"U. Missouri, Kansas City",2,137,924,765,148,11,105,711,628,83,0,195,213,137,65,11
8280,r139,"All institutions<sup>a</sup> -> U. Tennessee, Knoxville",All institutions<sup>a</sup>,"U. Tennessee, Knoxville",2,138,921,446,353,122,157,473,240,153,80,105,448,206,200,42
8280,r140,All institutions<sup>a</sup> -> U. Kentucky,All institutions<sup>a</sup>,U. Kentucky,2,139,920,537,131,252,112,673,381,104,188,176,247,156,27,64
8280,r141,"All institutions<sup>a</sup> -> SUNY, Binghamton U.",All institutions<sup>a</sup>,"SUNY, Binghamton U.",2,140,919,587,286,46,103,730,485,207,38,219,189,102,79,8
8280,r142,All institutions<sup>a</sup> -> Wichita State U.,All institutions<sup>a</sup>,Wichita State U.,2,141,907,577,272,58,116,649,446,146,57,171,258,131,126,1
8280,r143,All institutions<sup>a</sup> -> Baylor U.,All institutions<sup>a</sup>,Baylor U.,2,142,906,110,11,785,121,631,73,9,549,164,275,37,2,236
8280,r144,All institutions<sup>a</sup> -> U. Georgia,All institutions<sup>a</sup>,U. Georgia,2,143,902,732,63,107,96,801,640,58,103,315,101,92,5,4
8280,r145,"All institutions<sup>a</sup> -> California State Polytechnic U., Pomona",All institutions<sup>a</sup>,"California State Polytechnic U., Pomona",2,144,896,484,412,0,247,283,193,90,0,71,613,291,322,0
8280,r146,All institutions<sup>a</sup> -> Northern Illinois U.,All institutions<sup>a</sup>,Northern Illinois U.,2,145,895,472,119,304,144,504,345,72,87,118,391,127,47,217
8280,r147,All institutions<sup>a</sup> -> U. Delaware,All institutions<sup>a</sup>,U. Delaware,2,146,891,625,158,108,113,664,442,121,101,187,227,183,37,7
8280,r148,All institutions<sup>a</sup> -> Southern Methodist U.,All institutions<sup>a</sup>,Southern Methodist U.,2,146,891,504,387,0,283,229,166,63,0,60,662,338,324,0
8280,r149,"All institutions<sup>a</sup> -> U. Texas, El Paso",All institutions<sup>a</sup>,"U. Texas, El Paso",2,148,857,320,438,99,165,455,185,185,85,115,402,135,253,14
8280,r150,All institutions<sup>a</sup> -> Utah State U.,All institutions<sup>a</sup>,Utah State U.,2,149,855,529,144,182,207,347,148,83,116,88,508,381,61,66
