table_id,row_id,agency_full_path,agency_level_1,agency_level_2,agency_level_3,agency_level_4,agency_level_5,agency_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10951,r035,All agencies  -> Departments  -> Department of Energy  -> National Nuclear Security Administration  -> Office of Defense Nuclear Nonproliferation ,All agencies ,Departments ,Department of Energy ,National Nuclear Security Administration ,Office of Defense Nuclear Nonproliferation ,5,265739,8100,6009,2073,19593,218476,-,-,5488,6000
10951,r036,All agencies  -> Departments  -> Department of Energy  -> Nuclear Energy ,All agencies ,Departments ,Department of Energy ,Nuclear Energy ,,4,657246,-,-,-,-,-,-,-,657246,-
10951,r037,"All agencies  -> Departments  -> Department of Energy  -> Office of Cybersecurity, Energy Security, and Emergency Response ",All agencies ,Departments ,Department of Energy ,"Office of Cybersecurity, Energy Security, and Emergency Response ",,4,21377,21377,-,-,-,-,-,-,-,-
10951,r038,All agencies  -> Departments  -> Department of Energy  -> Office of Science ,All agencies ,Departments ,Department of Energy ,Office of Science ,,4,6124150,1010493,271982,526687,48244,3643147,-,-,163223,460374
10951,r039,All agencies  -> Departments  -> Department of Health and Human Services ,All agencies ,Departments ,Department of Health and Human Services ,,,3,48271429,38708,610190,33993520,426855,1064784,4416187,1148584,3395120,3177481
10951,r040,All agencies  -> Departments  -> Department of Health and Human Services  -> Administration for Children and Families ,All agencies ,Departments ,Department of Health and Human Services ,Administration for Children and Families ,,4,5228,-,-,-,-,-,-,5228,-,-
10951,r041,All agencies  -> Departments  -> Department of Health and Human Services  -> Administration for Community Living ,All agencies ,Departments ,Department of Health and Human Services ,Administration for Community Living ,,4,106731,-,-,-,-,-,-,106731,-,-
10951,r042,All agencies  -> Departments  -> Department of Health and Human Services  -> Agency for Healthcare Research and Quality ,All agencies ,Departments ,Department of Health and Human Services ,Agency for Healthcare Research and Quality ,,4,314345,36189,-,176074,8400,-,7799,20813,803,64267
10951,r043,All agencies  -> Departments  -> Department of Health and Human Services  -> Agency for Toxic Substances and Disease Registry ,All agencies ,Departments ,Department of Health and Human Services ,Agency for Toxic Substances and Disease Registry ,,4,11777,-,11777,-,-,-,-,-,-,-
10951,r044,All agencies  -> Departments  -> Department of Health and Human Services  -> Biomedical Advanced Research and Development Authority ,All agencies ,Departments ,Department of Health and Human Services ,Biomedical Advanced Research and Development Authority ,,4,2644021,-,-,2644021,-,-,-,-,-,-
10951,r045,All agencies  -> Departments  -> Department of Health and Human Services  -> Centers for Disease Control and Prevention ,All agencies ,Departments ,Department of Health and Human Services ,Centers for Disease Control and Prevention ,,4,550366,2519,-,452038,275,4395,924,39598,31670,18947
10951,r046,All agencies  -> Departments  -> Department of Health and Human Services  -> Centers for Medicare and Medicaid Services ,All agencies ,Departments ,Department of Health and Human Services ,Centers for Medicare and Medicaid Services ,,4,419105,-,-,419105,-,-,-,-,-,-
10951,r047,All agencies  -> Departments  -> Department of Health and Human Services  -> Food and Drug Administration ,All agencies ,Departments ,Department of Health and Human Services ,Food and Drug Administration ,,4,560910,-,-,560910,-,-,-,-,-,-
10951,r048,All agencies  -> Departments  -> Department of Health and Human Services  -> Health Resources and Services Administration ,All agencies ,Departments ,Department of Health and Human Services ,Health Resources and Services Administration ,,4,34884,-,-,34884,-,-,-,-,-,-
10951,r049,All agencies  -> Departments  -> Department of Health and Human Services  -> National Institutes of Health ,All agencies ,Departments ,Department of Health and Human Services ,National Institutes of Health ,,4,43588544,-,598413,29706489,418179,1060388,4407464,940696,3362647,3094268
10951,r050,All agencies  -> Departments  -> Department of Health and Human Services  -> Office of the Secretary of Health and Human Services ,All agencies ,Departments ,Department of Health and Human Services ,Office of the Secretary of Health and Human Services ,,4,35517,-,-,-,-,-,-,35517,-,-
10951,r051,All agencies  -> Departments  -> Department of Health and Human Services  -> Office of the Secretary of Health and Human Services  -> Office of the Assistant Secretary for Planning and Evaluation ,All agencies ,Departments ,Department of Health and Human Services ,Office of the Secretary of Health and Human Services ,Office of the Assistant Secretary for Planning and Evaluation ,5,35517,-,-,-,-,-,-,35517,-,-
10951,r052,All agencies  -> Departments  -> Department of Homeland Security ,All agencies ,Departments ,Department of Homeland Security ,,,3,327816,87792,20843,10320,-,38001,-,-,112196,58664
10951,r053,All agencies  -> Departments  -> Department of Homeland Security  -> Coast Guard ,All agencies ,Departments ,Department of Homeland Security ,Coast Guard ,,4,2243,563,3,-,-,-,-,-,1678,-
10951,r054,All agencies  -> Departments  -> Department of Homeland Security  -> Countering Weapons of Mass Destruction Office ,All agencies ,Departments ,Department of Homeland Security ,Countering Weapons of Mass Destruction Office ,,4,34878,7919,-,5500,-,21459,-,-,-,-
10951,r055,All agencies  -> Departments  -> Department of Homeland Security  -> Cybersecurity and Infrastructure Security Agency ,All agencies ,Departments ,Department of Homeland Security ,Cybersecurity and Infrastructure Security Agency ,,4,3440,2647,-,-,-,-,-,-,793,-
10951,r056,All agencies  -> Departments  -> Department of Homeland Security  -> Science and Technology Directorate ,All agencies ,Departments ,Department of Homeland Security ,Science and Technology Directorate ,,4,287005,76414,20840,4820,-,16542,-,-,109725,58664
10951,r057,All agencies  -> Departments  -> Department of Homeland Security  -> Secret Service ,All agencies ,Departments ,Department of Homeland Security ,Secret Service ,,4,250,250,-,-,-,-,-,-,-,-
10951,r058,All agencies  -> Departments  -> Department of Homeland Security  -> Transportation Security Administration ,All agencies ,Departments ,Department of Homeland Security ,Transportation Security Administration ,,4,0.05,0.05,-,-,-,-,-,-,-,-
10951,r059,All agencies  -> Departments  -> Department of the Interior ,All agencies ,Departments ,Department of the Interior ,,,3,785328,3431,413193,308320,-,7025,-,28137,21318,3904
10951,r060,All agencies  -> Departments  -> Department of the Interior  -> Bureau of Indian Affairs ,All agencies ,Departments ,Department of the Interior ,Bureau of Indian Affairs ,,4,5000,-,-,5000,-,-,-,-,-,-
10951,r061,All agencies  -> Departments  -> Department of the Interior  -> Bureau of Land Management ,All agencies ,Departments ,Department of the Interior ,Bureau of Land Management ,,4,10583,-,-,10583,-,-,-,-,-,-
10951,r062,All agencies  -> Departments  -> Department of the Interior  -> Bureau of Ocean Energy Management ,All agencies ,Departments ,Department of the Interior ,Bureau of Ocean Energy Management ,,4,66305,3431,42477,-,-,4854,-,11639,-,3904
10951,r063,All agencies  -> Departments  -> Department of the Interior  -> Bureau of Reclamation ,All agencies ,Departments ,Department of the Interior ,Bureau of Reclamation ,,4,17705,-,-,-,-,-,-,-,17705,-
10951,r064,All agencies  -> Departments  -> Department of the Interior  -> Bureau of Safety and Environmental Enforcement ,All agencies ,Departments ,Department of the Interior ,Bureau of Safety and Environmental Enforcement ,,4,6056,-,271,-,-,2172,-,-,3613,-
10951,r065,All agencies  -> Departments  -> Department of the Interior  -> Fish and Wildlife Service ,All agencies ,Departments ,Department of the Interior ,Fish and Wildlife Service ,,4,35000,-,-,35000,-,-,-,-,-,-
10951,r066,All agencies  -> Departments  -> Department of the Interior  -> Geological Survey ,All agencies ,Departments ,Department of the Interior ,Geological Survey ,,4,617457,-,370444,247013,-,-,-,-,-,-
10951,r067,All agencies  -> Departments  -> Department of the Interior  -> National Park Service ,All agencies ,Departments ,Department of the Interior ,National Park Service ,,4,27222,-,-,10724,-,-,-,16498,-,-
10951,r068,All agencies  -> Departments  -> Department of Justice ,All agencies ,Departments ,Department of Justice ,,,3,102945,408,-,6209,266,12806,2438,71399,531,8887
10951,r069,All agencies  -> Departments  -> Department of Justice  -> Bureau of Prisons ,All agencies ,Departments ,Department of Justice ,Bureau of Prisons ,,4,2,-,-,-,-,-,-,2,-,-
10951,r070,All agencies  -> Departments  -> Department of Justice  -> Federal Bureau of Investigation ,All agencies ,Departments ,Department of Justice ,Federal Bureau of Investigation ,,4,8887,-,-,-,-,-,-,-,-,8887
10951,r071,All agencies  -> Departments  -> Department of Justice  -> Office of Justice Programs ,All agencies ,Departments ,Department of Justice ,Office of Justice Programs ,,4,94056,408,-,6209,266,12806,2438,71398,531,-
10951,r072,All agencies  -> Departments  -> Department of Labor ,All agencies ,Departments ,Department of Labor ,,,3,3698,-,-,-,-,-,-,3698,-,-
10951,r073,All agencies  -> Departments  -> Department of Labor  -> Employee Benefits Security Administration ,All agencies ,Departments ,Department of Labor ,Employee Benefits Security Administration ,,4,1910,-,-,-,-,-,-,1910,-,-
10951,r074,All agencies  -> Departments  -> Department of Labor  -> Occupational Safety and Health Administration ,All agencies ,Departments ,Department of Labor ,Occupational Safety and Health Administration ,,4,1788,-,-,-,-,-,-,1788,-,-
10951,r075,All agencies  -> Departments  -> Department of State ,All agencies ,Departments ,Department of State ,,,3,45000,-,-,38000,-,-,-,7000,-,-
10951,r076,All agencies  -> Departments  -> Department of Transportation ,All agencies ,Departments ,Department of Transportation ,,,3,808368,22104,14933,26589,6347,23737,21622,20930,647954,24152
10951,r077,All agencies  -> Departments  -> Department of Transportation  -> Federal Aviation Administration ,All agencies ,Departments ,Department of Transportation ,Federal Aviation Administration ,,4,260969,15467,14933,7580,6347,-,21622,-,175577,19443
10951,r078,All agencies  -> Departments  -> Department of Transportation  -> Federal Highway Administration ,All agencies ,Departments ,Department of Transportation ,Federal Highway Administration ,,4,341879,-,-,-,-,-,-,-,341879,-
10951,r079,All agencies  -> Departments  -> Department of Transportation  -> Federal Motor Carrier Safety Administration ,All agencies ,Departments ,Department of Transportation ,Federal Motor Carrier Safety Administration ,,4,21154,-,-,-,-,21154,-,-,-,-
10951,r080,All agencies  -> Departments  -> Department of Transportation  -> Federal Railroad Administration ,All agencies ,Departments ,Department of Transportation ,Federal Railroad Administration ,,4,32291,-,-,-,-,-,-,-,32291,-
10951,r081,All agencies  -> Departments  -> Department of Transportation  -> Federal Transit Administration ,All agencies ,Departments ,Department of Transportation ,Federal Transit Administration ,,4,11909,700,-,-,-,-,-,3107,5303,2800
10951,r082,All agencies  -> Departments  -> Department of Transportation  -> National Highway Traffic Safety Administration ,All agencies ,Departments ,Department of Transportation ,National Highway Traffic Safety Administration ,,4,91739,5916,-,19009,-,-,-,17559,49255,-
10951,r083,All agencies  -> Departments  -> Department of Transportation  -> Office of the Secretary of Transportation ,All agencies ,Departments ,Department of Transportation ,Office of the Secretary of Transportation ,,4,24389,21,-,-,-,-,-,-,24368,-
10951,r084,All agencies  -> Departments  -> Department of Transportation  -> Pipeline and Hazardous Materials Safety Administration ,All agencies ,Departments ,Department of Transportation ,Pipeline and Hazardous Materials Safety Administration ,,4,24038,-,-,-,-,2583,-,265,19282,1909
10951,r085,All agencies  -> Departments  -> Department of the Treasury ,All agencies ,Departments ,Department of the Treasury ,,,3,37082,-,-,-,-,37082,-,-,-,-
10951,r086,All agencies  -> Departments  -> Department of the Treasury  -> Bureau of Engraving and Printing ,All agencies ,Departments ,Department of the Treasury ,Bureau of Engraving and Printing ,,4,37082,-,-,-,-,37082,-,-,-,-
10951,r087,All agencies  -> Departments  -> Department of Veterans Affairs ,All agencies ,Departments ,Department of Veterans Affairs ,,,3,1605959,-,-,1605959,-,-,-,-,-,-
10951,r088,All agencies  -> Other agencies ,All agencies ,Other agencies ,,,,2,,,,,,,,,,
10951,r089,All agencies  -> Other agencies  -> Administrative Office of the U.S. Courts ,All agencies ,Other agencies ,Administrative Office of the U.S. Courts ,,,3,1443,1443,-,-,-,-,-,-,-,-
10951,r090,All agencies  -> Other agencies  -> Agency for Global Media ,All agencies ,Other agencies ,Agency for Global Media ,,,3,8413,-,-,-,-,-,-,8413,-,-
10951,r091,All agencies  -> Other agencies  -> Agency for International Development ,All agencies ,Other agencies ,Agency for International Development ,,,3,152853,-,-,146214,-,-,-,5329,-,1310
10951,r092,All agencies  -> Other agencies  -> Appalachian Regional Commission ,All agencies ,Other agencies ,Appalachian Regional Commission ,,,3,804,-,-,-,-,-,-,804,-,-
10951,r093,All agencies  -> Other agencies  -> Consumer Product Safety Commission ,All agencies ,Other agencies ,Consumer Product Safety Commission ,,,3,165,-,-,-,-,-,-,-,165,-
10951,r094,All agencies  -> Other agencies  -> Environmental Protection Agency ,All agencies ,Other agencies ,Environmental Protection Agency ,,,3,406371,5566,167490,160543,3090,9703,-,2348,57632,-
10951,r095,All agencies  -> Other agencies  -> Federal Trade Commission ,All agencies ,Other agencies ,Federal Trade Commission ,,,3,2713,-,-,-,-,-,-,2713,-,-
10951,r096,All agencies  -> Other agencies  -> Library of Congress ,All agencies ,Other agencies ,Library of Congress ,,,3,512,-,-,-,-,512,-,-,-,-
10951,r097,All agencies  -> Other agencies  -> National Aeronautics and Space Administration ,All agencies ,Other agencies ,National Aeronautics and Space Administration ,,,3,7304822,-,1740610,100254,-,3569584,-,-,1847442,46931
10951,r098,All agencies  -> Other agencies  -> National Science Foundation ,All agencies ,Other agencies ,National Science Foundation ,,,3,6896067,961874,1034143,792464,267961,1326313,33174,186317,1051629,1242194
10951,r099,All agencies  -> Other agencies  -> Nuclear Regulatory Commission ,All agencies ,Other agencies ,Nuclear Regulatory Commission ,,,3,61399,372,-,-,-,-,-,-,61027,-
10951,r100,All agencies  -> Other agencies  -> Patient-Centered Outcomes Research Trust Fund ,All agencies ,Other agencies ,Patient-Centered Outcomes Research Trust Fund ,,,3,521671,-,-,521671,-,-,-,-,-,-
10951,r101,All agencies  -> Other agencies  -> Postal Service ,All agencies ,Other agencies ,Postal Service ,,,3,13860,-,-,-,-,-,-,-,13860,-
10951,r102,All agencies  -> Other agencies  -> RESTORE Act Centers of Excellence Research Grants Program ,All agencies ,Other agencies ,RESTORE Act Centers of Excellence Research Grants Program ,,,3,6960,-,-,-,-,-,-,-,-,6960
10951,r103,All agencies  -> Other agencies  -> Smithsonian Institution ,All agencies ,Other agencies ,Smithsonian Institution ,,,3,227400,-,24650,74230,-,42360,-,25420,47500,13240
10951,r104,All agencies  -> Other agencies  -> Social Security Administration ,All agencies ,Other agencies ,Social Security Administration ,,,3,78704,-,-,-,-,-,-,78704,-,-
10951,r105,All agencies  -> Other agencies  -> Tennessee Valley Authority ,All agencies ,Other agencies ,Tennessee Valley Authority ,,,3,11752,-,-,-,-,-,-,-,11752,-
