table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_2009a,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
5207,r032,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,2,2974000,4305318,1988395,2837940,3192669,3162639,2721846,2591814,2487857,1823000,2192254,2206594
5207,r033,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,2,0,0,0,312918,502068,1274000,1156279,1595891,1283998,1727331,2108672,2147277
5207,r034,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,2,36911399,29002576,19416212,25121628,23232954,24029807,21834761,21338549,25507577,23271335,33457115,30312324
5207,r035,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,2,20919615,5076664,6817285,3011692,3136983,2864841,2901909,5490244,6354160,7534575,7935915,7263072
5207,r036,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,2,587710,22500,15000,0,0,825000,825000,432220,1339067,1150015,1546256,789902
5207,r037,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,2,6306109,38137758,38596214,15477600,38073964,36843569,42606559,46302620,61383778,50609867,46098202,50405927
5207,r038,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,2,2552285,1631015,2505761,2248062,4765208,5921730,5465000,5201284,5714953,3041465,3697616,2281991
5207,r039,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,2,8279562,14867136,16924664,19780040,20153209,17070483,18412322,11208431,16722907,14527986,19896508,16706262
5207,r040,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,2,9395553,7891207,7749253,8058329,9069833,8792509,9129370,9043493,7739820,8326030,8385384,8868958
5207,r041,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,2,446347,401045,590282,927489,1059308,861501,869042,1342772,1320932,2476653,3507663,3868806
5207,r042,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,2,25183342,34711576,45163028,46038125,36316203,17608196,23516239,24859330,26168247,29097570,28245560,27721566
5207,r043,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,2,2311292,1638739,1628888,1894989,1774517,45000,20000,0,62998,0,0,50000
5207,r044,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,2,0,0,320000,856000,866500,583092,571871,1085874,863020,901162,906097,919243
5207,r045,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,2,24750247,6351022,4805152,5492140,6428787,13206103,14491269,13099100,16408555,9895119,9797876,7456321
5207,r046,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,2,6149899,6329203,7943186,17978580,18312681,17125000,18245765,17814501,18126510,17282000,4537659,5558311
5207,r047,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,2,0,75000,75000,115469,102379,252928,90683,153931,50195,49859,308227,282511
5207,r048,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,2,4005964,3947713,3829525,4874529,5709773,9017423,9630219,7583316,5564985,6068610,7210949,5985898
5207,r049,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,2,6993436,10782537,11087560,10712941,10953130,9118095,9698425,11991928,14779468,12726589,16415784,23572042
5207,r050,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,2,1804769,1818077,1873514,1501719,1611130,279478,305196,1709742,3335151,2967206,4141682,3939496
5207,r051,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,2,15201270,6717528,10197725,9081222,8894211,7183900,7569100,6503000,7237000,7206044,6060492,5423223
5207,r052,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,2,3641349,4607766,4765616,4126343,4225353,4731992,3824884,2388305,2013813,2022282,2152148,2043931
5207,r053,Puerto Rico<sup>c</sup>,Puerto Rico<sup>c</sup>,,1,136021,100000,100000,201685,244845,205623,150000,na,na,na,na,na
