table_id,row_id,_b_field_and_institution_b_full_path,_b_field_and_institution_b_level_1,_b_field_and_institution_b_level_2,_b_field_and_institution_b_level_3,_b_field_and_institution_b_hierarchy_depth,field_rank,field_total,field_male,field_female
4641,r019,"Life sciences<sup>a</sup> -> From top 20 institutions -> Purdue U., West Lafayette",Life sciences<sup>a</sup>,From top 20 institutions,"Purdue U., West Lafayette",3,17,140,76,64
4641,r020,Life sciences<sup>a</sup> -> From top 20 institutions -> Cornell U.,Life sciences<sup>a</sup>,From top 20 institutions,Cornell U.,3,18,139,48,91
4641,r021,"Life sciences<sup>a</sup> -> From top 20 institutions -> U. Pittsburgh, Pittsburgh",Life sciences<sup>a</sup>,From top 20 institutions,"U. Pittsburgh, Pittsburgh",3,19,137,54,83
4641,r022,Life sciences<sup>a</sup> -> From top 20 institutions -> Yale U.,Life sciences<sup>a</sup>,From top 20 institutions,Yale U.,3,20,134,57,77
4641,r023,Physical sciences and earth sciences,Physical sciences and earth sciences,,,1,-,6247,4177,2068
4641,r024,Physical sciences and earth sciences -> From top 20 institutions,Physical sciences and earth sciences,From top 20 institutions,,2,-,1953,1346,607
4641,r025,"Physical sciences and earth sciences -> From top 20 institutions -> U. Michigan, Ann Arbor",Physical sciences and earth sciences,From top 20 institutions,"U. Michigan, Ann Arbor",3,1,138,83,55
4641,r026,"Physical sciences and earth sciences -> From top 20 institutions -> U. California, Berkeley",Physical sciences and earth sciences,From top 20 institutions,"U. California, Berkeley",3,2,137,95,42
4641,r027,Physical sciences and earth sciences -> From top 20 institutions -> Stanford U.,Physical sciences and earth sciences,From top 20 institutions,Stanford U.,3,3,124,97,27
4641,r028,"Physical sciences and earth sciences -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Physical sciences and earth sciences,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,4,104,71,33
4641,r029,Physical sciences and earth sciences -> From top 20 institutions -> Massachusetts Institute of Technology,Physical sciences and earth sciences,From top 20 institutions,Massachusetts Institute of Technology,3,5,102,68,34
4641,r030,"Physical sciences and earth sciences -> From top 20 institutions -> U. Washington, Seattle",Physical sciences and earth sciences,From top 20 institutions,"U. Washington, Seattle",3,6,98,59,39
4641,r031,"Physical sciences and earth sciences -> From top 20 institutions -> Purdue U., West Lafayette",Physical sciences and earth sciences,From top 20 institutions,"Purdue U., West Lafayette",3,7,96,69,27
4641,r032,"Physical sciences and earth sciences -> From top 20 institutions -> U. Texas, Austin",Physical sciences and earth sciences,From top 20 institutions,"U. Texas, Austin",3,8,95,78,17
4641,r033,Physical sciences and earth sciences -> From top 20 institutions -> Harvard U.,Physical sciences and earth sciences,From top 20 institutions,Harvard U.,3,9,93,61,32
4641,r034,Physical sciences and earth sciences -> From top 20 institutions -> U. Colorado Boulder,Physical sciences and earth sciences,From top 20 institutions,U. Colorado Boulder,3,9,93,65,28
4641,r035,"Physical sciences and earth sciences -> From top 20 institutions -> U. California, San Diego",Physical sciences and earth sciences,From top 20 institutions,"U. California, San Diego",3,11,91,55,36
4641,r036,"Physical sciences and earth sciences -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center",Physical sciences and earth sciences,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,12,86,63,23
4641,r037,Physical sciences and earth sciences -> From top 20 institutions -> U. Wisconsin-Madison,Physical sciences and earth sciences,From top 20 institutions,U. Wisconsin-Madison,3,13,84,53,31
4641,r038,"Physical sciences and earth sciences -> From top 20 institutions -> U. Maryland, College Park",Physical sciences and earth sciences,From top 20 institutions,"U. Maryland, College Park",3,14,83,62,21
4641,r039,Physical sciences and earth sciences -> From top 20 institutions -> Columbia U. in the City of New York,Physical sciences and earth sciences,From top 20 institutions,Columbia U. in the City of New York,3,15,78,54,24
4641,r040,"Physical sciences and earth sciences -> From top 20 institutions -> Ohio State U., Columbus",Physical sciences and earth sciences,From top 20 institutions,"Ohio State U., Columbus",3,15,78,49,29
4641,r041,Physical sciences and earth sciences -> From top 20 institutions -> U. Arizona,Physical sciences and earth sciences,From top 20 institutions,U. Arizona,3,17,77,58,19
4641,r042,"Physical sciences and earth sciences -> From top 20 institutions -> U. California, Irvine",Physical sciences and earth sciences,From top 20 institutions,"U. California, Irvine",3,17,77,50,27
4641,r043,Physical sciences and earth sciences -> From top 20 institutions -> Cornell U.,Physical sciences and earth sciences,From top 20 institutions,Cornell U.,3,19,73,48,25
4641,r044,"Physical sciences and earth sciences -> From top 20 institutions -> Pennsylvania State U., University Park and Hershey Medical Center",Physical sciences and earth sciences,From top 20 institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,19,73,54,19
4641,r045,"Physical sciences and earth sciences -> From top 20 institutions -> U. California, Los Angeles",Physical sciences and earth sciences,From top 20 institutions,"U. California, Los Angeles",3,19,73,54,19
4641,r046,Mathematics and computer sciences,Mathematics and computer sciences,,,1,-,4392,3297,1095
4641,r047,Mathematics and computer sciences -> From top 20 institutions,Mathematics and computer sciences,From top 20 institutions,,2,-,1351,1015,336
4641,r048,"Mathematics and computer sciences -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Mathematics and computer sciences,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,1,95,63,32
4641,r049,"Mathematics and computer sciences -> From top 20 institutions -> U. California, Berkeley",Mathematics and computer sciences,From top 20 institutions,"U. California, Berkeley",3,2,88,74,14
4641,r050,Mathematics and computer sciences -> From top 20 institutions -> Massachusetts Institute of Technology,Mathematics and computer sciences,From top 20 institutions,Massachusetts Institute of Technology,3,3,81,62,19
4641,r051,Mathematics and computer sciences -> From top 20 institutions -> Carnegie Mellon U.,Mathematics and computer sciences,From top 20 institutions,Carnegie Mellon U.,3,4,80,60,20
4641,r052,"Mathematics and computer sciences -> From top 20 institutions -> U. Michigan, Ann Arbor",Mathematics and computer sciences,From top 20 institutions,"U. Michigan, Ann Arbor",3,4,80,64,16
4641,r053,"Mathematics and computer sciences -> From top 20 institutions -> U. Washington, Seattle",Mathematics and computer sciences,From top 20 institutions,"U. Washington, Seattle",3,4,80,49,31
4641,r054,Mathematics and computer sciences -> From top 20 institutions -> North Carolina State U.,Mathematics and computer sciences,From top 20 institutions,North Carolina State U.,3,7,75,41,34
4641,r055,"Mathematics and computer sciences -> From top 20 institutions -> Purdue U., West Lafayette",Mathematics and computer sciences,From top 20 institutions,"Purdue U., West Lafayette",3,8,72,57,15
4641,r056,Mathematics and computer sciences -> From top 20 institutions -> Georgia Institute of Technology,Mathematics and computer sciences,From top 20 institutions,Georgia Institute of Technology,3,9,71,59,12
4641,r057,Mathematics and computer sciences -> From top 20 institutions -> Stanford U.,Mathematics and computer sciences,From top 20 institutions,Stanford U.,3,10,68,54,14
4641,r058,"Mathematics and computer sciences -> From top 20 institutions -> U. California, Irvine",Mathematics and computer sciences,From top 20 institutions,"U. California, Irvine",3,11,62,44,18
4641,r059,"Mathematics and computer sciences -> From top 20 institutions -> U. Maryland, College Park",Mathematics and computer sciences,From top 20 institutions,"U. Maryland, College Park",3,11,62,43,19
4641,r060,Mathematics and computer sciences -> From top 20 institutions -> Arizona State U.,Mathematics and computer sciences,From top 20 institutions,Arizona State U.,3,13,61,41,20
4641,r061,Mathematics and computer sciences -> From top 20 institutions -> U. Wisconsin-Madison,Mathematics and computer sciences,From top 20 institutions,U. Wisconsin-Madison,3,14,58,47,11
4641,r062,"Mathematics and computer sciences -> From top 20 institutions -> Pennsylvania State U., University Park and Hershey Medical Center",Mathematics and computer sciences,From top 20 institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,15,57,48,9
4641,r063,"Mathematics and computer sciences -> From top 20 institutions -> U. Texas, Austin",Mathematics and computer sciences,From top 20 institutions,"U. Texas, Austin",3,16,55,42,13
4641,r064,"Mathematics and computer sciences -> From top 20 institutions -> SUNY, Stony Brook U.",Mathematics and computer sciences,From top 20 institutions,"SUNY, Stony Brook U.",3,17,54,42,12
4641,r065,"Mathematics and computer sciences -> From top 20 institutions -> Ohio State U., Columbus",Mathematics and computer sciences,From top 20 institutions,"Ohio State U., Columbus",3,18,51,40,11
4641,r066,"Mathematics and computer sciences -> From top 20 institutions -> U. California, Los Angeles",Mathematics and computer sciences,From top 20 institutions,"U. California, Los Angeles",3,18,51,43,8
4641,r067,"Mathematics and computer sciences -> From top 20 institutions -> U. California, San Diego",Mathematics and computer sciences,From top 20 institutions,"U. California, San Diego",3,20,50,42,8
4641,r068,Psychology and social sciences ,Psychology and social sciences ,,,1,-,8946,3588,5358
4641,r069,Psychology and social sciences  -> From top 20 institutions,Psychology and social sciences ,From top 20 institutions,,2,-,2286,962,1324
4641,r070,Psychology and social sciences  -> From top 20 institutions -> Walden U.,Psychology and social sciences ,From top 20 institutions,Walden U.,3,1,357,103,254
4641,r071,"Psychology and social sciences  -> From top 20 institutions -> CUNY, Graduate Center",Psychology and social sciences ,From top 20 institutions,"CUNY, Graduate Center",3,2,127,45,82
4641,r072,Psychology and social sciences  -> From top 20 institutions -> Harvard U.,Psychology and social sciences ,From top 20 institutions,Harvard U.,3,3,117,60,57
4641,r073,"Psychology and social sciences  -> From top 20 institutions -> U. California, Los Angeles",Psychology and social sciences ,From top 20 institutions,"U. California, Los Angeles",3,4,114,55,59
4641,r074,Psychology and social sciences  -> From top 20 institutions -> Columbia U. in the City of New York,Psychology and social sciences ,From top 20 institutions,Columbia U. in the City of New York,3,5,112,43,69
4641,r075,"Psychology and social sciences  -> From top 20 institutions -> U. California, Berkeley",Psychology and social sciences ,From top 20 institutions,"U. California, Berkeley",3,6,111,58,53
4641,r076,"Psychology and social sciences  -> From top 20 institutions -> U. Minnesota, Twin Cities",Psychology and social sciences ,From top 20 institutions,"U. Minnesota, Twin Cities",3,7,110,49,61
4641,r077,"Psychology and social sciences  -> From top 20 institutions -> Pennsylvania State U., University Park and Hershey Medical Center",Psychology and social sciences ,From top 20 institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,8,109,52,57
4641,r078,"Psychology and social sciences  -> From top 20 institutions -> U. Texas, Austin",Psychology and social sciences ,From top 20 institutions,"U. Texas, Austin",3,8,109,49,60
4641,r079,"Psychology and social sciences  -> From top 20 institutions -> U. Michigan, Ann Arbor",Psychology and social sciences ,From top 20 institutions,"U. Michigan, Ann Arbor",3,10,108,56,52
4641,r080,Psychology and social sciences  -> From top 20 institutions -> George Mason U.,Psychology and social sciences ,From top 20 institutions,George Mason U.,3,11,104,47,57
4641,r081,"Psychology and social sciences  -> From top 20 institutions -> U. Maryland, College Park",Psychology and social sciences ,From top 20 institutions,"U. Maryland, College Park",3,12,96,45,51
4641,r082,Psychology and social sciences  -> From top 20 institutions -> U. Wisconsin-Madison,Psychology and social sciences ,From top 20 institutions,U. Wisconsin-Madison,3,13,95,43,52
4641,r083,Psychology and social sciences  -> From top 20 institutions -> U. Arizona,Psychology and social sciences ,From top 20 institutions,U. Arizona,3,14,94,38,56
4641,r084,Psychology and social sciences  -> From top 20 institutions -> Michigan State U.,Psychology and social sciences ,From top 20 institutions,Michigan State U.,3,15,91,23,68
4641,r085,Psychology and social sciences  -> From top 20 institutions -> Arizona State U.,Psychology and social sciences ,From top 20 institutions,Arizona State U.,3,16,88,30,58
4641,r086,Psychology and social sciences  -> From top 20 institutions -> U. Chicago,Psychology and social sciences ,From top 20 institutions,U. Chicago,3,17,87,54,33
4641,r087,"Psychology and social sciences  -> From top 20 institutions -> Indiana U., Bloomington",Psychology and social sciences ,From top 20 institutions,"Indiana U., Bloomington",3,18,86,33,53
4641,r088,Psychology and social sciences  -> From top 20 institutions -> U. Pennsylvania,Psychology and social sciences ,From top 20 institutions,U. Pennsylvania,3,18,86,43,43
4641,r089,"Psychology and social sciences  -> From top 20 institutions -> Ohio State U., Columbus",Psychology and social sciences ,From top 20 institutions,"Ohio State U., Columbus",3,20,85,36,49
4641,r090,Engineering ,Engineering ,,,1,-,10476,7882,2593
4641,r091,Engineering  -> From top 20 institutions,Engineering ,From top 20 institutions,,2,-,3947,3025,922
4641,r092,"Engineering  -> From top 20 institutions -> Purdue U., West Lafayette",Engineering ,From top 20 institutions,"Purdue U., West Lafayette",3,1,336,259,77
4641,r093,Engineering  -> From top 20 institutions -> Georgia Institute of Technology,Engineering ,From top 20 institutions,Georgia Institute of Technology,3,2,322,247,75
4641,r094,Engineering  -> From top 20 institutions -> Stanford U.,Engineering ,From top 20 institutions,Stanford U.,3,3,260,184,76
4641,r095,"Engineering  -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center",Engineering ,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,4,252,191,61
4641,r096,"Engineering  -> From top 20 institutions -> U. Michigan, Ann Arbor",Engineering ,From top 20 institutions,"U. Michigan, Ann Arbor",3,5,245,180,65
4641,r097,"Engineering  -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Engineering ,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,6,242,196,46
4641,r098,Engineering  -> From top 20 institutions -> Massachusetts Institute of Technology,Engineering ,From top 20 institutions,Massachusetts Institute of Technology,3,7,221,170,51
4641,r099,"Engineering  -> From top 20 institutions -> U. Texas, Austin",Engineering ,From top 20 institutions,"U. Texas, Austin",3,8,212,171,41
4641,r100,Engineering  -> From top 20 institutions -> Virginia Polytechnic Institute and State U.,Engineering ,From top 20 institutions,Virginia Polytechnic Institute and State U.,3,9,195,143,52
4641,r101,Engineering  -> From top 20 institutions -> North Carolina State U.,Engineering ,From top 20 institutions,North Carolina State U.,3,10,192,146,46
4641,r102,"Engineering  -> From top 20 institutions -> U. California, Berkeley",Engineering ,From top 20 institutions,"U. California, Berkeley",3,11,180,120,60
4641,r103,"Engineering  -> From top 20 institutions -> Pennsylvania State U., University Park and Hershey Medical Center",Engineering ,From top 20 institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,12,170,135,35
4641,r104,"Engineering  -> From top 20 institutions -> Ohio State U., Columbus",Engineering ,From top 20 institutions,"Ohio State U., Columbus",3,13,149,122,27
4641,r105,"Engineering  -> From top 20 institutions -> U. California, San Diego",Engineering ,From top 20 institutions,"U. California, San Diego",3,14,148,112,36
4641,r106,Engineering  -> From top 20 institutions -> Arizona State U.,Engineering ,From top 20 institutions,Arizona State U.,3,15,143,112,31
4641,r107,Engineering  -> From top 20 institutions -> Carnegie Mellon U.,Engineering ,From top 20 institutions,Carnegie Mellon U.,3,15,143,109,34
4641,r108,Engineering  -> From top 20 institutions -> Iowa State U.,Engineering ,From top 20 institutions,Iowa State U.,3,17,141,105,36
4641,r109,"Engineering  -> From top 20 institutions -> U. California, Los Angeles",Engineering ,From top 20 institutions,"U. California, Los Angeles",3,18,140,114,26
4641,r110,Engineering  -> From top 20 institutions -> U. Florida,Engineering ,From top 20 institutions,U. Florida,3,19,129,102,27
4641,r111,"Engineering  -> From top 20 institutions -> U. Maryland, College Park",Engineering ,From top 20 institutions,"U. Maryland, College Park",3,20,127,107,20
4641,r112,Education,Education,,,1,-,4716,1456,3259
4641,r113,Education -> From top 20 institutions,Education,From top 20 institutions,,2,-,1322,403,919
4641,r114,Education -> From top 20 institutions -> Walden U.,Education,From top 20 institutions,Walden U.,3,1,124,24,100
4641,r115,Education -> From top 20 institutions -> Texas Tech U.,Education,From top 20 institutions,Texas Tech U.,3,2,88,26,62
4641,r116,Education -> From top 20 institutions -> U. Georgia,Education,From top 20 institutions,U. Georgia,3,3,75,26,49
4641,r117,"Education -> From top 20 institutions -> Columbia U., Teachers C.",Education,From top 20 institutions,"Columbia U., Teachers C.",3,4,74,26,48
4641,r118,"Education -> From top 20 institutions -> Ohio State U., Columbus",Education,From top 20 institutions,"Ohio State U., Columbus",3,5,73,24,49
4641,r119,Education -> From top 20 institutions -> Michigan State U.,Education,From top 20 institutions,Michigan State U.,3,6,72,28,44
4641,r120,"Education -> From top 20 institutions -> Pennsylvania State U., University Park and Hershey Medical Center",Education,From top 20 institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,7,70,15,55
4641,r121,Education -> From top 20 institutions -> U. Wisconsin-Madison,Education,From top 20 institutions,U. Wisconsin-Madison,3,8,67,19,48
4641,r122,Education -> From top 20 institutions -> U. Northern Colorado,Education,From top 20 institutions,U. Northern Colorado,3,9,66,22,44
4641,r123,"Education -> From top 20 institutions -> U. Texas, Austin",Education,From top 20 institutions,"U. Texas, Austin",3,10,63,15,48
4641,r124,"Education -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center",Education,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,11,62,20,42
4641,r125,"Education -> From top 20 institutions -> U. South Florida, Tampa",Education,From top 20 institutions,"U. South Florida, Tampa",3,12,61,18,43
4641,r126,"Education -> From top 20 institutions -> U. North Texas, Denton",Education,From top 20 institutions,"U. North Texas, Denton",3,13,60,15,45
4641,r127,"Education -> From top 20 institutions -> U. Minnesota, Twin Cities",Education,From top 20 institutions,"U. Minnesota, Twin Cities",3,14,58,22,36
4641,r128,"Education -> From top 20 institutions -> Indiana U., Bloomington",Education,From top 20 institutions,"Indiana U., Bloomington",3,15,56,20,36
4641,r129,Education -> From top 20 institutions -> U. Florida,Education,From top 20 institutions,U. Florida,3,16,54,18,36
4641,r130,Education -> From top 20 institutions -> Columbia U. in the City of New York,Education,From top 20 institutions,Columbia U. in the City of New York,3,17,53,19,34
4641,r131,"Education -> From top 20 institutions -> U. Tennessee, Knoxville",Education,From top 20 institutions,"U. Tennessee, Knoxville",3,18,50,16,34
4641,r132,Education -> From top 20 institutions -> Florida State U.,Education,From top 20 institutions,Florida State U.,3,19,48,22,26
4641,r133,"Education -> From top 20 institutions -> U. Maryland, College Park",Education,From top 20 institutions,"U. Maryland, College Park",3,19,48,8,40
4641,r134,Humanities and arts ,Humanities and arts ,,,1,-,4939,2516,2423
4641,r135,Humanities and arts  -> From top 20 institutions,Humanities and arts ,From top 20 institutions,,2,-,1575,775,800
4641,r136,Humanities and arts  -> From top 20 institutions -> Columbia U. in the City of New York,Humanities and arts ,From top 20 institutions,Columbia U. in the City of New York,3,1,125,69,56
4641,r137,"Humanities and arts  -> From top 20 institutions -> CUNY, Graduate Center",Humanities and arts ,From top 20 institutions,"CUNY, Graduate Center",3,2,122,64,58
4641,r138,"Humanities and arts  -> From top 20 institutions -> U. California, Berkeley",Humanities and arts ,From top 20 institutions,"U. California, Berkeley",3,3,98,47,51
4641,r139,Humanities and arts  -> From top 20 institutions -> Harvard U.,Humanities and arts ,From top 20 institutions,Harvard U.,3,4,92,38,54
4641,r140,Humanities and arts  -> From top 20 institutions -> Yale U.,Humanities and arts ,From top 20 institutions,Yale U.,3,5,90,38,52
4641,r141,Humanities and arts  -> From top 20 institutions -> New York U.,Humanities and arts ,From top 20 institutions,New York U.,3,6,89,44,45
4641,r142,Humanities and arts  -> From top 20 institutions -> U. Chicago,Humanities and arts ,From top 20 institutions,U. Chicago,3,7,85,51,34
4641,r143,"Humanities and arts  -> From top 20 institutions -> U. California, Los Angeles",Humanities and arts ,From top 20 institutions,"U. California, Los Angeles",3,8,80,40,40
4641,r144,"Humanities and arts  -> From top 20 institutions -> Indiana U., Bloomington",Humanities and arts ,From top 20 institutions,"Indiana U., Bloomington",3,9,78,41,37
4641,r145,"Humanities and arts  -> From top 20 institutions -> U. Texas, Austin",Humanities and arts ,From top 20 institutions,"U. Texas, Austin",3,10,77,31,46
4641,r146,Humanities and arts  -> From top 20 institutions -> U. Wisconsin-Madison,Humanities and arts ,From top 20 institutions,U. Wisconsin-Madison,3,11,71,27,44
4641,r147,Humanities and arts  -> From top 20 institutions -> Arizona State U.,Humanities and arts ,From top 20 institutions,Arizona State U.,3,12,67,30,37
4641,r148,Humanities and arts  -> From top 20 institutions -> Princeton U.,Humanities and arts ,From top 20 institutions,Princeton U.,3,12,67,34,33
4641,r149,"Humanities and arts  -> From top 20 institutions -> Ohio State U., Columbus",Humanities and arts ,From top 20 institutions,"Ohio State U., Columbus",3,14,65,29,36
4641,r150,"Humanities and arts  -> From top 20 institutions -> U. North Carolina, Chapel Hill",Humanities and arts ,From top 20 institutions,"U. North Carolina, Chapel Hill",3,14,65,27,38
4641,r151,"Humanities and arts  -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Humanities and arts ,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,16,62,28,34
4641,r152,Humanities and arts  -> From top 20 institutions -> U. Colorado Boulder,Humanities and arts ,From top 20 institutions,U. Colorado Boulder,3,17,61,32,29
4641,r153,Humanities and arts  -> From top 20 institutions -> U. Notre Dame,Humanities and arts ,From top 20 institutions,U. Notre Dame,3,17,61,42,19
4641,r154,Humanities and arts  -> From top 20 institutions -> Duke U.,Humanities and arts ,From top 20 institutions,Duke U.,3,19,60,29,31
4641,r155,Humanities and arts  -> From top 20 institutions -> U. Pennsylvania,Humanities and arts ,From top 20 institutions,U. Pennsylvania,3,19,60,34,26
4641,r156,Other<sup>b</sup>,Other<sup>b</sup>,,,1,-,3006,1417,1589
4641,r157,Other<sup>b</sup> -> From top 20 institutions,Other<sup>b</sup>,From top 20 institutions,,2,-,940,429,511
4641,r158,Other<sup>b</sup> -> From top 20 institutions -> Walden U.,Other<sup>b</sup>,From top 20 institutions,Walden U.,3,1,184,79,105
4641,r159,"Other<sup>b</sup> -> From top 20 institutions -> U. Texas, Austin",Other<sup>b</sup>,From top 20 institutions,"U. Texas, Austin",3,2,55,21,34
4641,r160,Other<sup>b</sup> -> From top 20 institutions -> Texas Tech U.,Other<sup>b</sup>,From top 20 institutions,Texas Tech U.,3,3,52,32,20
4641,r161,"Other<sup>b</sup> -> From top 20 institutions -> U. Illinois, Urbana-Champaign",Other<sup>b</sup>,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,3,52,29,23
4641,r162,Other<sup>b</sup> -> From top 20 institutions -> Regent U.,Other<sup>b</sup>,From top 20 institutions,Regent U.,3,5,48,23,25
4641,r163,"Other<sup>b</sup> -> From top 20 institutions -> U. North Carolina, Chapel Hill",Other<sup>b</sup>,From top 20 institutions,"U. North Carolina, Chapel Hill",3,6,42,20,22
4641,r164,Other<sup>b</sup> -> From top 20 institutions -> North Carolina State U.,Other<sup>b</sup>,From top 20 institutions,North Carolina State U.,3,7,41,13,28
4641,r165,Other<sup>b</sup> -> From top 20 institutions -> U. Pennsylvania,Other<sup>b</sup>,From top 20 institutions,U. Pennsylvania,3,7,41,20,21
4641,r166,"Other<sup>b</sup> -> From top 20 institutions -> Indiana U., Bloomington",Other<sup>b</sup>,From top 20 institutions,"Indiana U., Bloomington",3,9,40,23,17
4641,r167,Other<sup>b</sup> -> From top 20 institutions -> Columbia U. in the City of New York,Other<sup>b</sup>,From top 20 institutions,Columbia U. in the City of New York,3,10,38,15,23
4641,r168,Other<sup>b</sup> -> From top 20 institutions -> U. Florida,Other<sup>b</sup>,From top 20 institutions,U. Florida,3,10,38,14,24
4641,r169,Other<sup>b</sup> -> From top 20 institutions -> New York U.,Other<sup>b</sup>,From top 20 institutions,New York U.,3,12,36,19,17
4641,r170,"Other<sup>b</sup> -> From top 20 institutions -> Purdue U., West Lafayette",Other<sup>b</sup>,From top 20 institutions,"Purdue U., West Lafayette",3,12,36,19,17
4641,r171,Other<sup>b</sup> -> From top 20 institutions -> Michigan State U.,Other<sup>b</sup>,From top 20 institutions,Michigan State U.,3,14,35,18,17
4641,r172,"Other<sup>b</sup> -> From top 20 institutions -> U. Michigan, Ann Arbor",Other<sup>b</sup>,From top 20 institutions,"U. Michigan, Ann Arbor",3,14,35,19,16
4641,r173,Other<sup>b</sup> -> From top 20 institutions -> Arizona State U.,Other<sup>b</sup>,From top 20 institutions,Arizona State U.,3,16,34,16,18
4641,r174,"Other<sup>b</sup> -> From top 20 institutions -> U. Minnesota, Twin Cities",Other<sup>b</sup>,From top 20 institutions,"U. Minnesota, Twin Cities",3,16,34,14,20
4641,r175,Other<sup>b</sup> -> From top 20 institutions -> U. Southern California,Other<sup>b</sup>,From top 20 institutions,U. Southern California,3,18,33,10,23
4641,r176,"Other<sup>b</sup> -> From top 20 institutions -> U. Washington, Seattle",Other<sup>b</sup>,From top 20 institutions,"U. Washington, Seattle",3,18,33,12,21
4641,r177,Other<sup>b</sup> -> From top 20 institutions -> U. Wisconsin-Madison,Other<sup>b</sup>,From top 20 institutions,U. Wisconsin-Madison,3,18,33,13,20
