table_id,row_id,_b_ffrdc_b_full_path,_b_ffrdc_b_level_1,_b_ffrdc_b_level_2,_b_ffrdc_b_level_3,_b_ffrdc_b_hierarchy_depth,field_all_r_d_expenditures,field_federal_government,field_state_and_local_government,field_business,field_nonprofit_organizations,field_all_other_sources
6876,r022,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Advanced Aviation System Development,All FFRDCs,Nonprofit-administered FFRDCs,Center for Advanced Aviation System Development,3,"['230,484', '']","['207,828', '']","['0', '']","['4,416', '']","['2,968', '']","['15,272', '']"
6876,r023,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Communications and Computing,All FFRDCs,Nonprofit-administered FFRDCs,Center for Communications and Computing,3,"['65,255', '']","['65,255', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6876,r024,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Enterprise Modernization,All FFRDCs,Nonprofit-administered FFRDCs,Center for Enterprise Modernization,3,"['263,661', '']","['263,661', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6876,r025,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Naval Analyses,All FFRDCs,Nonprofit-administered FFRDCs,Center for Naval Analyses,3,"['96,391', '']","['96,391', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6876,r026,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Nuclear Waste Regulatory Analyses,All FFRDCs,Nonprofit-administered FFRDCs,Center for Nuclear Waste Regulatory Analyses,3,"['5,630', '']","['5,233', '']","['50', '']","['222', '']","['8', '']","['117', '']"
6876,r027,All FFRDCs -> Nonprofit-administered FFRDCs -> CMS Alliance to Modernize Healthcare,All FFRDCs,Nonprofit-administered FFRDCs,CMS Alliance to Modernize Healthcare,3,"['348,269', '']","['348,269', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6876,r028,All FFRDCs -> Nonprofit-administered FFRDCs -> Homeland Security Operational Analysis Center,All FFRDCs,Nonprofit-administered FFRDCs,Homeland Security Operational Analysis Center,3,"['34,888', '']","['34,888', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6876,r029,All FFRDCs -> Nonprofit-administered FFRDCs -> Homeland Security Systems Engineering and Development Institute,All FFRDCs,Nonprofit-administered FFRDCs,Homeland Security Systems Engineering and Development Institute,3,"['183,588', '']","['182,413', '']","['155', '']","['9', '']","['794', '']","['217', '']"
6876,r030,All FFRDCs -> Nonprofit-administered FFRDCs -> Judiciary Engineering and Modernization Center,All FFRDCs,Nonprofit-administered FFRDCs,Judiciary Engineering and Modernization Center,3,"['5,493', '']","['5,493', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6876,r031,All FFRDCs -> Nonprofit-administered FFRDCs -> National Biodefense Analysis and Countermeasures Center,All FFRDCs,Nonprofit-administered FFRDCs,National Biodefense Analysis and Countermeasures Center,3,"['44,968', '']","['44,968', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6876,r032,All FFRDCs -> Nonprofit-administered FFRDCs -> National Cybersecurity Center of Excellence,All FFRDCs,Nonprofit-administered FFRDCs,National Cybersecurity Center of Excellence,3,"['33,671', '']","['33,671', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6876,r033,All FFRDCs -> Nonprofit-administered FFRDCs -> National Defense Research Institute,All FFRDCs,Nonprofit-administered FFRDCs,National Defense Research Institute,3,"['66,170', '']","['66,170', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6876,r034,All FFRDCs -> Nonprofit-administered FFRDCs -> National Renewable Energy Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,National Renewable Energy Laboratory,3,"['559,151', '']","['497,047', '']","['7,172', '']","['40,437', '']","['14,495', '']","['0', '']"
6876,r035,All FFRDCs -> Nonprofit-administered FFRDCs -> National Security Engineering Center,All FFRDCs,Nonprofit-administered FFRDCs,National Security Engineering Center,3,"['1,468,298', '']","['1,463,965', '']","['0', '']","['0', '']","['1,398', '']","['2,935', '']"
6876,r036,All FFRDCs -> Nonprofit-administered FFRDCs -> Oak Ridge National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Oak Ridge National Laboratory,3,"['1,760,578', '']","['1,746,756', '']","['512', '']","['7,894', '']","['1,310', '']","['4,106', '']"
6876,r037,All FFRDCs -> Nonprofit-administered FFRDCs -> Pacific Northwest National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Pacific Northwest National Laboratory,3,"['1,168,268', '']","['1,142,925', '']","['9,851', '']","['6,350', '']","['6,619', '']","['2,523', '']"
6876,r038,All FFRDCs -> Nonprofit-administered FFRDCs -> Project Air Force,All FFRDCs,Nonprofit-administered FFRDCs,Project Air Force,3,"['47,966', '']","['47,966', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6876,r039,All FFRDCs -> Nonprofit-administered FFRDCs -> Science and Technology Policy Institute,All FFRDCs,Nonprofit-administered FFRDCs,Science and Technology Policy Institute,3,"['9,784', '']","['9,784', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6876,r040,All FFRDCs -> Nonprofit-administered FFRDCs -> Systems and Analyses Center,All FFRDCs,Nonprofit-administered FFRDCs,Systems and Analyses Center,3,"['173,792', '']","['173,320', '']","['0', '']","['0', '']","['0', '']","['472', '']"
6876,r041,All FFRDCs -> Industry-administered FFRDCs,All FFRDCs,Industry-administered FFRDCs,,2,"['9,700,692', ' ']","['9,593,260', ' ']","['2,358', ' ']","['63,642', ' ']","['810', ' ']","['40,622', ' ']"
6876,r042,All FFRDCs -> Industry-administered FFRDCs -> Frederick National Laboratory for Cancer Research,All FFRDCs,Industry-administered FFRDCs,Frederick National Laboratory for Cancer Research,3,"['861,605', '']","['861,605', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6876,r043,All FFRDCs -> Industry-administered FFRDCs -> Idaho National Laboratory,All FFRDCs,Industry-administered FFRDCs,Idaho National Laboratory,3,"['516,691', '']","['503,977', '']","['490', '']","['6,139', '']","['139', '']","['5,946', '']"
6876,r044,All FFRDCs -> Industry-administered FFRDCs -> Lawrence Livermore National Laboratory,All FFRDCs,Industry-administered FFRDCs,Lawrence Livermore National Laboratory,3,"['1,613,673', '']","['1,580,263', '']","['1,245', '']","['12,400', '']","['671', '']","['19,094', '']"
6876,r045,All FFRDCs -> Industry-administered FFRDCs -> Los Alamos National Laboratory,All FFRDCs,Industry-administered FFRDCs,Los Alamos National Laboratory,3,"['2,974,164', '']","['2,950,380', '']","['0', '']","['23,784', '']","['0', '']","['0', '']"
6876,r046,All FFRDCs -> Industry-administered FFRDCs -> Sandia National Laboratories,All FFRDCs,Industry-administered FFRDCs,Sandia National Laboratories,3,"['3,542,756', '']","['3,507,607', '']","['623', '']","['18,944', '']","['NA', '']","['15,582', '']"
6876,r047,All FFRDCs -> Industry-administered FFRDCs -> Savannah River National Laboratory,All FFRDCs,Industry-administered FFRDCs,Savannah River National Laboratory,3,"['191,803', '']","['189,428', '']","['0', '']","['2,375', '']","['0', '']","['0', '']"
