table_id,row_id,_b_ethnicity_race_and_citizenship_status_b_full_path,_b_ethnicity_race_and_citizenship_status_b_level_1,_b_ethnicity_race_and_citizenship_status_b_level_2,_b_ethnicity_race_and_citizenship_status_b_level_3,_b_ethnicity_race_and_citizenship_status_b_level_4,_b_ethnicity_race_and_citizenship_status_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
9592,r026,All doctorate recipients -> Not Hispanic or Latino -> More than one race,All doctorate recipients,Not Hispanic or Latino,More than one race,,3,868,929,939,971,1116,1110,1211,1266,1250,1203,1334
9592,r027,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,More than one race,U.S. citizen or permanent resident,4,807,858,879,903,1033,1015,1100,1121,1134,1089,1210
9592,r028,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,More than one race,Temporary visa holder,4,61,71,60,67,83,,,145,,,124
9592,r029,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,More than one race,Unknown citizenship,4,0,0,0,1,0,,,0,,,0
9592,r030,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,,3,462,447,411,458,470,788,861,894,831,982,964
9592,r031,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,U.S. citizen or permanent resident,4,293,279,272,249,272,471,371,381,353,389,425
9592,r032,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,Temporary visa holder,4,,147,125,171,174,279,476,475,454,541,532
9592,r033,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,Unknown citizenship,4,,21,14,38,24,38,14,38,24,52,7
9592,r034,All doctorate recipients -> Ethnicity not reported,All doctorate recipients,Ethnicity not reported,,,2,4082,4172,5223,4669,3831,3418,2894,2973,2973,3324,3841
9592,r035,All doctorate recipients -> Ethnicity not reported -> U.S. citizen or permanent resident,All doctorate recipients,Ethnicity not reported,U.S. citizen or permanent resident,,3,625,760,677,617,753,862,516,618,434,505,671
9592,r036,All doctorate recipients -> Ethnicity not reported -> Temporary visa holder,All doctorate recipients,Ethnicity not reported,Temporary visa holder,,3,355,465,479,503,539,228,324,495,395,430,554
9592,r037,All doctorate recipients -> Ethnicity not reported -> Unknown citizenship,All doctorate recipients,Ethnicity not reported,Unknown citizenship,,3,3102,2947,4067,3549,2539,2328,2054,1860,2144,2389,2616
