table_id,row_id,occupation_and_sex_full_path,occupation_and_sex_level_1,occupation_and_sex_level_2,occupation_and_sex_level_3,occupation_and_sex_level_4,occupation_and_sex_level_5,occupation_and_sex_level_6,occupation_and_sex_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017
1230,r252,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Unemployment insurance specialists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Unemployment insurance specialists ,6,27,24,29,22,21,18,25,20,21,19
1230,r253,"All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Social scientists, general ",All scientists and engineers,Male,All occupations,Scientists,Social scientists ,"Social scientists, general ",6,3212,3320,3555,3644,3602,3708,3645,3662,3652,3590
1230,r254,All scientists and engineers -> Male -> All occupations -> Engineers,All scientists and engineers,Male,All occupations,Engineers,,,4,75940,80104,84173,85067,84101,82792,81684,82815,84138,84155
1230,r255,All scientists and engineers -> Male -> All occupations -> Engineers -> Aerospace engineers ,All scientists and engineers,Male,All occupations,Engineers,Aerospace engineers ,,5,7426,7613,7811,7824,7708,7631,7589,7747,7816,7835
1230,r256,All scientists and engineers -> Male -> All occupations -> Engineers -> Chemical engineers ,All scientists and engineers,Male,All occupations,Engineers,Chemical engineers ,,5,794,809,816,802,770,739,751,783,774,776
1230,r257,All scientists and engineers -> Male -> All occupations -> Engineers -> Civil engineers ,All scientists and engineers,Male,All occupations,Engineers,Civil engineers ,,5,8360,9202,9725,9833,9510,9102,8639,8467,8500,8365
1230,r258,"All scientists and engineers -> Male -> All occupations -> Engineers -> Electrical, electronics, and computer engineers",All scientists and engineers,Male,All occupations,Engineers,"Electrical, electronics, and computer engineers",,5,23612,24305,25278,25219,25010,24576,24239,24554,24832,24824
1230,r259,"All scientists and engineers -> Male -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Electrical engineers ",All scientists and engineers,Male,All occupations,Engineers,"Electrical, electronics, and computer engineers",Electrical engineers ,6,3339,3615,3971,4084,4045,3993,4032,4111,4312,4468
1230,r260,"All scientists and engineers -> Male -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Computer engineers ",All scientists and engineers,Male,All occupations,Engineers,"Electrical, electronics, and computer engineers",Computer engineers ,6,3374,3489,3638,3655,3683,3691,3662,3755,3836,3914
1230,r261,"All scientists and engineers -> Male -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Electronics engineers ",All scientists and engineers,Male,All occupations,Engineers,"Electrical, electronics, and computer engineers",Electronics engineers ,6,16899,17201,17669,17480,17282,16892,16545,16688,16684,16442
1230,r262,All scientists and engineers -> Male -> All occupations -> Engineers -> Industrial engineers ,All scientists and engineers,Male,All occupations,Engineers,Industrial engineers ,,5,1272,1358,1512,1522,1473,1472,1441,1453,1459,1399
1230,r263,All scientists and engineers -> Male -> All occupations -> Engineers -> Industrial engineers  -> Safety engineers ,All scientists and engineers,Male,All occupations,Engineers,Industrial engineers ,Safety engineers ,6,372,387,414,410,372,381,362,374,371,363
1230,r264,All scientists and engineers -> Male -> All occupations -> Engineers -> Industrial engineers  -> Fire prevention engineers ,All scientists and engineers,Male,All occupations,Engineers,Industrial engineers ,Fire prevention engineers ,6,159,175,198,210,212,208,201,190,209,209
1230,r265,All scientists and engineers -> Male -> All occupations -> Engineers -> Industrial engineers  -> Industrial engineers ,All scientists and engineers,Male,All occupations,Engineers,Industrial engineers ,Industrial engineers ,6,741,796,900,902,889,883,878,889,879,827
1230,r266,All scientists and engineers -> Male -> All occupations -> Engineers -> Mechanical engineers ,All scientists and engineers,Male,All occupations,Engineers,Mechanical engineers ,,5,9112,9902,10553,10586,10522,10345,10248,10672,11112,11338
1230,r267,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,,5,25364,26915,28478,29281,29108,28927,28777,29139,29645,29618
1230,r268,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Materials engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Materials engineers ,6,938,987,1024,1046,1041,1016,1030,1048,1064,1091
1230,r269,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Environmental engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Environmental engineers ,6,3004,3029,3057,3036,2919,2783,2621,2593,2571,2488
1230,r270,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Nuclear engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Nuclear engineers ,6,2149,2261,2343,2417,2457,2417,2436,2588,2601,2636
1230,r271,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Biomedical engineers and bioengineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Biomedical engineers and bioengineers ,6,298,325,371,397,420,446,456,485,487,504
1230,r272,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Naval architects ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Naval architects ,6,648,683,722,723,741,731,730,749,788,789
1230,r273,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Mining engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Mining engineers ,6,165,162,163,143,134,128,111,106,114,115
1230,r274,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Petroleum engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Petroleum engineers ,6,246,250,251,253,254,260,269,269,301,299
1230,r275,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Agricultural engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Agricultural engineers ,6,277,266,296,279,274,259,239,232,234,221
1230,r276,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Ceramic engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Ceramic engineers ,6,29,8,0,0,0,0,0,0,0,0
1230,r277,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Welding engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Welding engineers ,6,45,35,0,0,0,0,0,0,0,0
1230,r278,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Metallurgists ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Metallurgists ,6,53,53,53,49,48,46,38,35,32,27
1230,r279,"All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Engineers, general ",All scientists and engineers,Male,All occupations,Engineers,Other engineers ,"Engineers, general ",6,17512,18856,20198,20938,20820,20841,20847,21034,21453,21448
