table_id,row_id,occupation_and_sex_full_path,occupation_and_sex_level_1,occupation_and_sex_level_2,occupation_and_sex_level_3,occupation_and_sex_level_4,occupation_and_sex_level_5,occupation_and_sex_level_6,occupation_and_sex_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017
1230,r066,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Unemployment insurance specialists ,All scientists and engineers,All occupations,Scientists,Social scientists ,Unemployment insurance specialists ,,5,52,49,54,44,42,38,46,41,43,38
1230,r067,"All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Social scientists, general ",All scientists and engineers,All occupations,Scientists,Social scientists ,"Social scientists, general ",,5,7355,7734,8316,8584,8663,9091,9154,9297,9400,9437
1230,r068,All scientists and engineers -> All occupations -> Engineers,All scientists and engineers,All occupations,Engineers,,,,3,88760,94011,99242,100695,99829,98512,97428,98995,100859,101099
1230,r069,All scientists and engineers -> All occupations -> Engineers -> Aerospace engineers ,All scientists and engineers,All occupations,Engineers,Aerospace engineers ,,,4,8831,9040,9277,9281,9159,9079,9048,9229,9336,9388
1230,r070,All scientists and engineers -> All occupations -> Engineers -> Chemical engineers ,All scientists and engineers,All occupations,Engineers,Chemical engineers ,,,4,1112,1151,1168,1146,1121,1079,1112,1148,1135,1149
1230,r071,All scientists and engineers -> All occupations -> Engineers -> Civil engineers ,All scientists and engineers,All occupations,Engineers,Civil engineers ,,,4,9923,11030,11728,11928,11576,11117,10603,10440,10519,10408
1230,r072,"All scientists and engineers -> All occupations -> Engineers -> Electrical, electronics, and computer engineers",All scientists and engineers,All occupations,Engineers,"Electrical, electronics, and computer engineers",,,4,26783,27618,28787,28808,28605,28145,27799,28155,28470,28458
1230,r073,"All scientists and engineers -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Electrical engineers ",All scientists and engineers,All occupations,Engineers,"Electrical, electronics, and computer engineers",Electrical engineers ,,5,3796,4125,4526,4665,4638,4576,4617,4724,4938,5108
1230,r074,"All scientists and engineers -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Computer engineers ",All scientists and engineers,All occupations,Engineers,"Electrical, electronics, and computer engineers",Computer engineers ,,5,4123,4252,4438,4463,4481,4485,4435,4549,4651,4740
1230,r075,"All scientists and engineers -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Electronics engineers ",All scientists and engineers,All occupations,Engineers,"Electrical, electronics, and computer engineers",Electronics engineers ,,5,18864,19241,19823,19680,19486,19084,18747,18882,18881,18610
1230,r076,All scientists and engineers -> All occupations -> Engineers -> Industrial engineers ,All scientists and engineers,All occupations,Engineers,Industrial engineers ,,,4,1598,1732,1961,1978,1925,1913,1880,1905,1914,1835
1230,r077,All scientists and engineers -> All occupations -> Engineers -> Industrial engineers  -> Safety engineers ,All scientists and engineers,All occupations,Engineers,Industrial engineers ,Safety engineers ,,5,456,477,522,519,473,489,471,487,487,468
1230,r078,All scientists and engineers -> All occupations -> Engineers -> Industrial engineers  -> Fire prevention engineers ,All scientists and engineers,All occupations,Engineers,Industrial engineers ,Fire prevention engineers ,,5,170,190,218,231,234,231,223,211,232,233
1230,r079,All scientists and engineers -> All occupations -> Engineers -> Industrial engineers  -> Industrial engineers ,All scientists and engineers,All occupations,Engineers,Industrial engineers ,Industrial engineers ,,5,972,1065,1221,1228,1218,1193,1186,1207,1195,1134
1230,r080,All scientists and engineers -> All occupations -> Engineers -> Mechanical engineers ,All scientists and engineers,All occupations,Engineers,Mechanical engineers ,,,4,10032,10957,11742,11807,11748,11570,11506,12033,12572,12841
1230,r081,All scientists and engineers -> All occupations -> Engineers -> Other engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,,,4,30481,32483,34579,35747,35695,35609,35480,36085,36913,37020
1230,r082,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Materials engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Materials engineers ,,5,1135,1192,1244,1279,1272,1258,1279,1319,1323,1349
1230,r083,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Environmental engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Environmental engineers ,,5,4216,4270,4334,4361,4229,4049,3829,3815,3829,3747
1230,r084,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Nuclear engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Nuclear engineers ,,5,2411,2542,2659,2765,2813,2772,2801,2994,3042,3079
1230,r085,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Biomedical engineers and bioengineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Biomedical engineers and bioengineers ,,5,459,509,577,623,667,709,757,821,838,863
1230,r086,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Naval architects ,All scientists and engineers,All occupations,Engineers,Other engineers ,Naval architects ,,5,734,778,831,841,865,862,861,880,932,934
1230,r087,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Mining engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Mining engineers ,,5,175,173,175,156,146,140,123,120,131,132
1230,r088,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Petroleum engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Petroleum engineers ,,5,278,286,290,297,297,312,326,325,361,360
1230,r089,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Agricultural engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Agricultural engineers ,,5,346,339,367,349,347,330,306,302,304,283
1230,r090,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Ceramic engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Ceramic engineers ,,5,37,9,0,0,0,0,0,0,0,0
1230,r091,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Welding engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Welding engineers ,,5,49,38,0,0,0,0,0,0,0,0
1230,r092,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Metallurgists ,All scientists and engineers,All occupations,Engineers,Other engineers ,Metallurgists ,,5,56,57,56,52,51,49,41,38,35,30
1230,r093,"All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Engineers, general ",All scientists and engineers,All occupations,Engineers,Other engineers ,"Engineers, general ",,5,20585,22290,24046,25024,25008,25128,25157,25471,26118,26243
1230,r094,All scientists and engineers -> Female,All scientists and engineers,Female,,,,,2,,,,,,,,,,
1230,r095,All scientists and engineers -> Female -> All occupations,All scientists and engineers,Female,All occupations,,,,3,60806,65019,70097,72660,73474,74018,74017,74884,78061,78624
1230,r096,All scientists and engineers -> Female -> All occupations -> Scientists,All scientists and engineers,Female,All occupations,Scientists,,,4,47987,51112,55028,57032,57746,58298,58273,58704,61340,61680
1230,r097,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,,5,15593,16393,17434,18088,18321,18360,18288,18638,19147,19198
1230,r098,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Computer specialists ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Computer specialists ,6,1435,1515,1608,1625,1649,1657,1644,1708,1779,1822
1230,r099,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Cryptography analysts ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Cryptography analysts ,6,5,5,5,4,6,8,6,6,7,7
1230,r100,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Equipment specialists ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Equipment specialists ,6,84,103,111,108,110,112,115,121,124,117
1230,r101,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Information technology management positions,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Information technology management positions,6,10911,11354,12020,12560,12804,12805,12741,12920,13217,13233
1230,r102,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Mathematical statisticians ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Mathematical statisticians ,6,514,561,592,597,593,607,602,611,648,642
1230,r103,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Mathematicians ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Mathematicians ,6,353,366,374,387,373,373,373,381,390,394
1230,r104,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Operations research analysts ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Operations research analysts ,6,1018,1137,1255,1332,1341,1376,1396,1452,1492,1513
1230,r105,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Statisticians ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Statisticians ,6,1273,1352,1469,1475,1445,1422,1411,1439,1490,1470
1230,r106,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,,5,13792,14639,15671,15971,15824,15571,15420,15635,16024,16113
1230,r107,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Agronomists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Agronomists ,6,29,26,35,35,37,40,38,41,43,41
1230,r108,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Animal scientists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Animal scientists ,6,17,21,27,30,39,37,36,33,35,35
1230,r109,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Botanists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Botanists ,6,189,197,206,212,206,204,202,200,193,188
1230,r110,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Ecologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Ecologists ,6,440,460,526,548,541,523,528,536,564,568
1230,r111,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Entomologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Entomologists ,6,113,112,128,129,137,129,129,131,138,146
1230,r112,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Environmental protection specialists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Environmental protection specialists ,6,1755,1846,1910,1957,1956,1908,1865,1830,1829,1768
1230,r113,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Fishery biologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Fishery biologists ,6,596,619,674,686,680,643,630,636,644,647
1230,r114,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Geneticists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Geneticists ,6,112,128,145,145,146,146,150,147,149,153
1230,r115,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Horticulturalists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Horticulturalists ,6,37,37,40,47,47,47,47,46,47,50
1230,r116,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Microbiologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Microbiologists ,6,1033,1157,1231,1247,1240,1199,1186,1163,1166,1161
1230,r117,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Pharmacologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Pharmacologists ,6,202,228,251,247,253,248,280,303,326,342
1230,r118,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Physiologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Physiologists ,6,95,101,108,107,110,114,113,107,112,108
1230,r119,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Plant pathologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Plant pathologists ,6,82,82,90,95,92,85,78,75,69,67
1230,r120,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Plant physiologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Plant physiologists ,6,45,43,47,45,40,40,38,36,39,37
1230,r121,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Range conservationists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Range conservationists ,6,235,245,248,254,241,243,228,222,230,217
1230,r122,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Soil conservationists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Soil conservationists ,6,921,955,1016,1036,1066,1036,1035,1044,1030,1024
1230,r123,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Soil scientists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Soil scientists ,6,206,208,218,221,206,184,174,180,193,177
1230,r124,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Toxicologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Toxicologists ,6,179,174,184,194,189,182,180,194,215,220
1230,r125,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Wildlife biologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Wildlife biologists ,6,701,712,751,750,744,728,717,726,736,736
1230,r126,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Zoologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Zoologists ,6,14,13,21,24,25,24,23,19,19,17
1230,r127,"All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Life scientists, general ",All scientists and engineers,Female,All occupations,Scientists,Life scientists ,"Life scientists, general ",6,6791,7275,7815,7962,7829,7811,7743,7966,8247,8411
