table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_level_5,_b_detailed_field_b_hierarchy_depth,field_graduate_students_all_graduate_students_number,field_graduate_students_all_graduate_students_percent,field_graduate_students_master_s_number,field_graduate_students_master_s_percent,field_graduate_students_doctoral_number,field_graduate_students_doctoral_percent,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
10690,r018,All detailed fields -> Science -> Biological and biomedical sciences -> Microbiological sciences and immunology,All detailed fields,Science,Biological and biomedical sciences,Microbiological sciences and immunology,,4,6492,0.8,2026,0.4,4466,1.5,1811,2.9,708,2.2
10690,r019,All detailed fields -> Science -> Biological and biomedical sciences -> Molecular biology,All detailed fields,Science,Biological and biomedical sciences,Molecular biology,,4,1639,0.2,408,0.1,1231,0.4,549,0.9,210,0.7
10690,r020,All detailed fields -> Science -> Biological and biomedical sciences -> Neurobiology and neuroscience,All detailed fields,Science,Biological and biomedical sciences,Neurobiology and neuroscience,,4,6448,0.8,515,0.1,5933,2.0,1932,3.1,800,2.5
10690,r021,All detailed fields -> Science -> Biological and biomedical sciences -> Nutrition science,All detailed fields,Science,Biological and biomedical sciences,Nutrition science,,4,3955,0.5,2905,0.6,1050,0.4,146,0.2,98,0.3
10690,r022,All detailed fields -> Science -> Biological and biomedical sciences -> Pathology and experimental pathology,All detailed fields,Science,Biological and biomedical sciences,Pathology and experimental pathology,,4,1023,0.1,106,0.05,917,0.3,925,1.5,308,1.0
10690,r023,All detailed fields -> Science -> Biological and biomedical sciences -> Pharmacology and toxicology,All detailed fields,Science,Biological and biomedical sciences,Pharmacology and toxicology,,4,3405,0.4,996,0.2,2409,0.8,915,1.5,387,1.2
10690,r024,All detailed fields -> Science -> Biological and biomedical sciences -> Physiology,All detailed fields,Science,Biological and biomedical sciences,Physiology,,4,5912,0.7,2891,0.6,3021,1.0,1512,2.4,714,2.2
10690,r025,All detailed fields -> Science -> Biological and biomedical sciences -> Zoology and animal biology,All detailed fields,Science,Biological and biomedical sciences,Zoology and animal biology,,4,2059,0.3,861,0.2,1198,0.4,411,0.7,187,0.6
10690,r026,All detailed fields -> Science -> Biological and biomedical sciences -> Biological and biomedical sciences nec,All detailed fields,Science,Biological and biomedical sciences,Biological and biomedical sciences nec,,4,5453,0.7,2860,0.6,2593,0.9,830,1.3,402,1.2
10690,r027,All detailed fields -> Science -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,,,3,150555,18.9,129972,25.9,20583,6.9,859,1.4,507,1.6
10690,r028,"All detailed fields -> Science -> Computer and information sciences -> Artificial intelligence, informatics, and computer and information science topics ",All detailed fields,Science,Computer and information sciences,"Artificial intelligence, informatics, and computer and information science topics ",,4,6142,0.8,5379,1.1,763,0.3,46,0.1,40,0.1
10690,r029,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,Computer and information sciences,,4,46151,5.8,39719,7.9,6432,2.2,166,0.3,134,0.4
10690,r030,All detailed fields -> Science -> Computer and information sciences -> Computer and information systems security ,All detailed fields,Science,Computer and information sciences,Computer and information systems security ,,4,9695,1.2,9254,1.8,441,0.1,11,0.05,18,0.1
10690,r031,All detailed fields -> Science -> Computer and information sciences -> Computer science,All detailed fields,Science,Computer and information sciences,Computer science,,4,52924,6.6,42092,8.4,10832,3.6,496,0.8,192,0.6
10690,r032,All detailed fields -> Science -> Computer and information sciences -> Information science and studies,All detailed fields,Science,Computer and information sciences,Information science and studies,,4,16872,2.1,15478,3.1,1394,0.5,65,0.1,30,0.1
10690,r033,All detailed fields -> Science -> Computer and information sciences -> Information technology,All detailed fields,Science,Computer and information sciences,Information technology,,4,11151,1.4,10601,2.1,550,0.2,3,0.05,11,0.05
10690,r034,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences nec ,All detailed fields,Science,Computer and information sciences,Computer and information sciences nec ,,4,7620,1.0,7449,1.5,171,0.1,72,0.1,82,0.3
10690,r035,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,,3,11970,1.5,5186,1.0,6784,2.3,1787,2.8,2448,7.6
10690,r036,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,,4,1434,0.2,489,0.1,945,0.3,253,0.4,515,1.6
10690,r037,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,,4,7468,0.9,3183,0.6,4285,1.4,844,1.3,1127,3.5
10690,r038,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,,4,3068,0.4,1514,0.3,1554,0.5,414,0.7,385,1.2
10690,r039,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",,4,ne,ne,ne,ne,ne,ne,276,0.4,421,1.3
10690,r040,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,,3,34387,4.3,20798,4.1,13589,4.6,1110,1.8,251,0.8
10690,r041,All detailed fields -> Science -> Mathematics and statistics -> Applied mathematics,All detailed fields,Science,Mathematics and statistics,Applied mathematics,,4,11224,1.4,9097,1.8,2127,0.7,221,0.4,73,0.2
10690,r042,All detailed fields -> Science -> Mathematics and statistics -> Mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics,,4,12022,1.5,3905,0.8,8117,2.7,689,1.1,125,0.4
10690,r043,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,,4,11141,1.4,7796,1.6,3345,1.1,200,0.3,53,0.2
10690,r044,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,,,3,20945,2.6,16931,3.4,4014,1.4,840,1.3,931,2.9
10690,r045,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> Biological and physical sciences,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,Biological and physical sciences,,4,1855,0.2,899,0.2,956,0.3,56,0.1,43,0.1
10690,r046,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> Computational science,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,Computational science,,4,3424,0.4,3089,0.6,335,0.1,31,0.05,62,0.2
10690,r047,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> Data science and data analytics,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,Data science and data analytics,,4,6104,0.8,6000,1.2,104,0.05,48,0.1,32,0.1
10690,r048,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> International and global studies,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,International and global studies,,4,1258,0.2,1083,0.2,175,0.1,27,0.05,17,0.1
10690,r049,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> Multidisciplinary and interdisciplinary sciences nec,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,Multidisciplinary and interdisciplinary sciences nec,,4,8304,1.0,5860,1.2,2444,0.8,678,1.1,777,2.4
10690,r050,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,,3,13762,1.7,9807,2.0,3955,1.3,936,1.5,605,1.9
10690,r051,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,,4,6402,0.8,4422,0.9,1980,0.7,339,0.5,201,0.6
10690,r052,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",,4,7360,0.9,5385,1.1,1975,0.7,597,1.0,404,1.3
10690,r053,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,,3,44092,5.5,6256,1.2,37836,12.7,6877,11.0,2894,9.0
10690,r054,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,,4,1703,0.2,100,0.05,1603,0.5,634,1.0,573,1.8
10690,r055,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,,4,22710,2.8,3015,0.6,19695,6.6,3157,5.0,876,2.7
10690,r056,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,,4,1625,0.2,402,0.1,1223,0.4,246,0.4,77,0.2
10690,r057,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,,4,17000,2.1,2253,0.4,14747,5.0,2618,4.2,1162,3.6
10690,r058,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,,4,1054,0.1,486,0.1,568,0.2,222,0.4,206,0.6
10690,r059,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,,3,69442,8.7,48321,9.6,21121,7.1,1308,2.1,786,2.4
10690,r060,All detailed fields -> Science -> Psychology -> Applied psychology,All detailed fields,Science,Psychology,Applied psychology,,4,25195,3.2,20091,4.0,5104,1.7,109,0.2,70,0.2
10690,r061,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,,4,7793,1.0,4519,0.9,3274,1.1,56,0.1,9,0.05
10690,r062,All detailed fields -> Science -> Psychology -> Clinical psychology -> Counseling psychology,All detailed fields,Science,Psychology,Clinical psychology,Counseling psychology,5,13800,1.7,12400,2.5,1400,0.5,14,0.05,11,0.05
10690,r063,All detailed fields -> Science -> Psychology -> Human development,All detailed fields,Science,Psychology,Human development,,4,2293,0.3,1525,0.3,768,0.3,119,0.2,148,0.5
10690,r064,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",,4,13181,1.7,7346,1.5,5835,2.0,735,1.2,417,1.3
10690,r065,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,,4,7180,0.9,2440,0.5,4740,1.6,275,0.4,131,0.4
10690,r066,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,,3,78717,9.9,44701,8.9,34016,11.4,1666,2.7,1726,5.3
10690,r067,All detailed fields -> Science -> Social sciences -> Agricultural and natural resource economics,All detailed fields,Science,Social sciences,Agricultural and natural resource economics,,4,901,0.1,485,0.1,416,0.1,53,0.1,31,0.1
10690,r068,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,,4,6220,0.8,2173,0.4,4047,1.4,150,0.2,74,0.2
10690,r069,"All detailed fields -> Science -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All detailed fields,Science,Social sciences,"Area, ethnic, cultural, gender, and group studies",,4,4979,0.6,2634,0.5,2345,0.8,235,0.4,96,0.3
10690,r070,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,,4,6613,0.8,5223,1.0,1390,0.5,15,0.05,21,0.1
10690,r071,All detailed fields -> Science -> Social sciences -> Criminology,All detailed fields,Science,Social sciences,Criminology,,4,1502,0.2,1180,0.2,322,0.1,8,0.05,15,0.05
10690,r072,All detailed fields -> Science -> Social sciences -> Economics (except agricultural and natural resource),All detailed fields,Science,Social sciences,Economics (except agricultural and natural resource),,4,14935,1.9,6734,1.3,8201,2.8,152,0.2,152,0.5
10690,r073,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,,4,4354,0.5,2807,0.6,1547,0.5,131,0.2,100,0.3
10690,r074,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,,4,8164,1.0,7833,1.6,331,0.1,98,0.2,92,0.3
10690,r075,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,,4,2854,0.4,1159,0.2,1695,0.6,58,0.1,55,0.2
10690,r076,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,,4,8235,1.0,2925,0.6,5310,1.8,162,0.3,87,0.3
10690,r077,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,,4,9391,1.2,6701,1.3,2690,0.9,241,0.4,468,1.4
10690,r078,All detailed fields -> Science -> Social sciences -> Sociology and population studies,All detailed fields,Science,Social sciences,Sociology and population studies,,4,6845,0.9,2190,0.4,4655,1.6,166,0.3,168,0.5
10690,r079,All detailed fields -> Science -> Social sciences -> Urban studies and affairs ,All detailed fields,Science,Social sciences,Urban studies and affairs ,,4,1069,0.1,671,0.1,398,0.1,18,0.05,37,0.1
10690,r080,"All detailed fields -> Science -> Social sciences -> Social sciences, other",All detailed fields,Science,Social sciences,"Social sciences, other",,4,2655,0.3,1986,0.4,669,0.2,179,0.3,330,1.0
10690,r081,All detailed fields -> Engineering,All detailed fields,Engineering,,,,2,176000,22.0,103020,20.6,72980,24.6,8335,13.3,4355,13.5
10690,r082,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,3,8095,1.0,5263,1.0,2832,1.0,244,0.4,153,0.5
10690,r083,"All detailed fields -> Engineering -> Biological, biomedical, and biosystems engineering",All detailed fields,Engineering,"Biological, biomedical, and biosystems engineering",,,3,14442,1.8,5177,1.0,9265,3.1,1540,2.5,685,2.1
10690,r084,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",,,3,10601,1.3,3011,0.6,7590,2.6,1239,2.0,313,1.0
10690,r085,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,,4,9668,1.2,2599,0.5,7069,2.4,1215,1.9,265,0.8
10690,r086,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,,4,933,0.1,412,0.1,521,0.2,24,0.05,48,0.1
10690,r087,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",,,3,20375,2.6,12621,2.5,7754,2.6,1018,1.6,569,1.8
10690,r088,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Civil engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",Civil engineering,,4,16321,2.0,9692,1.9,6629,2.2,929,1.5,497,1.5
10690,r089,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Architectural, environmental, construction and surveying engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields","Architectural, environmental, construction and surveying engineering",,4,4054,0.5,2929,0.6,1125,0.4,89,0.1,72,0.2
10690,r090,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",,,3,49901,6.2,32316,6.4,17585,5.9,1217,1.9,734,2.3
10690,r091,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering",,4,34537,4.3,19757,3.9,14780,5.0,1129,1.8,673,2.1
10690,r092,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",Computer engineering,,4,15364,1.9,12559,2.5,2805,0.9,88,0.1,61,0.2
10690,r093,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",,,3,16435,2.1,12579,2.5,3856,1.3,143,0.2,197,0.6
10690,r094,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering,,4,8650,1.1,6349,1.3,2301,0.8,72,0.1,74,0.2
10690,r095,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research,,4,7785,1.0,6230,1.2,1555,0.5,71,0.1,123,0.4
10690,r096,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,,3,27552,3.5,16029,3.2,11523,3.9,1189,1.9,527,1.6
10690,r097,"All detailed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",All detailed fields,Engineering,"Metallurgical, mining, materials and related engineering fields",,,3,7118,0.9,2545,0.5,4573,1.5,542,0.9,280,0.9
10690,r098,All detailed fields -> Engineering -> Other engineering,All detailed fields,Engineering,Other engineering,,,3,21481,2.7,13479,2.7,8002,2.7,1203,1.9,897,2.8
10690,r099,All detailed fields -> Engineering -> Other engineering -> Agricultural engineering,All detailed fields,Engineering,Other engineering,Agricultural engineering,,4,1020,0.1,389,0.1,631,0.2,136,0.2,48,0.1
10690,r100,"All detailed fields -> Engineering -> Other engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,Other engineering,"Engineering mechanics, physics, and science",,4,2350,0.3,762,0.2,1588,0.5,265,0.4,199,0.6
10690,r101,All detailed fields -> Engineering -> Other engineering -> Nuclear engineering,All detailed fields,Engineering,Other engineering,Nuclear engineering,,4,1578,0.2,493,0.1,1085,0.4,82,0.1,41,0.1
10690,r102,"All detailed fields -> Engineering -> Other engineering -> Engineering, other",All detailed fields,Engineering,Other engineering,"Engineering, other",,4,16533,2.1,11835,2.4,4698,1.6,720,1.1,609,1.9
10690,r103,All detailed fields -> Health,All detailed fields,Health,,,,2,84368,10.6,66308,13.2,18060,6.1,17742,28.3,8501,26.3
10690,r104,All detailed fields -> Health -> Clinical medicine,All detailed fields,Health,Clinical medicine,,,3,39217,4.9,33251,6.6,5966,2.0,15630,24.9,7351,22.8
10690,r105,All detailed fields -> Health -> Clinical medicine -> Medical clinical sciences and clinical and medical laboratory sciences ,All detailed fields,Health,Clinical medicine,Medical clinical sciences and clinical and medical laboratory sciences ,,4,2122,0.3,1168,0.2,954,0.3,450,0.7,128,0.4
10690,r106,All detailed fields -> Health -> Clinical medicine -> Public health,All detailed fields,Health,Clinical medicine,Public health,,4,37095,4.6,32083,6.4,5012,1.7,796,1.3,742,2.3
10690,r107,All detailed fields -> Health -> Clinical medicine -> Anesthesiology,All detailed fields,Health,Clinical medicine,Anesthesiology,,4,ne,ne,ne,ne,ne,ne,313,0.5,129,0.4
10690,r108,All detailed fields -> Health -> Clinical medicine -> Cardiology and cardiovascular disease,All detailed fields,Health,Clinical medicine,Cardiology and cardiovascular disease,,4,ne,ne,ne,ne,ne,ne,672,1.1,227,0.7
10690,r109,"All detailed fields -> Health -> Clinical medicine -> Endocrinology, diabetes, and metabolism",All detailed fields,Health,Clinical medicine,"Endocrinology, diabetes, and metabolism",,4,ne,ne,ne,ne,ne,ne,355,0.6,109,0.3
10690,r110,All detailed fields -> Health -> Clinical medicine -> Gastroenterology,All detailed fields,Health,Clinical medicine,Gastroenterology,,4,ne,ne,ne,ne,ne,ne,310,0.5,105,0.3
10690,r111,All detailed fields -> Health -> Clinical medicine -> Hematology,All detailed fields,Health,Clinical medicine,Hematology,,4,ne,ne,ne,ne,ne,ne,379,0.6,199,0.6
10690,r112,All detailed fields -> Health -> Clinical medicine -> Neurology and neurosurgery,All detailed fields,Health,Clinical medicine,Neurology and neurosurgery,,4,ne,ne,ne,ne,ne,ne,1618,2.6,580,1.8
10690,r113,All detailed fields -> Health -> Clinical medicine -> Obstetrics and gynecology,All detailed fields,Health,Clinical medicine,Obstetrics and gynecology,,4,ne,ne,ne,ne,ne,ne,218,0.3,107,0.3
10690,r114,All detailed fields -> Health -> Clinical medicine -> Oncology and cancer research,All detailed fields,Health,Clinical medicine,Oncology and cancer research,,4,ne,ne,ne,ne,ne,ne,1391,2.2,648,2.0
10690,r115,All detailed fields -> Health -> Clinical medicine -> Ophthalmology,All detailed fields,Health,Clinical medicine,Ophthalmology,,4,ne,ne,ne,ne,ne,ne,476,0.8,303,0.9
10690,r116,All detailed fields -> Health -> Clinical medicine -> Otorhinolaryngology,All detailed fields,Health,Clinical medicine,Otorhinolaryngology,,4,ne,ne,ne,ne,ne,ne,267,0.4,119,0.4
10690,r117,All detailed fields -> Health -> Clinical medicine -> Pediatrics,All detailed fields,Health,Clinical medicine,Pediatrics,,4,ne,ne,ne,ne,ne,ne,1125,1.8,742,2.3
10690,r118,All detailed fields -> Health -> Clinical medicine -> Psychiatry,All detailed fields,Health,Clinical medicine,Psychiatry,,4,ne,ne,ne,ne,ne,ne,951,1.5,351,1.1
10690,r119,All detailed fields -> Health -> Clinical medicine -> Pulmonary disease,All detailed fields,Health,Clinical medicine,Pulmonary disease,,4,ne,ne,ne,ne,ne,ne,238,0.4,116,0.4
10690,r120,All detailed fields -> Health -> Clinical medicine -> Radiological sciences,All detailed fields,Health,Clinical medicine,Radiological sciences,,4,ne,ne,ne,ne,ne,ne,1218,1.9,444,1.4
10690,r121,All detailed fields -> Health -> Clinical medicine -> Surgery,All detailed fields,Health,Clinical medicine,Surgery,,4,ne,ne,ne,ne,ne,ne,1213,1.9,572,1.8
10690,r122,All detailed fields -> Health -> Clinical medicine -> Clinical medicine nec,All detailed fields,Health,Clinical medicine,Clinical medicine nec,,4,ne,ne,ne,ne,ne,ne,3640,5.8,1730,5.4
10690,r123,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,,3,45151,5.7,33057,6.6,12094,4.1,2112,3.4,1150,3.6
10690,r124,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,,4,18589,2.3,17768,3.5,821,0.3,72,0.1,86,0.3
10690,r125,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,,4,1773,0.2,1545,0.3,228,0.1,311,0.5,140,0.4
10690,r126,All detailed fields -> Health -> Other health -> Kinesiology and exercise science,All detailed fields,Health,Other health,Kinesiology and exercise science,,4,5724,0.7,4743,0.9,981,0.3,71,0.1,49,0.2
10690,r127,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,,4,5192,0.7,1535,0.3,3657,1.2,141,0.2,166,0.5
10690,r128,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,,4,5201,0.7,2142,0.4,3059,1.0,1107,1.8,379,1.2
10690,r129,All detailed fields -> Health -> Other health -> Other health nec,All detailed fields,Health,Other health,Other health nec,,4,8672,1.1,5324,1.1,3348,1.1,410,0.7,330,1.0
