table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_doda,field_doe,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_otherb
10416,r021,All systems -> Kansas Board of Regents,All systems,Kansas Board of Regents,2,20,242529,1400,35085,12285,6053,0,107657,4255,33910,20110,21773
10416,r022,All systems -> U. Nebraska System,All systems,U. Nebraska System,2,21,196802,300,14552,6810,2713,0,112012,156,31553,14746,13960
10416,r023,All systems -> U. Hawaii System,All systems,U. Hawaii System,2,22,170358,2,44038,1508,0,0,48347,22167,44527,9669,100
10416,r024,All systems -> Montana U. System,All systems,Montana U. System,2,23,154526,200,56470,5444,0,0,39145,6941,29368,14523,2434
10416,r025,All systems -> U. Missouri System,All systems,U. Missouri System,2,24,151281,0,15364,12004,6109,354,70785,1795,20868,20337,3665
10416,r026,All systems -> California State U. System,All systems,California State U. System,2,25,143205,225,11627,3283,1280,0,57801,9228,50921,2823,6017
10416,r027,All systems -> U. Tennessee System,All systems,U. Tennessee System,2,26,132173,150,14929,19304,0,0,57460,2815,22933,12413,2170
10416,r028,All systems -> U. Arkansas System,All systems,U. Arkansas System,2,27,129288,0,20358,1570,0,0,69527,1325,18501,15702,2305
10416,r029,All systems -> Colorado State U. System,All systems,Colorado State U. System,2,28,121950,4969,6166,14612,0,0,40701,5789,27513,17458,4742
10416,r030,All systems -> Louisiana State U. System,All systems,Louisiana State U. System,2,29,121091,1784,3924,3132,0,0,83895,250,17235,8288,2583
10416,r031,All systems -> U. Alaska System,All systems,U. Alaska System,2,30,113670,2109,9813,11819,3800,0,12191,17555,47760,3146,5477
10416,r032,All systems -> U. System of New Hampshire,All systems,U. System of New Hampshire,2,31,103051,11112,4340,14634,0,0,7698,49185,9475,4844,1764
10416,r033,All systems -> West Virginia Public Colleges and Universities System,All systems,West Virginia Public Colleges and Universities System,2,32,98185,0,908,28491,0,0,45037,2853,11237,8367,1291
10416,r034,All systems -> U. North Texas System,All systems,U. North Texas System,2,33,93796,0,3834,1681,296,0,77725,401,7523,1474,862
10416,r035,All systems -> CUNY System,All systems,CUNY System,2,34,92423,0,12861,3288,1294,0,47558,1789,25634,0,0
10416,r036,All systems -> U. South Carolina System,All systems,U. South Carolina System,2,35,91472,0,1983,8294,0,0,55813,994,20880,10,3498
10416,r037,All systems -> North Dakota U. System,All systems,North Dakota U. System,2,36,89059,0,4466,20614,0,0,24627,350,18990,14355,5656
10416,r038,All systems -> Nevada System of Higher Education,All systems,Nevada System of Higher Education,2,37,82172,145,9634,18158,0,1583,33905,3689,8611,3120,3327
10416,r039,All systems -> U. Houston System,All systems,U. Houston System,2,38,74057,300,4394,7535,3071,0,33006,1983,22993,525,249
10416,r040,All systems -> U. Puerto Rico System,All systems,U. Puerto Rico System,2,39,62627,600,946,250,0,0,35401,989,16538,7746,157
10416,r041,All systems -> U. Maine System,All systems,U. Maine System,2,40,47440,2177,3215,15276,0,0,3324,1770,11816,7278,2583
10416,r042,All systems -> Texas Tech U. System,All systems,Texas Tech U. System,2,41,42391,1575,5236,5851,0,0,13985,1488,8318,5307,629
10416,r043,All systems -> Oklahoma State U. System,All systems,Oklahoma State U. System,2,42,42192,0,2427,4127,0,0,8689,2783,13837,9502,825
10416,r044,All systems -> South Dakota U. System,All systems,South Dakota U. System,2,43,29635,0,190,417,0,0,9780,1179,8287,9533,249
10416,r045,All systems -> U. Louisiana System,All systems,U. Louisiana System,2,44,23508,354,1922,5284,0,0,6400,1136,7473,271,667
10416,r046,All systems -> Texas State U. System,All systems,Texas State U. System,2,45,11700,128,906,598,561,0,1362,342,5551,663,1587
10416,r047,All systems -> Claremont Colleges System,All systems,Claremont Colleges System,2,46,8203,0,329,0,0,0,2491,0,4176,1207,0
10416,r048,All systems -> Touro C. and U. System,All systems,Touro C. and U. System,2,47,7998,0,1687,0,0,0,6311,0,0,0,0
10416,r049,All systems -> California Community Colleges,All systems,California Community Colleges,2,48,6162,0,500,579,0,0,0,0,5083,0,0
10416,r050,All systems -> Southern Illinois U. System,All systems,Southern Illinois U. System,2,49,5382,0,47,0,0,0,3805,10,1197,268,55
10416,r051,All systems -> Southern U. System,All systems,Southern U. System,2,50,5370,0,0,0,0,0,102,0,1275,3993,0
10416,r052,All systems -> Connecticut Board of Regents for Higher Education,All systems,Connecticut Board of Regents for Higher Education,2,51,4977,926,0,138,0,0,378,0,1741,1793,0
10416,r053,All systems -> Washington State Community and Technical Colleges,All systems,Washington State Community and Technical Colleges,2,52,4408,0,0,0,0,0,0,0,4408,0,0
10416,r054,All systems -> Florida C. System,All systems,Florida C. System,2,53,2774,0,0,0,0,0,0,0,2749,26,0
10416,r055,All systems -> Pennsylvania State System of Higher Education,All systems,Pennsylvania State System of Higher Education,2,54,2391,0,0,0,0,0,518,0,1873,0,0
10416,r056,All systems -> North Carolina Community C. System,All systems,North Carolina Community C. System,2,55,1583,0,0,0,0,0,0,0,1583,0,0
10416,r057,All systems -> Minnesota State Colleges and Universities System,All systems,Minnesota State Colleges and Universities System,2,56,1414,0,0,0,0,0,0,65,616,733,0
10416,r058,All systems -> Arkansas State U. System,All systems,Arkansas State U. System,2,57,1368,0,0,0,0,0,395,0,360,613,0
10416,r059,All systems -> Inter American U. Puerto Rico System,All systems,Inter American U. Puerto Rico System,2,58,998,0,0,0,0,0,532,0,276,190,0
10416,r060,All systems -> Regional U. System of Oklahoma,All systems,Regional U. System of Oklahoma,2,59,955,0,0,0,0,69,750,0,50,86,0
10416,r061,All systems -> Illinois Community C. System,All systems,Illinois Community C. System,2,60,566,0,0,0,0,0,0,0,566,0,0
10416,r062,All systems -> Maricopa Community Colleges,All systems,Maricopa Community Colleges,2,61,547,0,0,0,0,0,0,0,547,0,0
10416,r063,All systems -> Mississippi Community C. Board,All systems,Mississippi Community C. Board,2,62,438,0,0,0,0,0,0,0,438,0,0
10416,r064,All systems -> Kentucky Community and Technical C. System,All systems,Kentucky Community and Technical C. System,2,63,429,0,0,0,0,0,0,0,429,0,0
10416,r065,All systems -> Ana G. Mendez U. System,All systems,Ana G. Mendez U. System,2,64,282,0,0,0,0,0,203,0,79,0,0
10416,r066,All systems -> Virginia Community C. System,All systems,Virginia Community C. System,2,65,252,0,0,0,0,0,0,0,252,0,0
10416,r067,All systems -> Colorado Community C. System,All systems,Colorado Community C. System,2,66,223,0,0,0,0,0,0,0,223,0,0
10416,r068,All systems -> Alabama Community C. System,All systems,Alabama Community C. System,2,67,135,0,0,0,0,0,0,0,135,0,0
10416,r069,All systems -> South Carolina Technical C. System,All systems,South Carolina Technical C. System,2,68,119,0,0,0,0,0,0,0,119,0,0
10416,r070,All systems -> Tennessee Board of Regents System,All systems,Tennessee Board of Regents System,2,69,91,0,0,0,91,0,0,0,0,0,0
10416,r071,All systems -> Vermont State Colleges System,All systems,Vermont State Colleges System,2,70,58,0,0,0,0,0,58,0,0,0,0
10416,r072,All systems -> Nebraska Community C. System,All systems,Nebraska Community C. System,2,71,45,0,0,0,0,0,0,0,45,0,0
