table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_hhs,field_nasa,field_nsf,field_ssa,field_usda
11234,r051,All HBCUs -> Stillman C.,All HBCUs,Stillman C.,2,50,570,0,0,0,0,0,198,220,0,153,0,0
11234,r052,All HBCUs -> Alcorn State U.<sup>a</sup>,All HBCUs,Alcorn State U.<sup>a</sup>,2,51,398,0,170,0,0,0,0,0,0,0,0,228
11234,r053,All HBCUs -> Edward Waters U.,All HBCUs,Edward Waters U.,2,52,346,0,0,0,0,0,0,346,0,0,0,0
11234,r054,"All HBCUs -> Bennett C., Greensboro",All HBCUs,"Bennett C., Greensboro",2,53,293,0,293,0,0,0,0,0,0,0,0,0
11234,r055,All HBCUs -> Johnson C. Smith U.,All HBCUs,Johnson C. Smith U.,2,54,250,0,0,0,0,0,250,0,0,0,0,0
11234,r056,All HBCUs -> Shaw U.,All HBCUs,Shaw U.,2,55,200,0,0,0,0,0,0,0,0,200,0,0
11234,r057,All HBCUs -> Virginia Union U.,All HBCUs,Virginia Union U.,2,56,125,0,125,0,0,0,0,0,0,0,0,0
11234,r058,All HBCUs -> Texas C.,All HBCUs,Texas C.,2,57,100,0,0,0,0,0,0,0,0,100,0,0
11234,r059,All HBCUs -> Florida Memorial U.,All HBCUs,Florida Memorial U.,2,58,100,0,0,0,0,0,0,0,0,100,0,0
11234,r060,All HBCUs -> Saint Augustine's U.,All HBCUs,Saint Augustine's U.,2,59,27,0,0,0,0,0,0,27,0,0,0,0
