table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_hierarchy_depth,field_all_full_time_employed_median_salary,field_all_full_time_employed_se,field_u_s_citizen_total_median_salary,field_u_s_citizen_total_se,field_u_s_citizen_native_born_median_salary,field_u_s_citizen_native_born_se,field_u_s_citizen_naturalized_median_salary,field_u_s_citizen_naturalized_se,field_non_u_s_citizen_total_median_salary,field_non_u_s_citizen_total_se,field_non_u_s_citizen_permanent_resident_median_salary,field_non_u_s_citizen_permanent_resident_se,field_non_u_s_citizen_temporary_resident_median_salary,field_non_u_s_citizen_temporary_resident_se
3737,r021,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Physicists, astronomers",All occupations,Science occupations&#160;,Physical scientist&#160;,"Physicists, astronomers",4,130000,1500,140000,4000,140000,4000,137000,8500,75000,14500,100000,13000,59000,7000
3737,r022,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Postsecondary teachers, chemistry",All occupations,Science occupations&#160;,Physical scientist&#160;,"Postsecondary teachers, chemistry",4,80000,2000,80000,1000,80000,1500,85000,5000,70000,4000,72000,4500,58000,8000
3737,r023,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Postsecondary teachers, physics",All occupations,Science occupations&#160;,Physical scientist&#160;,"Postsecondary teachers, physics",4,92000,3000,94000,3500,90000,3000,107000,11000,81000,9000,81000,8000,76000,5500
3737,r024,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Postsecondary teachers, other physical science",All occupations,Science occupations&#160;,Physical scientist&#160;,"Postsecondary teachers, other physical science",4,90000,1500,92000,4500,90000,4500,99000,9000,80000,5500,83000,4000,73000,13000
3737,r025,All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Other physical scientist,All occupations,Science occupations&#160;,Physical scientist&#160;,Other physical scientist,4,125000,4000,126000,6000,124000,5500,149000,15000,100000,12000,102000,15000,,
3737,r026,All occupations -> Science occupations&#160; -> Psychologist&#160;,All occupations,Science occupations&#160;,Psychologist&#160;,,3,100000,500,100000,500,100000,500,99000,4500,90000,3500,95000,2000,73000,5000
3737,r027,All occupations -> Science occupations&#160; -> Psychologist&#160; -> Psychologist,All occupations,Science occupations&#160;,Psychologist&#160;,Psychologist,4,103000,1500,104000,1500,104000,1500,105000,7500,94000,6000,95000,3000,73000,7000
3737,r028,"All occupations -> Science occupations&#160; -> Psychologist&#160; -> Postsecondary teachers, psychology",All occupations,Science occupations&#160;,Psychologist&#160;,"Postsecondary teachers, psychology",4,85000,1000,85000,1000,85000,1500,79000,7500,89000,3000,91000,6500,,
3737,r029,All occupations -> Science occupations&#160; -> Social scientist&#160;,All occupations,Science occupations&#160;,Social scientist&#160;,,3,99000,1500,99000,2000,98000,1500,104000,3000,100000,1500,100000,3500,104000,20500
3737,r030,All occupations -> Science occupations&#160; -> Social scientist&#160; -> Economist,All occupations,Science occupations&#160;,Social scientist&#160;,Economist,4,149000,4000,149000,4000,148000,7000,152000,5000,147000,13500,143000,14000,155000,30000
3737,r031,All occupations -> Science occupations&#160; -> Social scientist&#160; -> Political scientist,All occupations,Science occupations&#160;,Social scientist&#160;,Political scientist,4,134000,10500,135000,8500,135000,9500,103000,23500,,,,,,
3737,r032,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Postsecondary teachers, economics",All occupations,Science occupations&#160;,Social scientist&#160;,"Postsecondary teachers, economics",4,110000,3500,114000,4500,115000,4000,107000,4500,100000,2000,100000,3500,97000,10500
3737,r033,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Postsecondary teachers, political science",All occupations,Science occupations&#160;,Social scientist&#160;,"Postsecondary teachers, political science",4,88000,4500,90000,3500,90000,4000,96000,12000,76000,3500,77000,3500,,
3737,r034,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Postsecondary teachers, sociology",All occupations,Science occupations&#160;,Social scientist&#160;,"Postsecondary teachers, sociology",4,83000,2500,85000,2500,83000,2500,86000,3500,71000,5500,76000,7000,S,S
3737,r035,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Postsecondary teachers, other social sciences",All occupations,Science occupations&#160;,Social scientist&#160;,"Postsecondary teachers, other social sciences",4,84000,2000,85000,2000,84000,2000,92000,4000,79000,2000,80000,2500,74000,7500
3737,r036,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Sociologist, anthropologist",All occupations,Science occupations&#160;,Social scientist&#160;,"Sociologist, anthropologist",4,89000,6000,89000,6500,88000,6000,82000,26000,,,,,,
3737,r037,All occupations -> Science occupations&#160; -> Social scientist&#160; -> Other social scientist,All occupations,Science occupations&#160;,Social scientist&#160;,Other social scientist,4,106000,4500,106000,4500,105000,4500,115000,12000,115000,19500,98000,23000,S,S
3737,r038,All occupations -> Engineering occupations&#160;&#160;,All occupations,Engineering occupations&#160;&#160;,,,2,130000,500,136000,2000,134000,3500,140000,1000,118000,3000,120000,1000,100000,1500
3737,r039,"All occupations -> Engineering occupations&#160;&#160; -> Aerospace, aeronautical, astronautical engineer",All occupations,Engineering occupations&#160;&#160;,"Aerospace, aeronautical, astronautical engineer",,3,149000,1500,151000,4000,152000,3500,149000,10500,114000,8000,124000,6500,103000,2000
3737,r040,All occupations -> Engineering occupations&#160;&#160; -> Chemical engineer,All occupations,Engineering occupations&#160;&#160;,Chemical engineer,,3,137000,4500,144000,4000,143000,5500,148000,7000,118000,5500,117000,4000,110000,8000
3737,r041,"All occupations -> Engineering occupations&#160;&#160; -> Civil, architectural, sanitary engineer",All occupations,Engineering occupations&#160;&#160;,"Civil, architectural, sanitary engineer",,3,109000,5000,121000,4500,119000,10000,128000,7000,88000,4000,96000,7500,82000,3500
3737,r042,All occupations -> Engineering occupations&#160;&#160; -> Electrical engineer,All occupations,Engineering occupations&#160;&#160;,Electrical engineer,,3,149000,1000,158000,6000,150000,3500,159000,2500,140000,3000,149000,7500,121000,5000
3737,r043,All occupations -> Engineering occupations&#160;&#160; -> Industrial engineers,All occupations,Engineering occupations&#160;&#160;,Industrial engineers,,3,119000,3500,119000,7000,120000,11000,116000,9000,112000,20000,112000,17500,,
3737,r044,All occupations -> Engineering occupations&#160;&#160; -> Mechanical engineer,All occupations,Engineering occupations&#160;&#160;,Mechanical engineer,,3,129000,3500,132000,4000,128000,4000,134000,4000,115000,4500,119000,2000,98000,5500
3737,r045,"All occupations -> Engineering occupations&#160;&#160; -> Postsecondary teacher, engineering",All occupations,Engineering occupations&#160;&#160;,"Postsecondary teacher, engineering",,3,108000,2500,113000,3000,110000,2000,119000,3500,91000,4000,97000,2500,79000,3500
3737,r046,All occupations -> Engineering occupations&#160;&#160; -> Other engineer,All occupations,Engineering occupations&#160;&#160;,Other engineer,,3,130000,500,138000,3500,134000,4000,149000,6500,115000,4500,119000,2000,96000,5000
3737,r047,All occupations -> S&E-related occupations&#160;,All occupations,S&E-related occupations&#160;,,,2,130000,500,132000,3000,125000,3000,150000,5000,109000,4000,120000,6000,90000,13500
3737,r048,"All occupations -> S&E-related occupations&#160; -> Health occupations, except postsecondary teachers and managers",All occupations,S&E-related occupations&#160;,"Health occupations, except postsecondary teachers and managers",,3,139000,3500,145000,5500,139000,3500,174000,19000,103000,5500,105000,13000,76000,18000
3737,r049,"All occupations -> S&E-related occupations&#160; -> Postsecondary teacher, health and related science",All occupations,S&E-related occupations&#160;,"Postsecondary teacher, health and related science",,3,105000,2500,106000,2500,104000,2500,117000,6500,94000,5000,95000,4500,83000,11000
3737,r050,"All occupations -> S&E-related occupations&#160; -> S&E managers, including health",All occupations,S&E-related occupations&#160;,"S&E managers, including health",,3,164000,4000,165000,4000,160000,5000,179000,7000,138000,10000,138000,9500,127000,20500
3737,r051,All occupations -> S&E-related occupations&#160; -> S&E precollege teachers,All occupations,S&E-related occupations&#160;,S&E precollege teachers,,3,63000,2500,64000,3500,65000,4500,59000,8000,34000,5500,,,,
3737,r052,All occupations -> S&E-related occupations&#160; -> S&E technicians/ technologists,All occupations,S&E-related occupations&#160;,S&E technicians/ technologists,,3,129000,3500,133000,5000,129000,5500,133000,6000,110000,13500,134000,3500,95000,37500
3737,r053,All occupations -> S&E-related occupations&#160; -> Other S&E-related occupation,All occupations,S&E-related occupations&#160;,Other S&E-related occupation,,3,132000,8500,141000,8500,153000,21500,138000,9000,121000,12000,122000,12000,,
3737,r054,All occupations -> Non-S&E occupations&#160;,All occupations,Non-S&E occupations&#160;,,,2,138000,3500,139000,3500,130000,2000,154000,5000,130000,7500,139000,10000,118000,7000
3737,r055,"All occupations -> Non-S&E occupations&#160; -> Arts, humanities-related occupation",All occupations,Non-S&E occupations&#160;,"Arts, humanities-related occupation",,3,93000,3500,95000,3000,94000,3000,114000,10000,82000,6500,86000,7000,75000,24500
3737,r056,All occupations -> Non-S&E occupations&#160; -> Management-related occupation,All occupations,Non-S&E occupations&#160;,Management-related occupation,,3,140000,5500,139000,3500,130000,2000,150000,2500,155000,9000,181000,23500,137000,15500
3737,r057,All occupations -> Non-S&E occupations&#160; -> Non-S&E managers,All occupations,Non-S&E occupations&#160;,Non-S&E managers,,3,179000,3500,180000,2000,175000,5000,198000,2000,150000,17500,150000,20500,143000,25000
3737,r058,All occupations -> Non-S&E occupations&#160; -> Non-S&E postsecondary teachers,All occupations,Non-S&E occupations&#160;,Non-S&E postsecondary teachers,,3,100000,2000,100000,2000,99000,2500,107000,6500,95000,5500,99000,6500,79000,12000
3737,r059,All occupations -> Non-S&E occupations&#160; -> Non-S&E precollege/ other teachers,All occupations,Non-S&E occupations&#160;,Non-S&E precollege/ other teachers,,3,68000,4000,69000,3500,68000,7500,74000,9500,S,S,S,S,,
3737,r060,"All occupations -> Non-S&E occupations&#160; -> Sales, marketing occupation",All occupations,Non-S&E occupations&#160;,"Sales, marketing occupation",,3,120000,5000,120000,6500,119000,6500,143000,14500,106000,20000,113000,21500,,
3737,r061,All occupations -> Non-S&E occupations&#160; -> Social service-related occupation,All occupations,Non-S&E occupations&#160;,Social service-related occupation,,3,74000,5000,75000,4500,74000,5000,76000,19000,,,,,,
3737,r062,All occupations -> Non-S&E occupations&#160; -> Other non-S&E occupation,All occupations,Non-S&E occupations&#160;,Other non-S&E occupation,,3,125000,6000,125000,5500,117000,9000,135000,17500,125000,24000,124000,24500,S,S
