table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_hierarchy_depth,field_all_employed_scientists_and_engineers,field_highest_degree_in_s_e_all_s_e_highest_degree,field_highest_degree_in_s_e_computer_and_mathematical_sciences,field_highest_degree_in_s_e_biological_agricultural_and_environmental_life_sciences,field_highest_degree_in_s_e_physical_and_related_sciences,field_highest_degree_in_s_e_social_and_related_sciences,field_highest_degree_in_s_e_engineering,field_s_e_related_fields,field_non_s_e_fields
1617,r017,S&E occupations -> Computer and mathematical scientists -> Mathematical scientists -> Mathematicians,S&E occupations,Computer and mathematical scientists,Mathematical scientists,Mathematicians,4,13000,4000,4000,s,s,s,s,s,s
1617,r018,"S&E occupations -> Computer and mathematical scientists -> Mathematical scientists -> Operations research analysts, including modeling",S&E occupations,Computer and mathematical scientists,Mathematical scientists,"Operations research analysts, including modeling",4,125000,51000,20000,5000,3000,15000,9000,4000,70000
1617,r019,S&E occupations -> Computer and mathematical scientists -> Mathematical scientists -> Statisticians,S&E occupations,Computer and mathematical scientists,Mathematical scientists,Statisticians,4,46000,39000,20000,5000,1000,9000,4000,4000,2000
1617,r020,S&E occupations -> Computer and mathematical scientists -> Mathematical scientists -> Other mathematical scientists,S&E occupations,Computer and mathematical scientists,Mathematical scientists,Other mathematical scientists,4,26000,17000,3000,s,s,6000,1000,1000,s
1617,r021,S&E occupations -> Computer and mathematical scientists -> Postsecondary teachers &#8212; computer and mathematical sciences,S&E occupations,Computer and mathematical scientists,Postsecondary teachers &#8212; computer and mathematical sciences,,3,114000,88000,71000,3000,3000,3000,9000,14000,13000
1617,r022,S&E occupations -> Computer and mathematical scientists -> Postsecondary teachers &#8212; computer and mathematical sciences -> Computer science,S&E occupations,Computer and mathematical scientists,Postsecondary teachers &#8212; computer and mathematical sciences,Computer science,4,32000,23000,15000,s,s,s,7000,s,8000
1617,r023,S&E occupations -> Computer and mathematical scientists -> Postsecondary teachers &#8212; computer and mathematical sciences -> Mathematics and statistics,S&E occupations,Computer and mathematical scientists,Postsecondary teachers &#8212; computer and mathematical sciences,Mathematics and statistics,4,82000,64000,56000,3000,s,2000,s,13000,5000
1617,r024,"S&E occupations -> Biological, agricultural, and environmental life scientists",S&E occupations,"Biological, agricultural, and environmental life scientists",,,2,610000,506000,4000,416000,38000,18000,30000,71000,33000
1617,r025,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Agricultural and food scientists",S&E occupations,"Biological, agricultural, and environmental life scientists",Agricultural and food scientists,,3,41000,38000,s,34000,2000,s,1000,s,3000
1617,r026,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Biological and medical scientists",S&E occupations,"Biological, agricultural, and environmental life scientists",Biological and medical scientists,,3,455000,370000,3000,298000,33000,11000,26000,63000,22000
1617,r027,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Biological and medical scientists -> Biochemists and biophysicists",S&E occupations,"Biological, agricultural, and environmental life scientists",Biological and medical scientists,Biochemists and biophysicists,4,71000,62000,s,46000,14000,s,2000,6000,3000
1617,r028,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Biological and medical scientists -> Biological scientists (e.g., botanists, ecologists, zoologists)",S&E occupations,"Biological, agricultural, and environmental life scientists",Biological and medical scientists,"Biological scientists (e.g., botanists, ecologists, zoologists)",4,146000,132000,s,114000,5000,6000,s,3000,10000
1617,r029,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Biological and medical scientists -> Medical scientists (excluding practitioners)",S&E occupations,"Biological, agricultural, and environmental life scientists",Biological and medical scientists,Medical scientists (excluding practitioners),4,154000,105000,s,81000,8000,3000,13000,44000,4000
1617,r030,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Biological and medical scientists -> Other biological and life scientists",S&E occupations,"Biological, agricultural, and environmental life scientists",Biological and medical scientists,Other biological and life scientists,4,85000,71000,1000,57000,7000,2000,4000,9000,6000
1617,r031,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Forestry and conservation scientists",S&E occupations,"Biological, agricultural, and environmental life scientists",Forestry and conservation scientists,,3,27000,22000,s,17000,s,s,s,s,5000
1617,r032,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Postsecondary teachers &#8212; life and related sciences",S&E occupations,"Biological, agricultural, and environmental life scientists",Postsecondary teachers &#8212; life and related sciences,,3,87000,76000,s,67000,3000,s,4000,8000,3000
1617,r033,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Postsecondary teachers &#8212; life and related sciences -> Agriculture",S&E occupations,"Biological, agricultural, and environmental life scientists",Postsecondary teachers &#8212; life and related sciences,Agriculture,4,5000,4000,s,3000,s,s,s,s,s
1617,r034,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Postsecondary teachers &#8212; life and related sciences -> Biological sciences",S&E occupations,"Biological, agricultural, and environmental life scientists",Postsecondary teachers &#8212; life and related sciences,Biological sciences,4,72000,64000,s,61000,s,s,s,6000,2000
1617,r035,"S&E occupations -> Biological, agricultural, and environmental life scientists -> Postsecondary teachers &#8212; life and related sciences -> Other natural sciences",S&E occupations,"Biological, agricultural, and environmental life scientists",Postsecondary teachers &#8212; life and related sciences,Other natural sciences,4,10000,9000,s,2000,2000,s,s,s,s
1617,r036,S&E occupations -> Physical and related scientists,S&E occupations,Physical and related scientists,,,2,366000,330000,2000,81000,217000,8000,22000,12000,24000
1617,r037,"S&E occupations -> Physical and related scientists -> Chemists, except biochemists",S&E occupations,Physical and related scientists,"Chemists, except biochemists",,3,109000,102000,s,26000,71000,s,4000,3000,4000
1617,r038,"S&E occupations -> Physical and related scientists -> Earth scientists, geologists, and oceanographers",S&E occupations,Physical and related scientists,"Earth scientists, geologists, and oceanographers",,3,69000,67000,s,4000,57000,1000,3000,s,2000
1617,r039,"S&E occupations -> Physical and related scientists -> Earth scientists, geologists, and oceanographers -> Atmospheric and space scientists",S&E occupations,Physical and related scientists,"Earth scientists, geologists, and oceanographers",Atmospheric and space scientists,4,13000,12000,s,s,11000,s,s,s,s
1617,r040,"S&E occupations -> Physical and related scientists -> Earth scientists, geologists, and oceanographers -> Geologists, including earth scientists",S&E occupations,Physical and related scientists,"Earth scientists, geologists, and oceanographers","Geologists, including earth scientists",4,54000,52000,s,3000,44000,1000,3000,s,1000
1617,r041,"S&E occupations -> Physical and related scientists -> Earth scientists, geologists, and oceanographers -> Oceanographers",S&E occupations,Physical and related scientists,"Earth scientists, geologists, and oceanographers",Oceanographers,4,2000,2000,s,s,s,s,s,s,s
1617,r042,S&E occupations -> Physical and related scientists -> Physicists and astronomers,S&E occupations,Physical and related scientists,Physicists and astronomers,,3,42000,41000,s,s,33000,s,6000,1000,s
1617,r043,S&E occupations -> Physical and related scientists -> Physicists and astronomers -> Astronomers,S&E occupations,Physical and related scientists,Physicists and astronomers,Astronomers,4,4000,4000,s,s,4000,s,s,s,s
1617,r044,"S&E occupations -> Physical and related scientists -> Physicists and astronomers -> Physicists, except biophysicists",S&E occupations,Physical and related scientists,Physicists and astronomers,"Physicists, except biophysicists",4,38000,37000,s,s,29000,s,6000,1000,s
1617,r045,S&E occupations -> Physical and related scientists -> Other physical and related scientists,S&E occupations,Physical and related scientists,Other physical and related scientists,,3,65000,42000,s,23000,8000,3000,8000,6000,17000
1617,r046,S&E occupations -> Physical and related scientists -> Postsecondary teachers &#8212; physical and related sciences,S&E occupations,Physical and related scientists,Postsecondary teachers &#8212; physical and related sciences,,3,81000,79000,s,27000,48000,s,2000,s,s
1617,r047,S&E occupations -> Physical and related scientists -> Postsecondary teachers &#8212; physical and related sciences -> Chemistry,S&E occupations,Physical and related scientists,Postsecondary teachers &#8212; physical and related sciences,Chemistry,4,41000,41000,s,22000,19000,s,s,s,s
1617,r048,"S&E occupations -> Physical and related scientists -> Postsecondary teachers &#8212; physical and related sciences -> Earth, environmental, and marine sciences",S&E occupations,Physical and related scientists,Postsecondary teachers &#8212; physical and related sciences,"Earth, environmental, and marine sciences",4,20000,20000,s,4000,13000,s,s,s,s
1617,r049,S&E occupations -> Physical and related scientists -> Postsecondary teachers &#8212; physical and related sciences -> Physics,S&E occupations,Physical and related scientists,Postsecondary teachers &#8212; physical and related sciences,Physics,4,19000,19000,s,s,16000,s,s,s,s
1617,r050,S&E occupations -> Social and related scientists,S&E occupations,Social and related scientists,,,2,646000,416000,8000,11000,2000,391000,4000,27000,203000
1617,r051,S&E occupations -> Social and related scientists -> Economists,S&E occupations,Social and related scientists,Economists,,3,47000,42000,1000,s,s,39000,s,1000,5000
1617,r052,S&E occupations -> Social and related scientists -> Political scientists,S&E occupations,Social and related scientists,Political scientists,,3,33000,15000,s,s,s,14000,s,s,17000
1617,r053,"S&E occupations -> Social and related scientists -> Psychologists, including clinical",S&E occupations,Social and related scientists,"Psychologists, including clinical",,3,199000,170000,s,3000,s,166000,s,8000,21000
1617,r054,S&E occupations -> Social and related scientists -> Sociologists and anthropologists,S&E occupations,Social and related scientists,Sociologists and anthropologists,,3,24000,21000,s,s,s,21000,s,s,2000
1617,r055,S&E occupations -> Social and related scientists -> Sociologists and anthropologists -> Anthropologists,S&E occupations,Social and related scientists,Sociologists and anthropologists,Anthropologists,4,13000,11000,s,s,s,11000,s,s,2000
1617,r056,S&E occupations -> Social and related scientists -> Sociologists and anthropologists -> Sociologists,S&E occupations,Social and related scientists,Sociologists and anthropologists,Sociologists,4,11000,10000,s,s,s,10000,s,s,s
1617,r057,S&E occupations -> Social and related scientists -> Other social and related scientists,S&E occupations,Social and related scientists,Other social and related scientists,,3,159000,42000,5000,3000,s,29000,3000,16000,101000
1617,r058,S&E occupations -> Social and related scientists -> Postsecondary teachers &#8212; social and related sciences,S&E occupations,Social and related scientists,Postsecondary teachers &#8212; social and related sciences,,3,183000,125000,1000,s,s,123000,s,2000,56000
1617,r059,S&E occupations -> Social and related scientists -> Postsecondary teachers &#8212; social and related sciences -> Economics,S&E occupations,Social and related scientists,Postsecondary teachers &#8212; social and related sciences,Economics,4,25000,21000,s,s,s,20000,s,s,4000
1617,r060,S&E occupations -> Social and related scientists -> Postsecondary teachers &#8212; social and related sciences -> Political science,S&E occupations,Social and related scientists,Postsecondary teachers &#8212; social and related sciences,Political science,4,20000,18000,s,s,s,18000,s,s,s
1617,r061,S&E occupations -> Social and related scientists -> Postsecondary teachers &#8212; social and related sciences -> Psychology,S&E occupations,Social and related scientists,Postsecondary teachers &#8212; social and related sciences,Psychology,4,51000,45000,s,s,s,45000,s,s,5000
1617,r062,S&E occupations -> Social and related scientists -> Postsecondary teachers &#8212; social and related sciences -> Sociology,S&E occupations,Social and related scientists,Postsecondary teachers &#8212; social and related sciences,Sociology,4,18000,14000,s,s,s,14000,s,s,4000
1617,r063,S&E occupations -> Social and related scientists -> Postsecondary teachers &#8212; social and related sciences -> Other social sciences,S&E occupations,Social and related scientists,Postsecondary teachers &#8212; social and related sciences,Other social sciences,4,70000,26000,s,s,s,26000,s,2000,41000
1617,r064,S&E occupations -> Engineers,S&E occupations,Engineers,,,2,1728000,1468000,51000,30000,47000,28000,1312000,92000,168000
1617,r065,"S&E occupations -> Engineers -> Aerospace, aeronautical, or astronautical engineers",S&E occupations,Engineers,"Aerospace, aeronautical, or astronautical engineers",,3,132000,108000,5000,s,6000,s,94000,5000,18000
1617,r066,S&E occupations -> Engineers -> Chemical engineers,S&E occupations,Engineers,Chemical engineers,,3,93000,86000,s,1000,5000,s,80000,s,5000
1617,r067,"S&E occupations -> Engineers -> Civil, architectural, or sanitary engineers",S&E occupations,Engineers,"Civil, architectural, or sanitary engineers",,3,264000,238000,3000,5000,s,1000,227000,9000,17000
1617,r068,S&E occupations -> Engineers -> Electrical or computer hardware engineers,S&E occupations,Engineers,Electrical or computer hardware engineers,,3,374000,330000,21000,s,7000,s,297000,19000,26000
1617,r069,"S&E occupations -> Engineers -> Electrical or computer hardware engineers -> Computer engineers, hardware",S&E occupations,Engineers,Electrical or computer hardware engineers,"Computer engineers, hardware",4,69000,56000,13000,s,s,s,40000,8000,5000
1617,r070,S&E occupations -> Engineers -> Electrical or computer hardware engineers -> Electrical and electronics engineers,S&E occupations,Engineers,Electrical or computer hardware engineers,Electrical and electronics engineers,4,305000,274000,8000,s,7000,s,257000,11000,21000
1617,r071,S&E occupations -> Engineers -> Industrial engineers,S&E occupations,Engineers,Industrial engineers,,3,88000,60000,1000,s,3000,s,51000,10000,18000
1617,r072,S&E occupations -> Engineers -> Mechanical engineers,S&E occupations,Engineers,Mechanical engineers,,3,313000,274000,4000,s,2000,1000,265000,15000,24000
1617,r073,S&E occupations -> Engineers -> Other engineers,S&E occupations,Engineers,Other engineers,,3,406000,322000,15000,20000,21000,14000,252000,31000,53000
1617,r074,S&E occupations -> Engineers -> Other engineers -> Agricultural engineers,S&E occupations,Engineers,Other engineers,Agricultural engineers,4,4000,3000,s,s,s,s,3000,s,s
1617,r075,S&E occupations -> Engineers -> Other engineers -> Bioengineers or biomedical engineers,S&E occupations,Engineers,Other engineers,Bioengineers or biomedical engineers,4,29000,25000,s,4000,s,s,19000,s,4000
1617,r076,S&E occupations -> Engineers -> Other engineers -> Environmental engineers,S&E occupations,Engineers,Other engineers,Environmental engineers,4,63000,54000,s,11000,5000,2000,36000,3000,6000
1617,r077,S&E occupations -> Engineers -> Other engineers -> Marine engineers and naval architects,S&E occupations,Engineers,Other engineers,Marine engineers and naval architects,4,9000,8000,s,s,s,s,7000,s,s
1617,r078,S&E occupations -> Engineers -> Other engineers -> Materials and metallurgical engineers,S&E occupations,Engineers,Other engineers,Materials and metallurgical engineers,4,31000,28000,s,s,3000,s,24000,s,s
1617,r079,S&E occupations -> Engineers -> Other engineers -> Mining and geological engineers,S&E occupations,Engineers,Other engineers,Mining and geological engineers,4,6000,4000,s,s,s,s,3000,s,2000
1617,r080,S&E occupations -> Engineers -> Other engineers -> Nuclear engineers,S&E occupations,Engineers,Other engineers,Nuclear engineers,4,21000,18000,s,s,s,s,18000,s,s
1617,r081,S&E occupations -> Engineers -> Other engineers -> Petroleum engineers,S&E occupations,Engineers,Other engineers,Petroleum engineers,4,21000,20000,s,s,s,s,16000,s,1000
1617,r082,S&E occupations -> Engineers -> Other engineers -> Sales engineers,S&E occupations,Engineers,Other engineers,Sales engineers,4,87000,56000,6000,s,s,5000,41000,10000,21000
1617,r083,S&E occupations -> Engineers -> Other engineers -> Other engineers,S&E occupations,Engineers,Other engineers,Other engineers,4,135000,107000,7000,s,7000,7000,85000,13000,16000
1617,r084,S&E occupations -> Engineers -> Postsecondary teachers &#8212; engineering,S&E occupations,Engineers,Postsecondary teachers &#8212; engineering,,3,59000,50000,s,s,2000,s,46000,s,6000
1617,r085,S&E-related occupations,S&E-related occupations,,,,1,8271000,1997000,307000,635000,159000,366000,531000,4796000,1479000
1617,r086,S&E-related occupations -> Health-related occupations,S&E-related occupations,Health-related occupations,,,2,5181000,643000,18000,377000,38000,192000,17000,4017000,522000
1617,r087,"S&E-related occupations -> Health-related occupations -> Diagnosing or treating practitioners (e.g., dentists, optometrists, physicians, psychiatrists, podiatrists, surgeons, veterinarians)",S&E-related occupations,Health-related occupations,"Diagnosing or treating practitioners (e.g., dentists, optometrists, physicians, psychiatrists, podiatrists, surgeons, veterinarians)",,3,1237000,77000,s,59000,s,s,5000,1151000,9000
1617,r088,"S&E-related occupations -> Health-related occupations -> Registered nurses, pharmacists, dieticians, therapists, physician assistants, nurse practitioners",S&E-related occupations,Health-related occupations,"Registered nurses, pharmacists, dieticians, therapists, physician assistants, nurse practitioners",,3,2538000,170000,8000,106000,s,52000,s,2215000,152000
1617,r089,"S&E-related occupations -> Health-related occupations -> Health technologists and technicians (e.g., dental hygienists, health record technicians, licensed practical nurses, laboratory or radiology technicians)",S&E-related occupations,Health-related occupations,"Health technologists and technicians (e.g., dental hygienists, health record technicians, licensed practical nurses, laboratory or radiology technicians)",,3,544000,196000,s,120000,25000,44000,s,234000,114000
1617,r090,S&E-related occupations -> Health-related occupations -> Other health occupations,S&E-related occupations,Health-related occupations,Other health occupations,,3,688000,178000,7000,80000,6000,78000,7000,282000,227000
1617,r091,S&E-related occupations -> Health-related occupations -> Postsecondary teachers &#8212; health and related sciences,S&E-related occupations,Health-related occupations,Postsecondary teachers &#8212; health and related sciences,,3,175000,22000,s,13000,s,8000,s,134000,19000
1617,r092,S&E-related occupations -> S&E managers,S&E-related occupations,S&E managers,,,2,1048000,523000,104000,65000,39000,51000,264000,315000,210000
1617,r093,S&E-related occupations -> S&E managers -> Computer and information systems managers,S&E-related occupations,S&E managers,Computer and information systems managers,,3,243000,150000,83000,s,8000,15000,41000,12000,81000
1617,r094,S&E-related occupations -> S&E managers -> Engineering managers,S&E-related occupations,S&E managers,Engineering managers,,3,384000,270000,21000,7000,10000,12000,220000,48000,66000
1617,r095,S&E-related occupations -> S&E managers -> Medical and health services managers,S&E-related occupations,S&E managers,Medical and health services managers,,3,358000,53000,s,25000,9000,19000,s,250000,55000
1617,r096,S&E-related occupations -> S&E managers -> Natural sciences managers,S&E-related occupations,S&E managers,Natural sciences managers,,3,63000,50000,s,31000,11000,s,2000,4000,9000
1617,r097,S&E-related occupations -> S&E precollege teachers,S&E-related occupations,S&E precollege teachers,,,2,961000,247000,56000,76000,34000,68000,13000,187000,527000
1617,r098,"S&E-related occupations -> S&E precollege teachers -> Secondary &#8212; computer, mathematics, or sciences",S&E-related occupations,S&E precollege teachers,"Secondary &#8212; computer, mathematics, or sciences",,3,673000,211000,56000,76000,34000,32000,13000,160000,302000
1617,r099,S&E-related occupations -> S&E precollege teachers -> Secondary &#8212; social sciences,S&E-related occupations,S&E precollege teachers,Secondary &#8212; social sciences,,3,288000,36000,s,s,s,36000,s,27000,225000
1617,r100,S&E-related occupations -> S&E technicians and technologists,S&E-related occupations,S&E technicians and technologists,,,2,837000,539000,111000,113000,47000,42000,226000,99000,200000
1617,r101,S&E-related occupations -> S&E technicians and technologists -> Technologists and technicians in the biological and life sciences,S&E-related occupations,S&E technicians and technologists,Technologists and technicians in the biological and life sciences,,3,106000,83000,s,72000,5000,2000,1000,17000,6000
1617,r102,"S&E-related occupations -> S&E technicians and technologists -> Computer programmers (business, scientific, process control)",S&E-related occupations,S&E technicians and technologists,"Computer programmers (business, scientific, process control)",,3,175000,123000,72000,16000,s,7000,25000,8000,44000
1617,r103,"S&E-related occupations -> S&E technicians and technologists -> Electrical, electronic, industrial, and mechanical technicians",S&E-related occupations,S&E technicians and technologists,"Electrical, electronic, industrial, and mechanical technicians",,3,260000,167000,19000,6000,9000,10000,123000,25000,68000
1617,r104,"S&E-related occupations -> S&E technicians and technologists -> Drafting occupations, including computer drafting",S&E-related occupations,S&E technicians and technologists,"Drafting occupations, including computer drafting",,3,35000,15000,s,s,s,s,11000,12000,8000
1617,r105,S&E-related occupations -> S&E technicians and technologists -> Surveying and mapping technicians,S&E-related occupations,S&E technicians and technologists,Surveying and mapping technicians,,3,16000,10000,s,s,s,s,4000,s,s
1617,r106,S&E-related occupations -> S&E technicians and technologists -> Other engineering technologists and technicians,S&E-related occupations,S&E technicians and technologists,Other engineering technologists and technicians,,3,171000,90000,14000,10000,11000,11000,44000,21000,61000
1617,r107,"S&E-related occupations -> S&E technicians and technologists -> Surveyors, cartographers, and photogrammetrists",S&E-related occupations,S&E technicians and technologists,"Surveyors, cartographers, and photogrammetrists",,3,28000,20000,s,s,s,6000,12000,s,s
1617,r108,S&E-related occupations -> S&E technicians and technologists -> Technologists and technicians in the mathematical sciences,S&E-related occupations,S&E technicians and technologists,Technologists and technicians in the mathematical sciences,,3,3000,2000,s,s,s,s,s,s,s
1617,r109,S&E-related occupations -> S&E technicians and technologists -> Technologists and technicians in the physical sciences,S&E-related occupations,S&E technicians and technologists,Technologists and technicians in the physical sciences,,3,43000,29000,s,5000,18000,s,6000,s,8000
1617,r110,S&E-related occupations -> Other S&E-related occupations,S&E-related occupations,Other S&E-related occupations,,,2,244000,45000,18000,s,s,12000,11000,178000,20000
1617,r111,S&E-related occupations -> Other S&E-related occupations -> Architects,S&E-related occupations,Other S&E-related occupations,Architects,,3,199000,27000,3000,s,s,9000,11000,152000,20000
1617,r112,S&E-related occupations -> Other S&E-related occupations -> Actuaries,S&E-related occupations,Other S&E-related occupations,Actuaries,,3,45000,18000,15000,s,s,s,s,27000,s
1617,r113,Non-S&E occupations,Non-S&E occupations,,,,1,12233000,7418000,823000,1022000,289000,4291000,993000,1693000,3122000
1617,r114,Non-S&E occupations -> Non-S&E managers,Non-S&E occupations,Non-S&E managers,,,2,2018000,1221000,164000,167000,69000,525000,297000,271000,526000
1617,r115,"Non-S&E occupations -> Non-S&E managers -> Top-level managers, executives, administrators (e.g., chief executive officer, chief operating officer, chief financial officer; president; district manager, general manager, provost)",Non-S&E occupations,Non-S&E managers,"Top-level managers, executives, administrators (e.g., chief executive officer, chief operating officer, chief financial officer; president; district manager, general manager, provost)",,3,1185000,736000,116000,83000,53000,270000,215000,172000,277000
1617,r116,"Non-S&E occupations -> Non-S&E managers -> Education administrators (e.g., registrar, dean, principal)",Non-S&E occupations,Non-S&E managers,"Education administrators (e.g., registrar, dean, principal)",,3,130000,34000,3000,6000,s,21000,s,18000,77000
1617,r117,Non-S&E occupations -> Non-S&E managers -> Other mid-level managers,Non-S&E occupations,Non-S&E managers,Other mid-level managers,,3,704000,451000,46000,78000,16000,234000,78000,82000,172000
1617,r118,Non-S&E occupations -> Management-related occupations,Non-S&E occupations,Management-related occupations,,,2,2256000,1456000,221000,180000,42000,800000,213000,288000,511000
1617,r119,"Non-S&E occupations -> Management-related occupations -> Accountants, auditors, and other financial specialists",Non-S&E occupations,Management-related occupations,"Accountants, auditors, and other financial specialists",,3,684000,436000,69000,35000,6000,293000,34000,46000,202000
1617,r120,"Non-S&E occupations -> Management-related occupations -> Personnel, training, and labor relations specialists",Non-S&E occupations,Management-related occupations,"Personnel, training, and labor relations specialists",,3,326000,198000,15000,19000,3000,146000,15000,61000,67000
1617,r121,Non-S&E occupations -> Management-related occupations -> Other management-related occupations,Non-S&E occupations,Management-related occupations,Other management-related occupations,,3,1246000,822000,137000,126000,33000,361000,164000,182000,242000
1617,r122,Non-S&E occupations -> Non-S&E precollege teachers,Non-S&E occupations,Non-S&E precollege teachers,,,2,902000,418000,41000,33000,19000,316000,9000,152000,332000
1617,r123,Non-S&E occupations -> Non-S&E precollege teachers -> Prekindergarten and kindergarten,Non-S&E occupations,Non-S&E precollege teachers,Prekindergarten and kindergarten,,3,112000,73000,s,s,s,63000,s,11000,28000
1617,r124,Non-S&E occupations -> Non-S&E precollege teachers -> Elementary,Non-S&E occupations,Non-S&E precollege teachers,Elementary,,3,345000,163000,27000,13000,8000,113000,s,46000,136000
1617,r125,Non-S&E occupations -> Non-S&E precollege teachers -> Secondary &#8212; other subjects,Non-S&E occupations,Non-S&E precollege teachers,Secondary &#8212; other subjects,,3,153000,61000,4000,6000,1000,45000,4000,34000,58000
1617,r126,Non-S&E occupations -> Non-S&E precollege teachers -> Special education &#8212; primary and secondary,Non-S&E occupations,Non-S&E precollege teachers,Special education &#8212; primary and secondary,,3,218000,82000,2000,s,s,70000,s,38000,97000
1617,r127,Non-S&E occupations -> Non-S&E precollege teachers -> Other precollegiate area,Non-S&E occupations,Non-S&E precollege teachers,Other precollegiate area,,3,74000,39000,s,10000,s,25000,s,23000,12000
1617,r128,Non-S&E occupations -> Non-S&E postsecondary teachers,Non-S&E occupations,Non-S&E postsecondary teachers,,,2,226000,82000,8000,4000,s,61000,5000,61000,83000
1617,r129,"Non-S&E occupations -> Non-S&E postsecondary teachers -> Art, drama, and music",Non-S&E occupations,Non-S&E postsecondary teachers,"Art, drama, and music",,3,5000,s,s,s,s,s,s,s,2000
1617,r130,"Non-S&E occupations -> Non-S&E postsecondary teachers -> Business, commerce, and marketing",Non-S&E occupations,Non-S&E postsecondary teachers,"Business, commerce, and marketing",,3,32000,12000,3000,s,s,7000,s,2000,18000
