table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_sales_r_d_performers_or_fundersa_worldwide,field_sales_r_d_performers_or_fundersa_domestic,field_sales_r_d_performers_or_fundersa_foreign,field_sales_domestic_r_d_performersb_worldwide,field_sales_domestic_r_d_performersb_domestic,field_sales_domestic_r_d_performersb_foreign
6550,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['567,290', '']","['363,337', '']","['203,952', '']","['565,719', '']","['362,718', '']","['203,001', '']"
6550,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['82,237', '']","['47,403', '']","['34,834', '']","['81,540', '']","['47,108', '']","['34,432', '']"
6550,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['44,310', '']","['24,680', '']","['19,629', '']","['44,310', '']","['24,680', '']","['19,629', '']"
6550,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['65,642', '']","['36,617', '']","['29,025', '']","['65,642', '']","['36,617', '']","['29,025', '']"
6550,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['375,101', '']","['254,637', '']","['120,464', '']","['374,226', '']","['254,312', '']","['119,914', '']"
6550,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['1,217,221', '']","['678,010', '']","['539,211', '']","['1,216,687', '']","['677,658', '']","['539,030', '']"
6550,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['131,370', '']","['88,064', '']","['43,306', '']","['131,080', '']","['87,774', '']","['43,306', '']"
6550,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['394,412', '']","['206,402', '']","['188,010', '']","['394,181', '']","['206,352', '']","['187,829', '']"
6550,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['271,168', '']","['183,042', '']","['88,127', '']","['271,162', '']","['183,035', '']","['88,127', '']"
6550,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['51,965', '']","['29,901', '']","['22,064', '']","['51,958', '']","['29,894', '']","['22,064', '']"
6550,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['106,313', '']","['76,145', '']","['30,169', '']","['106,313', '']","['76,145', '']","['30,169', '']"
6550,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['112,890', '']","['76,997', '']","['35,894', '']","['112,890', '']","['76,997', '']","['35,894', '']"
6550,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['420,270', '']","['200,502', '']","['219,768', '']","['420,264', '']","['200,496', '']","['219,768', '']"
6550,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['219,868', '']","['142,538', '']","['77,330', '']","['219,805', '']","['142,474', '']","['77,330', '']"
6550,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,519,757', '']","['1,164,905', '']","['354,852', '']","['1,455,556', '']","['1,102,104', '']","['353,452', '']"
6550,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['1,099,951', '']","['805,202', '']","['294,749', '']","['1,035,750', '']","['742,401', '']","['293,349', '']"
6550,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['323,341', '']","['280,327', '']","['43,014', '']","['323,341', '']","['280,327', '']","['43,014', '']"
6550,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['314,711', '']","['271,821', '']","['42,889', '']","['314,711', '']","['271,821', '']","['42,889', '']"
6550,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['8,630', '']","['8,506', '']","['125', '']","['8,630', '']","['8,506', '']","['125', '']"
6550,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['963', '']","['963', '']","['0', '']","['963', '']","['963', '']","['0', '']"
6550,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['95,502', '']","['78,412', '']","['17,089', '']","['95,502', '']","['78,412', '']","['17,089', '']"
6550,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['45,381', '']","['40,782', '']","['4,599', '']","['45,314', '']","['40,715', '']","['4,599', '']"
6550,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['512,620', '']","['348,628', '']","['163,991', '']","['512,344', '']","['348,353', '']","['163,991', '']"
6550,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['354,397', '']","['245,191', '']","['109,206', '']","['354,122', '']","['244,916', '']","['109,206', '']"
6550,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['158,222', '']","['103,437', '']","['54,785', '']","['158,222', '']","['103,437', '']","['54,785', '']"
6550,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['6,694,893', '']","['5,505,700', '']","['1,189,193', '']","['6,169,106', '']","['5,033,211', '']","['1,135,895', '']"
6550,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['326,360', '']","['181,130', '']","['145,230', '']","['326,360', '']","['181,130', '']","['145,230', '']"
6550,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['324,549', '']","['317,985', '']","['6,564', '']","['257,178', '']","['250,615', '']","['6,564', '']"
6550,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['132,106', 'i']","['125,430', 'i']","['6,677', 'i']","['127,821', 'i']","['122,212', 'i']","['5,609', 'i']"
6550,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['270,483 - 428,858', '']","['270,484', '']","['0 - 158,373', '']","['270,483 - 428,858', '']","['270,484', '']","['0 - 158,373', '']"
6550,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['369,527', '']","['281,963', '']","['87,564', '']","['369,014', '']","['281,466', '']","['87,548', '']"
6550,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['1,852,384', '']","['1,435,124', '']","['417,259', '']","['1,832,964', '']","['1,420,447', '']","['412,516', '']"
6550,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['285,932', '']","['187,092', '']","['98,841', '']","['284,966', '']","['186,130', '']","['98,836', '']"
6550,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1,116', '']","['1,089', '']","['27', '']","['1,054', '']","['1,027', '']","['27', '']"
6550,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['284,817', '']","['186,003', '']","['98,814', '']","['283,913', '']","['185,103', '']","['98,809', '']"
6550,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['530,754', '']","['510,517', '']","['20,237', 'i']","['529,508', '']","['509,272', '']","['20,236', 'i']"
6550,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['606,746', '']","['478,977', '']","['127,769', '']","['606,640', '']","['478,961', '']","['127,678', '']"
6550,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['428,951', '']","['258,538', '']","['170,413', '']","['411,850', '']","['246,084', '']","['165,766', '']"
6550,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,678,912', '']","['1,568,443', '']","['110,468', '']","['1,426,187', '']","['1,323,379', '']","['102,808', '']"
6550,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['12,557', '']","['9,252', '']","['3,305', '']","['12,552', '']","['9,247', '']","['3,305', '']"
6550,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['1,048', '']","['1,024', '']","['24', '']","['1,044', '']","['1,020', '']","['24', '']"
6550,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['11,509', '']","['8,228', '']","['3,281', '']","['11,509', '']","['8,228', '']","['3,281', '']"
6550,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['700,442', '']","['486,234', '']","['214,208', '']","['695,900', '']","['482,364', '']","['213,536', '']"
6550,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['124,288', '']","['102,324', '']","['21,964', '']","['122,569', '']","['100,905', '']","['21,664', '']"
6550,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['335,408', '']","['197,389', '']","['138,018', '']","['333,200', '']","['195,512', '']","['137,688', '']"
6550,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['98,632', '']","['81,094', '']","['17,539', 'i']","['98,314', '']","['80,775', '']","['17,539', 'i']"
6550,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['35,636', '']","['31,250', '']","['4,386', '']","['35,612', '']","['31,226', '']","['4,386', '']"
6550,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['61,710', '']","['48,646', '']","['13,064', 'i']","['61,440', '']","['48,375', '']","['13,064', 'i']"
6550,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['1,287', '']","['1,199', '']","['88', '']","['1,262', '']","['1,174', '']","['88', '']"
6550,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['142,114', '']","['105,428', '']","['36,686', '']","['141,817', '']","['105,172', '']","['36,645', '']"
6550,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['135,069', '']","['134,658', '']","['410', '']","['134,828', '']","['134,418', '']","['410', '']"
6550,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['734,128 - 892,507', '']","['694,995', '']","['39,134 - 197,512', '']","['557,446 - 715,821', '']","['557,447', '']","['0 - 158,373', '']"
6550,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['14,897,629', '']","['11,180,864', '']","['3,716,765', '']","['14,253,081', '']","['10,627,588', '']","['3,625,493', '']"
6550,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6550,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>c</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>c</sup>,,,3,–,"['22,697', '']","['22,272', '']","['426', '']","['22,225', '']","['21,822', '']","['403', '']"
6550,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['114,158', '']","['108,914', '']","['5,244', '']","['111,381', '']","['107,012', '']","['4,369', '']"
6550,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6550,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['126,146', '']","['120,557', '']","['5,589', '']","['121,993', '']","['118,064', '']","['3,930', '']"
6550,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['324,503', '']","['267,171', '']","['57,332', '']","['289,065', '']","['264,042', '']","['25,023', '']"
6550,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6550,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['338,682', '']","['300,032', '']","['38,651', '']","['330,756', '']","['294,480', '']","['36,277', '']"
6550,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['440,795', '']","['371,248', '']","['69,547', '']","['435,634', '']","['366,154', '']","['69,480', '']"
6550,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['1,945,194', '']","['1,475,601', '']","['469,594', '']","['1,923,534', '']","['1,455,656', '']","['467,878', '']"
6550,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['1,498,357', '']","['1,141,851', '']","['356,506', '']","['1,451,157', '']","['1,101,217', '']","['349,940', '']"
6550,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['3,108,788', '']","['2,115,325', '']","['993,464', '']","['3,051,470', '']","['2,058,006', '']","['993,464', '']"
6550,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['6,978,308', '']","['5,257,895', '']","['1,720,413', '']","['6,515,865', '']","['4,841,134', '']","['1,674,731', '']"
