table_id,row_id,sex_and_institution_full_path,sex_and_institution_level_1,sex_and_institution_level_2,sex_and_institution_level_3,sex_and_institution_level_4,sex_and_institution_hierarchy_depth,field_bachelor_s_degrees
3254,r074,Male -> All institutions -> Top 50 institutions -> U. Wisconsin-Madison,Male,All institutions,Top 50 institutions,U. Wisconsin-Madison,4,2361
3254,r075,Male -> All institutions -> Top 50 institutions -> U. California-Irvine,Male,All institutions,Top 50 institutions,U. California-Irvine,4,2330
3254,r076,Male -> All institutions -> Top 50 institutions -> Michigan State U.,Male,All institutions,Top 50 institutions,Michigan State U.,4,2294
3254,r077,Male -> All institutions -> Top 50 institutions -> U. Florida,Male,All institutions,Top 50 institutions,U. Florida,4,2294
3254,r078,Male -> All institutions -> Top 50 institutions -> U. California-Santa Barbara,Male,All institutions,Top 50 institutions,U. California-Santa Barbara,4,2213
3254,r079,Male -> All institutions -> Top 50 institutions -> Virginia Polytechnic Institute and State U.,Male,All institutions,Top 50 institutions,Virginia Polytechnic Institute and State U.,4,2195
3254,r080,Male -> All institutions -> Top 50 institutions -> North Carolina State U. Raleigh,Male,All institutions,Top 50 institutions,North Carolina State U. Raleigh,4,2085
3254,r081,Male -> All institutions -> Top 50 institutions -> Georgia Institute of Technology-Main Campus,Male,All institutions,Top 50 institutions,Georgia Institute of Technology-Main Campus,4,2069
3254,r082,Male -> All institutions -> Top 50 institutions -> U. Central Florida,Male,All institutions,Top 50 institutions,U. Central Florida,4,2045
3254,r083,Male -> All institutions -> Top 50 institutions -> U. Colorado Boulder,Male,All institutions,Top 50 institutions,U. Colorado Boulder,4,2043
3254,r084,Male -> All institutions -> Top 50 institutions -> Iowa State U.,Male,All institutions,Top 50 institutions,Iowa State U.,4,2038
3254,r085,Male -> All institutions -> Top 50 institutions -> Oregon State U.,Male,All institutions,Top 50 institutions,Oregon State U.,4,1995
3254,r086,Male -> All institutions -> Top 50 institutions -> U. Maryland-U. C.<br>,Male,All institutions,Top 50 institutions,U. Maryland-U. C.<br>,4,1952
3254,r087,Male -> All institutions -> Top 50 institutions -> Brigham Young U.-Provo,Male,All institutions,Top 50 institutions,Brigham Young U.-Provo,4,1943
3254,r088,Male -> All institutions -> Top 50 institutions -> Florida State U.,Male,All institutions,Top 50 institutions,Florida State U.,4,1919
3254,r089,Male -> All institutions -> Top 50 institutions -> U. South Florida-Main Campus,Male,All institutions,Top 50 institutions,U. South Florida-Main Campus,4,1890
3254,r090,Male -> All institutions -> Top 50 institutions -> Florida International U.,Male,All institutions,Top 50 institutions,Florida International U.,4,1805
3254,r091,Male -> All institutions -> Top 50 institutions -> U. Massachusetts-Amherst,Male,All institutions,Top 50 institutions,U. Massachusetts-Amherst,4,1743
3254,r092,Male -> All institutions -> Top 50 institutions -> U. Arizona,Male,All institutions,Top 50 institutions,U. Arizona,4,1695
3254,r093,Male -> All institutions -> Top 50 institutions -> Texas Tech U.,Male,All institutions,Top 50 institutions,Texas Tech U.,4,1676
3254,r094,Male -> All institutions -> Top 50 institutions -> U. Connecticut,Male,All institutions,Top 50 institutions,U. Connecticut,4,1667
3254,r095,Male -> All institutions -> Top 50 institutions -> Indiana U.-Bloomington,Male,All institutions,Top 50 institutions,Indiana U.-Bloomington,4,1617
3254,r096,Male -> All institutions -> Top 50 institutions -> U. Buffalo,Male,All institutions,Top 50 institutions,U. Buffalo,4,1615
3254,r097,Male -> All institutions -> Top 50 institutions -> U. Houston,Male,All institutions,Top 50 institutions,U. Houston,4,1557
3254,r098,Male -> All institutions -> Top 50 institutions -> Stony Brook U.,Male,All institutions,Top 50 institutions,Stony Brook U.,4,1549
3254,r099,Male -> All institutions -> Top 50 institutions -> San Diego State U.,Male,All institutions,Top 50 institutions,San Diego State U.,4,1545
3254,r100,Male -> All institutions -> Top 50 institutions -> U. California-Riverside,Male,All institutions,Top 50 institutions,U. California-Riverside,4,1545
3254,r101,Male -> All institutions -> Top 50 institutions -> California Polytechnic State U.-San Luis Obispo,Male,All institutions,Top 50 institutions,California Polytechnic State U.-San Luis Obispo,4,1514
3254,r102,Male -> All institutions -> Top 50 institutions -> U. Utah,Male,All institutions,Top 50 institutions,U. Utah,4,1513
3254,r103,Male -> All institutions -> Top 50 institutions -> U. California-Santa Cruz,Male,All institutions,Top 50 institutions,U. California-Santa Cruz,4,1498
3254,r104,Male -> All institutions -> Top 50 institutions -> California State Polytechnic U.-Pomona,Male,All institutions,Top 50 institutions,California State Polytechnic U.-Pomona,4,1489
3254,r105,Male -> All institutions -> Top 50 institutions -> San Jose State U.,Male,All institutions,Top 50 institutions,San Jose State U.,4,1464
3254,r106,Male -> All institutions -> Top 50 institutions -> Western Governors U.,Male,All institutions,Top 50 institutions,Western Governors U.,4,1420
3254,r107,Male -> All institutions -> Top 50 institutions -> California State U.-Long Beach,Male,All institutions,Top 50 institutions,California State U.-Long Beach,4,1410
3254,r108,Male -> All institutions -> Other institutions,Male,All institutions,Other institutions,,3,248195
