table_id,row_id,_b_state_and_outlying_area_b_full_path,_b_state_and_outlying_area_b_level_1,_b_state_and_outlying_area_b_level_2,_b_state_and_outlying_area_b_hierarchy_depth,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
11218,r033,All states and outlying areas -> New Mexico,All states and outlying areas,New Mexico,2,190285,172732,153961,163172,150259,148433,176963,172071,202664
11218,r034,All states and outlying areas -> New York,All states and outlying areas,New York,2,2267021,2205034,2288543,2549883,2726205,2978234,3142649,3701188,3465709
11218,r035,All states and outlying areas -> North Carolina,All states and outlying areas,North Carolina,2,1171335,1184998,1214465,1219225,1376537,1533634,1504813,1750467,1790982
11218,r036,All states and outlying areas -> North Dakota,All states and outlying areas,North Dakota,2,55057,60002,70549,44034,50625,38722,86292,92100,76305
11218,r037,All states and outlying areas -> Ohio,All states and outlying areas,Ohio,2,694018,724939,760887,773718,840955,908860,911174,823552,979136
11218,r038,All states and outlying areas -> Oklahoma,All states and outlying areas,Oklahoma,2,114549,111316,103621,131089,159982,187807,215532,180410,210839
11218,r039,All states and outlying areas -> Oregon,All states and outlying areas,Oregon,2,373971,361408,350099,377541,402112,463108,522089,551721,517912
11218,r040,All states and outlying areas -> Pennsylvania,All states and outlying areas,Pennsylvania,2,1740941,1635822,1705796,1951088,2076521,2282065,2212251,2375088,2461686
11218,r041,All states and outlying areas -> Rhode Island,All states and outlying areas,Rhode Island,2,132567,135006,141999,162532,174036,204531,216144,271976,256476
11218,r042,All states and outlying areas -> South Carolina,All states and outlying areas,South Carolina,2,199492,200699,232301,242583,247667,254015,266734,309583,316673
11218,r043,All states and outlying areas -> South Dakota,All states and outlying areas,South Dakota,2,38114,42011,30371,34781,34170,33027,37483,33993,49070
11218,r044,All states and outlying areas -> Tennessee,All states and outlying areas,Tennessee,2,524722,511899,566792,541610,597854,597472,725049,692690,820609
11218,r045,All states and outlying areas -> Texas,All states and outlying areas,Texas,2,1362718,1399782,1503552,1603066,1720647,1955673,2307379,2378815,2468086
11218,r046,All states and outlying areas -> Utah,All states and outlying areas,Utah,2,294821,272680,293519,306057,370100,524418,466983,433155,443411
11218,r047,All states and outlying areas -> Vermont,All states and outlying areas,Vermont,2,77023,64612,60270,65152,74423,81051,86599,96252,95652
11218,r048,All states and outlying areas -> Virginia,All states and outlying areas,Virginia,2,467180,458851,486250,480050,536199,588940,563260,631826,684024
11218,r049,All states and outlying areas -> Washington,All states and outlying areas,Washington,2,740867,702161,680989,704148,777223,827974,835323,916901,993788
11218,r050,All states and outlying areas -> West Virginia,All states and outlying areas,West Virginia,2,45065,46337,48379,44533,52017,60650,75681,98455,87686
11218,r051,All states and outlying areas -> Wisconsin,All states and outlying areas,Wisconsin,2,533143,523892,546488,575811,596414,631566,662236,732685,728566
11218,r052,All states and outlying areas -> Wyoming,All states and outlying areas,Wyoming,2,27786,30816,29398,27495,34186,33468,50144,49763,44701
11218,r053,All states and outlying areas -> American Samoa,All states and outlying areas,American Samoa,2,1064,1160,1256,1351,1452,1134,1197,1850,1918
11218,r054,All states and outlying areas -> Guam,All states and outlying areas,Guam,2,1751,3939,5615,5695,3356,4044,9290,8669,9712
11218,r055,All states and outlying areas -> Puerto Rico,All states and outlying areas,Puerto Rico,2,61698,59201,67159,57862,61709,70978,79455,77506,68603
11218,r056,All states and outlying areas -> Trust Territory of the Pacific Islands,All states and outlying areas,Trust Territory of the Pacific Islands,2,2048,2238,2431,2619,0,2346,2731,3526,3719
11218,r057,All states and outlying areas -> U.S. Virgin Islands,All states and outlying areas,U.S. Virgin Islands,2,7146,8147,7221,5323,7416,2750,8596,10541,10796
