table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_fy_2020,field_fy_2021,field_fy_2022
12381,r027,All states -> Missouri,All states,Missouri,2,"['13,415,465', '  ']","['4,793,658', '  ']","['16,365,883', '  ']"
12381,r028,All states -> Montana,All states,Montana,2,"['690,000', '  ']","['750,670', '  ']","['90,195', '  ']"
12381,r029,All states -> Nebraska,All states,Nebraska,2,"['1,515,641', '  ']","['1,251,360', '  ']","['1,452,978', '  ']"
12381,r030,All states -> Nevada,All states,Nevada,2,"['15,253', '  ']","['1,869,095', '  ']","['2,096,646', '  ']"
12381,r031,All states -> New Hampshire,All states,New Hampshire,2,"['2,526,119', '  ']","['2,534,334', '  ']","['2,946,101', '  ']"
12381,r032,All states -> New Jersey,All states,New Jersey,2,"['7,044,427', '  ']","['21,574,868', '  ']","['11,413,859', '  ']"
12381,r033,All states -> New Mexico,All states,New Mexico,2,"['254,917', '  ']","['88,500', '  ']","['40,443', '  ']"
12381,r034,All states -> New York,All states,New York,2,"['55,251,614', '  ']","['56,369,892', '  ']","['58,150,758', '  ']"
12381,r035,All states -> North Carolina,All states,North Carolina,2,"['4,142,144', '  ']","['5,559,814', '  ']","['34,372,092', '  ']"
12381,r036,All states -> North Dakota,All states,North Dakota,2,"['452,826', '  ']","['5,925', '  ']","['17,134', '  ']"
12381,r037,All states -> Ohio,All states,Ohio,2,"['30,385,978', '  ']","['36,325,936', '  ']","['46,422,072', '  ']"
12381,r038,All states -> Oklahoma,All states,Oklahoma,2,"['1,597,359', '  ']","['3,284,298', '  ']","['3,479,184', '  ']"
12381,r039,All states -> Oregon,All states,Oregon,2,"['2,834,956', '  ']","['3,305,442', '  ']","['3,012,159', '  ']"
12381,r040,All states -> Pennsylvania,All states,Pennsylvania,2,"['44,500,958', '  ']","['14,620,994', '  ']","['23,755,956', '  ']"
12381,r041,All states -> Rhode Island,All states,Rhode Island,2,"['3,528,591', '  ']","['798,654', '  ']","['3,890,974', '  ']"
12381,r042,All states -> South Carolina,All states,South Carolina,2,"['227,035', '  ']","['7,532,714', '  ']","['8,872,151', '  ']"
12381,r043,All states -> South Dakota,All states,South Dakota,2,"['26,554', '  ']","['32,407', '  ']","['8,625,870', '  ']"
12381,r044,All states -> Tennessee,All states,Tennessee,2,"['35,120,060', '  ']","['16,544,783', '  ']","['9,203,053', '  ']"
12381,r045,All states -> Texas,All states,Texas,2,"['31,608,358', '  ']","['30,482,493', '  ']","['33,099,081', '  ']"
12381,r046,All states -> Utah,All states,Utah,2,"['8,665,658', '  ']","['8,783,291', '  ']","['10,498,130', '  ']"
12381,r047,All states -> Vermont,All states,Vermont,2,"['8,265', '  ']","['281,144', '  ']","['9,567', '  ']"
12381,r048,All states -> Virginia,All states,Virginia,2,"['19,174,906', '  ']","['20,403,302', '  ']","['22,801,674', '  ']"
12381,r049,All states -> Washington,All states,Washington,2,"['45,744,006', '  ']","['50,084,445', '  ']","['88,128,656', '  ']"
12381,r050,All states -> West Virginia,All states,West Virginia,2,"['207,775', '  ']","['36,911', '  ']","['52,591', '  ']"
12381,r051,All states -> Wisconsin,All states,Wisconsin,2,"['21,229,067', '  ']","['128,158,898', '  ']","['10,128,217', '  ']"
12381,r052,All states -> Wyoming,All states,Wyoming,2,"['8,062', '  ']","['15,070', '  ']","['15,169', '  ']"
