table_id,row_id,sex_and_field_full_path,sex_and_field_level_1,sex_and_field_level_2,sex_and_field_level_3,sex_and_field_level_4,sex_and_field_level_5,sex_and_field_level_6,sex_and_field_level_7,sex_and_field_level_8,sex_and_field_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017
1565,r041,Both sexes -> All fields -> Non-S&E -> S&E technologies -> Engineering technologies,Both sexes,All fields,Non-S&E,S&E technologies,Engineering technologies,,,,5,40470,39732,37901,39600,37020,32488,29710,30097,31643,33243,34553,38222,40630,37475,34638,34764,31704,31561
1565,r042,Both sexes -> All fields -> Non-S&E -> S&E technologies -> Health technologies,Both sexes,All fields,Non-S&E,S&E technologies,Health technologies,,,,5,41959,41013,37687,41353,49497,58432,65227,69591,72241,75734,87437,107577,121786,115739,110779,105513,100796,96480
1565,r043,Both sexes -> All fields -> Non-S&E -> S&E technologies -> Science technologies,Both sexes,All fields,Non-S&E,S&E technologies,Science technologies,,,,5,1159,1190,1027,1095,1133,1246,1225,1429,1448,1474,1818,1981,2230,2357,2465,2592,3033,3447
1565,r044,Both sexes -> All fields -> Non-S&E -> S&E technologies -> Other S&E technologies,Both sexes,All fields,Non-S&E,S&E technologies,Other S&E technologies,,,,5,65,120,62,85,293,355,610,781,851,721,668,856,986,1002,1084,1229,1047,1093
1565,r045,Both sexes -> Male,Both sexes,Male,,,,,,,2,,,,,,,,,,,,,,,,,,
1565,r046,Both sexes -> Male -> All fields,Both sexes,Male,All fields,,,,,,3,228913,234384,239864,254633,261845,269283,271951,277006,284443,300266,325486,363998,395343,391816,394169,400407,395664,397404
1565,r047,Both sexes -> Male -> All fields -> S&E,Both sexes,Male,All fields,S&E,,,,,4,20101,24722,29609,38126,36955,33964,30680,29069,30266,32506,36468,43490,48864,48607,49753,50540,47703,49784
1565,r048,Both sexes -> Male -> All fields -> S&E -> Engineering,Both sexes,Male,All fields,S&E,Engineering,,,,5,1545,1582,1483,1905,2247,2185,1970,1944,2089,2002,2308,2557,3048,3329,3819,4309,4616,5096
1565,r049,Both sexes -> Male -> All fields -> S&E -> Engineering -> Aerospace,Both sexes,Male,All fields,S&E,Engineering,Aerospace,,,6,1,0,0,0,0,0,2,0,0,0,2,0,3,1,0,1,0,0
1565,r050,Both sexes -> Male -> All fields -> S&E -> Engineering -> Chemical,Both sexes,Male,All fields,S&E,Engineering,Chemical,,,6,11,16,26,6,117,1,5,2,1,8,5,24,11,14,12,37,28,28
1565,r051,Both sexes -> Male -> All fields -> S&E -> Engineering -> Civil,Both sexes,Male,All fields,S&E,Engineering,Civil,,,6,38,34,29,48,41,39,31,44,31,48,40,55,70,95,84,91,100,121
1565,r052,Both sexes -> Male -> All fields -> S&E -> Engineering -> Electrical,Both sexes,Male,All fields,S&E,Engineering,Electrical,,,6,250,269,144,554,766,600,475,403,387,221,215,172,189,173,293,308,336,353
1565,r053,Both sexes -> Male -> All fields -> S&E -> Engineering -> Industrial,Both sexes,Male,All fields,S&E,Engineering,Industrial,,,6,52,115,74,70,43,82,48,47,50,76,62,61,59,56,64,91,68,62
1565,r054,Both sexes -> Male -> All fields -> S&E -> Engineering -> Materials,Both sexes,Male,All fields,S&E,Engineering,Materials,,,6,10,11,9,8,10,11,7,7,8,5,7,5,1,5,8,10,11,13
1565,r055,Both sexes -> Male -> All fields -> S&E -> Engineering -> Mechanical,Both sexes,Male,All fields,S&E,Engineering,Mechanical,,,6,69,60,56,62,66,62,65,71,91,102,122,124,164,164,195,174,271,277
1565,r056,Both sexes -> Male -> All fields -> S&E -> Engineering -> Other,Both sexes,Male,All fields,S&E,Engineering,Other,,,6,1114,1077,1145,1157,1204,1390,1337,1370,1521,1542,1855,2116,2551,2821,3163,3597,3802,4242
1565,r057,Both sexes -> Male -> All fields -> S&E -> Science,Both sexes,Male,All fields,S&E,Science,,,,5,18556,23140,28126,36221,34708,31779,28710,27125,28177,30504,34160,40933,45816,45278,45934,46231,43087,44688
1565,r058,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,,,6,16356,21000,25834,33749,32187,29026,25889,24056,24826,26465,29003,34432,38429,37134,37188,37036,32945,34027
1565,r059,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Agricultural sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Agricultural sciences,,7,1185,1319,1237,1244,1257,1259,1194,1116,1127,1124,1157,1364,1585,1469,1485,1623,1528,1607
1565,r060,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Biological sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Biological sciences,,7,496,501,500,580,608,667,702,751,741,823,942,1192,1357,1405,1542,1689,1862,1795
1565,r061,"Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences",Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",,7,45,48,37,30,21,25,38,44,34,65,65,63,69,77,94,97,95,101
1565,r062,"Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,8,0,1,0,0,1,1,4,8,2,3,13,7,9,3,5,2,1,0
1565,r063,"Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Earth sciences",Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Earth sciences,8,12,26,17,15,12,11,24,22,18,42,31,29,42,43,60,69,68,99
1565,r064,"Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Oceanography",Both sexes,Male,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Oceanography,8,33,21,20,15,8,13,10,14,14,20,21,27,18,31,29,26,26,2
1565,r065,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,,7,14011,18534,23362,31299,29417,26115,22965,21040,21818,23243,25455,30140,33410,31911,31504,30772,26294,27245
1565,r066,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Computer sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Computer sciences,8,13603,18084,22916,30833,28914,25586,22482,20492,21243,22608,24730,29115,32360,30668,30012,28857,24134,24875
1565,r067,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Mathematics and statistics,Both sexes,Male,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Mathematics and statistics,8,408,450,446,466,503,529,483,548,575,635,725,1025,1050,1243,1492,1915,2160,2370
1565,r068,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,,7,619,598,698,596,884,960,990,1105,1106,1210,1384,1673,2008,2272,2563,2855,3166,3279
1565,r069,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Astronomy,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Astronomy,8,1,1,1,1,1,3,4,1,2,3,3,0,2,3,7,5,5,9
1565,r070,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Chemistry,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Chemistry,8,126,99,108,121,125,156,153,150,183,197,214,222,276,314,384,443,411,396
1565,r071,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Physics,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Physics,8,94,107,109,132,134,132,117,131,118,145,189,194,252,290,389,559,701,761
1565,r072,Both sexes -> Male -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Other physical sciences,Both sexes,Male,All fields,S&E,Science,Natural sciences,Physical sciences,Other physical sciences,8,398,391,480,342,624,669,716,823,803,865,978,1257,1478,1665,1783,1848,2049,2113
1565,r073,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,,,6,2200,2140,2292,2472,2521,2753,2821,3069,3351,4039,5157,6501,7387,8144,8746,9195,10142,10661
1565,r074,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Psychology,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Psychology,,7,326,360,370,441,434,445,446,517,554,744,1271,896,1092,1496,1795,2050,2591,2672
1565,r075,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,,7,1874,1780,1922,2031,2087,2308,2375,2552,2797,3295,3886,5605,6295,6648,6951,7145,7551,7989
1565,r076,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Anthropology,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Anthropology,8,21,30,28,35,26,40,26,33,44,50,61,67,127,115,126,151,198,233
1565,r077,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Area and ethnic studies,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Area and ethnic studies,8,56,44,63,33,40,40,36,53,59,52,88,66,63,100,131,148,155,181
1565,r078,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Economics,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Economics,8,116,114,90,113,141,158,178,154,165,220,233,209,240,284,263,325,527,778
1565,r079,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Linguistics,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Linguistics,8,0,0,0,0,0,3,0,0,0,0,1,0,0,1,12,2,1,1
1565,r080,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Political science and public administration,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Political science and public administration,8,251,204,225,271,286,372,367,361,386,437,475,811,1069,1186,1308,1357,1425,1584
1565,r081,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Sociology,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Sociology,8,89,104,111,126,130,123,134,133,142,158,166,221,292,428,532,682,821,972
1565,r082,Both sexes -> Male -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Other social sciences,Both sexes,Male,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Other social sciences,8,1341,1284,1405,1453,1464,1572,1634,1818,2001,2378,2862,4231,4504,4534,4579,4480,4424,4240
1565,r083,Both sexes -> Male -> All fields -> Non-S&E,Both sexes,Male,All fields,Non-S&E,,,,,4,208812,209662,210255,216507,224890,235319,241271,247937,254177,267760,289018,320508,346479,343209,344416,349867,347961,347620
1565,r084,Both sexes -> Male -> All fields -> Non-S&E -> S&E technologies,Both sexes,Male,All fields,Non-S&E,S&E technologies,,,,5,42251,40951,38395,40095,40027,38269,37651,39063,41208,42897,45746,52795,58268,54566,51978,51343,47851,47071
1565,r085,Both sexes -> Male -> All fields -> Non-S&E -> S&E technologies -> Engineering technologies,Both sexes,Male,All fields,Non-S&E,S&E technologies,Engineering technologies,,,6,34511,33581,32084,33146,31393,27632,25295,25788,27183,28505,29864,33301,35717,32699,30353,30401,27404,27195
1565,r086,Both sexes -> Male -> All fields -> Non-S&E -> S&E technologies -> Health technologies,Both sexes,Male,All fields,Non-S&E,S&E technologies,Health technologies,,,6,6995,6591,5668,6232,7712,9620,11129,11810,12493,12947,14208,17536,20403,19602,19248,18328,17670,16868
1565,r087,Both sexes -> Male -> All fields -> Non-S&E -> S&E technologies -> Science technologies,Both sexes,Male,All fields,Non-S&E,S&E technologies,Science technologies,,,6,691,683,589,645,682,714,717,824,838,882,1143,1265,1378,1492,1479,1599,1905,2129
1565,r088,Both sexes -> Male -> All fields -> Non-S&E -> S&E technologies -> Other S&E technologies,Both sexes,Male,All fields,Non-S&E,S&E technologies,Other S&E technologies,,,6,54,96,54,72,240,303,510,641,694,563,531,693,770,773,898,1015,872,879
1565,r089,Both sexes -> Female,Both sexes,Female,,,,,,,2,,,,,,,,,,,,,,,,,,
1565,r090,Both sexes -> Female -> All fields,Both sexes,Female,All fields,,,,,,3,344583,351226,360430,383320,408490,432451,446231,456145,471155,493013,530895,585965,631193,623395,618354,623780,622196,617170
1565,r091,Both sexes -> Female -> All fields -> S&E,Both sexes,Female,All fields,S&E,,,,,4,18333,20504,21585,24679,23291,20786,19170,18416,18900,21778,25743,32531,35921,37191,38223,40049,41129,42866
1565,r092,Both sexes -> Female -> All fields -> S&E -> Engineering,Both sexes,Female,All fields,S&E,Engineering,,,,5,249,316,298,373,596,372,321,328,314,327,357,437,489,542,590,695,798,952
1565,r093,Both sexes -> Female -> All fields -> S&E -> Engineering -> Aerospace,Both sexes,Female,All fields,S&E,Engineering,Aerospace,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1565,r094,Both sexes -> Female -> All fields -> S&E -> Engineering -> Chemical,Both sexes,Female,All fields,S&E,Engineering,Chemical,,,6,5,2,2,1,188,1,2,1,0,2,4,7,2,8,9,13,10,14
1565,r095,Both sexes -> Female -> All fields -> S&E -> Engineering -> Civil,Both sexes,Female,All fields,S&E,Engineering,Civil,,,6,20,19,17,14,17,13,12,20,6,14,7,16,23,26,26,12,26,26
1565,r096,Both sexes -> Female -> All fields -> S&E -> Engineering -> Electrical,Both sexes,Female,All fields,S&E,Engineering,Electrical,,,6,30,40,38,118,144,91,56,56,35,21,21,27,20,29,26,38,28,36
1565,r097,Both sexes -> Female -> All fields -> S&E -> Engineering -> Industrial,Both sexes,Female,All fields,S&E,Engineering,Industrial,,,6,15,17,6,11,6,6,9,9,7,7,10,8,8,8,2,8,4,6
1565,r098,Both sexes -> Female -> All fields -> S&E -> Engineering -> Materials,Both sexes,Female,All fields,S&E,Engineering,Materials,,,6,1,3,1,4,2,2,3,1,1,0,3,1,0,1,3,1,1,0
1565,r099,Both sexes -> Female -> All fields -> S&E -> Engineering -> Mechanical,Both sexes,Female,All fields,S&E,Engineering,Mechanical,,,6,8,7,9,7,4,2,3,6,9,19,15,15,13,20,18,35,36,39
1565,r100,Both sexes -> Female -> All fields -> S&E -> Engineering -> Other,Both sexes,Female,All fields,S&E,Engineering,Other,,,6,170,228,225,218,235,257,236,235,256,264,297,363,423,450,506,586,693,831
1565,r101,Both sexes -> Female -> All fields -> S&E -> Science,Both sexes,Female,All fields,S&E,Science,,,,5,18084,20188,21287,24306,22695,20414,18849,18088,18586,21451,25386,32094,35432,36649,37633,39354,40331,41914
1565,r102,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,,,6,12774,14718,15409,18381,16102,13468,11733,10480,10473,11071,11798,13629,14514,14401,14303,14893,14272,14974
1565,r103,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Agricultural sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Agricultural sciences,,7,791,787,764,774,709,649,740,674,635,687,795,774,941,923,999,1055,1145,1174
1565,r104,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Biological sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Biological sciences,,7,988,1035,1077,1206,1145,1312,1326,1473,1638,1723,1939,2248,2671,2935,3147,3382,3599,3942
1565,r105,"Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences",Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",,7,37,34,21,22,20,20,29,25,33,33,34,32,34,35,42,56,57,50
1565,r106,"Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,8,0,0,0,0,1,1,3,2,3,1,3,3,0,1,1,1,0,0
1565,r107,"Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Earth sciences",Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Earth sciences,8,16,12,11,19,13,12,16,19,21,17,24,21,25,27,36,43,50,50
1565,r108,"Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Earth, atmospheric, and ocean sciences -> Oceanography",Both sexes,Female,All fields,S&E,Science,Natural sciences,"Earth, atmospheric, and ocean sciences",Oceanography,8,21,22,10,3,6,7,10,4,9,15,7,8,9,7,5,12,7,0
1565,r109,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,,7,10240,12275,12902,15836,13538,10832,8958,7467,7364,7737,8110,9180,9309,8788,8279,8346,7247,7388
