table_id,row_id,time_period,major_occupation_n2ocprmg_n2ocmlst_level_1,major_occupation_n2ocprmg_n2ocmlst_level_2,major_occupation_n2ocprmg_n2ocmlst_hierarchy_depth,value
6859,r026_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,282970
6859,r026_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Other natural sciences
6859,r027_1,,"Major occupation (N2OCPRMG, N2OCMLST)",Code,2,3
6859,r027_2,,"Major occupation (N2OCPRMG, N2OCMLST)",Label,2,Physical and related scientists
6859,r027_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,31
6859,r027_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,"Chemists, except biochemists"
6859,r027_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,311930
6859,r027_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Chemists, except biochemists"
6859,r028_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,32
6859,r028_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,"Earth scientists, geologists, and oceanographers"
6859,r028_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,321920
6859,r028_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Atmospheric and space scientists
6859,r029_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,321940
6859,r029_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Geologists, including earth scientists"
6859,r030_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,321950
6859,r030_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Oceanographers
6859,r031_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,33
6859,r031_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Physicists and astronomers
6859,r031_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,331910
6859,r031_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Astronomers
6859,r032_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,331960
6859,r032_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Physicists, except biophysicists"
6859,r033_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,34
6859,r033_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Other physical and related scientists
6859,r033_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,341980
6859,r033_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Other physical scientists
6859,r034_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,38
6859,r034_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Postsecondary teachers - physical and related sciences
6859,r034_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,382750
6859,r034_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Chemistry
6859,r035_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,382770
6859,r035_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Postsecondary teachers: Earth, environmental, and marine sciences"
6859,r036_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,382890
6859,r036_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Physics
6859,r037_1,,"Major occupation (N2OCPRMG, N2OCMLST)",Code,2,4
6859,r037_2,,"Major occupation (N2OCPRMG, N2OCMLST)",Label,2,Social and related scientists
6859,r037_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,41
6859,r037_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Economists
6859,r037_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,412320
6859,r037_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Economists
6859,r038_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,42
6859,r038_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Political scientists
6859,r038_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,422350
6859,r038_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Political scientists
6859,r039_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,43
6859,r039_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Psychologists
6859,r039_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,432360
6859,r039_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Psychologists, including clinical"
6859,r040_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,44
6859,r040_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Sociologists and anthropologists
6859,r040_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,442310
6859,r040_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Anthropologists
6859,r041_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,442370
6859,r041_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Sociologists
6859,r042_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,45
6859,r042_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Other social and related scientists
6859,r042_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,452380
6859,r042_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Other social scientists
6859,r043_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,48
6859,r043_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Postsecondary teachers - social and related sciences
6859,r043_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,482780
6859,r043_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Economics
6859,r044_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,482900
6859,r044_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Political science
6859,r045_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,482910
6859,r045_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Psychology
6859,r046_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,482930
6859,r046_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Sociology
6859,r047_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,482980
6859,r047_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Other social sciences
6859,r048_1,,"Major occupation (N2OCPRMG, N2OCMLST)",Code,2,5
6859,r048_2,,"Major occupation (N2OCPRMG, N2OCMLST)",Label,2,Engineers
6859,r048_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,51
6859,r048_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,"Aerospace, aeronautical, or astronautical engineers"
6859,r048_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,510820
6859,r048_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Aeronautical, aerospace, and astronautical engineers"
6859,r049_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,52
6859,r049_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Chemical engineers
6859,r049_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,520850
6859,r049_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Chemical engineers
6859,r050_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,53
6859,r050_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,"Civil, architectural, or sanitary engineers"
6859,r050_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,530860
6859,r050_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Civil engineers, including architectural and sanitary"
6859,r051_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,54
6859,r051_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Electrical or computer hardware engineers
6859,r051_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,540870
6859,r051_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Computer engineers, hardware"
6859,r052_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,540890
6859,r052_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Electrical and electronics engineers
6859,r053_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,55
6859,r053_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Industrial engineers
6859,r053_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,550910
6859,r053_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Industrial engineers
6859,r054_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,56
6859,r054_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Mechanical engineers
6859,r054_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,560940
6859,r054_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Mechanical engineers
6859,r055_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,57
6859,r055_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Other engineers
6859,r055_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,570830
6859,r055_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Agricultural engineers
6859,r056_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,570840
6859,r056_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Bioengineers or biomedical engineers
6859,r057_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,570900
6859,r057_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Environmental engineers
6859,r058_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,570920
6859,r058_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Marine engineers and naval architects
6859,r059_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,570930
6859,r059_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Materials and metallurgical engineers
6859,r060_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,570950
6859,r060_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Mining and geological engineers
6859,r061_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,570960
6859,r061_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Nuclear engineers
6859,r062_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,570970
6859,r062_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Petroleum engineers
6859,r063_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,570980
6859,r063_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Sales engineers
6859,r064_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,570990
6859,r064_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Other engineers
6859,r065_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,58
6859,r065_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Postsecondary teachers - engineering
6859,r065_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,582800
6859,r065_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Engineering
6859,r066_1,S&E-related occupations,"Major occupation (N2OCPRMG, N2OCMLST)",Code,2,6
6859,r066_2,S&E-related occupations,"Major occupation (N2OCPRMG, N2OCMLST)",Label,2,S&E-related occupations
6859,r066_3,S&E-related occupations,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,61
6859,r066_4,S&E-related occupations,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Health-related occupations
6859,r066_5,S&E-related occupations,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,611110
6859,r066_6,S&E-related occupations,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Diagnosing and treating practitioners
6859,r067_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,611120
6859,r067_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Registered nurses, pharmacists, dieticians, therapists, physician assistants, nurse practitioners"
6859,r068_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,611130
6859,r068_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Health technologists and technicians
6859,r069_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,611140
6859,r069_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Other health occupations
6859,r070_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,612870
6859,r070_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Postsecondary teachers, health and related sciences"
6859,r071_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,62
6859,r071_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,S&E managers
6859,r071_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,621420
6859,r071_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Computer and information systems managers
6859,r072_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,621430
6859,r072_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Engineering managers
6859,r073_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,621440
6859,r073_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Medical and health services managers
6859,r074_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,621450
6859,r074_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Natural sciences managers
6859,r075_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,63
6859,r075_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,S&E precollege teachers
6859,r075_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,632530
6859,r075_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Teachers: Secondary - computer, math or sciences"
6859,r076_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,632540
6859,r076_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Teachers: Secondary - social sciences
6859,r077_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,64
6859,r077_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,S&E technicians and technologists
6859,r077_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,640260
6859,r077_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Technologists and technicians, biological and life sciences"
6859,r078_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,640530
6859,r078_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Computer programmers, business, scientific, and process control"
6859,r079_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,641000
6859,r079_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Electrical, electronic, industrial, and mechanical technicians"
6859,r080_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,641010
6859,r080_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Drafting occupations, including computer drafting"
6859,r081_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,641020
6859,r081_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Surveying and mapping technicians
6859,r082_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,641030
6859,r082_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Other engineers, technologists, and technicians"
6859,r083_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,641040
6859,r083_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Surveyors, cartographers, and photogrammetrists"
6859,r084_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,641750
6859,r084_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Technologists and technicians in the mathematical sciences
6859,r085_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,641970
6859,r085_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Technologists and technicians in the physical sciences
6859,r086_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,65
6859,r086_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Other S&E-related occupations
6859,r086_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,650810
6859,r086_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Architects
6859,r087_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,651710
6859,r087_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Actuaries
6859,r088_1,Non-S&E occupations,"Major occupation (N2OCPRMG, N2OCMLST)",Code,2,7
6859,r088_2,Non-S&E occupations,"Major occupation (N2OCPRMG, N2OCMLST)",Label,2,Non-S&E occupations
6859,r088_3,Non-S&E occupations,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,71
6859,r088_4,Non-S&E occupations,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Non-S&E managers
6859,r088_5,Non-S&E occupations,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,711410
6859,r088_6,Non-S&E occupations,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Top-level managers, executives, and administrators"
6859,r089_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,711460
6859,r089_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Education administrators
6859,r090_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,711470
6859,r090_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Other mid-level managers
6859,r091_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,72
6859,r091_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Management-related occupations
6859,r091_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,721510
6859,r091_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Accountants, auditors, and other financial specialists"
6859,r092_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,721520
6859,r092_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Personnel, training, and labor relations specialists"
6859,r093_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,721530
6859,r093_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Other management-related occupations
6859,r094_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,73
6859,r094_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Non-S&E precollege teachers
6859,r094_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,732510
6859,r094_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Teachers: Pre-kindergarten and kindergarten
6859,r095_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,732520
6859,r095_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Teachers: Elementary
6859,r096_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,732550
6859,r096_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Teachers: Secondary - other subjects
6859,r097_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,732560
6859,r097_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Teachers: Special education - primary and secondary
6859,r098_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,732570
6859,r098_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Teachers: Other precollegiate area
6859,r099_3,,"Minor occupation (N2OCPRNG, N2OCNLST)",Code,2,74
6859,r099_4,,"Minor occupation (N2OCPRNG, N2OCNLST)",Label,2,Non-S&E postsecondary teachers
6859,r099_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,742720
6859,r099_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,"Postsecondary teachers: Art, drama, and music"
6859,r100_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,742740
6859,r100_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Business commerce and marketing
6859,r101_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,742790
6859,r101_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Education
6859,r102_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,742810
6859,r102_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: English
6859,r103_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,742820
6859,r103_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Foreign language
6859,r104_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,742830
6859,r104_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: History
6859,r105_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,742880
6859,r105_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Physical education
6859,r106_5,,"Detailed occupation (N2OCPR, N2OCLST)",Code,2,742990
6859,r106_6,,"Detailed occupation (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Other postsecondary fields
