table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_all_r_d_expenditures,field_agriculture,field_energy,field_environment_and_natural_resources,field_health,field_transportation,field_othera
9935,r043,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,2,4595753,2486260,0,0,0,2109493,0
9935,r044,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,2,38959330,0,0,314273,0,5399804,33245253
9935,r045,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,2,247609284,1353356,0,6661241,214612352,24982335,0
9935,r046,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,2,8837531,305965,0,5847503,0,2684063,0
9935,r047,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,2,1460157,0,0,63773,553199,843185,0
9935,r048,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,2,40253504,3267434,412180,10742492,2963275,16489762,6378361
9935,r049,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,2,60886219,13620631,15236975,22916358,1362789,4527700,3221766
9935,r050,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,2,9180282,244126,1333732,2433225,241625,2260000,2667574
9935,r051,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,2,19060693,2539311,0,7047780,1314143,4217027,3942432
9935,r052,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,2,5657338,640504,1150355,2086841,656000,768083,355555
9935,r053,Puerto Rico<sup>c</sup>,Puerto Rico<sup>c</sup>,,1,17058786,258249,0,796996,11118968,0,4884573
