table_id,row_id,agency_full_path,agency_level_1,agency_level_2,agency_level_3,agency_level_4,agency_level_5,agency_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10268,r011,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,73711,0.05,0,59608,259,3253,0,0,10590,0
10268,r012,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,170254,619,135891,16068,309,4023,0,5546,1130,6667
10268,r013,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,65095967,3505010,269246,4821855,267031,1799394,401161,76481,43907285,10048505
10268,r014,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,1812259,120229,6489,0,0,137645,0,0,1087206,460690
10268,r015,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,2362905,0,0,2351387,0,0,7583,0,1445,2490
10268,r016,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,10823005,414320,1263,16842,0,166068,0,0,7129073,3095439
10268,r017,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,10844886,2272631,102423,2159745,228965,827483,388127,51964,0,4813549
10268,r018,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,16587032,175470,128499,3064,3061,190273,5451,11571,15891276,178366
10268,r019,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,4517004,0,0,0,32586,75480,0,0,4366047,42890
10268,r020,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,18148876,522360,30572,290818,2418,402445,0,12945,15432237,1455081
10268,r021,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,113341,0,0,0,0,0,0,0,0,113341
10268,r022,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,3441231,58856,7982,37494,639,74796,0,0,3236965,24500
10268,r023,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,225000,21888,2262,37489,0,0,0,0,163362,0
10268,r024,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,59302,0,0,0,0,0,0,0,59302,0
10268,r025,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,1384153,0,0,0,0,0,0,0,1384153,0
10268,r026,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,23450,0,0,0,0,0,0,0,0,23450
10268,r027,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,1579646,15919,5720,0.05,639,74796,0,0,1481518,1050
10268,r028,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,234685,0,0,0,0,977,0,0,233708,0
10268,r029,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,1246109,0,0,0,0,0,0,0,1246109,0
10268,r030,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,98852,15919,5720,0.05,639,73819,0,0,1700,1050
10268,r031,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,148631,0,0,0,0,0,0,0,148631,0
10268,r032,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,21049,21049,0,0,0,0,0,0,0,0
10268,r033,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,26482399,36120,0,26443863,0,0,0,0,2416,0
10268,r034,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,36055,36055,0,0,0,0,0,0,0,0
10268,r035,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,26433481,0,0,26433481,0,0,0,0,0,0
10268,r036,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,12863,65,0,10383,0,0,0,0,2416,0
10268,r037,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,285068,52312,10339,209,0,25365,0,0,111051,85792
10268,r038,All agencies -> Departments -> Department of Homeland Security -> Coast Guard,All agencies,Departments,Department of Homeland Security,Coast Guard,,4,5233,1518,0,209,0,0,0,0,3506,0
10268,r039,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,7985,3092,0,0,0,4892,0,0,0,0
10268,r040,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,7780,7780,0,0,0,0,0,0,0,0
10268,r041,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,229000,39922,10339,0,0,20472,0,0,105475,52792
10268,r042,All agencies -> Departments -> Department of Homeland Security -> Secret Service,All agencies,Departments,Department of Homeland Security,Secret Service,,4,2070,0,0,0,0,0,0,0,2070,0
10268,r043,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,33000,0,0,0,0,0,0,0,0,33000
10268,r044,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,173653,0,148416,4301,0,0,0,686,20250,0
10268,r045,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,1466,0,0,1466,0,0,0,0,0,0
10268,r046,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,15724,0,15724,0,0,0,0,0,0,0
10268,r047,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,20000,0,0,0,0,0,0,0,20000,0
10268,r048,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,250,0,0,0,0,0,0,0,250,0
10268,r049,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,135081,0,132692,2389,0,0,0,0,0,0
10268,r050,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,1132,0,0,446,0,0,0,686,0,0
10268,r051,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,5865,509,0,0,0,1852,0,3504,0,0
10268,r052,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,0.05,0,0,0,0,0,0,0.05,0,0
10268,r053,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,5857,509,0,0,0,1852,0,3496,0,0
10268,r054,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,20000,0,0,20000,0,0,0,0,0,0
10268,r055,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,284043,0,0.05,0,0,1000,0.05,0,38401,244578
10268,r056,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,244578,0,0,0,0,0,0,0,0,244578
10268,r057,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,29775,0,0,0,0,0,0,0,29775,0
10268,r058,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,1000,0,0,0,0,1000,0,0,0,0
10268,r059,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,8690,0,0.05,0,0,0,0.05,0,8626,0
10268,r060,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,15045,0,0,0,0,14392,0,0,653,0
10268,r061,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,14392,0,0,0,0,14392,0,0,0,0
10268,r062,All agencies -> Departments -> Department of the Treasury -> Mint,All agencies,Departments,Department of the Treasury,Mint,,4,653,0,0,0,0,0,0,0,653,0
10268,r063,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,158358,0,0,158358,0,0,0,0,0,0
10268,r064,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
10268,r065,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,30487,0,0,28087,0,0,0,0,0,2400
10268,r066,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,119086,1631,49082,47046,906,2843,0,688,16889,0
10268,r067,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,2406,0,0,0,0,2406,0,0,0,0
10268,r068,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,3805240,0,201079,0,0,1677947,0,0,642573,1283641
10268,r069,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,3516,0,0,0,0,0,0,0,3516,0
10268,r070,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,27549,0,0,0,0,0,0,0,27549,0
