table_id,row_id,core_based_statistical_area_cbsa_full_path,core_based_statistical_area_cbsa_level_1,core_based_statistical_area_cbsa_level_2,core_based_statistical_area_cbsa_hierarchy_depth,field_cbsa_code,field_total,field_paid_for_by_the_company,field_paid_for_by_others
8805,r015,"All locations -> Washington-Arlington-Alexandria, DC-VA-MD-WV",All locations,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2,"['47900', '&nbsp;']","['8,680', '&nbsp;']","['5,883', '&nbsp;']","['2,797', '&nbsp;']"
8805,r016,"All locations -> Minneapolis-St. Paul-Bloomington, MN-WI",All locations,"Minneapolis-St. Paul-Bloomington, MN-WI",2,"['33460', '&nbsp;']","['7,091', '&nbsp;']","['6,665', '&nbsp;']","['427', '&nbsp;']"
8805,r017,"All locations -> Phoenix-Mesa-Scottsdale, AZ",All locations,"Phoenix-Mesa-Scottsdale, AZ",2,"['38060', '&nbsp;']","['6,269', 'i']","['4,183', 'i']","['2,086', 'i']"
8805,r018,"All locations -> Indianapolis-Carmel-Anderson, IN",All locations,"Indianapolis-Carmel-Anderson, IN",2,"['26900', '&nbsp;']","['5,862', 'i']","['5,032', 'i']","['830', '&nbsp;']"
8805,r019,"All locations -> St. Louis, MO-IL",All locations,"St. Louis, MO-IL",2,"['41180', '&nbsp;']","['5,312', '&nbsp;']","['3,426', '&nbsp;']","['1,886', 'i']"
8805,r020,"All locations -> Houston-The Woodlands-Sugar Land, TX",All locations,"Houston-The Woodlands-Sugar Land, TX",2,"['26420', '&nbsp;']","['4,844', '&nbsp;']","['4,395', '&nbsp;']","['449', '&nbsp;']"
8805,r021,"All locations -> Trenton, NJ",All locations,"Trenton, NJ",2,"['45940', '&nbsp;']","['4,789', '&nbsp;']","['3,398', '&nbsp;']","['1,391', '&nbsp;']"
8805,r022,"All locations -> Durham-Chapel Hill, NC",All locations,"Durham-Chapel Hill, NC",2,"['20500', '&nbsp;']","['4,544', 'i']","['2,904', '&nbsp;']","['1,640', 'i']"
8805,r023,"All locations -> Atlanta-Sandy Springs-Roswell, GA",All locations,"Atlanta-Sandy Springs-Roswell, GA",2,"['12060', '&nbsp;']","['4,523', '&nbsp;']","['3,617', '&nbsp;']","['906', 'i']"
8805,r024,"All locations -> Norwich-New London, CT",All locations,"Norwich-New London, CT",2,"['35980', '&nbsp;']","['4,357', '&nbsp;']","['3,435', '&nbsp;']","['922', '&nbsp;']"
8805,r025,"All locations -> Cincinnati, OH-KY-IN",All locations,"Cincinnati, OH-KY-IN",2,"['17140', '&nbsp;']","['4,070', '&nbsp;']","['2,774', '&nbsp;']","['1,296', 'i']"
8805,r026,"All locations -> Raleigh, NC",All locations,"Raleigh, NC",2,"['39580', '&nbsp;']","['3,808', 'i']","['2,316', '&nbsp;']","['1,493', 'i']"
8805,r027,"All locations -> Denver-Aurora-Lakewood, CO",All locations,"Denver-Aurora-Lakewood, CO",2,"['19740', '&nbsp;']","['3,224', '&nbsp;']","['2,935', '&nbsp;']","['289', '&nbsp;']"
8805,r028,"All locations -> Sacramento-Roseville-Arden-Arcade, CA",All locations,"Sacramento-Roseville-Arden-Arcade, CA",2,"['40900', '&nbsp;']","['2,864', 'i']","['2,640', 'i']","['224', '&nbsp;']"
8805,r029,"All locations -> Baltimore-Columbia-Towson, MD",All locations,"Baltimore-Columbia-Towson, MD",2,"['12580', '&nbsp;']","['2,806', '&nbsp;']","['2,025', '&nbsp;']","['781', 'i']"
8805,r030,"All locations -> Kansas City, MO-KS",All locations,"Kansas City, MO-KS",2,"['28140', '&nbsp;']","['2,769', 'i']","['1,954', '&nbsp;']","['815', 'i']"
8805,r031,"All locations -> Oxnard-Thousand Oaks-Ventura, CA",All locations,"Oxnard-Thousand Oaks-Ventura, CA",2,"['37100', '&nbsp;']","['2,660', '&nbsp;']","['2,193', '&nbsp;']","['467', 'i']"
8805,r032,"All locations -> Milwaukee-Waukesha-West Allis, WI",All locations,"Milwaukee-Waukesha-West Allis, WI",2,"['33340', '&nbsp;']","['2,227', '&nbsp;']","['2,105', '&nbsp;']","['122', '&nbsp;']"
8805,r033,"All locations -> Madison, WI",All locations,"Madison, WI",2,"['31540', '&nbsp;']","['2,203', '&nbsp;']","['1,553', '&nbsp;']","['650', 'i']"
8805,r034,"All locations -> Charlotte-Concord-Gastonia, NC-SC",All locations,"Charlotte-Concord-Gastonia, NC-SC",2,"['16740', '&nbsp;']","['2,125', 'i']","['2,014', 'i']","['111', '&nbsp;']"
8805,r035,"All locations -> Columbus, OH",All locations,"Columbus, OH",2,"['18140', '&nbsp;']","['2,053', '&nbsp;']","['1,017', '&nbsp;']","['1,036', '&nbsp;']"
8805,r036,"All locations -> Tampa-St. Petersburg-Clearwater, FL",All locations,"Tampa-St. Petersburg-Clearwater, FL",2,"['45300', '&nbsp;']","['2,047', '&nbsp;']","['1,337', '&nbsp;']","['710', '&nbsp;']"
8805,r037,"All locations -> Boise City, ID",All locations,"Boise City, ID",2,"['14260', '&nbsp;']","['2,036', '&nbsp;']","['1,978', '&nbsp;']","['58', '&nbsp;']"
8805,r038,"All locations -> Miami-Fort Lauderdale-West Palm Beach, FL",All locations,"Miami-Fort Lauderdale-West Palm Beach, FL",2,"['33100', '&nbsp;']","['2,002', 'i']","['1,712', 'i']","['290', 'i']"
8805,r039,"All locations -> Manchester-Nashua, NH",All locations,"Manchester-Nashua, NH",2,"['31700', '&nbsp;']","['2,000', '&nbsp;']","['0 - 1,899', '&nbsp;']","['101 - 2,001', '&nbsp;']"
8805,r040,"All locations -> Huntsville, AL",All locations,"Huntsville, AL",2,"['26620', '&nbsp;']","['1,990', '&nbsp;']","['490', '&nbsp;']","['1,500', '&nbsp;']"
8805,r041,"All locations -> Pittsburgh, PA",All locations,"Pittsburgh, PA",2,"['38300', '&nbsp;']","['1,864', '&nbsp;']","['1,718', '&nbsp;']","['147', '&nbsp;']"
8805,r042,"All locations -> Bridgeport-Stamford-Norwalk, CT",All locations,"Bridgeport-Stamford-Norwalk, CT",2,"['14860', '&nbsp;']","['1,754', '&nbsp;']","['1,433', 'i']","['321', '&nbsp;']"
8805,r043,"All locations -> Cleveland-Elyria, OH",All locations,"Cleveland-Elyria, OH",2,"['17460', '&nbsp;']","['1,731', '&nbsp;']","['1,543', '&nbsp;']","['188', '&nbsp;']"
8805,r044,"All locations -> Kalamazoo-Portage, MI",All locations,"Kalamazoo-Portage, MI",2,"['28020', '&nbsp;']","['1,720', '&nbsp;']","['1,352', '&nbsp;']","['367', 'i']"
8805,r045,"All locations -> Salt Lake City, UT",All locations,"Salt Lake City, UT",2,"['41620', '&nbsp;']","['1,682', '&nbsp;']","['1,525', '&nbsp;']","['157', 'i']"
8805,r046,"All locations -> Boulder, CO",All locations,"Boulder, CO",2,"['14500', '&nbsp;']","['1,673', '&nbsp;']","['1,573', '&nbsp;']","['100', 'i']"
8805,r047,"All locations -> Providence-Warwick, RI-MA",All locations,"Providence-Warwick, RI-MA",2,"['39300', '&nbsp;']","['1,636', 'i']","['1,501', 'i']","['135', 'i']"
8805,r048,"All locations -> Worcester, MA-CT",All locations,"Worcester, MA-CT",2,"['49340', '&nbsp;']","['1,567', '&nbsp;']","['1,395', 'i']","['172', '&nbsp;']"
8805,r049,"All locations -> Des Moines-West Des Moines, IA",All locations,"Des Moines-West Des Moines, IA",2,"['19780', '&nbsp;']","['1,164', 'i']","['1,152', 'i']","['12', 'i']"
8805,r050,"All locations -> Orlando-Kissimmee-Sanford, FL",All locations,"Orlando-Kissimmee-Sanford, FL",2,"['36740', '&nbsp;']","['1,161', 'i']","['867', 'i']","['294', 'i']"
8805,r051,"All locations -> Albany-Schenectady-Troy, NY",All locations,"Albany-Schenectady-Troy, NY",2,"['10580', '&nbsp;']","['1,080', '&nbsp;']","['746', '&nbsp;']","['334', '&nbsp;']"
8805,r052,"All locations -> Provo-Orem, UT",All locations,"Provo-Orem, UT",2,"['39340', '&nbsp;']","['1,070', '&nbsp;']","['992', '&nbsp;']","['78', '&nbsp;']"
8805,r053,"All locations -> Rochester, NY",All locations,"Rochester, NY",2,"['40380', '&nbsp;']","['1,010', '&nbsp;']","['963', '&nbsp;']","['47', '&nbsp;']"
8805,r054,"All locations -> Cheyenne, WY",All locations,"Cheyenne, WY",2,"['16940', '&nbsp;']","['1,005', 'i']","['1,002', 'i']","['2', '&nbsp;']"
8805,r055,"All locations -> Akron, OH",All locations,"Akron, OH",2,"['10420', '&nbsp;']","['973', '&nbsp;']","['714', '&nbsp;']","['260', 'i']"
8805,r056,"All locations -> Riverside-San Bernardino-Ontario, CA",All locations,"Riverside-San Bernardino-Ontario, CA",2,"['40140', '&nbsp;']","['973', '&nbsp;']","['905', '&nbsp;']","['68', 'i']"
8805,r057,"All locations -> Albuquerque, NM",All locations,"Albuquerque, NM",2,"['10740', '&nbsp;']","['971', '&nbsp;']","['697', '&nbsp;']","['274', '&nbsp;']"
8805,r058,"All locations -> Greensboro-High Point, NC",All locations,"Greensboro-High Point, NC",2,"['24660', '&nbsp;']","['958', 'i']","['834', 'i']","['123', 'i']"
8805,r059,"All locations -> Fort Collins, CO",All locations,"Fort Collins, CO",2,"['22660', '&nbsp;']","['935', 'i']","['887', 'i']","['48', '&nbsp;']"
8805,r060,"All locations -> Allentown-Bethlehem-Easton, PA-NJ",All locations,"Allentown-Bethlehem-Easton, PA-NJ",2,"['10900', '&nbsp;']","['915', 'i']","['872', 'i']","['42', '&nbsp;']"
8805,r061,"All locations -> Palm Bay-Melbourne-Titusville, FL",All locations,"Palm Bay-Melbourne-Titusville, FL",2,"['37340', '&nbsp;']","['891', 'i']","['558', 'i']","['333', 'i']"
8805,r062,"All locations -> New Haven-Milford, CT",All locations,"New Haven-Milford, CT",2,"['35300', '&nbsp;']","['878', 'i']","['822', 'i']","['56', 'i']"
8805,r063,"All locations -> Ames, IA",All locations,"Ames, IA",2,"['11180', '&nbsp;']","['842', 'i']","['0 - 843', '&nbsp;']","['0 - 843', 'i']"
8805,r064,"All locations -> Grand Rapids-Wyoming, MI",All locations,"Grand Rapids-Wyoming, MI",2,"['24340', '&nbsp;']","['818', '&nbsp;']","['624', '&nbsp;']","['193', '&nbsp;']"
8805,r065,"All locations -> Peoria, IL",All locations,"Peoria, IL",2,"['37900', '&nbsp;']","['807', 'i']","['792', 'i']","['15', 'i']"
8805,r066,"All locations -> Santa Maria-Santa Barbara, CA",All locations,"Santa Maria-Santa Barbara, CA",2,"['42200', '&nbsp;']","['799', '&nbsp;']","['647', '&nbsp;']","['152', 'i']"
8805,r067,"All locations -> Hartford-West Hartford-East Hartford, CT",All locations,"Hartford-West Hartford-East Hartford, CT",2,"['25540', '&nbsp;']","['786', '&nbsp;']","['676', '&nbsp;']","['109', 'i']"
8805,r068,"All locations -> Tucson, AZ",All locations,"Tucson, AZ",2,"['46060', '&nbsp;']","['767', '&nbsp;']","['648', '&nbsp;']","['119', '&nbsp;']"
8805,r069,"All locations -> Richmond, VA",All locations,"Richmond, VA",2,"['40060', '&nbsp;']","['741', 'i']","['599', '&nbsp;']","['141', 'i']"
8805,r070,"All locations -> Columbus, IN",All locations,"Columbus, IN",2,"['18020', '&nbsp;']","['720', '&nbsp;']","['641', '&nbsp;']","['79', '&nbsp;']"
8805,r071,"All locations -> Buffalo-Cheektowaga-Niagara Falls, NY",All locations,"Buffalo-Cheektowaga-Niagara Falls, NY",2,"['15380', '&nbsp;']","['711', 'i']","['488', '&nbsp;']","['223', 'i']"
8805,r072,"All locations -> Ann Arbor, MI",All locations,"Ann Arbor, MI",2,"['11460', '&nbsp;']","['699', '&nbsp;']","['472', '&nbsp;']","['226', '&nbsp;']"
8805,r073,"All locations -> Lancaster, PA",All locations,"Lancaster, PA",2,"['29540', '&nbsp;']","['656', 'i']","['616', 'i']","['40', 'i']"
8805,r074,"All locations -> Wilmington, NC",All locations,"Wilmington, NC",2,"['48900', '&nbsp;']","['653', 'i']","['27', 'i']","['627', 'i']"
8805,r075,"All locations -> Syracuse, NY",All locations,"Syracuse, NY",2,"['45060', '&nbsp;']","['653', 'i']","['357', '&nbsp;']","['296', 'i']"
8805,r076,"All locations -> Santa Rosa, CA",All locations,"Santa Rosa, CA",2,"['42220', '&nbsp;']","['650', 'i']","['623', 'i']","['27', 'i']"
8805,r077,"All locations -> Omaha-Council Bluffs, NE-IA",All locations,"Omaha-Council Bluffs, NE-IA",2,"['36540', '&nbsp;']","['638', '&nbsp;']","['582', '&nbsp;']","['56', '&nbsp;']"
8805,r078,"All locations -> Jacksonville, FL",All locations,"Jacksonville, FL",2,"['27260', '&nbsp;']","['628', 'i']","['596', 'i']","['31', 'i']"
8805,r079,"All locations -> Nashville-Davidson-Murfreesboro-Franklin, TN",All locations,"Nashville-Davidson-Murfreesboro-Franklin, TN",2,"['34980', '&nbsp;']","['606', '&nbsp;']","['555', '&nbsp;']","['51', 'i']"
8805,r080,"All locations -> Pueblo, CO",All locations,"Pueblo, CO",2,"['39380', '&nbsp;']","['599', 'i']","['40', 'i']","['560', 'i']"
8805,r081,"All locations -> Dayton, OH",All locations,"Dayton, OH",2,"['19380', '&nbsp;']","['592', '&nbsp;']","['288', 'i']","['304', '&nbsp;']"
8805,r082,"All locations -> Louisville-Jefferson County, KY-IN",All locations,"Louisville-Jefferson County, KY-IN",2,"['31140', '&nbsp;']","['574', '&nbsp;']","['284', '&nbsp;']","['290', '&nbsp;']"
8805,r083,"All locations -> Las Vegas-Henderson-Paradise, NV",All locations,"Las Vegas-Henderson-Paradise, NV",2,"['29820', '&nbsp;']","['562', '&nbsp;']","['526', '&nbsp;']","['36', '&nbsp;']"
8805,r084,"All locations -> Bloomington, IL",All locations,"Bloomington, IL",2,"['14010', '&nbsp;']","['556', '&nbsp;']","['536', '&nbsp;']","['21', 'i']"
8805,r085,"All locations -> San Antonio-New Braunfels, TX",All locations,"San Antonio-New Braunfels, TX",2,"['41700', '&nbsp;']","['556', 'i']","['469', 'i']","['87', '&nbsp;']"
8805,r086,"All locations -> Colorado Springs, CO",All locations,"Colorado Springs, CO",2,"['17820', '&nbsp;']","['552', 'i']","['456', 'i']","['97', '&nbsp;']"
8805,r087,"All locations -> Wichita, KS",All locations,"Wichita, KS",2,"['48620', '&nbsp;']","['490', '&nbsp;']","['479', '&nbsp;']","['11', '&nbsp;']"
8805,r088,"All locations -> Oshkosh-Neenah, WI",All locations,"Oshkosh-Neenah, WI",2,"['36780', '&nbsp;']","['454', '&nbsp;']","['450', '&nbsp;']","['4', '&nbsp;']"
8805,r089,"All locations -> Charleston-North Charleston, SC",All locations,"Charleston-North Charleston, SC",2,"['16700', '&nbsp;']","['447', '&nbsp;']","['294', '&nbsp;']","['153', 'i']"
8805,r090,"All locations -> Binghamton, NY",All locations,"Binghamton, NY",2,"['13780', '&nbsp;']","['447', 'i']","['116', 'i']","['331', 'i']"
8805,r091,"All locations -> Toledo, OH",All locations,"Toledo, OH",2,"['45780', '&nbsp;']","['419', '&nbsp;']","['390', '&nbsp;']","['29', 'i']"
8805,r092,"All locations -> Barnstable Town, MA",All locations,"Barnstable Town, MA",2,"['12700', '&nbsp;']","['396', '&nbsp;']","['0 - 397', '&nbsp;']","['0 - 397', 'i']"
8805,r093,"All locations -> Virginia Beach-Norfolk-Newport News, VA-NC",All locations,"Virginia Beach-Norfolk-Newport News, VA-NC",2,"['47260', '&nbsp;']","['390', '&nbsp;']","['220', 'i']","['170', '&nbsp;']"
8805,r094,"All locations -> Portland-South Portland, ME",All locations,"Portland-South Portland, ME",2,"['38860', '&nbsp;']","['369', '&nbsp;']","['326', '&nbsp;']","['44', '&nbsp;']"
8805,r095,"All locations -> Warsaw, IN",All locations,"Warsaw, IN",2,"['47700', '&nbsp;']","['362', '&nbsp;']","['362', '&nbsp;']","['*', 'e']"
8805,r096,"All locations -> Bakersfield, CA",All locations,"Bakersfield, CA",2,"['12540', '&nbsp;']","['361', '&nbsp;']","['239', '&nbsp;']","['122', 'i']"
8805,r097,"All locations -> Ogden-Clearfield, UT",All locations,"Ogden-Clearfield, UT",2,"['36260', '&nbsp;']","['359', 'i']","['298', 'i']","['61', '&nbsp;']"
8805,r098,"All locations -> Corning, NY",All locations,"Corning, NY",2,"['18500', '&nbsp;']","['1 - 1,048', 'i']","['0 - 1,046', 'i']","['2', 'i']"
8805,r099,"All locations -> Davenport-Moline-Rock Island, IA-IL",All locations,"Davenport-Moline-Rock Island, IA-IL",2,"['19340', '&nbsp;']","['367 - 1,414', '&nbsp;']","['368', '&nbsp;']","['0 - 1,046', 'i']"
8805,r100,"All locations -> Memphis, TN-MS-AR",All locations,"Memphis, TN-MS-AR",2,"['32820', '&nbsp;']","['331 - 1,378', '&nbsp;']","['332', '&nbsp;']","['0 - 1,046', 'i']"
8805,r101,"All locations -> Niles-Benton Harbor, MI",All locations,"Niles-Benton Harbor, MI",2,"['35660', '&nbsp;']","['348 - 1,395', '&nbsp;']","['349', '&nbsp;']","['0 - 1,046', 'i']"
8805,r102,All locations -> All other CBSAs,All locations,All other CBSAs,2,"['&nbsp;', '&nbsp;']","['27,078', '&nbsp;']","['23,474', '&nbsp;']","['3,604', 'i']"
8805,r103,All locations -> Locations outside a CBSA,All locations,Locations outside a CBSA,2,"['&nbsp;', '&nbsp;']","['2,883', '&nbsp;']","['2,608', '&nbsp;']","['275', 'i']"
8805,r104,All locations -> Undistributed<sup>a</sup>,All locations,Undistributed<sup>a</sup>,2,"['&nbsp;', '&nbsp;']","['807', '&nbsp;']","['707', '&nbsp;']","['100', '&nbsp;']"
