table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_all_graduate_students_total_number,field_all_graduate_students_total_percent,field_all_graduate_students_full_time_all_full_time_number,field_all_graduate_students_full_time_all_full_time_percent,field_all_graduate_students_full_time_first_time_full_time_number,field_all_graduate_students_full_time_first_time_full_time_percent,field_all_graduate_students_part_time_number,field_all_graduate_students_part_time_percent,field_master_s_students_total_number,field_master_s_students_total_percent,field_master_s_students_full_time_all_full_time_number,field_master_s_students_full_time_all_full_time_percent,field_master_s_students_full_time_first_time_full_time_number,field_master_s_students_full_time_first_time_full_time_percent,field_master_s_students_part_time_number,field_master_s_students_part_time_percent,field_doctoral_students_total_number,field_doctoral_students_total_percent,field_doctoral_students_full_time_all_full_time_number,field_doctoral_students_full_time_all_full_time_percent,field_doctoral_students_full_time_first_time_full_time_number,field_doctoral_students_full_time_first_time_full_time_percent,field_doctoral_students_part_time_number,field_doctoral_students_part_time_percent
6089,r011,All detailed fields -> Science -> Biological and biomedical sciences -> Biostatistics and bioinformatics ,All detailed fields,Science,Biological and biomedical sciences,Biostatistics and bioinformatics ,4,6482,0.9,5285,1.1,1654,1.2,1197,0.6,3143,0.8,2256,0.9,1140,1.1,887,0.5,3339,1.2,3029,1.2,514,1.2,310,0.9
6089,r012,All detailed fields -> Science -> Biological and biomedical sciences -> Biotechnology,All detailed fields,Science,Biological and biomedical sciences,Biotechnology,4,3244,0.5,1392,0.3,573,0.4,1852,0.9,3143,0.8,1296,0.5,558,0.5,1847,1.1,101,0.05,96,0.05,15,0.05,5,0.05
6089,r013,All detailed fields -> Science -> Biological and biomedical sciences -> Botany and plant biology,All detailed fields,Science,Biological and biomedical sciences,Botany and plant biology,4,1631,0.2,1487,0.3,270,0.2,144,0.1,376,0.1,319,0.1,93,0.1,57,0.05,1255,0.4,1168,0.5,177,0.4,87,0.2
6089,r014,"All detailed fields -> Science -> Biological and biomedical sciences -> Cell, cellular biology, and anatomical sciences",All detailed fields,Science,Biological and biomedical sciences,"Cell, cellular biology, and anatomical sciences",4,5962,0.9,5554,1.1,1260,0.9,408,0.2,954,0.2,756,0.3,457,0.4,198,0.1,5008,1.8,4798,1.9,803,2.0,210,0.6
6089,r015,All detailed fields -> Science -> Biological and biomedical sciences -> Ecology and population biology,All detailed fields,Science,Biological and biomedical sciences,Ecology and population biology,4,3777,0.5,3133,0.6,670,0.5,644,0.3,1052,0.3,717,0.3,287,0.3,335,0.2,2725,1.0,2416,1.0,383,0.9,309,0.9
6089,r016,All detailed fields -> Science -> Biological and biomedical sciences -> Epidemiology,All detailed fields,Science,Biological and biomedical sciences,Epidemiology,4,5185,0.7,4109,0.8,1575,1.1,1076,0.5,3153,0.8,2405,1.0,1260,1.2,748,0.4,2032,0.7,1704,0.7,315,0.8,328,0.9
6089,r017,All detailed fields -> Science -> Biological and biomedical sciences -> Genetics,All detailed fields,Science,Biological and biomedical sciences,Genetics,4,2802,0.4,2606,0.5,515,0.4,196,0.1,620,0.1,506,0.2,267,0.3,114,0.1,2182,0.8,2100,0.8,248,0.6,82,0.2
6089,r018,All detailed fields -> Science -> Biological and biomedical sciences -> Microbiological sciences and immunology,All detailed fields,Science,Biological and biomedical sciences,Microbiological sciences and immunology,4,5773,0.8,4674,1.0,921,0.6,1099,0.5,1649,0.4,744,0.3,359,0.4,905,0.5,4124,1.5,3930,1.6,562,1.4,194,0.5
6089,r019,All detailed fields -> Science -> Biological and biomedical sciences -> Molecular biology,All detailed fields,Science,Biological and biomedical sciences,Molecular biology,4,1618,0.2,1390,0.3,345,0.2,228,0.1,378,0.1,230,0.1,133,0.1,148,0.1,1240,0.4,1160,0.5,212,0.5,80,0.2
6089,r020,All detailed fields -> Science -> Biological and biomedical sciences -> Neurobiology and neuroscience,All detailed fields,Science,Biological and biomedical sciences,Neurobiology and neuroscience,4,5820,0.8,5568,1.1,1070,0.7,252,0.1,545,0.1,409,0.2,219,0.2,136,0.1,5275,1.9,5159,2.1,851,2.1,116,0.3
6089,r021,All detailed fields -> Science -> Biological and biomedical sciences -> Nutrition science,All detailed fields,Science,Biological and biomedical sciences,Nutrition science,4,3359,0.5,2436,0.5,918,0.6,923,0.4,2370,0.6,1574,0.6,783,0.8,796,0.5,989,0.3,862,0.3,135,0.3,127,0.4
6089,r022,All detailed fields -> Science -> Biological and biomedical sciences -> Pathology and experimental pathology,All detailed fields,Science,Biological and biomedical sciences,Pathology and experimental pathology,4,858,0.1,801,0.2,157,0.1,57,0.05,105,0.05,87,0.05,53,0.1,18,0.05,753,0.3,714,0.3,104,0.3,39,0.1
6089,r023,All detailed fields -> Science -> Biological and biomedical sciences -> Pharmacology and toxicology,All detailed fields,Science,Biological and biomedical sciences,Pharmacology and toxicology,4,2944,0.4,2468,0.5,504,0.4,476,0.2,770,0.2,391,0.2,213,0.2,379,0.2,2174,0.8,2077,0.8,291,0.7,97,0.3
6089,r024,All detailed fields -> Science -> Biological and biomedical sciences -> Physiology,All detailed fields,Science,Biological and biomedical sciences,Physiology,4,5802,0.8,4809,1.0,1691,1.2,993,0.5,3044,0.7,2245,0.9,1328,1.3,799,0.5,2758,1.0,2564,1.0,363,0.9,194,0.5
6089,r025,All detailed fields -> Science -> Biological and biomedical sciences -> Zoology and animal biology,All detailed fields,Science,Biological and biomedical sciences,Zoology and animal biology,4,2047,0.3,1607,0.3,329,0.2,440,0.2,869,0.2,570,0.2,159,0.2,299,0.2,1178,0.4,1037,0.4,170,0.4,141,0.4
6089,r026,All detailed fields -> Science -> Biological and biomedical sciences -> Biological and biomedical sciences nec,All detailed fields,Science,Biological and biomedical sciences,Biological and biomedical sciences nec,4,5055,0.7,4008,0.8,1814,1.3,1047,0.5,2573,0.6,1747,0.7,1129,1.1,826,0.5,2482,0.9,2261,0.9,685,1.7,221,0.6
6089,r027,All detailed fields -> Science -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,,3,98864,14.2,55402,11.3,15037,10.5,43462,21.1,80690,19.5,39929,16.4,12547,12.3,40761,23.9,18174,6.4,15473,6.2,2490,6.0,2701,7.6
6089,r028,"All detailed fields -> Science -> Computer and information sciences -> Artificial intelligence, informatics, and computer and information science topics ",All detailed fields,Science,Computer and information sciences,"Artificial intelligence, informatics, and computer and information science topics ",4,4375,0.6,2765,0.6,1031,0.7,1610,0.8,3419,0.8,1919,0.8,891,0.9,1500,0.9,956,0.3,846,0.3,140,0.3,110,0.3
6089,r029,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,Computer and information sciences,4,29107,4.2,13486,2.7,3186,2.2,15621,7.6,23625,5.7,8932,3.7,2506,2.5,14693,8.6,5482,1.9,4554,1.8,680,1.7,928,2.6
6089,r030,All detailed fields -> Science -> Computer and information sciences -> Computer and information systems security ,All detailed fields,Science,Computer and information sciences,Computer and information systems security ,4,7293,1.0,2079,0.4,735,0.5,5214,2.5,7023,1.7,1968,0.8,696,0.7,5055,3.0,270,0.1,111,0.05,39,0.1,159,0.4
6089,r031,All detailed fields -> Science -> Computer and information sciences -> Computer science,All detailed fields,Science,Computer and information sciences,Computer science,4,32328,4.6,23463,4.8,5781,4.0,8865,4.3,22670,5.5,14859,6.1,4421,4.3,7811,4.6,9658,3.4,8604,3.5,1360,3.3,1054,3.0
6089,r032,All detailed fields -> Science -> Computer and information sciences -> Information science and studies,All detailed fields,Science,Computer and information sciences,Information science and studies,4,12916,1.9,6183,1.3,2032,1.4,6733,3.3,11671,2.8,5241,2.1,1832,1.8,6430,3.8,1245,0.4,942,0.4,200,0.5,303,0.8
6089,r033,All detailed fields -> Science -> Computer and information sciences -> Information technology,All detailed fields,Science,Computer and information sciences,Information technology,4,6023,0.9,3276,0.7,1070,0.7,2747,1.3,5618,1.4,2946,1.2,1013,1.0,2672,1.6,405,0.1,330,0.1,57,0.1,75,0.2
6089,r034,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences nec ,All detailed fields,Science,Computer and information sciences,Computer and information sciences nec ,4,6822,1.0,4150,0.8,1202,0.8,2672,1.3,6664,1.6,4064,1.7,1188,1.2,2600,1.5,158,0.1,86,0.05,14,0.05,72,0.2
6089,r035,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,11792,1.7,9456,1.9,2470,1.7,2336,1.1,5277,1.3,3649,1.5,1494,1.5,1628,1.0,6515,2.3,5807,2.3,976,2.4,708,2.0
6089,r036,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,4,1305,0.2,1156,0.2,251,0.2,149,0.1,458,0.1,398,0.2,146,0.1,60,0.05,847,0.3,758,0.3,105,0.3,89,0.2
6089,r037,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,7726,1.1,6004,1.2,1582,1.1,1722,0.8,3561,0.9,2316,0.9,950,0.9,1245,0.7,4165,1.5,3688,1.5,632,1.5,477,1.3
6089,r038,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,4,2761,0.4,2296,0.5,637,0.4,465,0.2,1258,0.3,935,0.4,398,0.4,323,0.2,1503,0.5,1361,0.5,239,0.6,142,0.4
6089,r039,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r040,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,3,31971,4.6,24041,4.9,7590,5.3,7930,3.8,18284,4.4,11622,4.8,5329,5.2,6662,3.9,13687,4.8,12419,5.0,2261,5.5,1268,3.6
6089,r041,All detailed fields -> Science -> Mathematics and statistics -> Applied mathematics,All detailed fields,Science,Mathematics and statistics,Applied mathematics,4,8889,1.3,7032,1.4,2763,1.9,1857,0.9,6678,1.6,5011,2.1,2411,2.4,1667,1.0,2211,0.8,2021,0.8,352,0.9,190,0.5
6089,r042,All detailed fields -> Science -> Mathematics and statistics -> Mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics,4,12469,1.8,9558,1.9,2313,1.6,2911,1.4,4380,1.1,2206,0.9,947,0.9,2174,1.3,8089,2.9,7352,3.0,1366,3.3,737,2.1
6089,r043,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,4,10613,1.5,7451,1.5,2514,1.8,3162,1.5,7226,1.7,4405,1.8,1971,1.9,2821,1.7,3387,1.2,3046,1.2,543,1.3,341,1.0
6089,r044,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,,3,14533,2.1,9039,1.8,3507,2.4,5494,2.7,10980,2.6,6169,2.5,2929,2.9,4811,2.8,3553,1.3,2870,1.2,578,1.4,683,1.9
6089,r045,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Biological and physical sciences,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Biological and physical sciences,4,1808,0.3,1484,0.3,571,0.4,324,0.2,993,0.2,754,0.3,419,0.4,239,0.1,815,0.3,730,0.3,152,0.4,85,0.2
6089,r046,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Computational science,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Computational science,4,2266,0.3,1056,0.2,421,0.3,1210,0.6,1968,0.5,824,0.3,378,0.4,1144,0.7,298,0.1,232,0.1,43,0.1,66,0.2
6089,r047,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Data science and data analytics,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Data science and data analytics,4,2166,0.3,1174,0.2,456,0.3,992,0.5,2124,0.5,1135,0.5,442,0.4,989,0.6,42,0.05,39,0.05,14,0.05,3,0.05
6089,r048,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> International and global studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,International and global studies,4,1514,0.2,926,0.2,399,0.3,588,0.3,1341,0.3,800,0.3,378,0.4,541,0.3,173,0.1,126,0.1,21,0.1,47,0.1
6089,r049,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Multidisciplinary and interdisciplinary studies nec,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Multidisciplinary and interdisciplinary studies nec,4,6779,1.0,4399,0.9,1660,1.2,2380,1.2,4554,1.1,2656,1.1,1312,1.3,1898,1.1,2225,0.8,1743,0.7,348,0.8,482,1.4
6089,r050,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,3,12498,1.8,8448,1.7,2849,2.0,4050,2.0,8793,2.1,5536,2.3,2417,2.4,3257,1.9,3705,1.3,2912,1.2,432,1.0,793,2.2
6089,r051,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,4,5866,0.8,3983,0.8,1484,1.0,1883,0.9,4067,1.0,2579,1.1,1256,1.2,1488,0.9,1799,0.6,1404,0.6,228,0.6,395,1.1
6089,r052,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",4,6632,1.0,4465,0.9,1365,1.0,2167,1.1,4726,1.1,2957,1.2,1161,1.1,1769,1.0,1906,0.7,1508,0.6,204,0.5,398,1.1
6089,r053,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,3,42616,6.1,37638,7.7,7012,4.9,4978,2.4,6275,1.5,3686,1.5,1430,1.4,2589,1.5,36341,12.8,33952,13.7,5582,13.6,2389,6.7
6089,r054,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,4,1506,0.2,1438,0.3,275,0.2,68,0.05,76,0.05,48,0.05,21,0.05,28,0.05,1430,0.5,1390,0.6,254,0.6,40,0.1
6089,r055,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,4,22485,3.2,20033,4.1,3734,2.6,2452,1.2,3096,0.7,1816,0.7,679,0.7,1280,0.8,19389,6.8,18217,7.4,3055,7.4,1172,3.3
6089,r056,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,4,1492,0.2,1276,0.3,233,0.2,216,0.1,464,0.1,302,0.1,102,0.1,162,0.1,1028,0.4,974,0.4,131,0.3,54,0.2
6089,r057,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,4,16126,2.3,14271,2.9,2603,1.8,1855,0.9,2141,0.5,1317,0.5,539,0.5,824,0.5,13985,4.9,12954,5.2,2064,5.0,1031,2.9
6089,r058,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,4,1007,0.1,620,0.1,167,0.1,387,0.2,498,0.1,203,0.1,89,0.1,295,0.2,509,0.2,417,0.2,78,0.2,92,0.3
6089,r059,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,3,68394,9.8,46168,9.4,14706,10.3,22226,10.8,47279,11.4,28716,11.8,11226,11.0,18563,10.9,21115,7.5,17452,7.0,3480,8.5,3663,10.3
6089,r060,All detailed fields -> Science -> Psychology -> Applied psychology,All detailed fields,Science,Psychology,Applied psychology,4,22506,3.2,13379,2.7,4929,3.4,9127,4.4,17673,4.3,10018,4.1,4246,4.2,7655,4.5,4833,1.7,3361,1.4,683,1.7,1472,4.1
6089,r061,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,4,7148,1.0,5217,1.1,1364,1.0,1931,0.9,3480,0.8,2141,0.9,737,0.7,1339,0.8,3668,1.3,3076,1.2,627,1.5,592,1.7
6089,r062,All detailed fields -> Science -> Psychology -> Counseling psychology,All detailed fields,Science,Psychology,Counseling psychology,4,17339,2.5,11050,2.2,3353,2.3,6289,3.0,15979,3.9,10010,4.1,3118,3.1,5969,3.5,1360,0.5,1040,0.4,235,0.6,320,0.9
6089,r063,All detailed fields -> Science -> Psychology -> Human development,All detailed fields,Science,Psychology,Human development,4,2241,0.3,1414,0.3,528,0.4,827,0.4,1499,0.4,842,0.3,411,0.4,657,0.4,742,0.3,572,0.2,117,0.3,170,0.5
6089,r064,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",4,13427,1.9,10360,2.1,3356,2.3,3067,1.5,6826,1.6,4592,1.9,2177,2.1,2234,1.3,6601,2.3,5768,2.3,1179,2.9,833,2.3
6089,r065,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,4,5733,0.8,4748,1.0,1176,0.8,985,0.5,1822,0.4,1113,0.5,537,0.5,709,0.4,3911,1.4,3635,1.5,639,1.6,276,0.8
6089,r066,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,3,78353,11.2,55498,11.3,17657,12.3,22855,11.1,43919,10.6,25991,10.7,12911,12.6,17928,10.5,34434,12.2,29507,11.9,4746,11.5,4927,13.8
6089,r067,All detailed fields -> Science -> Social sciences -> Agricultural and natural resource economics,All detailed fields,Science,Social sciences,Agricultural and natural resource economics,4,1242,0.2,1031,0.2,301,0.2,211,0.1,603,0.1,466,0.2,202,0.2,137,0.1,639,0.2,565,0.2,99,0.2,74,0.2
6089,r068,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,4,6463,0.9,5066,1.0,1125,0.8,1397,0.7,2167,0.5,1375,0.6,647,0.6,792,0.5,4296,1.5,3691,1.5,478,1.2,605,1.7
6089,r069,"All detailed fields -> Science -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All detailed fields,Science,Social sciences,"Area, ethnic, cultural, gender, and group studies",4,5124,0.7,3838,0.8,1179,0.8,1286,0.6,2642,0.6,1813,0.7,873,0.9,829,0.5,2482,0.9,2025,0.8,306,0.7,457,1.3
6089,r070,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,4,6662,1.0,3159,0.6,1313,0.9,3503,1.7,5674,1.4,2417,1.0,1142,1.1,3257,1.9,988,0.3,742,0.3,171,0.4,246,0.7
6089,r071,All detailed fields -> Science -> Social sciences -> Criminology,All detailed fields,Science,Social sciences,Criminology,4,1626,0.2,932,0.2,391,0.3,694,0.3,1308,0.3,672,0.3,353,0.3,636,0.4,318,0.1,260,0.1,38,0.1,58,0.2
6089,r072,All detailed fields -> Science -> Social sciences -> Economics (except agricultural and natural resource),All detailed fields,Science,Social sciences,Economics (except agricultural and natural resource),4,14073,2.0,11786,2.4,3518,2.5,2287,1.1,6114,1.5,4429,1.8,2272,2.2,1685,1.0,7959,2.8,7357,3.0,1246,3.0,602,1.7
6089,r073,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,4,4397,0.6,2758,0.6,844,0.6,1639,0.8,2745,0.7,1391,0.6,629,0.6,1354,0.8,1652,0.6,1367,0.6,215,0.5,285,0.8
6089,r074,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,4,7730,1.1,4709,1.0,2197,1.5,3021,1.5,7322,1.8,4379,1.8,2142,2.1,2943,1.7,408,0.1,330,0.1,55,0.1,78,0.2
6089,r075,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,4,2850,0.4,2189,0.4,522,0.4,661,0.3,1164,0.3,672,0.3,281,0.3,492,0.3,1686,0.6,1517,0.6,241,0.6,169,0.5
6089,r076,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,4,8438,1.2,6243,1.3,1537,1.1,2195,1.1,3072,0.7,1485,0.6,767,0.8,1587,0.9,5366,1.9,4758,1.9,770,1.9,608,1.7
6089,r077,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,4,8899,1.3,6086,1.2,2580,1.8,2813,1.4,6352,1.5,4373,1.8,2240,2.2,1979,1.2,2547,0.9,1713,0.7,340,0.8,834,2.3
6089,r078,All detailed fields -> Science -> Social sciences -> Sociology and population studies,All detailed fields,Science,Social sciences,Sociology and population studies,4,7409,1.1,5659,1.2,1325,0.9,1750,0.8,2342,0.6,1271,0.5,653,0.6,1071,0.6,5067,1.8,4388,1.8,672,1.6,679,1.9
6089,r079,All detailed fields -> Science -> Social sciences -> Urban studies and affairs ,All detailed fields,Science,Social sciences,Urban studies and affairs ,4,1312,0.2,651,0.1,268,0.2,661,0.3,907,0.2,409,0.2,226,0.2,498,0.3,405,0.1,242,0.1,42,0.1,163,0.5
6089,r080,"All detailed fields -> Science -> Social sciences -> Social sciences, other",All detailed fields,Science,Social sciences,"Social sciences, other",4,2128,0.3,1391,0.3,557,0.4,737,0.4,1507,0.4,839,0.3,484,0.5,668,0.4,621,0.2,552,0.2,73,0.2,69,0.2
6089,r081,All detailed fields -> Engineering,All detailed fields,Engineering,,,2,157729,22.6,111240,22.6,27995,19.5,46489,22.5,86450,20.9,49179,20.2,18668,18.3,37271,21.8,71279,25.2,62061,25.1,9327,22.7,9218,25.8
6089,r082,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,6971,1.0,4599,0.9,1301,0.9,2372,1.1,4326,1.0,2298,0.9,943,0.9,2028,1.2,2645,0.9,2301,0.9,358,0.9,344,1.0
6089,r083,"All detailed fields -> Engineering -> Biological, biomedical, and biosystems engineering",All detailed fields,Engineering,"Biological, biomedical, and biosystems engineering",,3,12775,1.8,11075,2.3,3295,2.3,1700,0.8,4536,1.1,3416,1.4,1882,1.8,1120,0.7,8239,2.9,7659,3.1,1413,3.4,580,1.6
6089,r084,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",,3,10554,1.5,9030,1.8,2019,1.4,1524,0.7,2942,0.7,1898,0.8,778,0.8,1044,0.6,7612,2.7,7132,2.9,1241,3.0,480,1.3
6089,r085,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,4,9457,1.4,8171,1.7,1855,1.3,1286,0.6,2426,0.6,1554,0.6,701,0.7,872,0.5,7031,2.5,6617,2.7,1154,2.8,414,1.2
6089,r086,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,4,1097,0.2,859,0.2,164,0.1,238,0.1,516,0.1,344,0.1,77,0.1,172,0.1,581,0.2,515,0.2,87,0.2,66,0.2
