table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total_r_d,field_basic_research,field_applied_research,field_experimental_development_total,field_experimental_development_advanced_technology,field_experimental_development_major_systems
3850,r028,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,26129.8,0.0,8622.8,17507.0,na,na
3850,r029,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,659000.0,33000.0,626000.0,0.0,na,na
3850,r030,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,5740588.9,101820.0,3568301.2,2070467.7,na,na
3850,r031,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,3660447.3,0.0,3434107.1,226340.2,na,na
3850,r032,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,1788618.0,0.0,0.0,1788618.0,na,na
3850,r033,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,291523.6,101820.0,134194.1,55509.5,na,na
3850,r034,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,606393.0,0.0,378272.7,228120.4,na,na
3850,r035,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,51881.2,989.0,39033.2,11859.0,na,na
3850,r036,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,5053875.1,4924076.1,129799.0,0.0,na,na
3850,r037,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,39191188.6,19099834.2,19254566.8,836787.6,na,na
3850,r038,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,2254.8,0.0,2254.8,0.0,na,na
3850,r039,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,83117.5,0.0,65922.4,17195.1,na,na
3850,r040,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,338000.0,0.0,308145.0,29855.0,na,na
3850,r041,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,7000.0,0.0,7000.0,0.0,na,na
3850,r042,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,736178.0,0.0,0.0,736178.0,na,na
3850,r043,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,419425.9,77206.4,288660.1,53559.4,na,na
3850,r044,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,133488.6,0.0,133488.6,0.0,na,na
3850,r045,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,493052.5,0.0,493052.5,0.0,na,na
3850,r046,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,32625.8,2627.8,29998.0,0.0,na,na
3850,r047,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,36929000.0,19020000.0,17909000.0,0.0,na,na
3850,r048,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,17045.5,0.0,17045.5,0.0,na,na
3850,r049,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,17045.5,0.0,17045.5,0.0,na,na
3850,r050,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,647153.2,46283.8,233243.0,367626.4,na,na
3850,r051,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,81421.6,5376.7,25817.5,50227.4,na,na
3850,r052,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,13126.0,0.0,13126.0,0.0,na,na
3850,r053,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,510549.9,40907.1,188444.5,281198.3,na,na
3850,r054,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,20600.0,0.0,0.0,20600.0,na,na
3850,r055,All agencies -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies,Departments,Department of Homeland Security,U.S. Coast Guard,,4,19516.0,0.0,5855.0,13661.0,na,na
3850,r056,All agencies -> Departments -> Department of Homeland Security -> U.S. Secret Service,All agencies,Departments,Department of Homeland Security,U.S. Secret Service,,4,1939.7,0.0,0.0,1939.7,na,na
3850,r057,All agencies -> Departments -> Department of Housing and Urban Development,All agencies,Departments,Department of Housing and Urban Development,,,3,60997.5,39078.9,21918.6,0.0,na,na
3850,r058,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,826819.3,81447.2,608302.9,137069.2,na,na
3850,r059,All agencies -> Departments -> Department of the Interior -> Bureau of Indian Affairs,All agencies,Departments,Department of the Interior,Bureau of Indian Affairs,,4,5000.0,0.0,5000.0,0.0,na,na
3850,r060,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,20757.0,867.0,12857.0,7033.0,na,na
3850,r061,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,85506.0,0.0,65080.0,20426.0,na,na
3850,r062,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,23167.0,0.0,16514.0,6653.0,na,na
3850,r063,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,9087.1,182.9,7365.0,1539.2,na,na
3850,r064,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,10129.7,857.3,9272.4,0.0,na,na
3850,r065,All agencies -> Departments -> Department of the Interior -> Office of Surface Mining Reclamation and Enforcement,All agencies,Departments,Department of the Interior,Office of Surface Mining Reclamation and Enforcement,,4,327.5,0.0,327.5,0.0,na,na
3850,r066,All agencies -> Departments -> Department of the Interior -> U.S. Fish and Wildlife Service,All agencies,Departments,Department of the Interior,U.S. Fish and Wildlife Service,,4,32650.0,0.0,32650.0,0.0,na,na
3850,r067,All agencies -> Departments -> Department of the Interior -> U.S. Geological Survey,All agencies,Departments,Department of the Interior,U.S. Geological Survey,,4,640195.0,79540.0,459237.0,101418.0,na,na
3850,r068,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,121221.9,21228.1,84168.4,15825.5,na,na
3850,r069,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,6596.0,0.0,1249.0,5347.0,na,na
3850,r070,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,998.4,0.0,998.4,0.0,na,na
3850,r071,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,113627.5,21228.1,81920.9,10478.5,na,na
3850,r072,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,4366.1,0.0,4366.1,0.0,na,na
3850,r073,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,2642.1,0.0,2642.1,0.0,na,na
3850,r074,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,1724.0,0.0,1724.0,0.0,na,na
3850,r075,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,62200.0,0.0,62200.0,0.0,na,na
3850,r076,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,1012477.7,0.0,745596.2,266881.6,na,na
3850,r077,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,387021.1,0.0,193114.6,193906.5,na,na
3850,r078,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,451624.9,0.0,414879.6,36745.3,na,na
3850,r079,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,7766.4,0.0,7766.4,0.0,na,na
3850,r080,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,39427.3,0.0,31936.1,7491.2,na,na
3850,r081,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,2750.0,0.0,2750.0,0.0,na,na
3850,r082,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,76323.0,0.0,76323.0,0.0,na,na
3850,r083,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,19776.0,0.0,8210.9,11565.1,na,na
3850,r084,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,27789.1,0.0,10615.6,17173.4,na,na
3850,r085,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,57143.8,10298.9,35878.8,10966.1,na,na
3850,r086,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,56966.1,10285.0,35715.0,10966.1,na,na
3850,r087,All agencies -> Departments -> Department of the Treasury -> U.S. Mint,All agencies,Departments,Department of the Treasury,U.S. Mint,,4,177.7,13.9,163.8,0.0,na,na
3850,r088,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,1507870.1,629101.4,848504.3,30264.4,na,na
3850,r089,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,
3850,r090,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,6448.3,0.0,6448.3,0.0,na,na
3850,r091,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,220588.2,0.0,171713.9,48874.4,na,na
3850,r092,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,898.9,0.0,898.9,0.0,na,na
3850,r093,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,856.3,0.0,856.3,0.0,na,na
3850,r094,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,485305.0,0.0,404784.0,80521.0,na,na
3850,r095,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,2005.3,0.0,2005.3,0.0,na,na
3850,r096,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,3,6003.2,0.0,6003.2,0.0,na,na
3850,r097,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,1892.5,0.0,867.6,1024.9,na,na
3850,r098,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,13570133.5,5688975.1,2422519.2,5458639.2,na,na
3850,r099,All agencies -> Other agencies -> National Archives and Records Administration,All agencies,Other agencies,National Archives and Records Administration,,,3,511.0,0.0,511.0,0.0,na,na
3850,r100,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,5996140.0,5212090.0,784050.0,0.0,na,na
3850,r101,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,74856.6,780.0,74076.6,0.0,na,na
3850,r102,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,578430.5,0.0,578430.5,0.0,na,na
3850,r103,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,236440.0,236440.0,0.0,0.0,na,na
3850,r104,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,146241.0,0.0,146241.0,0.0,na,na
3850,r105,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,9666.0,0.0,5614.0,4052.0,na,na
3850,r106,All agencies -> Other agencies -> U.S. Agency for Global Media,All agencies,Other agencies,U.S. Agency for Global Media,,,3,6107.0,0.0,6107.0,0.0,na,na
3850,r107,All agencies -> Other agencies -> U.S. Postal Service,All agencies,Other agencies,U.S. Postal Service,,,3,26664.2,0.0,26664.2,0.0,na,na
