table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_outside_united_states,field_argentina,field_brazil,field_chile,field_mexico,field_other_latin_american_locations,field_australia,field_china,field_hong_kong,field_india,field_indonesia,field_japan,field_malaysia_,field_new_zealand,field_singapore,field_south_korea,field_taiwan,field_thailand,field_other_asian_or_pacific_locations,field_israel,field_other_middle_eastern_locations,field_south_africa,field_other_african_locations,field_undistributed
6593,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['742', '']","['3', '']","['24', '']","['1', '']","['8', '']","['5', '']","['5', '']","['70', '']","['1', '']","['10', '']","['3', '']","['14', '']","['1', '']","['*', '']","['61', '']","['1', '']","['4', '']","['2', '']","['5', '']","['0 - 63', '']","['0 - 32', '']","['3', '']","['0 - 24', '']","['*', 'i']"
6593,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['523', '']","['1', '']","['16', '']","['*', '']","['0 - 16', '']","['3', '']","['0 - 6', '']","['34', '']","['0 - 6', '']","['7', '']","['*', '']","['27', '']","['*', '']","['0 - 102', '']","['0 - 11', '']","['10', '']","['1', '']","['0 - 13', '']","['0 - 56', '']","['0', '']","['0 - 32', '']","['0', '']","['0 - 24', '']","['0 - 1', 'i']"
6593,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['450', '']","['11', '']","['72', '']","['*', '']","['2', '']","['3', '']","['0 - 6', '']","['2', '']","['0 - 6', '']","['0 - 27', '']","['0 - 7', '']","['1', '']","['*', '']","['1 - 103', '']","['9', '']","['8', '']","['*', '']","['0 - 13', '']","['61', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 1', 'i']"
6593,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['15,868', '']","['115', '']","['309', '']","['29', '']","['144', '']","['243', '']","['305', '']","['803', '']","['70', '']","['350', 'i']","['0 - 7', '']","['1,139', '']","['6', '']","['6 - 25', '']","['108', '']","['114', '']","['79', '']","['19', '']","['65', '']","['214', '']","['81', 'i']","['26 - 50', '']","['13 - 38', 'i']","['14', 'i']"
6593,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['757', '']","['3', '']","['27', '']","['*', '']","['5', '']","['12', '']","['2', '']","['106', '']","['1', '']","['9', 'i']","['*', '']","['33', '']","['3', '']","['*', '']","['73', '']","['2', '']","['*', '']","['2', '']","['2', '']","['*', '']","['0 - 25', '']","['0 - 24', '']","['0 - 24', '']","['0', '']"
6593,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['227', '']","['*', '']","['1', '']","['*', '']","['0 - 16', '']","['*', '']","['0 - 6', '']","['27', '']","['0 - 6', '']","['0 - 27', '']","['0 - 7', '']","['3', '']","['*', '']","['0', '']","['0 - 11', '']","['2', '']","['*', '']","['0', '']","['0 - 56', '']","['0 - 63', '']","['0', '']","['0 - 24', '']","['*', '']","['0 - 1', 'i']"
6593,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['503', '']","['3', '']","['25', 'i']","['0', '']","['26', '']","['2', '']","['2', '']","['66', '']","['*', '']","['3', 'i']","['*', '']","['24', '']","['1', '']","['*', '']","['1', '']","['4', '']","['0', '']","['5', '']","['0', '']","['9', '']","['0', '']","['0', '']","['0', '']","['27', 'i']"
6593,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['192', 'i']","['0', '']","['0', '']","['0', '']","['3', 'i']","['0', '']","['0', '']","['13', 'i']","['0', '']","['1', 'i']","['0', '']","['31', '']","['0', '']","['0', '']","['0', '']","['48', 'i']","['10', 'i']","['0', '']","['0', '']","['21', 'i']","['0', '']","['*', '']","['0', '']","['0', '']"
6593,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['76', '']","['0', '']","['4', '']","['0', '']","['*', '']","['*', '']","['15', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['13', 'i']"
6593,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['278', '']","['1', '']","['1', '']","['*', '']","['4', '']","['1', '']","['3', '']","['22', '']","['0', '']","['5', '']","['*', '']","['60', '']","['1', '']","['11', '']","['1', '']","['0', '']","['1', '']","['*', '']","['13', '']","['1', '']","['2', '']","['*', '']","['0', '']","['*', 'i']"
6593,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['4,251', '']","['3', '']","['96', '']","['2', '']","['36', '']","['*', 'i']","['35', '']","['396', '']","['4', '']","['384', '']","['*', 'i']","['190', '']","['5', '']","['10', '']","['59', '']","['146', '']","['111', 'i']","['4', '']","['27', '']","['363', '']","['2', 'i']","['8', '']","['1', '']","['11', 'i']"
6593,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['857', '']","['3', '']","['76', '']","['2', '']","['21', '']","['*', '']","['2', '']","['36', '']","['0', '']","['100', '']","['0', '']","['*', '']","['1', '']","['3', '']","['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']"
6593,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['915', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['89', 'i']","['0 - 5', '']","['144', 'i']","['0', '']","['39', 'i']","['0 - 5', '']","['0', '']","['55', '']","['139', '']","['95', 'i']","['0', '']","['0 - 25', '']","['200', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6593,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['630', '']","['0', '']","['1', '']","['0', '']","['2', '']","['0', '']","['1', '']","['36', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['3', '']","['3', '']","['137', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6593,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['1,850', '']","['*', '']","['20', '']","['*', '']","['13', '']","['*', 'i']","['32', '']","['235', '']","['0 - 5', '']","['130', '']","['*', 'i']","['151', '']","['0 - 5', '']","['7', '']","['4', '']","['7', '']","['16', '']","['1', '']","['0 - 25', '']","['26', 'i']","['2', 'i']","['8', '']","['1', '']","['11', 'i']"
6593,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['25,452', 'i']","['5 - 25', '']","['33 - 53', 'i']","['1', '']","['137', '']","['1,059', 'i']","['127', '']","['2,470', '']","['113', '']","['3,216', '']","['2', '']","['798', '']","['785', '']","['55', '']","['992', '']","['215', '']","['708', '']","['188', '']","['318', 'i']","['3,061', '']","['30', '']","['3', '']","['*', '']","['1,845 - 2,014', 'i']"
6593,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['3,312 - 3,316', '']","['0 - 25', 'i']","['0 - 49', 'i']","['*', 'i']","['0 - 20', '']","['0 - 205', 'i']","['38', '']","['337', '']","['4', '']","['986', '']","['*', '']","['16', 'i']","['0 - 205', 'i']","['8', '']","['16', 'i']","['29', '']","['53', '']","['0 - 158', '']","['13', 'i']","['209', '']","['1', '']","['0', '']","['0 - 1', '']","['0 - 205', 'i']"
6593,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['13,007', 'i']","['0 - 25', '']","['0 - 49', 'i']","['0', '']","['113', '']","['262 - 338', '']","['18', '']","['1,530', '']","['54', '']","['1,549', '']","['*', '']","['326', '']","['470', '']","['7', '']","['617', '']","['88', '']","['387', '']","['31', 'i']","['226', 'i']","['2,207', '']","['0', '']","['*', '']","['0', '']","['1,719', 'i']"
6593,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['3,950', '']","['0 - 25', '']","['4', '']","['*', '']","['6', '']","['0', '']","['33', '']","['206', '']","['5', '']","['383', '']","['2', '']","['50', '']","['27', '']","['27', '']","['107', '']","['10', '']","['8', '']","['*', '']","['75', 'i']","['22', '']","['1', '']","['0 - 4', '']","['0 - 1', '']","['0 - 50', 'i']"
6593,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['1,280', 'i']","['*', '']","['2', '']","['0', '']","['*', '']","['0', '']","['1', '']","['38', 'i']","['0', '']","['142', 'i']","['0', '']","['5', 'i']","['*', '']","['0', '']","['44', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', 'i']"
6593,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['878', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['7', '']","['56', '']","['1', '']","['10', '']","['1', '']","['1', 'i']","['0', '']","['0', '']","['*', '']","['8', '']","['2', '']","['0', '']","['62', 'i']","['5', '']","['1', '']","['*', '']","['0 - 1', '']","['0 - 14', 'i']"
6593,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['1,792', '']","['0 - 25', '']","['3', '']","['*', '']","['1', '']","['0', '']","['25', '']","['112', '']","['4', '']","['231', '']","['1', '']","['45', '']","['27', '']","['27', '']","['63', '']","['2', '']","['6', '']","['*', '']","['13', '']","['17', '']","['0', '']","['0 - 4', '']","['0', '']","['0 - 45', 'i']"
6593,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['5,179 - 5,183', 'i']","['0', '']","['0 - 49', 'i']","['*', '']","['0 - 20', '']","['516 - 797', 'i']","['37', 'i']","['397', '']","['50', '']","['299', '']","['0', '']","['406', 'i']","['82 - 290', 'i']","['13', '']","['252', '']","['88', 'i']","['259', '']","['0 - 158', '']","['5', '']","['623', '']","['28', '']","['0 - 4', '']","['0', '']","['0 - 295', 'i']"
6593,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['1,743', '']","['1', '']","['57', '']","['*', '']","['30', '']","['*', '']","['3', '']","['370', '']","['12', '']","['50', '']","['0', '']","['75', '']","['*', '']","['3', '']","['38', '']","['43', '']","['16', '']","['3', '']","['15', '']","['0 - 19', '']","['0 - 17', '']","['*', '']","['4', '']","['4', 'i']"
6593,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['7,812', '']","['3', 'i']","['319', '']","['1', '']","['370', '']","['9', '']","['448', '']","['999', '']","['5', 'i']","['226', '']","['*', '']","['103', '']","['3', '']","['0', '']","['71', 'i']","['463', '']","['28', '']","['24', '']","['14', '']","['4', '']","['*', '']","['3', 'i']","['69', '']","['105', 'i']"
6593,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['6,993', '']","['3', 'i']","['317', '']","['1', '']","['343', '']","['9', '']","['444', '']","['989', '']","['3', 'i']","['212', '']","['*', '']","['99', '']","['3', '']","['0', '']","['71', 'i']","['463', '']","['0 - 29', '']","['0 - 25', '']","['14', '']","['4', '']","['0', '']","['3', 'i']","['69', '']","['101', 'i']"
6593,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['585', '']","['0', '']","['1', '']","['0', '']","['26', '']","['0', '']","['2', '']","['0 - 11', '']","['0', '']","['0 - 15', '']","['0', '']","['4', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0 - 25', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6593,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['585', '']","['0', '']","['1', '']","['0', '']","['26', '']","['0', '']","['2', '']","['0 - 11', '']","['0', '']","['0 - 15', '']","['0', '']","['4', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0 - 25', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6593,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6593,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6593,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['234', '']","['0', '']","['1', 'i']","['0', '']","['*', '']","['0', '']","['2', 'i']","['0 - 11', 'i']","['3', 'i']","['0 - 15', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', 'i']","['0 - 29', '']","['0 - 25', 'i']","['0', '']","['0', '']","['*', '']","['*', 'i']","['*', 'i']","['3', 'i']"
6593,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['35', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['2', '']","['1', '']","['1', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', 'i']"
6593,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['3,482 - 3,488', '']","['3 - 23', '']","['31', '']","['15', '']","['9 - 23', '']","['72', '']","['99 - 124', '']","['351', '']","['33', 'i']","['171', '']","['1', '']","['188', '']","['4', '']","['6', '']","['89', '']","['20 - 31', '']","['13', '']","['3', '']","['24 - 33', '']","['131 - 163', '']","['50 - 67', 'i']","['1', '']","['1', '']","['0 - 219', 'i']"
6593,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['3,069', '']","['4', '']","['30', '']","['11', '']","['10', '']","['51', '']","['100', '']","['310', '']","['3', '']","['138', '']","['1', '']","['188', '']","['4', '']","['3', '']","['85', '']","['21', '']","['12', '']","['3', '']","['25', '']","['132', '']","['51', 'i']","['1', '']","['1', '']","['0 - 159', 'i']"
6593,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['413 - 419', '']","['0 - 20', 'i']","['*', '']","['4', 'i']","['0 - 14', 'i']","['20', 'i']","['0 - 25', '']","['41', 'i']","['30', 'i']","['33', '']","['0', '']","['*', '']","['0', '']","['3', '']","['3', '']","['0 - 10', '']","['1', '']","['0', '']","['0 - 9', 'i']","['0 - 32', '']","['0 - 17', 'i']","['0', '']","['*', 'i']","['0 - 185', '']"
6593,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['40,113', '']","['230', 'i']","['393', 'i']","['66', '']","['181', '']","['924', 'i']","['919', '']","['2,272', '']","['133', '']","['5,364', '']","['9', '']","['1,369', 'i']","['26', '']","['73', '']","['813', 'i']","['354', 'i']","['804', '']","['99', '']","['169', '']","['2,080', '']","['143', 'i']","['156', 'i']","['29', '']","['1,402', 'i']"
6593,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['589', '']","['0 - 5', '']","['0 - 138', '']","['0', '']","['*', 'i']","['0 - 20', '']","['0 - 238', '']","['14', '']","['0', '']","['0 - 393', '']","['*', '']","['0 - 393', 'i']","['0', '']","['0', '']","['0 - 214', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0 - 107', '']","['0', '']","['0 - 10', '']","['0 - 59', 'i']"
6593,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['9', '']","['0', '']","['*', '']","['0', '']","['*', '']","['0', '']","['0 - 2', '']","['*', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0 - 2', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']"
6593,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['113', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 28', '']","['0 - 28', '']","['0', '']","['0', '']","['0 - 28', 'i']","['0 - 13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 28', 'i']"
6593,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['69 - 4,198', 'i']","['0 - 5', 'i']","['0 - 138', 'i']","['1', 'i']","['0 - 17', 'i']","['0 - 20', 'i']","['0 - 238', 'i']","['0 - 285', 'i']","['0 - 48', 'i']","['0 - 462', 'i']","['0 - 8', 'i']","['0 - 468', 'i']","['0 - 13', 'i']","['0 - 14', 'i']","['0 - 214', 'i']","['0 - 162', 'i']","['0 - 19', 'i']","['0 - 82', 'i']","['1', 'i']","['0 - 182', 'i']","['0 - 107', 'i']","['0 - 40', 'i']","['0 - 10', 'i']","['0', '']"
6593,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['62', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['1', '']","['8', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6593,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['19,051', '']","['67', '']","['104', '']","['37', '']","['75', '']","['71', '']","['450', '']","['1,173', '']","['57', '']","['3,231', '']","['1 - 9', '']","['237 - 349', '']","['0 - 13', '']","['37', '']","['297', '']","['65', '']","['520', '']","['0 - 82', '']","['114', '']","['1,346', '']","['25', '']","['27 - 36', '']","['11 - 20', '']","['29 - 53', '']"
6593,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['6,949', '']","['11', '']","['0 - 35', '']","['0 - 35', '']","['0 - 12', '']","['9', '']","['0 - 237', '']","['690', '']","['17', '']","['1,446', '']","['1', '']","['84', '']","['0 - 13', '']","['15', '']","['59', '']","['26', '']","['0 - 237', '']","['0 - 82', '']","['79', '']","['468', '']","['8', '']","['4', '']","['9', '']","['16 - 29', '']"
6593,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6593,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['6,949', '']","['11', '']","['0 - 35', '']","['0 - 35', '']","['0 - 12', '']","['9', '']","['0 - 237', '']","['690', '']","['17', '']","['1,446', '']","['1', '']","['84', '']","['0 - 13', '']","['15', '']","['59', '']","['26', '']","['0 - 237', '']","['0 - 82', '']","['79', '']","['468', '']","['8', '']","['4', '']","['9', '']","['16 - 29', '']"
