table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10001,r030,World -> Chile -> Total articles -> With international institutions,World,Chile,Total articles,With international institutions,4,1651,1847,2145,2546,2715,2932,3128,3510,3867,4400,4781,5793,6153,7205,7320,8395,8850,10347,11172,10788
10001,r031,World -> Colombia,World,Colombia,,,2,,,,,,,,,,,,,,,,,,,,
10001,r032,World -> Colombia -> Total articles,World,Colombia,Total articles,,3,1126,1303,1520,2128,2365,3378,3906,4527,5127,5982,6527,7195,7893,9183,9853,11082,12661,14059,15285,14493
10001,r033,World -> Colombia -> Total articles -> With multiple institutions,World,Colombia,Total articles,With multiple institutions,4,858,978,1140,1543,1856,2528,2960,3324,3809,4454,4853,5396,5986,6954,7640,8736,9951,11405,12531,12093
10001,r034,World -> Colombia -> Total articles -> With domestic institutions only,World,Colombia,Total articles,With domestic institutions only,4,463,562,666,1023,1066,1730,1956,2360,2640,3000,3338,3702,3967,4826,4841,5451,6374,6828,7273,6790
10001,r035,World -> Colombia -> Total articles -> With international institutions,World,Colombia,Total articles,With international institutions,4,646,723,831,1063,1239,1578,1909,2133,2438,2924,3136,3458,3891,4327,4960,5586,6213,7101,7887,7620
10001,r036,World -> United Kingdom,World,United Kingdom,,,2,,,,,,,,,,,,,,,,,,,,
10001,r037,World -> United Kingdom -> Total articles,World,United Kingdom,Total articles,,3,98250,104348,112768,118488,123656,125646,130091,132045,135768,141068,146162,150061,155761,160080,164420,169626,174580,181467,195290,191751
10001,r038,World -> United Kingdom -> Total articles -> With multiple institutions,World,United Kingdom,Total articles,With multiple institutions,4,62177,68103,75155,78829,83596,85541,87190,88200,93345,98854,105651,110521,117132,122993,128747,135081,140639,149814,164143,162457
10001,r039,World -> United Kingdom -> Total articles -> With domestic institutions only,World,United Kingdom,Total articles,With domestic institutions only,4,60988,63312,67093,69686,71042,70344,71294,70325,70348,70891,70203,69030,68588,67411,66119,64938,64701,63501,65754,62783
10001,r040,World -> United Kingdom -> Total articles -> With international institutions,World,United Kingdom,Total articles,With international institutions,4,36061,40251,44651,47737,51359,54132,57938,60663,64450,69201,75361,80604,86787,92143,97713,104083,109067,117038,128331,127771
10001,r041,World -> Austria,World,Austria,,,2,,,,,,,,,,,,,,,,,,,,
10001,r042,World -> Austria -> Total articles,World,Austria,Total articles,,3,11092,11639,13020,13441,14691,15696,16492,17213,18500,19472,20263,20943,22057,22547,22887,23656,24861,26179,28578,28030
10001,r043,World -> Austria -> Total articles -> With multiple institutions,World,Austria,Total articles,With multiple institutions,4,8107,8888,9880,10150,11178,11931,12131,12694,13910,14849,15625,16447,17357,18131,18494,19515,20618,22069,24382,24124
10001,r044,World -> Austria -> Total articles -> With domestic institutions only,World,Austria,Total articles,With domestic institutions only,4,5758,5748,6320,6458,6819,7070,7429,7497,7828,7963,7983,7991,8270,7926,7920,7725,7935,7934,8488,8184
10001,r045,World -> Austria -> Total articles -> With international institutions,World,Austria,Total articles,With international institutions,4,5159,5769,6561,6837,7736,8470,8962,9639,10626,11449,12235,12922,13764,14597,14939,15889,16857,18140,19981,19740
10001,r046,World -> Belgium,World,Belgium,,,2,,,,,,,,,,,,,,,,,,,,
10001,r047,World -> Belgium -> Total articles,World,Belgium,Total articles,,3,15461,16508,18464,18996,20171,21455,22427,23377,24705,26000,26895,28024,28845,29328,29456,30714,31013,32716,35708,35033
10001,r048,World -> Belgium -> Total articles -> With multiple institutions,World,Belgium,Total articles,With multiple institutions,4,11336,12310,13981,14449,15582,16719,17309,18161,19528,20780,21672,22971,24076,24632,25099,26537,26667,28682,31446,31109
10001,r049,World -> Belgium -> Total articles -> With domestic institutions only,World,Belgium,Total articles,With domestic institutions only,4,7587,8019,8777,8944,9228,9527,9734,9802,9911,10278,10228,10159,9762,9715,9290,9108,9260,9039,9860,9446
10001,r050,World -> Belgium -> Total articles -> With international institutions,World,Belgium,Total articles,With international institutions,4,7688,8382,9552,9894,10780,11756,12580,13444,14706,15631,16607,17834,19047,19579,20113,21553,21658,23573,25736,25445
10001,r051,World -> Czechia,World,Czechia,,,2,,,,,,,,,,,,,,,,,,,,
10001,r052,World -> Czechia -> Total articles,World,Czechia,Total articles,,3,8206,9049,10136,11391,12820,13795,14367,15965,17105,17808,18236,20209,22169,22396,22882,22757,24048,23907,25109,23455
10001,r053,World -> Czechia -> Total articles -> With multiple institutions,World,Czechia,Total articles,With multiple institutions,4,5597,6423,7027,7927,8762,9298,9386,9995,10610,11407,11887,13363,14604,14918,15622,16014,17223,18002,19503,18395
10001,r054,World -> Czechia -> Total articles -> With domestic institutions only,World,Czechia,Total articles,With domestic institutions only,4,5140,5637,6339,7095,8102,8722,8993,10184,11055,11127,11095,11935,13038,12879,12654,11961,12325,10968,11129,9891
10001,r055,World -> Czechia -> Total articles -> With international institutions,World,Czechia,Total articles,With international institutions,4,2984,3350,3734,4229,4643,4968,5317,5708,5980,6603,7112,8246,9108,9481,10181,10759,11650,12844,13896,13498
10001,r056,World -> Denmark,World,Denmark,,,2,,,,,,,,,,,,,,,,,,,,
10001,r057,World -> Denmark -> Total articles,World,Denmark,Total articles,,3,10810,11377,12288,12869,13564,14112,15037,16024,17781,19391,20489,22593,23721,24414,25082,26211,27013,28766,30814,30670
10001,r058,World -> Denmark -> Total articles -> With multiple institutions,World,Denmark,Total articles,With multiple institutions,4,8144,8683,9381,10025,10753,11292,11307,12250,13838,15125,16190,17995,19258,20283,20891,22257,23001,24902,27023,27009
10001,r059,World -> Denmark -> Total articles -> With domestic institutions only,World,Denmark,Total articles,With domestic institutions only,4,5412,5713,6046,6139,6263,6396,6734,6977,7691,8332,8599,9356,9178,8930,8965,8688,8847,8925,9442,9486
10001,r060,World -> Denmark -> Total articles -> With international institutions,World,Denmark,Total articles,With international institutions,4,5143,5566,6120,6621,7156,7584,8252,8974,10040,11001,11841,13035,14377,15357,16008,17333,17980,19624,21141,21015
10001,r061,World -> Finland,World,Finland,,,2,,,,,,,,,,,,,,,,,,,,
10001,r062,World -> Finland -> Total articles,World,Finland,Total articles,,3,10632,11542,12187,12711,13032,13373,14031,14380,14967,15617,16292,17246,17670,18198,18100,18684,19699,20079,21457,21808
10001,r063,World -> Finland -> Total articles -> With multiple institutions,World,Finland,Total articles,With multiple institutions,4,7588,8193,8659,9280,9761,10025,10316,10710,11292,11944,12563,13362,14053,14583,14835,15366,16484,17069,18466,18756
10001,r064,World -> Finland -> Total articles -> With domestic institutions only,World,Finland,Total articles,With domestic institutions only,4,6161,6809,7130,7242,7027,7088,7404,7206,7345,7323,7322,7545,7247,7297,6752,6923,6843,6687,6960,7154
10001,r065,World -> Finland -> Total articles -> With international institutions,World,Finland,Total articles,With international institutions,4,4385,4673,4995,5401,5920,6221,6588,7098,7522,8213,8922,9684,10401,10877,11323,11727,12798,13344,14430,14604
10001,r066,World -> France,World,France,,,2,,,,,,,,,,,,,,,,,,,,
10001,r067,World -> France -> Total articles,World,France,Total articles,,3,68929,72669,79212,83374,85763,90162,93746,95248,98554,102133,104867,106310,107203,108223,108415,108365,108645,109755,113294,108261
10001,r068,World -> France -> Total articles -> With multiple institutions,World,France,Total articles,With multiple institutions,4,47376,51091,56225,59692,62529,66158,69438,71593,75619,79792,83209,85493,87219,89258,90106,90650,91690,94031,97636,93913
10001,r069,World -> France -> Total articles -> With domestic institutions only,World,France,Total articles,With domestic institutions only,4,40779,42266,45442,47437,47618,49663,50212,50352,51111,51781,51757,50893,49611,48142,46560,44883,43864,42813,44305,42253
10001,r070,World -> France -> Total articles -> With international institutions,World,France,Total articles,With international institutions,4,27438,29814,33129,35227,37363,39759,43105,44476,47064,49992,52793,55154,57290,59555,61222,62827,64005,66105,67941,65140
10001,r071,World -> Germany,World,Germany,,,2,,,,,,,,,,,,,,,,,,,,
10001,r072,World -> Germany -> Total articles,World,Germany,Total articles,,3,95897,100531,110814,114116,119137,123502,128502,132541,137373,144720,147088,150799,153609,157959,160631,163169,167672,169751,181856,175863
10001,r073,World -> Germany -> Total articles -> With multiple institutions,World,Germany,Total articles,With multiple institutions,4,64780,70835,77985,80839,84953,87958,88175,90261,95024,101290,104480,107919,111876,115859,119723,123333,128238,133513,145248,142788
10001,r074,World -> Germany -> Total articles -> With domestic institutions only,World,Germany,Total articles,With domestic institutions only,4,56904,58710,64568,65814,67244,69789,71548,72788,74405,77308,76783,77718,77016,78303,78294,77300,78507,76012,81128,76940
10001,r075,World -> Germany -> Total articles -> With international institutions,World,Germany,Total articles,With international institutions,4,37352,40295,44830,46971,50458,52136,56099,59000,62399,66779,69839,72713,76349,79282,81791,85360,88436,92910,99735,98072
10001,r076,World -> Greece,World,Greece,,,2,,,,,,,,,,,,,,,,,,,,
10001,r077,World -> Greece -> Total articles,World,Greece,Total articles,,3,8566,9946,11548,13333,14074,14874,15524,15543,15881,16218,16252,16302,16389,16487,16564,17127,18220,19421,22204,22771
10001,r078,World -> Greece -> Total articles -> With multiple institutions,World,Greece,Total articles,With multiple institutions,4,5886,6948,8125,9309,9884,10406,10694,10571,11187,11455,11728,11962,12223,12445,12797,13349,14291,15319,17697,18383
10001,r079,World -> Greece -> Total articles -> With domestic institutions only,World,Greece,Total articles,With domestic institutions only,4,5420,6403,7474,8531,8897,9505,9572,9463,9276,9031,8734,8430,8180,7882,7709,7735,8192,8879,10373,10665
10001,r080,World -> Greece -> Total articles -> With international institutions,World,Greece,Total articles,With international institutions,4,3070,3482,3989,4714,5072,5275,5890,5993,6521,7131,7473,7827,8183,8573,8817,9359,9969,10473,11730,12026
10001,r081,World -> Ireland,World,Ireland,,,2,,,,,,,,,,,,,,,,,,,,
10001,r082,World -> Ireland -> Total articles,World,Ireland,Total articles,,3,4444,5369,6601,6981,7814,8354,9315,10144,10576,10581,10825,11155,11126,11896,12285,13050,14053,15268,17342,17245
10001,r083,World -> Ireland -> Total articles -> With multiple institutions,World,Ireland,Total articles,With multiple institutions,4,2975,3574,4377,4728,5282,5827,6468,7076,7447,7728,8069,8466,8688,9435,9916,10712,11543,12763,14831,14726
10001,r084,World -> Ireland -> Total articles -> With domestic institutions only,World,Ireland,Total articles,With domestic institutions only,4,2320,2827,3519,3584,4030,4127,4569,5002,5148,4910,4815,4793,4505,4594,4667,4671,5042,5290,5855,5729
10001,r085,World -> Ireland -> Total articles -> With international institutions,World,Ireland,Total articles,With international institutions,4,2078,2507,3032,3304,3691,4170,4705,5067,5355,5630,5981,6333,6605,7283,7595,8355,8977,9921,11408,11455
10001,r086,World -> Italy,World,Italy,,,2,,,,,,,,,,,,,,,,,,,,
10001,r087,World -> Italy -> Total articles,World,Italy,Total articles,,3,52271,55298,60063,63851,68663,71512,74669,76147,79189,84332,89204,92536,96013,97359,100216,103659,109764,121811,131657,129677
10001,r088,World -> Italy -> Total articles -> With multiple institutions,World,Italy,Total articles,With multiple institutions,4,37197,40337,43846,46954,50583,52363,53476,54919,58260,62499,66838,70590,74197,76352,79770,83152,88334,100339,109599,108916
10001,r089,World -> Italy -> Total articles -> With domestic institutions only,World,Italy,Total articles,With domestic institutions only,4,34342,35721,38340,40409,42626,44071,45575,45184,46089,48502,50370,51025,51467,50548,50889,51107,54540,60354,65559,63424
10001,r090,World -> Italy -> Total articles -> With international institutions,World,Italy,Total articles,With international institutions,4,17382,19212,21313,22983,25484,26867,28711,30504,32665,35431,38487,41218,44213,46442,48789,51958,54428,60455,64971,65078
10001,r091,World -> Netherlands,World,Netherlands,,,2,,,,,,,,,,,,,,,,,,,,
10001,r092,World -> Netherlands -> Total articles,World,Netherlands,Total articles,,3,27728,30061,33494,35002,36308,37991,41093,42848,44480,47240,48615,49859,50676,51747,52826,54707,56114,58750,63370,62709
10001,r093,World -> Netherlands -> Total articles -> With multiple institutions,World,Netherlands,Total articles,With multiple institutions,4,20469,23000,25544,27019,28255,29770,31669,33408,35059,38235,39554,40582,42205,43703,45025,47115,48539,51393,55988,55741
10001,r094,World -> Netherlands -> Total articles -> With domestic institutions only,World,Netherlands,Total articles,With domestic institutions only,4,14997,15964,18093,18280,18662,19270,20567,20687,21054,20953,21069,21007,20265,19657,19398,19187,19202,19312,20448,20051
10001,r095,World -> Netherlands -> Total articles -> With international institutions,World,Netherlands,Total articles,With international institutions,4,12374,13825,15133,16441,17360,18436,20302,21932,23188,26067,27384,28757,30303,31908,33170,35260,36575,39007,42325,42051
10001,r096,World -> Poland,World,Poland,,,2,,,,,,,,,,,,,,,,,,,,
10001,r097,World -> Poland -> Total articles,World,Poland,Total articles,,3,20505,22982,24749,26807,26848,28702,28911,29984,31195,33779,36107,38109,40269,42522,42884,45023,46861,50289,54559,51521
10001,r098,World -> Poland -> Total articles -> With multiple institutions,World,Poland,Total articles,With multiple institutions,4,11713,13290,15005,16413,16380,17068,16503,17046,17738,19244,20721,22451,24158,26157,27221,28931,30723,34118,38396,37935
10001,r099,World -> Poland -> Total articles -> With domestic institutions only,World,Poland,Total articles,With domestic institutions only,4,14235,16108,17439,19120,18932,20622,20437,21367,22161,24078,25646,26776,28135,29219,28603,29716,30312,31450,33533,29748
10001,r100,World -> Poland -> Total articles -> With international institutions,World,Poland,Total articles,With international institutions,4,6109,6715,7135,7521,7646,7816,8244,8268,8722,9515,10362,11253,12058,13211,14181,15196,16388,18654,20856,21610
10001,r101,World -> Portugal,World,Portugal,,,2,,,,,,,,,,,,,,,,,,,,
10001,r102,World -> Portugal -> Total articles,World,Portugal,Total articles,,3,6307,7093,8075,9872,10391,12007,13042,14549,16468,18154,19489,20333,21262,21340,21755,23031,25229,27016,30256,30625
10001,r103,World -> Portugal -> Total articles -> With multiple institutions,World,Portugal,Total articles,With multiple institutions,4,4564,5274,5962,7420,7791,9241,9864,11068,12683,14220,15445,16361,17214,17711,18202,19452,21393,23263,26089,26891
10001,r104,World -> Portugal -> Total articles -> With domestic institutions only,World,Portugal,Total articles,With domestic institutions only,4,3418,3765,4335,5307,5619,6336,7053,7760,8729,9346,9880,10204,10353,9761,9773,9967,11239,11645,13410,13445
10001,r105,World -> Portugal -> Total articles -> With international institutions,World,Portugal,Total articles,With international institutions,4,2832,3286,3696,4511,4694,5609,5933,6719,7683,8749,9569,10092,10882,11538,11939,13003,13924,15279,16727,17092
10001,r106,World -> Spain,World,Spain,,,2,,,,,,,,,,,,,,,,,,,,
10001,r107,World -> Spain -> Total articles,World,Spain,Total articles,,3,36367,39750,45094,49912,53701,56738,61035,64513,69153,73067,74082,76877,77017,78974,80332,83529,88016,96451,103934,101177
10001,r108,World -> Spain -> Total articles -> With multiple institutions,World,Spain,Total articles,With multiple institutions,4,24955,27549,31666,35400,38087,40975,41991,44988,49648,53267,54700,57768,59110,61497,63140,66495,70617,78467,85670,84267
10001,r109,World -> Spain -> Total articles -> With domestic institutions only,World,Spain,Total articles,With domestic institutions only,4,23746,25894,29036,31741,33645,34702,37041,38031,39845,41098,40401,40616,39104,38698,38675,39316,41416,45061,48704,46513
10001,r110,World -> Spain -> Total articles -> With international institutions,World,Spain,Total articles,With international institutions,4,12152,13561,15707,17770,19574,21512,23707,26197,29036,31695,33494,36084,37632,39832,41164,43599,45926,50568,54143,53721
10001,r111,World -> Sweden,World,Sweden,,,2,,,,,,,,,,,,,,,,,,,,
10001,r112,World -> Sweden -> Total articles,World,Sweden,Total articles,,3,20514,21338,23186,23794,24411,24554,26167,27215,28489,30588,31980,33978,35329,36448,37303,38483,39554,40932,43554,43403
10001,r113,World -> Sweden -> Total articles -> With multiple institutions,World,Sweden,Total articles,With multiple institutions,4,14938,15718,17321,17928,18726,18924,19670,20576,21821,23792,25379,26966,28767,30157,31272,32528,33771,35251,38038,38031
10001,r114,World -> Sweden -> Total articles -> With domestic institutions only,World,Sweden,Total articles,With domestic institutions only,4,10931,11274,12053,12130,11799,11684,12226,12275,12475,13024,13189,13799,13490,13160,12916,12739,12684,12674,13199,13058
10001,r115,World -> Sweden -> Total articles -> With international institutions,World,Sweden,Total articles,With international institutions,4,9329,9882,10937,11473,12408,12662,13830,14786,15907,17476,18695,20118,21788,23229,24315,25681,26794,28129,30194,30214
10001,r116,World -> Norway,World,Norway,,,2,,,,,,,,,,,,,,,,,,,,
10001,r117,World -> Norway -> Total articles,World,Norway,Total articles,,3,7440,8308,9624,10414,11308,11797,13104,13554,14554,15813,16115,17051,17597,19019,20076,21091,22016,23930,25753,26017
10001,r118,World -> Norway -> Total articles -> With multiple institutions,World,Norway,Total articles,With multiple institutions,4,5564,6294,7312,7923,8780,9169,10060,10495,11343,12512,12763,13689,14262,15581,16511,17341,18265,19922,21795,22285
10001,r119,World -> Norway -> Total articles -> With domestic institutions only,World,Norway,Total articles,With domestic institutions only,4,3953,4303,5076,5287,5626,5671,6288,6336,6817,7097,7111,7161,7036,7311,7655,7873,8078,8291,8747,8594
10001,r120,World -> Norway -> Total articles -> With international institutions,World,Norway,Total articles,With international institutions,4,3369,3923,4454,5021,5580,6007,6745,7164,7675,8662,8955,9866,10544,11680,12381,13170,13857,15512,16873,17311
10001,r121,World -> Russia,World,Russia,,,2,,,,,,,,,,,,,,,,,,,,
10001,r122,World -> Russia -> Total articles,World,Russia,Total articles,,3,42380,42860,42712,37316,38087,39658,40433,40880,43479,43899,46858,53349,61662,71558,80190,90014,104643,110108,117272,98702
10001,r123,World -> Russia -> Total articles -> With multiple institutions,World,Russia,Total articles,With multiple institutions,4,19661,20547,21738,18637,19102,19277,19677,19969,21718,22582,25038,29179,35634,41897,47810,53818,62790,67210,71394,61988
10001,r124,World -> Russia -> Total articles -> With domestic institutions only,World,Russia,Total articles,With domestic institutions only,4,29605,29753,28825,25226,25924,27930,28671,29691,31479,31503,33452,38780,44956,53553,59930,68129,80225,83483,89002,74020
10001,r125,World -> Russia -> Total articles -> With international institutions,World,Russia,Total articles,With international institutions,4,11222,11465,12491,11830,11923,11461,11611,11097,11937,12317,13326,14511,16626,17913,20109,21667,23976,26053,27719,24260
10001,r126,World -> Switzerland,World,Switzerland,,,2,,,,,,,,,,,,,,,,,,,,
10001,r127,World -> Switzerland -> Total articles,World,Switzerland,Total articles,,3,20215,21941,24075,25913,27254,28288,29466,31354,33536,35810,37168,38791,39963,41048,42656,43357,44143,46542,50495,49601
10001,r128,World -> Switzerland -> Total articles -> With multiple institutions,World,Switzerland,Total articles,With multiple institutions,4,14637,16225,17929,19508,20983,21827,22412,23922,25845,28012,29478,30957,32475,33850,35369,36546,37402,39930,43971,43594
10001,r129,World -> Switzerland -> Total articles -> With domestic institutions only,World,Switzerland,Total articles,With domestic institutions only,4,8967,9510,10372,10927,10870,11089,11296,11740,12246,12731,12794,13075,12730,12638,12784,12375,12480,12562,13091,12558
10001,r130,World -> Switzerland -> Total articles -> With international institutions,World,Switzerland,Total articles,With international institutions,4,10936,12231,13461,14741,16129,16923,18018,19405,21118,22891,24254,25648,27149,28287,29734,30862,31476,33781,37132,36789
10001,r131,World -> Turkey,World,Turkey,,,2,,,,,,,,,,,,,,,,,,,,
10001,r132,World -> Turkey -> Total articles,World,Turkey,Total articles,,3,14791,17557,19413,21393,23657,24121,27401,29074,30037,31763,34176,34930,37433,40431,38736,39931,44927,49510,57992,64731
10001,r133,World -> Turkey -> Total articles -> With multiple institutions,World,Turkey,Total articles,With multiple institutions,4,9723,12066,13677,14734,15986,16312,17642,18404,19636,21393,23461,24519,26523,28937,27360,28165,31592,35971,43455,49335
10001,r134,World -> Turkey -> Total articles -> With domestic institutions only,World,Turkey,Total articles,With domestic institutions only,4,12225,14446,16167,17830,19750,19928,22601,23904,24509,25333,27132,27757,29347,31208,29347,29940,33531,35687,41473,45520
10001,r135,World -> Turkey -> Total articles -> With international institutions,World,Turkey,Total articles,With international institutions,4,2458,2985,3113,3442,3749,4037,4642,4990,5380,6319,6959,7081,8038,9133,9303,9905,11256,13611,16238,18909
10001,r136,World -> Iran,World,Iran,,,2,,,,,,,,,,,,,,,,,,,,
10001,r137,World -> Iran -> Total articles,World,Iran,Total articles,,3,4507,5913,8110,11183,14487,18624,22441,27236,34151,34685,36022,39315,41041,46623,51308,55032,62120,66428,70387,72705
10001,r138,World -> Iran -> Total articles -> With multiple institutions,World,Iran,Total articles,With multiple institutions,4,2715,3593,5067,6906,9065,11444,13877,16894,21601,22893,24507,26808,27948,31899,35272,39015,45241,49790,54663,56963
10001,r139,World -> Iran -> Total articles -> With domestic institutions only,World,Iran,Total articles,With domestic institutions only,4,3388,4493,6224,8848,11501,15028,18227,22094,27850,27875,28431,31141,32320,36747,39729,41423,45203,45816,46576,47164
10001,r140,World -> Iran -> Total articles -> With international institutions,World,Iran,Total articles,With international institutions,4,1081,1373,1791,2206,2790,3376,4060,4906,6060,6637,7464,8053,8651,9792,11514,13543,16810,20469,23648,25379
10001,r141,World -> Israel,World,Israel,,,2,,,,,,,,,,,,,,,,,,,,
10001,r142,World -> Israel -> Total articles,World,Israel,Total articles,,3,13052,13572,13858,14686,14930,15203,15070,15167,15784,16265,16224,17152,17882,18276,18515,19294,20062,21062,22960,23313
10001,r143,World -> Israel -> Total articles -> With multiple institutions,World,Israel,Total articles,With multiple institutions,4,9174,9553,9868,10408,10651,10695,10476,10717,11258,11674,11868,12351,13240,13669,13947,14915,15509,16748,18315,18511
10001,r144,World -> Israel -> Total articles -> With domestic institutions only,World,Israel,Total articles,With domestic institutions only,4,7606,8088,8104,8619,8633,8694,8563,8152,8274,8641,8383,8969,8831,8983,9049,9014,9387,9568,10810,11129
10001,r145,World -> Israel -> Total articles -> With international institutions,World,Israel,Total articles,With international institutions,4,5257,5347,5637,5935,6191,6384,6441,6891,7368,7535,7793,8157,9034,9268,9425,10233,10574,11372,12017,12033
10001,r146,World -> Saudi Arabia,World,Saudi Arabia,,,2,,,,,,,,,,,,,,,,,,,,
