table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2017,field_2018,field_2019,field_2020_all_geosciences_atmospheric_sciences_and_ocean_sciences,field_2020_atmospheric_science_and_meteorology,field_2020_geological_and_earth_sciences,field_2020_ocean_sciences_and_marine_sciences,field_2020_geosciences_atmospheric_sciences_and_ocean_sciences_nec
5422,r017,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,16,"['38,139', '']","['36,826', '']","['36,615', '']","['35,879', '']","['25,417', '']","['7,018', '']","['0', '']","['3,444', '']"
5422,r018,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,17,"['38,438', '']","['41,429', '']","['34,363', '']","['33,730', '']","['1,784', '']","['5,332', '']","['17,775', '']","['8,839', '']"
5422,r019,All institutions -> Harvard U.,All institutions,Harvard U.,2,18,"['23,670', '']","['26,892', '']","['27,835', '']","['28,723', '']","['3,995', '']","['5,080', '']","['0', '']","['19,648', '']"
5422,r020,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,19,"['22,572', '']","['26,061', '']","['24,970', '']","['27,134', '']","['5,723', '']","['20,206', '']","['0', '']","['1,205', '']"
5422,r021,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,20,"['22,811', '']","['22,753', '']","['25,436', '']","['27,071', '']","['2,155', '']","['21,406', '']","['114', '']","['3,396', '']"
5422,r022,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,21,"['29,316', '']","['28,307', '']","['32,874', '']","['25,349', '']","['0', '']","['3,967', '']","['15,347', '']","['6,035', '']"
5422,r023,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,22,"['27,849', '']","['31,354', '']","['28,218', '']","['24,605', '']","['11,800', '']","['9,771', '']","['3,034', '']","['0', '']"
5422,r024,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,23,"['8,841', '']","['9,366', '']","['21,324', '']","['21,092', '']","['0', '']","['4,445', '']","['6,056', '']","['10,591', '']"
5422,r025,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,24,"['28,732', '']","['23,228', '']","['19,745', '']","['20,523', '']","['0', '']","['15,644', '']","['3,066', '']","['1,813', '']"
5422,r026,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,25,"['32,656', '']","['27,772', '']","['22,382', '']","['20,477', '']","['6,726', '']","['7,339', '']","['4,852', '']","['1,560', '']"
5422,r027,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,26,"['12,659', '']","['13,504', '']","['14,799', '']","['16,190', '']","['0', '']","['7,424', '']","['8,766', '']","['0', '']"
5422,r028,All institutions -> Princeton U.,All institutions,Princeton U.,2,27,"['16,845', '']","['17,747', '']","['15,933', '']","['16,105', '']","['7,404', '']","['3,621', '']","['4,200', '']","['880', '']"
5422,r029,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,28,"['11,804', '']","['14,353', '']","['11,993', '']","['16,060', '']","['1,668', '']","['265', '']","['13,878', '']","['249', '']"
5422,r030,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,29,"['18,607', '']","['17,665', '']","['16,557', '']","['15,748', '']","['3,261', '']","['12,487', '']","['0', '']","['0', '']"
5422,r031,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,30,"['11,115', '']","['11,487', '']","['12,725', '']","['15,234', '']","['0', '']","['3,023', '']","['7,967', '']","['4,244', '']"
5422,r032,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,31,"['9,957', '']","['10,004', '']","['12,920', '']","['14,123', '']","['13,390', '']","['577', '']","['156', '']","['0', '']"
5422,r033,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,32,"['5,184', '']","['5,817', '']","['7,793', '']","['13,635', '']","['289', '']","['10,979', '']","['2,260', '']","['107', '']"
5422,r034,All institutions -> U. Arizona,All institutions,U. Arizona,2,33,"['13,967', '']","['13,117', '']","['13,372', '']","['13,625', '']","['1,967', '']","['10,393', '']","['1,068', '']","['197', '']"
5422,r035,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,34,"['14,270', '']","['12,401', '']","['12,946', '']","['13,202', '']","['6,178', '']","['0', '']","['1,107', '']","['5,917', '']"
5422,r036,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,35,"['12,952', '']","['11,903', '']","['11,158', '']","['12,873', '']","['0', '']","['5,687', '']","['3,247', '']","['3,939', '']"
5422,r037,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,36,"['15,821', '']","['14,629', '']","['10,807', '']","['12,497', '']","['1,907', '']","['9,704', '']","['562', '']","['324', '']"
5422,r038,All institutions -> William & Mary,All institutions,William & Mary,2,37,"['14,248', '']","['14,448', '']","['14,272', '']","['12,158', '']","['0', '']","['397', '']","['11,761', '']","['0', '']"
5422,r039,"All institutions -> U. Hawaii, system office",All institutions,"U. Hawaii, system office",2,38,"['ne', '']","['11,020', '']","['10,531', '']","['11,673', '']","['11,673', '']","['0', '']","['0', '']","['0', '']"
5422,r040,All institutions -> U. Utah,All institutions,U. Utah,2,39,"['5,696', '']","['7,255', '']","['15,150', '']","['11,112', '']","['3,911', '']","['7,201', '']","['0', '']","['0', '']"
5422,r041,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,40,"['13,576', '']","['11,179', '']","['11,996', '']","['10,824', '']","['0', '']","['4,223', '']","['6,601', '']","['0', '']"
5422,r042,All institutions -> U. Delaware,All institutions,U. Delaware,2,41,"['13,435', '']","['12,351', '']","['10,066', '']","['10,785', '']","['0', '']","['2,972', '']","['5,281', '']","['2,532', '']"
5422,r043,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,42,"['11,313', '']","['10,896', '']","['10,880', '']","['10,327', '']","['0', '']","['2,203', '']","['8,124', '']","['0', '']"
5422,r044,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,43,"['10,112', '']","['5,959', '']","['5,473', '']","['10,107', '']","['8,622', '']","['1,474', '']","['0', '']","['11', '']"
5422,r045,All institutions -> Florida International U.,All institutions,Florida International U.,2,44,"['3,502', '']","['8,001', '']","['7,987', '']","['9,463', '']","['2,098', '']","['644', '']","['6,721', '']","['0', '']"
5422,r046,All institutions -> George Mason U.,All institutions,George Mason U.,2,45,"['10,192', '']","['10,804', '']","['9,912', '']","['9,390', '']","['3,276', '']","['4,034', '']","['1,799', '']","['281', '']"
5422,r047,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,46,"['8,557', '']","['8,857', '']","['9,510', '']","['9,301', '']","['0', '']","['9,301', '']","['0', '']","['0', '']"
5422,r048,All institutions -> U. Southern California,All institutions,U. Southern California,2,47,"['12,250', '']","['10,908', '']","['10,664', '']","['9,079', '']","['0', '']","['7,569', '']","['1,510', '']","['0', '']"
5422,r049,All institutions -> U. Maine,All institutions,U. Maine,2,48,"['10,917', '']","['10,472', '']","['9,385', '']","['9,064', '']","['0', '']","['1,623', '']","['7,436', '']","['5', '']"
5422,r050,All institutions -> Stanford U.,All institutions,Stanford U.,2,49,"['7,247', '']","['8,710', '']","['7,690', '']","['8,906', '']","['0', '']","['6,823', '']","['1,389', '']","['694', '']"
5422,r051,All institutions -> Florida State U.,All institutions,Florida State U.,2,50,"['9,068', '']","['8,332', '']","['8,123', '']","['8,871', '']","['1,526', '']","['987', '']","['5,176', '']","['1,182', '']"
5422,r052,All institutions -> U. Chicago,All institutions,U. Chicago,2,51,"['7,125', '']","['8,644', '']","['8,639', '']","['8,514', '']","['0', '']","['8,514', '']","['0', '']","['0', '']"
5422,r053,All institutions -> U. Florida,All institutions,U. Florida,2,52,"['8,741', '']","['10,165', '']","['9,497', '']","['8,484', '']","['0', '']","['6,666', '']","['1,476', '']","['342', '']"
5422,r054,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,53,"['9,805', '']","['7,064', '']","['8,301', '']","['8,462', '']","['0', '']","['252', '']","['7,535', '']","['675', '']"
5422,r055,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,54,"['6,967', '']","['7,956', '']","['7,883', '']","['8,178', '']","['0', '']","['1,218', '']","['5,188', '']","['1,772', '']"
5422,r056,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,55,"['7,018', '']","['7,281', '']","['8,070', '']","['8,059', '']","['0', '']","['8,059', '']","['0', '']","['0', '']"
5422,r057,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,56,"['7,868', '']","['8,473', '']","['8,715', '']","['8,015', '']","['1,322', '']","['0', '']","['2,225', '']","['4,468', '']"
5422,r058,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,57,"['8,038', '']","['8,340', '']","['7,822', '']","['7,862', '']","['0', '']","['7,862', '']","['0', '']","['0', '']"
5422,r059,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,58,"['8,697', '']","['10,336', '']","['8,618', '']","['7,847', '']","['1,855', '']","['156', '']","['5,836', '']","['0', '']"
5422,r060,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,59,"['7,797', '']","['7,622', '']","['8,058', '']","['7,624', '']","['0', '']","['7,624', '']","['0', '']","['0', '']"
5422,r061,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,60,"['9,002', '']","['8,521', '']","['8,568', '']","['7,374', '']","['0', '']","['1,222', '']","['0', '']","['6,152', '']"
5422,r062,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,61,"['5,272', '']","['5,866', '']","['6,674', '']","['7,020', '']","['0', '']","['744', '']","['6,276', '']","['0', '']"
5422,r063,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,62,"['7,610', '']","['6,596', '']","['6,459', '']","['7,014', '']","['1,093', '']","['2,135', '']","['532', '']","['3,254', '']"
5422,r064,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,63,"['20,856', '']","['8,969', '']","['6,728', '']","['6,953', '']","['6,031', '']","['922', '']","['0', '']","['0', '']"
5422,r065,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,64,"['6,677', '']","['6,940', '']","['6,263', '']","['6,910', '']","['216', '']","['5,958', '']","['222', '']","['514', '']"
5422,r066,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,65,"['5,966', '']","['6,182', '']","['6,216', '']","['6,489', '']","['0', '']","['6,489', '']","['0', '']","['0', '']"
5422,r067,All institutions -> Boston U.,All institutions,Boston U.,2,66,"['4,460', '']","['5,287', '']","['5,898', '']","['6,447', '']","['0', '']","['6,447', '']","['0', '']","['0', '']"
5422,r068,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,67,"['2,666', '']","['4,355', '']","['4,476', '']","['6,432', '']","['206', '']","['4,537', '']","['854', '']","['835', '']"
5422,r069,All institutions -> Cornell U.,All institutions,Cornell U.,2,68,"['4,297', '']","['5,072', '']","['4,796', '']","['6,428', '']","['926', '']","['5,474', '']","['28', '']","['0', '']"
5422,r070,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,69,"['4,172', '']","['3,992', '']","['6,255', '']","['6,352', '']","['0', '']","['5,742', '']","['0', '']","['610', '']"
5422,r071,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,70,"['5,012', '']","['5,010', '']","['6,235', '']","['6,328', '']","['0', '']","['6,328', '']","['0', '']","['0', '']"
5422,r072,All institutions -> U. Georgia,All institutions,U. Georgia,2,71,"['8,053', '']","['6,109', '']","['6,855', '']","['6,304', '']","['0', '']","['322', '']","['5,982', '']","['0', '']"
5422,r073,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,72,"['6,176', '']","['5,993', '']","['5,268', '']","['6,300', '']","['2,024', '']","['782', '']","['2,855', '']","['639', '']"
5422,r074,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,73,"['7,393', '']","['6,957', '']","['6,674', '']","['6,249', '']","['227', '']","['6,002', '']","['0', '']","['20', '']"
5422,r075,All institutions -> Duke U.,All institutions,Duke U.,2,74,"['7,792', '']","['6,987', '']","['7,079', '']","['6,194', '']","['0', '']","['1,603', '']","['4,591', '']","['0', '']"
5422,r076,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,75,"['3,673', '']","['7,751', '']","['6,805', '']","['5,975', '']","['133', '']","['3,803', '']","['37', '']","['2,002', '']"
5422,r077,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,76,"['6,627', '']","['6,670', '']","['5,638', '']","['5,816', '']","['0', '']","['5,816', '']","['0', '']","['0', '']"
5422,r078,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,77,"['5,591', '']","['6,121', '']","['5,967', '']","['5,419', '']","['3,265', '']","['2,154', '']","['0', '']","['0', '']"
5422,r079,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,78,"['3,394', '']","['3,210', '']","['3,515', '']","['5,381', '']","['0', '']","['0', '']","['5,381', '']","['0', '']"
5422,r080,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,79,"['2,766', '']","['3,458', '']","['4,945', '']","['5,329', '']","['0', '']","['0', '']","['4,765', '']","['564', '']"
5422,r081,All institutions -> Washington State U.,All institutions,Washington State U.,2,80,"['5,318', '']","['4,276', '']","['4,767', '']","['5,323', '']","['26', '']","['1,567', '']","['0', '']","['3,730', '']"
5422,r082,All institutions -> U. Oregon,All institutions,U. Oregon,2,81,"['2,460', '']","['3,286', '']","['4,038', '']","['5,073', '']","['0', '']","['4,487', '']","['586', '']","['0', '']"
5422,r083,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,82,"['6,269', '']","['4,750', '']","['5,192', '']","['5,000', '']","['0', '']","['5,000', '']","['0', '']","['0', '']"
5422,r084,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,83,"['5,160', '']","['4,555', '']","['4,237', '']","['4,821', '']","['0', '']","['2,359', '']","['0', '']","['2,462', '']"
5422,r085,All institutions -> U. Kansas,All institutions,U. Kansas,2,84,"['7,205', '']","['4,879', '']","['3,873', '']","['4,622', '']","['570', '']","['3,268', '']","['213', '']","['571', '']"
5422,r086,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,85,"['4,075', '']","['4,025', '']","['4,981', '']","['4,424', '']","['0', '']","['3,961', '']","['0', '']","['463', '']"
5422,r087,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,86,"['3,128', '']","['3,140', '']","['3,042', '']","['4,079', '']","['4,079', '']","['0', '']","['0', '']","['0', '']"
5422,r088,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,87,"['3,264', '']","['2,870', '']","['3,896', '']","['4,059', '']","['0', '']","['0', '']","['0', '']","['4,059', '']"
5422,r089,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,88,"['3,627', '']","['3,324', '']","['4,100', '']","['4,026', '']","['0', '']","['4,026', '']","['0', '']","['0', '']"
5422,r090,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,89,"['4,339', '']","['4,246', '']","['3,975', '']","['3,896', '']","['0', '']","['485', '']","['3,411', '']","['0', '']"
5422,r091,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,90,"['1,754', '']","['1,079', '']","['983', '']","['3,889', '']","['0', '']","['0', '']","['3,889', '']","['0', '']"
5422,r092,All institutions -> Boston C.,All institutions,Boston C.,2,91,"['4,494', '']","['4,067', '']","['3,209', '']","['3,871', '']","['3,352', '']","['519', '']","['0', '']","['0', '']"
5422,r093,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,92,"['2,465', '']","['3,752', '']","['2,797', '']","['3,870', '']","['22', '']","['1,397', '']","['0', '']","['2,451', '']"
5422,r094,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,93,"['3,947', '']","['1,958', '']","['3,056', '']","['3,730', '']","['3,220', '']","['510', '']","['0', '']","['0', '']"
5422,r095,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,94,"['5,153', '']","['5,216', '']","['4,273', '']","['3,609', '']","['338', '']","['476', '']","['1,598', '']","['1,197', '']"
5422,r096,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,95,"['2,788', '']","['2,578', '']","['2,543', '']","['3,541', '']","['174', '']","['3,031', '']","['0', '']","['336', '']"
5422,r097,All institutions -> Hampton U.,All institutions,Hampton U.,2,96,"['4,080', '']","['4,022', '']","['3,779', '']","['3,454', '']","['3,003', '']","['0', '']","['359', '']","['92', '']"
5422,r098,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,96,"['5,266', '']","['2,775', '']","['4,369', '']","['3,454', '']","['0', '']","['0', '']","['3,454', '']","['0', '']"
5422,r099,All institutions -> Brown U.,All institutions,Brown U.,2,98,"['2,192', '']","['2,166', '']","['2,488', '']","['3,436', '']","['75', '']","['917', '']","['192', '']","['2,252', '']"
5422,r100,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,99,"['4,984', '']","['4,372', '']","['3,955', '']","['3,351', '']","['0', '']","['3,351', '']","['0', '']","['0', '']"
5422,r101,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,100,"['2,537', '']","['2,326', '']","['2,843', '']","['3,340', '']","['207', '']","['2,623', '']","['0', '']","['510', '']"
5422,r102,All institutions -> U. Toledo,All institutions,U. Toledo,2,101,"['3,154', '']","['2,773', '']","['3,474', '']","['3,227', '']","['0', '']","['3,227', '']","['0', '']","['0', '']"
5422,r103,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,102,"['1,610', '']","['2,393', '']","['2,967', '']","['3,195', '']","['0', '']","['1,818', '']","['1,377', '']","['0', '']"
5422,r104,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,103,"['4,188', '']","['4,787', '']","['4,215', '']","['3,123', '']","['0', '']","['2,019', '']","['0', '']","['1,104', '']"
5422,r105,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,104,"['2,091', '']","['1,664', '']","['1,932', '']","['3,108', '']","['0', '']","['3,108', '']","['0', '']","['0', '']"
5422,r106,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,105,"['374', '']","['542', '']","['713', '']","['2,990', '']","['0', '']","['113', '']","['2,877', '']","['0', '']"
5422,r107,All institutions -> U. Houston,All institutions,U. Houston,2,106,"['1,808', '']","['2,588', '']","['2,213', '']","['2,948', '']","['214', '']","['2,113', '']","['429', '']","['192', '']"
5422,r108,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,107,"['1,365', '']","['1,568', '']","['1,776', '']","['2,890', '']","['0', '']","['2,890', '']","['0', '']","['0', '']"
5422,r109,All institutions -> Texas State U.,All institutions,Texas State U.,2,108,"['844', '']","['2,932', '']","['3,137', '']","['2,870', '']","['6', '']","['1,889', '']","['0', '']","['975', '']"
5422,r110,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,109,"['5,006', '']","['3,756', '']","['3,202', '']","['2,846', '']","['183', '']","['0', '']","['212', '']","['2,451', '']"
5422,r111,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,110,"['2,568', '']","['2,936', '']","['4,021', '']","['2,803', '']","['0', '']","['2,803', '']","['0', '']","['0', '']"
5422,r112,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,111,"['3,720', '']","['3,590', '']","['3,290', '']","['2,793', '']","['0', '']","['0', '']","['2,793', '']","['0', '']"
5422,r113,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,112,"['1,663', '']","['2,386', '']","['2,983', '']","['2,792', '']","['0', '']","['2,792', '']","['0', '']","['0', '']"
5422,r114,All institutions -> Rice U.,All institutions,Rice U.,2,113,"['2,916', '']","['1,995', '']","['1,929', '']","['2,747', '']","['0', '']","['2,747', '']","['0', '']","['0', '']"
5422,r115,All institutions -> Boise State U.,All institutions,Boise State U.,2,114,"['3,600', '']","['4,272', '']","['2,556', '']","['2,730', '']","['109', '']","['2,501', '']","['108', '']","['12', '']"
5422,r116,All institutions -> Yale U.,All institutions,Yale U.,2,115,"['3,727', '']","['3,142', '']","['3,053', '']","['2,704', '']","['0', '']","['2,704', '']","['0', '']","['0', '']"
5422,r117,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,116,"['3,068', '']","['2,393', '']","['2,297', '']","['2,680', '']","['0', '']","['0', '']","['2,680', '']","['0', '']"
5422,r118,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,117,"['2,489', '']","['2,611', '']","['3,160', '']","['2,644', '']","['0', '']","['2,076', '']","['0', '']","['568', '']"
5422,r119,All institutions -> U. Guam,All institutions,U. Guam,2,118,"['2,442', '']","['2,382', '']","['2,620', '']","['2,585', '']","['0', '']","['302', '']","['2,183', '']","['100', '']"
5422,r120,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,119,"['2,682', '']","['2,925', '']","['2,286', '']","['2,537', '']","['0', '']","['2,537', '']","['0', '']","['0', '']"
5422,r121,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,120,"['2,352', '']","['2,464', '']","['3,009', '']","['2,460', '']","['0', '']","['2,460', '']","['0', '']","['0', '']"
5422,r122,All institutions -> U. Rochester,All institutions,U. Rochester,2,121,"['2,257', '']","['2,082', '']","['2,112', '']","['2,392', '']","['0', '']","['2,392', '']","['0', '']","['0', '']"
5422,r123,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,122,"['2,260', '']","['2,665', '']","['3,174', '']","['2,235', '']","['0', '']","['429', '']","['1,806', '']","['0', '']"
5422,r124,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,123,"['945', '']","['1,188', '']","['1,499', '']","['2,048', '']","['0', '']","['58', '']","['1,990', '']","['0', '']"
5422,r125,All institutions -> U. Memphis,All institutions,U. Memphis,2,124,"['1,194', '']","['1,938', '']","['1,605', '']","['1,887', '']","['0', '']","['1,887', '']","['0', '']","['0', '']"
5422,r126,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,125,"['2,424', '']","['2,142', '']","['1,903', '']","['1,862', '']","['0', '']","['544', '']","['1,318', '']","['0', '']"
5422,r127,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,126,"['635', '']","['985', '']","['1,443', '']","['1,861', '']","['0', '']","['0', '']","['1,861', '']","['0', '']"
5422,r128,All institutions -> Tulane U.,All institutions,Tulane U.,2,127,"['1,521', '']","['1,574', '']","['1,478', '']","['1,796', '']","['0', '']","['1,796', '']","['0', '']","['0', '']"
5422,r129,All institutions -> Portland State U.,All institutions,Portland State U.,2,128,"['1,566', '']","['1,764', '']","['1,895', '']","['1,784', '']","['74', '']","['1,570', '']","['135', '']","['5', '']"
5422,r130,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,129,"['1,130', '']","['1,404', '']","['1,391', '']","['1,783', '']","['0', '']","['1,783', '']","['0', '']","['0', '']"
