table_id,row_id,enrollment_status_field_and_degree_full_path,enrollment_status_field_and_degree_level_1,enrollment_status_field_and_degree_level_2,enrollment_status_field_and_degree_level_3,enrollment_status_field_and_degree_level_4,enrollment_status_field_and_degree_level_5,enrollment_status_field_and_degree_hierarchy_depth,field_total,field_u_s_citizens_and_permanent_residents_hispanic_or_latinoa,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race,field_temporary_visa_holders
3251,r011,All S&E graduate students -> Science -> Biological and biomedical sciences -> Full time    ,All S&E graduate students,Science,Biological and biomedical sciences,Full time    ,,4,74013,6316,208,6994,3949,136,34843,2065,2887,16615
3251,r012,All S&E graduate students -> Science -> Biological and biomedical sciences -> Part time           ,All S&E graduate students,Science,Biological and biomedical sciences,Part time           ,,4,13920,1261,52,1114,974,31,7982,385,791,1330
3251,r013,All S&E graduate students -> Science -> Computer and information sciences,All S&E graduate students,Science,Computer and information sciences,,,3,93478,3694,102,7917,4946,70,21569,1433,2736,51011
3251,r014,All S&E graduate students -> Science -> Computer and information sciences -> Full time    ,All S&E graduate students,Science,Computer and information sciences,Full time    ,,4,57789,1395,42,3262,1425,28,8206,594,952,41885
3251,r015,All S&E graduate students -> Science -> Computer and information sciences -> Part time           ,All S&E graduate students,Science,Computer and information sciences,Part time           ,,4,35689,2299,60,4655,3521,42,13363,839,1784,9126
3251,r016,"All S&E graduate students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All S&E graduate students,Science,"Geosciences, atmospheric sciences, and ocean sciences",,,3,12333,831,49,382,240,7,7352,350,441,2681
3251,r017,"All S&E graduate students -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Full time    ",All S&E graduate students,Science,"Geosciences, atmospheric sciences, and ocean sciences",Full time    ,,4,9770,632,33,297,168,3,5585,287,331,2434
3251,r018,"All S&E graduate students -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Part time           ",All S&E graduate students,Science,"Geosciences, atmospheric sciences, and ocean sciences",Part time           ,,4,2563,199,16,85,72,4,1767,63,110,247
3251,r019,All S&E graduate students -> Science -> Mathematics and statistics,All S&E graduate students,Science,Mathematics and statistics,,,3,31461,1478,57,2161,676,9,9508,472,956,16144
3251,r020,All S&E graduate students -> Science -> Mathematics and statistics -> Full time    ,All S&E graduate students,Science,Mathematics and statistics,Full time    ,,4,24955,966,27,1427,378,5,6445,361,595,14751
3251,r021,All S&E graduate students -> Science -> Mathematics and statistics -> Part time           ,All S&E graduate students,Science,Mathematics and statistics,Part time           ,,4,6506,512,30,734,298,4,3063,111,361,1393
3251,r022,All S&E graduate students -> Science -> Multidisciplinary and interdisciplinary studies,All S&E graduate students,Science,Multidisciplinary and interdisciplinary studies,,,3,10338,838,31,833,709,22,4582,273,332,2718
3251,r023,All S&E graduate students -> Science -> Multidisciplinary and interdisciplinary studies -> Full time    ,All S&E graduate students,Science,Multidisciplinary and interdisciplinary studies,Full time    ,,4,6656,514,16,519,404,11,2523,174,190,2305
3251,r024,All S&E graduate students -> Science -> Multidisciplinary and interdisciplinary studies -> Part time           ,All S&E graduate students,Science,Multidisciplinary and interdisciplinary studies,Part time           ,,4,3682,324,15,314,305,11,2059,99,142,413
3251,r025,All S&E graduate students -> Science -> Natural resources and conservation,All S&E graduate students,Science,Natural resources and conservation,,,3,11407,902,97,337,364,22,7095,349,543,1698
3251,r026,All S&E graduate students -> Science -> Natural resources and conservation -> Full time    ,All S&E graduate students,Science,Natural resources and conservation,Full time    ,,4,8034,636,62,235,263,13,4760,251,324,1490
3251,r027,All S&E graduate students -> Science -> Natural resources and conservation -> Part time           ,All S&E graduate students,Science,Natural resources and conservation,Part time           ,,4,3373,266,35,102,101,9,2335,98,219,208
3251,r028,All S&E graduate students -> Science -> Physical sciences,All S&E graduate students,Science,Physical sciences,,,3,42075,2540,78,2277,1007,22,17737,853,1100,16461
3251,r029,All S&E graduate students -> Science -> Physical sciences -> Full time    ,All S&E graduate students,Science,Physical sciences,Full time    ,,4,37671,2206,63,2035,806,19,15506,759,908,15369
3251,r030,All S&E graduate students -> Science -> Physical sciences -> Part time           ,All S&E graduate students,Science,Physical sciences,Part time           ,,4,4404,334,15,242,201,3,2231,94,192,1092
3251,r031,All S&E graduate students -> Science -> Psychology,All S&E graduate students,Science,Psychology,,,3,55707,8303,258,2731,5431,101,30089,1885,3567,3342
3251,r032,All S&E graduate students -> Science -> Psychology -> Full time    ,All S&E graduate students,Science,Psychology,Full time    ,,4,38525,5603,170,2002,3391,63,20987,1363,2093,2853
3251,r033,All S&E graduate students -> Science -> Psychology -> Part time           ,All S&E graduate students,Science,Psychology,Part time           ,,4,17182,2700,88,729,2040,38,9102,522,1474,489
3251,r034,All S&E graduate students -> Science -> Social sciences,All S&E graduate students,Science,Social sciences,,,3,77985,7130,437,3438,6194,97,34947,2110,3558,20074
3251,r035,All S&E graduate students -> Science -> Social sciences -> Full time    ,All S&E graduate students,Science,Social sciences,Full time    ,,4,56751,4663,296,2573,3579,58,23851,1489,2038,18204
3251,r036,All S&E graduate students -> Science -> Social sciences -> Part time           ,All S&E graduate students,Science,Social sciences,Part time           ,,4,21234,2467,141,865,2615,39,11096,621,1520,1870
3251,r037,All S&E graduate students -> Engineering,All S&E graduate students,Engineering,,,,2,163301,7939,211,10863,4035,75,47447,2460,3740,86531
3251,r038,All S&E graduate students -> Engineering -> Full time    ,All S&E graduate students,Engineering,Full time    ,,,3,120521,4698,119,6996,2185,44,28354,1627,2026,74472
3251,r039,All S&E graduate students -> Engineering -> Part time           ,All S&E graduate students,Engineering,Part time           ,,,3,42780,3241,92,3867,1850,31,19093,833,1714,12059
3251,r040,"All S&E graduate students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All S&E graduate students,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,3,5848,366,15,424,96,2,2744,166,130,1905
3251,r041,"All S&E graduate students -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> Full time    ",All S&E graduate students,Engineering,"Aerospace, aeronautical, and astronautical engineering",Full time    ,,4,4301,234,8,298,65,1,1838,119,83,1655
3251,r042,"All S&E graduate students -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> Part time           ",All S&E graduate students,Engineering,"Aerospace, aeronautical, and astronautical engineering",Part time           ,,4,1547,132,7,126,31,1,906,47,47,250
3251,r043,All S&E graduate students -> Engineering -> Agricultural engineering,All S&E graduate students,Engineering,Agricultural engineering,,,3,1032,33,1,50,25,1,347,26,19,530
3251,r044,All S&E graduate students -> Engineering -> Agricultural engineering -> Full time    ,All S&E graduate students,Engineering,Agricultural engineering,Full time    ,,4,858,30,1,38,21,1,265,20,11,471
3251,r045,All S&E graduate students -> Engineering -> Agricultural engineering -> Part time           ,All S&E graduate students,Engineering,Agricultural engineering,Part time           ,,4,174,3,0,12,4,0,82,6,8,59
3251,r046,All S&E graduate students -> Engineering -> Bioengineering and biomedical engineering,All S&E graduate students,Engineering,Bioengineering and biomedical engineering,,,3,11480,792,14,1558,375,13,4356,304,337,3731
3251,r047,All S&E graduate students -> Engineering -> Bioengineering and biomedical engineering -> Full time    ,All S&E graduate students,Engineering,Bioengineering and biomedical engineering,Full time    ,,4,9933,676,10,1341,305,12,3705,260,252,3372
3251,r048,All S&E graduate students -> Engineering -> Bioengineering and biomedical engineering -> Part time           ,All S&E graduate students,Engineering,Bioengineering and biomedical engineering,Part time           ,,4,1547,116,4,217,70,1,651,44,85,359
3251,r049,All S&E graduate students -> Engineering -> Biological and biosystems engineering,All S&E graduate students,Engineering,Biological and biosystems engineering,,,3,283,12,1,6,3,1,113,8,7,132
3251,r050,All S&E graduate students -> Engineering -> Biological and biosystems engineering -> Full time    ,All S&E graduate students,Engineering,Biological and biosystems engineering,Full time    ,,4,199,8,1,3,2,1,76,7,2,99
3251,r051,All S&E graduate students -> Engineering -> Biological and biosystems engineering -> Part time           ,All S&E graduate students,Engineering,Biological and biosystems engineering,Part time           ,,4,84,4,0,3,1,0,37,1,5,33
3251,r052,All S&E graduate students -> Engineering -> Chemical engineering,All S&E graduate students,Engineering,Chemical engineering,,,3,10011,363,10,759,203,3,3040,155,211,5267
3251,r053,All S&E graduate students -> Engineering -> Chemical engineering -> Full time    ,All S&E graduate students,Engineering,Chemical engineering,Full time    ,,4,8803,294,9,640,163,2,2526,133,168,4868
3251,r054,All S&E graduate students -> Engineering -> Chemical engineering -> Part time           ,All S&E graduate students,Engineering,Chemical engineering,Part time           ,,4,1208,69,1,119,40,1,514,22,43,399
3251,r055,All S&E graduate students -> Engineering -> Civil engineering,All S&E graduate students,Engineering,Civil engineering,,,3,20461,1349,42,1121,470,13,6183,314,424,10545
3251,r056,All S&E graduate students -> Engineering -> Civil engineering -> Full time    ,All S&E graduate students,Engineering,Civil engineering,Full time    ,,4,14862,749,24,654,235,8,3706,204,227,9055
3251,r057,All S&E graduate students -> Engineering -> Civil engineering -> Part time           ,All S&E graduate students,Engineering,Civil engineering,Part time           ,,4,5599,600,18,467,235,5,2477,110,197,1490
3251,r058,"All S&E graduate students -> Engineering -> Electrical, electronics, and communications engineering",All S&E graduate students,Engineering,"Electrical, electronics, and communications engineering",,,3,46227,1623,30,2886,880,13,8379,456,915,31045
3251,r059,"All S&E graduate students -> Engineering -> Electrical, electronics, and communications engineering -> Full time    ",All S&E graduate students,Engineering,"Electrical, electronics, and communications engineering",Full time    ,,4,34814,838,14,1741,435,2,4566,261,481,26476
3251,r060,"All S&E graduate students -> Engineering -> Electrical, electronics, and communications engineering -> Part time           ",All S&E graduate students,Engineering,"Electrical, electronics, and communications engineering",Part time           ,,4,11413,785,16,1145,445,11,3813,195,434,4569
3251,r061,"All S&E graduate students -> Engineering -> Engineering mechanics, physics, and science",All S&E graduate students,Engineering,"Engineering mechanics, physics, and science",,,3,2157,72,4,142,49,1,727,35,67,1060
3251,r062,"All S&E graduate students -> Engineering -> Engineering mechanics, physics, and science -> Full time    ",All S&E graduate students,Engineering,"Engineering mechanics, physics, and science",Full time    ,,4,1768,56,2,127,36,1,516,28,31,971
3251,r063,"All S&E graduate students -> Engineering -> Engineering mechanics, physics, and science -> Part time           ",All S&E graduate students,Engineering,"Engineering mechanics, physics, and science",Part time           ,,4,389,16,2,15,13,0,211,7,36,89
3251,r064,All S&E graduate students -> Engineering -> Industrial and manufacturing engineering,All S&E graduate students,Engineering,Industrial and manufacturing engineering,,,3,15987,814,18,1028,558,8,4312,173,494,8582
3251,r065,All S&E graduate students -> Engineering -> Industrial and manufacturing engineering -> Full time    ,All S&E graduate students,Engineering,Industrial and manufacturing engineering,Full time    ,,4,9393,288,6,365,207,5,1392,52,155,6923
3251,r066,All S&E graduate students -> Engineering -> Industrial and manufacturing engineering -> Part time           ,All S&E graduate students,Engineering,Industrial and manufacturing engineering,Part time           ,,4,6594,526,12,663,351,3,2920,121,339,1659
3251,r067,All S&E graduate students -> Engineering -> Mechanical engineering,All S&E graduate students,Engineering,Mechanical engineering,,,3,26593,1375,37,1556,482,6,8522,412,590,13613
3251,r068,All S&E graduate students -> Engineering -> Mechanical engineering -> Full time    ,All S&E graduate students,Engineering,Mechanical engineering,Full time    ,,4,20076,887,26,1011,310,3,5270,291,364,11914
3251,r069,All S&E graduate students -> Engineering -> Mechanical engineering -> Part time           ,All S&E graduate students,Engineering,Mechanical engineering,Part time           ,,4,6517,488,11,545,172,3,3252,121,226,1699
3251,r070,All S&E graduate students -> Engineering -> Metallurgical and materials engineering,All S&E graduate students,Engineering,Metallurgical and materials engineering,,,3,6689,335,11,421,143,3,2174,120,99,3383
3251,r071,All S&E graduate students -> Engineering -> Metallurgical and materials engineering -> Full time    ,All S&E graduate students,Engineering,Metallurgical and materials engineering,Full time    ,,4,5823,279,8,347,117,3,1766,106,74,3123
3251,r072,All S&E graduate students -> Engineering -> Metallurgical and materials engineering -> Part time           ,All S&E graduate students,Engineering,Metallurgical and materials engineering,Part time           ,,4,866,56,3,74,26,0,408,14,25,260
3251,r073,All S&E graduate students -> Engineering -> Mining engineering,All S&E graduate students,Engineering,Mining engineering,,,3,527,21,5,8,17,1,267,9,8,191
3251,r074,All S&E graduate students -> Engineering -> Mining engineering -> Full time    ,All S&E graduate students,Engineering,Mining engineering,Full time    ,,4,381,15,2,6,13,0,165,8,4,168
3251,r075,All S&E graduate students -> Engineering -> Mining engineering -> Part time           ,All S&E graduate students,Engineering,Mining engineering,Part time           ,,4,146,6,3,2,4,1,102,1,4,23
3251,r076,All S&E graduate students -> Engineering -> Nanotechnology,All S&E graduate students,Engineering,Nanotechnology,,,3,118,9,0,12,4,0,45,4,4,40
3251,r077,All S&E graduate students -> Engineering -> Nanotechnology -> Full time    ,All S&E graduate students,Engineering,Nanotechnology,Full time    ,,4,103,7,0,9,3,0,39,3,3,39
3251,r078,All S&E graduate students -> Engineering -> Nanotechnology -> Part time           ,All S&E graduate students,Engineering,Nanotechnology,Part time           ,,4,15,2,0,3,1,0,6,1,1,1
3251,r079,All S&E graduate students -> Engineering -> Nuclear engineering,All S&E graduate students,Engineering,Nuclear engineering,,,3,1453,94,2,53,22,0,770,26,40,446
3251,r080,All S&E graduate students -> Engineering -> Nuclear engineering -> Full time    ,All S&E graduate students,Engineering,Nuclear engineering,Full time    ,,4,1208,75,1,45,16,0,603,20,30,418
3251,r081,All S&E graduate students -> Engineering -> Nuclear engineering -> Part time           ,All S&E graduate students,Engineering,Nuclear engineering,Part time           ,,4,245,19,1,8,6,0,167,6,10,28
3251,r082,All S&E graduate students -> Engineering -> Petroleum engineering,All S&E graduate students,Engineering,Petroleum engineering,,,3,1403,46,1,49,26,0,222,15,32,1012
3251,r083,All S&E graduate students -> Engineering -> Petroleum engineering -> Full time    ,All S&E graduate students,Engineering,Petroleum engineering,Full time    ,,4,1056,14,1,31,17,0,110,10,18,855
3251,r084,All S&E graduate students -> Engineering -> Petroleum engineering -> Part time           ,All S&E graduate students,Engineering,Petroleum engineering,Part time           ,,4,347,32,0,18,9,0,112,5,14,157
3251,r085,All S&E graduate students -> Engineering -> Engineering nec,All S&E graduate students,Engineering,Engineering nec,,,3,13032,635,20,790,682,10,5246,237,363,5049
3251,r086,All S&E graduate students -> Engineering -> Engineering nec -> Full time    ,All S&E graduate students,Engineering,Engineering nec,Full time    ,,4,6943,248,6,340,240,5,1811,105,123,4065
3251,r087,All S&E graduate students -> Engineering -> Engineering nec -> Part time           ,All S&E graduate students,Engineering,Engineering nec,Part time           ,,4,6089,387,14,450,442,5,3435,132,240,984
3251,r088,All S&E graduate students -> All S&E master's students,All S&E graduate students,All S&E master's students,,,,2,334391,26639,963,23691,20178,395,126074,7434,13488,115529
3251,r089,All S&E graduate students -> All S&E master's students -> Full time    ,All S&E graduate students,All S&E master's students,Full time    ,,,3,210287,14796,524,12615,9751,211,66156,4298,6352,95584
3251,r090,All S&E graduate students -> All S&E master's students -> Part time           ,All S&E graduate students,All S&E master's students,Part time           ,,,3,124104,11843,439,11076,10427,184,59918,3136,7136,19945
3251,r091,All S&E graduate students -> All S&E master's students -> Science,All S&E graduate students,All S&E master's students,Science,,,3,241327,21203,823,16933,17560,350,97081,5915,11184,70278
3251,r092,All S&E graduate students -> All S&E master's students -> Science -> Full time    ,All S&E graduate students,All S&E master's students,Science,Full time    ,,4,151059,12213,456,9137,8671,193,53065,3483,5443,58398
3251,r093,All S&E graduate students -> All S&E master's students -> Science -> Part time           ,All S&E graduate students,All S&E master's students,Science,Part time           ,,4,90268,8990,367,7796,8889,157,44016,2432,5741,11880
3251,r094,All S&E graduate students -> All S&E master's students -> Science -> Agricultural sciences,All S&E graduate students,All S&E master's students,Science,Agricultural sciences,,4,5658,457,22,140,248,11,3472,120,129,1059
3251,r095,All S&E graduate students -> All S&E master's students -> Science -> Agricultural sciences -> Full time    ,All S&E graduate students,All S&E master's students,Science,Agricultural sciences,Full time    ,5,3626,336,15,99,162,3,1971,71,69,900
3251,r096,All S&E graduate students -> All S&E master's students -> Science -> Agricultural sciences -> Part time           ,All S&E graduate students,All S&E master's students,Science,Agricultural sciences,Part time           ,5,2032,121,7,41,86,8,1501,49,60,159
3251,r097,All S&E graduate students -> All S&E master's students -> Science -> Biological and biomedical sciences,All S&E graduate students,All S&E master's students,Science,Biological and biomedical sciences,,4,35306,3454,103,3611,2827,98,17358,1093,2006,4756
3251,r098,All S&E graduate students -> All S&E master's students -> Science -> Biological and biomedical sciences -> Full time    ,All S&E graduate students,All S&E master's students,Science,Biological and biomedical sciences,Full time    ,5,24759,2388,64,2743,2001,70,11238,801,1358,4096
3251,r099,All S&E graduate students -> All S&E master's students -> Science -> Biological and biomedical sciences -> Part time           ,All S&E graduate students,All S&E master's students,Science,Biological and biomedical sciences,Part time           ,5,10547,1066,39,868,826,28,6120,292,648,660
3251,r100,All S&E graduate students -> All S&E master's students -> Science -> Computer and information sciences,All S&E graduate students,All S&E master's students,Science,Computer and information sciences,,4,77351,3320,90,7015,4558,58,17940,1215,2321,40834
3251,r101,All S&E graduate students -> All S&E master's students -> Science -> Computer and information sciences -> Full time    ,All S&E graduate students,All S&E master's students,Science,Computer and information sciences,Full time    ,5,44193,1103,33,2556,1183,18,5489,426,656,32729
3251,r102,All S&E graduate students -> All S&E master's students -> Science -> Computer and information sciences -> Part time           ,All S&E graduate students,All S&E master's students,Science,Computer and information sciences,Part time           ,5,33158,2217,57,4459,3375,40,12451,789,1665,8105
3251,r103,"All S&E graduate students -> All S&E master's students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All S&E graduate students,All S&E master's students,Science,"Geosciences, atmospheric sciences, and ocean sciences",,4,5629,454,28,164,140,7,3926,167,211,532
3251,r104,"All S&E graduate students -> All S&E master's students -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Full time    ",All S&E graduate students,All S&E master's students,Science,"Geosciences, atmospheric sciences, and ocean sciences",Full time    ,5,3820,302,16,101,85,3,2612,118,135,448
3251,r105,"All S&E graduate students -> All S&E master's students -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Part time           ",All S&E graduate students,All S&E master's students,Science,"Geosciences, atmospheric sciences, and ocean sciences",Part time           ,5,1809,152,12,63,55,4,1314,49,76,84
3251,r106,All S&E graduate students -> All S&E master's students -> Science -> Mathematics and statistics,All S&E graduate students,All S&E master's students,Science,Mathematics and statistics,,4,18073,958,43,1398,461,6,4951,240,593,9423
3251,r107,All S&E graduate students -> All S&E master's students -> Science -> Mathematics and statistics -> Full time    ,All S&E graduate students,All S&E master's students,Science,Mathematics and statistics,Full time    ,5,12707,496,14,738,210,2,2419,144,280,8404
3251,r108,All S&E graduate students -> All S&E master's students -> Science -> Mathematics and statistics -> Part time           ,All S&E graduate students,All S&E master's students,Science,Mathematics and statistics,Part time           ,5,5366,462,29,660,251,4,2532,96,313,1019
3251,r109,All S&E graduate students -> All S&E master's students -> Science -> Multidisciplinary and interdisciplinary studies,All S&E graduate students,All S&E master's students,Science,Multidisciplinary and interdisciplinary studies,,4,7414,654,22,641,554,17,3149,207,234,1936
3251,r110,All S&E graduate students -> All S&E master's students -> Science -> Multidisciplinary and interdisciplinary studies -> Full time    ,All S&E graduate students,All S&E master's students,Science,Multidisciplinary and interdisciplinary studies,Full time    ,5,4268,358,9,368,288,7,1409,118,113,1598
3251,r111,All S&E graduate students -> All S&E master's students -> Science -> Multidisciplinary and interdisciplinary studies -> Part time           ,All S&E graduate students,All S&E master's students,Science,Multidisciplinary and interdisciplinary studies,Part time           ,5,3146,296,13,273,266,10,1740,89,121,338
3251,r112,All S&E graduate students -> All S&E master's students -> Science -> Natural resources and conservation,All S&E graduate students,All S&E master's students,Science,Natural resources and conservation,,4,7691,671,73,217,219,21,5148,255,347,740
3251,r113,All S&E graduate students -> All S&E master's students -> Science -> Natural resources and conservation -> Full time    ,All S&E graduate students,All S&E master's students,Science,Natural resources and conservation,Full time    ,5,5072,445,45,143,142,12,3268,170,213,634
3251,r114,All S&E graduate students -> All S&E master's students -> Science -> Natural resources and conservation -> Part time           ,All S&E graduate students,All S&E master's students,Science,Natural resources and conservation,Part time           ,5,2619,226,28,74,77,9,1880,85,134,106
3251,r115,All S&E graduate students -> All S&E master's students -> Science -> Physical sciences,All S&E graduate students,All S&E master's students,Science,Physical sciences,,4,6075,612,24,378,327,9,2603,161,212,1749
3251,r116,All S&E graduate students -> All S&E master's students -> Science -> Physical sciences -> Full time    ,All S&E graduate students,All S&E master's students,Science,Physical sciences,Full time    ,5,3915,376,13,225,198,8,1442,104,98,1451
3251,r117,All S&E graduate students -> All S&E master's students -> Science -> Physical sciences -> Part time           ,All S&E graduate students,All S&E master's students,Science,Physical sciences,Part time           ,5,2160,236,11,153,129,1,1161,57,114,298
3251,r118,All S&E graduate students -> All S&E master's students -> Science -> Psychology,All S&E graduate students,All S&E master's students,Science,Psychology,,4,35404,5789,159,1525,3989,68,18423,1155,2801,1495
3251,r119,All S&E graduate students -> All S&E master's students -> Science -> Psychology -> Full time    ,All S&E graduate students,All S&E master's students,Science,Psychology,Full time    ,5,21987,3684,94,968,2287,41,11484,731,1500,1198
3251,r120,All S&E graduate students -> All S&E master's students -> Science -> Psychology -> Part time           ,All S&E graduate students,All S&E master's students,Science,Psychology,Part time           ,5,13417,2105,65,557,1702,27,6939,424,1301,297
3251,r121,All S&E graduate students -> All S&E master's students -> Science -> Social sciences,All S&E graduate students,All S&E master's students,Science,Social sciences,,4,42726,4834,259,1844,4237,55,20111,1302,2330,7754
3251,r122,All S&E graduate students -> All S&E master's students -> Science -> Social sciences -> Full time    ,All S&E graduate students,All S&E master's students,Science,Social sciences,Full time    ,5,26712,2725,153,1196,2115,29,11733,800,1021,6940
3251,r123,All S&E graduate students -> All S&E master's students -> Science -> Social sciences -> Part time           ,All S&E graduate students,All S&E master's students,Science,Social sciences,Part time           ,5,16014,2109,106,648,2122,26,8378,502,1309,814
3251,r124,All S&E graduate students -> All S&E master's students -> Engineering,All S&E graduate students,All S&E master's students,Engineering,,,3,93064,5436,140,6758,2618,45,28993,1519,2304,45251
3251,r125,All S&E graduate students -> All S&E master's students -> Engineering -> Full time    ,All S&E graduate students,All S&E master's students,Engineering,Full time    ,,4,59228,2583,68,3478,1080,18,13091,815,909,37186
3251,r126,All S&E graduate students -> All S&E master's students -> Engineering -> Part time           ,All S&E graduate students,All S&E master's students,Engineering,Part time           ,,4,33836,2853,72,3280,1538,27,15902,704,1395,8065
3251,r127,"All S&E graduate students -> All S&E master's students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All S&E graduate students,All S&E master's students,Engineering,"Aerospace, aeronautical, and astronautical engineering",,4,3342,257,8,284,61,2,1769,113,76,772
3251,r128,"All S&E graduate students -> All S&E master's students -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> Full time    ",All S&E graduate students,All S&E master's students,Engineering,"Aerospace, aeronautical, and astronautical engineering",Full time    ,5,2128,142,3,183,37,1,1014,72,37,639
3251,r129,"All S&E graduate students -> All S&E master's students -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> Part time           ",All S&E graduate students,All S&E master's students,Engineering,"Aerospace, aeronautical, and astronautical engineering",Part time           ,5,1214,115,5,101,24,1,755,41,39,133
3251,r130,All S&E graduate students -> All S&E master's students -> Engineering -> Agricultural engineering,All S&E graduate students,All S&E master's students,Engineering,Agricultural engineering,,4,371,14,0,22,7,0,192,12,10,114
3251,r131,All S&E graduate students -> All S&E master's students -> Engineering -> Agricultural engineering -> Full time    ,All S&E graduate students,All S&E master's students,Engineering,Agricultural engineering,Full time    ,5,286,14,0,17,5,0,137,9,4,100
3251,r132,All S&E graduate students -> All S&E master's students -> Engineering -> Agricultural engineering -> Part time           ,All S&E graduate students,All S&E master's students,Engineering,Agricultural engineering,Part time           ,5,85,0,0,5,2,0,55,3,6,14
3251,r133,All S&E graduate students -> All S&E master's students -> Engineering -> Bioengineering and biomedical engineering,All S&E graduate students,All S&E master's students,Engineering,Bioengineering and biomedical engineering,,4,4202,312,6,597,149,2,1480,109,111,1436
3251,r134,All S&E graduate students -> All S&E master's students -> Engineering -> Bioengineering and biomedical engineering -> Full time    ,All S&E graduate students,All S&E master's students,Engineering,Bioengineering and biomedical engineering,Full time    ,5,3369,231,4,459,109,2,1124,86,71,1283
3251,r135,All S&E graduate students -> All S&E master's students -> Engineering -> Bioengineering and biomedical engineering -> Part time           ,All S&E graduate students,All S&E master's students,Engineering,Bioengineering and biomedical engineering,Part time           ,5,833,81,2,138,40,0,356,23,40,153
3251,r136,All S&E graduate students -> All S&E master's students -> Engineering -> Biological and biosystems engineering,All S&E graduate students,All S&E master's students,Engineering,Biological and biosystems engineering,,4,80,6,1,3,0,0,47,4,3,16
3251,r137,All S&E graduate students -> All S&E master's students -> Engineering -> Biological and biosystems engineering -> Full time    ,All S&E graduate students,All S&E master's students,Engineering,Biological and biosystems engineering,Full time    ,5,50,3,1,2,0,0,28,3,2,11
