table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_5_9a,field_company_size_domestic_employees_10_19,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
731,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['21,915', '&nbsp;']","['1,014', 'i']","['2,051', 'i']","['2,744', 'i']","['2,177', 'i']","['1,750', '&nbsp;']","['2,169', '&nbsp;']","['746', '&nbsp;']","['2,885', '&nbsp;']","['296', '&nbsp;']","['866', '&nbsp;']","['5,217', '&nbsp;']"
731,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,247', 'i']","['127', 'i']","['209', 'i']","['461', 'i']","['496', 'i']","['254', 'i']","['160', '&nbsp;']","['114', '&nbsp;']","['223', '&nbsp;']","['127', '&nbsp;']","['77', '&nbsp;']","['*', 'i']"
731,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['12,418', '&nbsp;']","['303', 'i']","['740', 'i']","['932', 'i']","['585', 'i']","['852', '&nbsp;']","['1,477', '&nbsp;']","['458', '&nbsp;']","['2,279', '&nbsp;']","['124', 'i']","['745', '&nbsp;']","['3,922', '&nbsp;']"
731,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['3,896', '&nbsp;']","['461', 'i']","['998', 'i']","['1,158', '&nbsp;']","['656', '&nbsp;']","['402', '&nbsp;']","['153', '&nbsp;']","['25', '&nbsp;']","['10', '&nbsp;']","['9', 'i']","['8', 'i']","['16', '&nbsp;']"
731,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['1,536', 'i']","['154', 'i']","['381', 'i']","['493', '&nbsp;']","['298', 'i']","['124', '&nbsp;']","['69', '&nbsp;']","['2', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['16', '&nbsp;']"
731,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['2,348', '&nbsp;']","['303', 'i']","['615', 'i']","['664', '&nbsp;']","['355', '&nbsp;']","['278', '&nbsp;']","['84', '&nbsp;']","['23', '&nbsp;']","['10', '&nbsp;']","['9', 'i']","['8', 'i']","['0', '&nbsp;']"
731,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['12', 'i']","['4', 'i']","['3', 'i']","['1', 'i']","['3', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
731,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['3,354', '&nbsp;']","['122', 'i']","['104', 'i']","['193', 'i']","['441', '&nbsp;']","['241', '&nbsp;']","['379', '&nbsp;']","['149', '&nbsp;']","['374', '&nbsp;']","['37', '&nbsp;']","['36', '&nbsp;']","['1,279', '&nbsp;']"
731,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['460', '&nbsp;']","['6', 'i']","['15', 'i']","['32', '&nbsp;']","['33', 'i']","['126', 'i']","['105', '&nbsp;']","['63', '&nbsp;']","['7', 'i']","['0', '&nbsp;']","['*', 'i']","['73', '&nbsp;']"
731,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['861', '&nbsp;']","['D', '&nbsp;']","['11', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['162', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
