table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_r_d_program_size_total_total,field_r_d_program_size_total_50_000_99_999,field_r_d_program_size_total_100_000_499_999,field_r_d_program_size_total_500_000_999_999,field_r_d_program_size_total_1_million_or_more
5609,r011,"All selected industries -> Manufacturing industries -> Chemicals -> Chemicals, excluding pharmaceuticals",All selected industries,Manufacturing industries,Chemicals,"Chemicals, excluding pharmaceuticals",4,other 325,"['    31,691 ', '&nbsp;']","['    2,732 ', '&nbsp;']","['    7,598 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5609,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5609,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['    5,159 ', 'r']","['    0 ', '&nbsp;']","['    5,159 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5609,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5609,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['    2,465 ', 'r']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']"
5609,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['    42,431 ', '&nbsp;']","['    1,400 ', 'r']","['    10,979 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5609,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['    303,711 ', '&nbsp;']","['    17,643 ', '&nbsp;']","['    99,162 ', '&nbsp;']","['    31,434 ', '&nbsp;']","['    155,472 ', '&nbsp;']"
5609,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['    56,813 ', '&nbsp;']","['    2,653 ', '&nbsp;']","['    21,708 ', '&nbsp;']","['D', '&nbsp;']","['    31,564 ', 'r']"
5609,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['    200,704 ', '&nbsp;']","['    9,389 ', '&nbsp;']","['    50,911 ', '&nbsp;']","['    19,817 ', '&nbsp;']","['    120,588 ', '&nbsp;']"
5609,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['    46,194 ', '&nbsp;']","['    5,601 ', '&nbsp;']","['    26,544 ', '&nbsp;']","['    10,729 ', '&nbsp;']","['D', '&nbsp;']"
5609,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['    27,954 ', '&nbsp;']","['    2,652 ', '&nbsp;']","['    16,317 ', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']"
5609,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['    12,979 ', '&nbsp;']","['    730 ', 'r']","['    5,103 ', '&nbsp;']","['    3,690 ', '&nbsp;']","['D', '&nbsp;']"
5609,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['    10,181 ', '&nbsp;']","['    730 ', 'r']","['    2,305 ', '&nbsp;']","['    3,690 ', '&nbsp;']","['D', '&nbsp;']"
5609,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['D', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5609,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5609,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['    69,921 ', '&nbsp;']","['    803 ', '&nbsp;']","['    19,188 ', '&nbsp;']","['    19,990 ', '&nbsp;']","['    29,939 ', '&nbsp;']"
5609,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['    3,971,162 ', '&nbsp;']","['    131,887 ', '&nbsp;']","['    1,119,761 ', '&nbsp;']","['    1,018,265 ', '&nbsp;']","['    1,701,249 ', '&nbsp;']"
5609,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['    183,533 ', '&nbsp;']","['D', '&nbsp;']","['    73,372 ', '&nbsp;']","['    88,580 ', '&nbsp;']","['    20,761 ', '&nbsp;']"
5609,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['    518,090 ', '&nbsp;']","['    22,095 ', '&nbsp;']","['    180,040 ', '&nbsp;']","['    145,759 ', '&nbsp;']","['    170,196 ', '&nbsp;']"
5609,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['    368,288 ', '&nbsp;']","['    14,826 ', '&nbsp;']","['    121,391 ', '&nbsp;']","['    99,851 ', '&nbsp;']","['    132,220 ', '&nbsp;']"
5609,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,"51, excluding 5112","['    149,801 ', '&nbsp;']","['    7,269 ', '&nbsp;']","['    58,649 ', '&nbsp;']","['    45,908 ', '&nbsp;']","['    37,976 ', 'r']"
5609,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['    411,987 ', '&nbsp;']","['    9,047 ', '&nbsp;']","['    144,520 ', '&nbsp;']","['    200,282 ', '&nbsp;']","['    58,138 ', '&nbsp;']"
5609,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['    1,037,581 ', '&nbsp;']","['    80,117 ', '&nbsp;']","['    452,253 ', '&nbsp;']","['    201,540 ', '&nbsp;']","['    303,670 ', '&nbsp;']"
5609,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['    1,819,972 ', '&nbsp;']","['    19,809 ', '&nbsp;']","['    269,576 ', '&nbsp;']","['    382,104 ', '&nbsp;']","['    1,148,484 ', '&nbsp;']"
5609,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['    292,766 ', '&nbsp;']","['    4,047 ', '&nbsp;']","['    55,634 ', '&nbsp;']","['    92,932 ', '&nbsp;']","['    140,153 ', '&nbsp;']"
5609,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['    656,579 ', '&nbsp;']","['    4,992 ', '&nbsp;']","['    65,298 ', '&nbsp;']","['    91,426 ', '&nbsp;']","['    494,863 ', '&nbsp;']"
5609,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['    841,697 ', '&nbsp;']","['    9,963 ', '&nbsp;']","['    142,510 ', '&nbsp;']","['    192,164 ', '&nbsp;']","['    497,059 ', '&nbsp;']"
5609,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['    12,008 ', '&nbsp;']","['D', '&nbsp;']","['    4,295 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
