table_id,row_id,question_full_path,question_level_1,question_level_2,question_hierarchy_depth,field_survey_item,field_aggregate_amount
2695,r184,Employees (thousands) -> 6.4a(1),Employees (thousands),6.4a(1),2,Female,"['468', '&nbsp;']"
2695,r185,Employees (thousands) -> 6.4b(1),Employees (thousands),6.4b(1),2,Male,"['1,298', '&nbsp;']"
2695,r186,Employees (thousands) -> 6.5a(1),Employees (thousands),6.5a(1),2,Researchers,"['1,212', '&nbsp;']"
2695,r187,Employees (thousands) -> 6.5b(1),Employees (thousands),6.5b(1),2,Technicians,"['394', '&nbsp;']"
2695,r188,Employees (thousands) -> 6.5c(1),Employees (thousands),6.5c(1),2,Support staff,"['161', '&nbsp;']"
2695,r189,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Foreign,"['&nbsp;', '&nbsp;']"
2695,r190,Employees (thousands) -> 1.9(2),Employees (thousands),1.9(2),2,Total employees,"['10,700', '&nbsp;']"
2695,r191,Employees (thousands) -> 6.1b(2),Employees (thousands),6.1b(2),2,Non-R&D employees,"['9,903', '&nbsp;']"
2695,r192,Employees (thousands) -> 6.1a(2),Employees (thousands),6.1a(2),2,R&D employees,"['797', '&nbsp;']"
2695,r193,Employees (thousands) -> 6.4a(2),Employees (thousands),6.4a(2),2,Female,"['249', '&nbsp;']"
2695,r194,Employees (thousands) -> 6.4b(2),Employees (thousands),6.4b(2),2,Male,"['548', '&nbsp;']"
2695,r195,Employees (thousands) -> 6.5a(2),Employees (thousands),6.5a(2),2,Researchers,"['558', '&nbsp;']"
2695,r196,Employees (thousands) -> 6.5b(2),Employees (thousands),6.5b(2),2,Technicians,"['169', '&nbsp;']"
2695,r197,Employees (thousands) -> 6.5c(2),Employees (thousands),6.5c(2),2,Support staff,"['70', '&nbsp;']"
2695,r198,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Researchers with PhD,"['&nbsp;', '&nbsp;']"
2695,r199,Employees (thousands) -> 6.6(3),Employees (thousands),6.6(3),2,Worldwide,"['158', '&nbsp;']"
2695,r200,Employees (thousands) -> 6.6(1),Employees (thousands),6.6(1),2,Domestic,"['129', '&nbsp;']"
2695,r201,Employees (thousands) -> 6.6(2),Employees (thousands),6.6(2),2,Foreign,"['29', '&nbsp;']"
2695,r202,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Full-time equivalent,"['&nbsp;', '&nbsp;']"
2695,r203,Employees (thousands) -> 6.7d,Employees (thousands),6.7d,2,R&D employees,"['1,619', '&nbsp;']"
2695,r204,Employees (thousands) -> 6.7a,Employees (thousands),6.7a,2,Full-time R&D employees,"['1,367', '&nbsp;']"
2695,r205,Employees (thousands) -> 6.7b,Employees (thousands),6.7b,2,Full-time employees not solely working on R&D,"['236', '&nbsp;']"
2695,r206,Employees (thousands) -> 6.7c,Employees (thousands),6.7c,2,Part-time employees working on R&D,"['16', '&nbsp;']"
2695,r207,Employees (thousands) -> 6.8d,Employees (thousands),6.8d,2,Researchers,"['1,127', '&nbsp;']"
2695,r208,Employees (thousands) -> 6.8a,Employees (thousands),6.8a,2,Full-time R&D employees,"['987', '&nbsp;']"
2695,r209,Employees (thousands) -> 6.8b,Employees (thousands),6.8b,2,Full-time employees not solely working on R&D,"['131', '&nbsp;']"
2695,r210,Employees (thousands) -> 6.8c,Employees (thousands),6.8c,2,Part-time employees working on R&D,"['9', '&nbsp;']"
2695,r211,Employees (thousands) -> 6.9,Employees (thousands),6.9,2,Non-U.S. citizens employed as researchers under temporary visaa,"['57', '&nbsp;']"
2695,r212,Employees (thousands) -> 6.10d(1),Employees (thousands),6.10d(1),2,Total leased and temporary employees working on R&D,"['238', 'i']"
2695,r213,Employees (thousands) -> 6.10a(1),Employees (thousands),6.10a(1),2,Researchers,"['162', 'i']"
2695,r214,Employees (thousands) -> 6.5b(1),Employees (thousands),6.5b(1),2,Technicians,"['52', 'i']"
2695,r215,Employees (thousands) -> 6.5c(1),Employees (thousands),6.5c(1),2,Support staff,"['23', 'i']"
2695,r216,U.S. patents (number)<sup>b</sup>,U.S. patents (number)<sup>b</sup>,,1,,"['', '']"
2695,r217,U.S. patents (number)<sup>b</sup> -> 7.1,U.S. patents (number)<sup>b</sup>,7.1,2,"Patents applied for, total","['163,866', '&nbsp;']"
2695,r218,U.S. patents (number)<sup>b</sup> -> 7.2,U.S. patents (number)<sup>b</sup>,7.2,2,Nonprovisional utility patents applied for,"['117,393', '&nbsp;']"
2695,r219,U.S. patents (number)<sup>b</sup> -> 7.3,U.S. patents (number)<sup>b</sup>,7.3,2,Applications filed or planned in foreign jurisdictions,"['53,969', '&nbsp;']"
2695,r220,U.S. patents (number)<sup>b</sup> -> 7.4,U.S. patents (number)<sup>b</sup>,7.4,2,Applications originated from organized R&D activities,"['86,635', '&nbsp;']"
2695,r221,U.S. patents (number)<sup>b</sup> -> 7.6,U.S. patents (number)<sup>b</sup>,7.6,2,Utility patents issued,"['105,854', '&nbsp;']"
2695,r222,U.S. patents (US$millions)<sup>a</sup>,U.S. patents (US$millions)<sup>a</sup>,,1,,"['', '']"
2695,r223,U.S. patents (US$millions)<sup>a</sup> -> &nbsp;,U.S. patents (US$millions)<sup>a</sup>,&nbsp;,2,Revenue received,"['&nbsp;', '&nbsp;']"
2695,r224,U.S. patents (US$millions)<sup>a</sup> -> 7.7,U.S. patents (US$millions)<sup>a</sup>,7.7,2,From sale of utility patents,"['932', '&nbsp;']"
2695,r225,U.S. patents (US$millions)<sup>a</sup> -> 7.8,U.S. patents (US$millions)<sup>a</sup>,7.8,2,From licensing utility patents,"['21,472', '&nbsp;']"
2695,r226,U.S. patents (US$millions)<sup>a</sup> -> &nbsp;,U.S. patents (US$millions)<sup>a</sup>,&nbsp;,2,Amount paid,"['&nbsp;', '&nbsp;']"
2695,r227,U.S. patents (US$millions)<sup>a</sup> -> 7.10,U.S. patents (US$millions)<sup>a</sup>,7.10,2,To purchase patents,"['812', '&nbsp;']"
2695,r228,U.S. patents (US$millions)<sup>a</sup> -> 7.11,U.S. patents (US$millions)<sup>a</sup>,7.11,2,To license patents,"['8,961', '&nbsp;']"
