table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
769,r024,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment",,4,3336,"['15', '&nbsp;']","['13', '&nbsp;']","['1', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']"
769,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['72', '&nbsp;']","['47', 'i']","['2', 'i']","['17', 'i']","['8', '&nbsp;']"
769,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['415', '&nbsp;']","['345', '&nbsp;']","['24', 'i']","['41', 'i']","['29', '&nbsp;']"
769,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['90', '&nbsp;']","['77', '&nbsp;']","['3', 'i']","['8', 'i']","['5', '&nbsp;']"
769,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['157', '&nbsp;']","['138', '&nbsp;']","['12', 'i']","['10', '&nbsp;']","['8', '&nbsp;']"
769,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['92', '&nbsp;']","['71', '&nbsp;']","['5', 'i']","['14', 'i']","['7', '&nbsp;']"
769,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses",5,"334510, 334517","['20', '&nbsp;']","['14', 'i']","['2', 'i']","['5', 'i']","['2', 'i']"
769,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",5,334511,"['33', '&nbsp;']","['27', '&nbsp;']","['1', '&nbsp;']","['4', '&nbsp;']","['3', '&nbsp;']"
769,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['39', '&nbsp;']","['30', 'i']","['2', 'i']","['6', 'i']","['3', 'i']"
769,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['77', '&nbsp;']","['60', 'i']","['4', 'i']","['8', 'i']","['9', 'i']"
769,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['53', '&nbsp;']","['42', '&nbsp;']","['3', 'i']","['8', '&nbsp;']","['2', '&nbsp;']"
769,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['255', '&nbsp;']","['193', '&nbsp;']","['9', '&nbsp;']","['41', '&nbsp;']","['22', '&nbsp;']"
769,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['148', '&nbsp;']","['113', '&nbsp;']","['5', 'i']","['23', '&nbsp;']","['12', '&nbsp;']"
769,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['93', '&nbsp;']","['72', '&nbsp;']","['5', '&nbsp;']","['15', '&nbsp;']","['6', '&nbsp;']"
769,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts",5,336411–13,"['81', '&nbsp;']","['63', '&nbsp;']","['4', '&nbsp;']","['12', '&nbsp;']","['6', '&nbsp;']"
769,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts",5,"336414–15, 336419","['12', '&nbsp;']","['8', '&nbsp;']","['*', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']"
769,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,4,336992,"['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', 'i']"
769,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['14', '&nbsp;']","['8', 'i']","['*', '&nbsp;']","['3', 'i']","['3', 'i']"
769,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['5', '&nbsp;']","['3', 'i']","['*', 'i']","['1', 'i']","['1', 'i']"
769,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['83', '&nbsp;']","['58', '&nbsp;']","['6', '&nbsp;']","['16', '&nbsp;']","['10', '&nbsp;']"
769,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['62', '&nbsp;']","['43', '&nbsp;']","['5', '&nbsp;']","['12', '&nbsp;']","['6', '&nbsp;']"
769,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['21', '&nbsp;']","['14', 'i']","['1', 'i']","['4', '&nbsp;']","['3', 'i']"
769,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['871', '&nbsp;']","['588', '&nbsp;']","['52', '&nbsp;']","['194', '&nbsp;']","['88', '&nbsp;']"
769,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['17', '&nbsp;']","['9', '&nbsp;']","['2', '&nbsp;']","['5', '&nbsp;']","['3', '&nbsp;']"
769,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['3', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']"
769,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['26', '&nbsp;']","['13', 'i']","['*', 'i']","['5', 'i']","['8', 'i']"
769,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['7', '&nbsp;']","['4', 'i']","['*', 'i']","['1', 'i']","['2', 'i']"
769,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['2', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['1', 'i']"
769,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['409', '&nbsp;']","['305', '&nbsp;']","['20', '&nbsp;']","['71', '&nbsp;']","['33', '&nbsp;']"
769,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['247', '&nbsp;']","['197', '&nbsp;']","['9', 'i']","['24', '&nbsp;']","['26', '&nbsp;']"
769,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', '&nbsp;']","['*', 'i']","['*', 'i']","['*', 'i']","['*', 'i']"
769,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['246', '&nbsp;']","['196', '&nbsp;']","['9', 'i']","['24', '&nbsp;']","['25', '&nbsp;']"
769,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['25', '&nbsp;']","['16', '&nbsp;']","['1', 'i']","['8', 'i']","['1', '&nbsp;']"
769,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['72', '&nbsp;']","['42', '&nbsp;']","['2', '&nbsp;']","['23', '&nbsp;']","['6', 'i']"
769,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['66', '&nbsp;']","['50', '&nbsp;']","['8', '&nbsp;']","['16', '&nbsp;']","['1', '&nbsp;']"
769,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['40', '&nbsp;']","['13', '&nbsp;']","['1', 'i']","['20', '&nbsp;']","['8', '&nbsp;']"
769,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
769,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', 'i']","['*', '&nbsp;']"
769,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['1', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
769,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['344', '&nbsp;']","['229', '&nbsp;']","['28', 'i']","['86', '&nbsp;']","['29', 'i']"
769,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['52', '&nbsp;']","['40', 'i']","['8', 'i']","['8', 'i']","['4', 'i']"
769,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['136', '&nbsp;']","['113', '&nbsp;']","['7', '&nbsp;']","['13', '&nbsp;']","['9', '&nbsp;']"
769,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['122', '&nbsp;']","['55', '&nbsp;']","['11', '&nbsp;']","['53', '&nbsp;']","['13', '&nbsp;']"
769,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['31', '&nbsp;']","['24', '&nbsp;']","['4', '&nbsp;']","['6', '&nbsp;']","['2', '&nbsp;']"
769,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['84', '&nbsp;']","['31', '&nbsp;']","['7', 'i']","['44', '&nbsp;']","['9', '&nbsp;']"
769,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['7', '&nbsp;']","['*', 'i']","['*', 'i']","['4', 'i']","['3', 'i']"
769,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['34', '&nbsp;']","['20', 'i']","['1', 'i']","['12', 'i']","['2', 'i']"
769,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['6', '&nbsp;']","['2', 'i']","['1', 'i']","['2', 'i']","['2', 'i']"
769,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['15', '&nbsp;']","['9', 'i']","['*', '&nbsp;']","['3', 'i']","['3', '&nbsp;']"
769,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['2,178', '&nbsp;']","['1,539', '&nbsp;']","['143', '&nbsp;']","['409', '&nbsp;']","['231', '&nbsp;']"
769,r074,All companies (number of domestic employees) -> Micro companies<sup>b</sup>,All companies (number of domestic employees),Micro companies<sup>b</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
769,r075,All companies (number of domestic employees) -> Micro companies<sup>b</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>b</sup>,5&#8211;9,,,3,–,"['29', '&nbsp;']","['20', 'i']","['2', 'i']","['5', 'i']","['4', 'i']"
769,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
769,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['54', '&nbsp;']","['37', 'i']","['4', 'i']","['10', 'i']","['7', 'i']"
769,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['99', '&nbsp;']","['68', 'i']","['7', 'i']","['20', 'i']","['12', 'i']"
769,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
769,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['90', '&nbsp;']","['56', 'i']","['7', 'i']","['23', 'i']","['10', 'i']"
769,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['118', '&nbsp;']","['73', '&nbsp;']","['7', '&nbsp;']","['31', '&nbsp;']","['15', 'i']"
769,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
769,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['99', '&nbsp;']","['65', '&nbsp;']","['6', '&nbsp;']","['25', '&nbsp;']","['10', '&nbsp;']"
769,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['102', '&nbsp;']","['70', '&nbsp;']","['6', 'i']","['22', '&nbsp;']","['10', '&nbsp;']"
769,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['388', '&nbsp;']","['281', '&nbsp;']","['22', 'i']","['65', '&nbsp;']","['43', '&nbsp;']"
769,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['227', '&nbsp;']","['156', '&nbsp;']","['17', 'i']","['45', '&nbsp;']","['27', 'i']"
769,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['336', '&nbsp;']","['219', '&nbsp;']","['28', '&nbsp;']","['80', '&nbsp;']","['37', '&nbsp;']"
769,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['637', '&nbsp;']","['495', '&nbsp;']","['38', '&nbsp;']","['85', '&nbsp;']","['57', '&nbsp;']"
