table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_astronomy,field_chemistry,field_physics,field_other_physical_sciences
6383,r026,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,9100.5,0.0,2105.6,5984.4,1010.6
6383,r027,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,14840.8,0.0,7345.2,0.0,7495.6
6383,r028,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,244.2,0.0,0.0,0.0,244.2
6383,r029,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,244.2,0.0,0.0,0.0,244.2
6383,r030,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,6403.9,0.0,5240.5,0.0,1163.5
6383,r031,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,6403.9,0.0,5240.5,0.0,1163.5
6383,r032,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,2627.9,0.0,1899.1,0.0,728.8
6383,r033,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,2627.9,0.0,1899.1,0.0,728.8
6383,r034,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,43907.7,0.0,0.0,0.0,43907.7
6383,r035,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,43907.7,0.0,0.0,0.0,43907.7
6383,r036,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,
6383,r037,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,19.2,0.0,0.0,0.0,19.2
6383,r038,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,9836.6,0.0,8673.9,0.0,1162.7
6383,r039,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,450.0,0.0,0.0,450.0,0.0
6383,r040,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,1215.2,0.0,1215.2,0.0,0.0
6383,r041,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,192735.2,0.0,0.0,9076.8,183658.4
6383,r042,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,15198.2,75.5,1713.2,5160.6,8248.8
