table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2017,field_2018,field_2019,field_2020_all_physical_sciences,field_2020_astronomy_and_astrophysics,field_2020_chemistry,field_2020_materials_science,field_2020_physics,field_2020_physical_sciences_nec
5430,r390,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,389,"['16', '']","['228', '']","['80', '']","['174', '']","['0', '']","['102', '']","['0', '']","['72', '']","['0', '']"
5430,r391,All institutions -> U. Puget Sound,All institutions,U. Puget Sound,2,389,"['118', '']","['ne', '']","['ne', '']","['174', '']","['0', '']","['124', '']","['0', '']","['50', '']","['0', '']"
5430,r392,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,391,"['472', '']","['303', '']","['211', '']","['172', '']","['0', '']","['74', '']","['0', '']","['98', '']","['0', '']"
5430,r393,All institutions -> Framingham State U.,All institutions,Framingham State U.,2,392,"['0', '']","['17', '']","['ne', '']","['169', '']","['0', '']","['169', '']","['0', '']","['0', '']","['0', '']"
5430,r394,"All institutions -> Purdue U., Northwest",All institutions,"Purdue U., Northwest",2,393,"['212', '']","['284', '']","['111', '']","['168', '']","['0', '']","['168', '']","['0', '']","['0', '']","['0', '']"
5430,r395,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,394,"['383', '']","['383', '']","['163', '']","['166', '']","['0', '']","['134', '']","['0', '']","['32', '']","['0', '']"
5430,r396,All institutions -> West Texas A&M U.,All institutions,West Texas A&M U.,2,394,"['11', '']","['2', '']","['75', '']","['166', '']","['0', '']","['166', '']","['0', '']","['0', '']","['0', '']"
5430,r397,All institutions -> Indiana State U.,All institutions,Indiana State U.,2,396,"['148', '']","['168', '']","['155', '']","['160', '']","['0', '']","['39', '']","['0', '']","['121', '']","['0', '']"
5430,r398,All institutions -> Vassar C.,All institutions,Vassar C.,2,396,"['234', '']","['773', 'i']","['168', '']","['160', '']","['0', '']","['13', '']","['0', '']","['147', '']","['0', '']"
5430,r399,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,398,"['453', '']","['318', '']","['112', '']","['159', '']","['120', '']","['39', '']","['0', '']","['0', '']","['0', '']"
5430,r400,All institutions -> Davidson C.,All institutions,Davidson C.,2,399,"['345', '']","['215', '']","['232', '']","['157', '']","['0', '']","['112', '']","['0', '']","['45', '']","['0', '']"
5430,r401,"All institutions -> U. Washington, Bothell",All institutions,"U. Washington, Bothell",2,400,"['0', '']","['0', '']","['215', '']","['156', '']","['0', '']","['0', '']","['0', '']","['156', '']","['0', '']"
5430,r402,All institutions -> Murray State U.,All institutions,Murray State U.,2,401,"['41', '']","['157', '']","['328', '']","['155', '']","['0', '']","['155', '']","['0', '']","['0', '']","['0', '']"
5430,r403,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,402,"['22', '']","['17', '']","['16', '']","['154', '']","['95', '']","['59', '']","['0', '']","['0', '']","['0', '']"
5430,r404,"All institutions -> California State U., Chico",All institutions,"California State U., Chico",2,403,"['4', '']","['86', '']","['166', '']","['150', '']","['0', '']","['6', '']","['0', '']","['144', '']","['0', '']"
5430,r405,All institutions -> Reed C.,All institutions,Reed C.,2,403,"['0', '']","['25', '']","['81', '']","['150', '']","['0', '']","['109', '']","['0', '']","['41', '']","['0', '']"
5430,r406,All institutions -> Macalester C.,All institutions,Macalester C.,2,405,"['335', '']","['267', '']","['322', '']","['149', '']","['0', '']","['118', '']","['0', '']","['31', '']","['0', '']"
5430,r407,All institutions -> Benedict C.,All institutions,Benedict C.,2,406,"['314', '']","['518', '']","['364', '']","['146', '']","['0', '']","['146', '']","['0', '']","['0', '']","['0', '']"
5430,r408,All institutions -> Claremont McKenna C.,All institutions,Claremont McKenna C.,2,407,"['50', '']","['39', '']","['140', '']","['144', '']","['0', '']","['85', '']","['0', '']","['59', '']","['0', '']"
5430,r409,"All institutions -> U. Nebraska, Kearney",All institutions,"U. Nebraska, Kearney",2,408,"['158', '']","['158', '']","['248', '']","['142', '']","['15', '']","['118', '']","['0', '']","['9', '']","['0', '']"
5430,r410,All institutions -> U. New Haven,All institutions,U. New Haven,2,408,"['0', '']","['26', '']","['300', '']","['142', '']","['0', '']","['0', '']","['142', '']","['0', '']","['0', '']"
5430,r411,All institutions -> Loyola Marymount U.,All institutions,Loyola Marymount U.,2,410,"['23', '']","['131', '']","['132', '']","['140', '']","['0', '']","['140', '']","['0', '']","['0', '']","['0', '']"
5430,r412,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,411,"['175', '']","['32', '']","['52', '']","['136', '']","['71', '']","['47', '']","['0', '']","['0', '']","['18', '']"
5430,r413,All institutions -> Hobart and William Smith Colleges,All institutions,Hobart and William Smith Colleges,2,412,"['205', '']","['ne', '']","['186', '']","['132', '']","['0', '']","['0', '']","['0', '']","['82', '']","['50', '']"
5430,r414,All institutions -> C. Wooster,All institutions,C. Wooster,2,413,"['185', '']","['436', '']","['251', '']","['126', '']","['0', '']","['91', '']","['0', '']","['35', '']","['0', '']"
5430,r415,All institutions -> Eastern Michigan U.,All institutions,Eastern Michigan U.,2,413,"['72', '']","['155', '']","['185', '']","['126', '']","['19', '']","['1', '']","['75', '']","['31', '']","['0', '']"
5430,r416,"All institutions -> Purdue U., Fort Wayne",All institutions,"Purdue U., Fort Wayne",2,415,"['43', '']","['57', '']","['101', '']","['123', '']","['0', '']","['123', '']","['0', '']","['0', '']","['0', '']"
5430,r417,All institutions -> Sonoma State U.,All institutions,Sonoma State U.,2,415,"['ne', '']","['ne', '']","['ne', '']","['123', '']","['0', '']","['8', '']","['0', '']","['0', '']","['115', '']"
5430,r418,All institutions -> Western Carolina U.,All institutions,Western Carolina U.,2,417,"['93', '']","['144', '']","['172', '']","['118', '']","['0', '']","['118', '']","['0', '']","['0', '']","['0', '']"
5430,r419,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,418,"['656', '']","['364', '']","['202', '']","['114', '']","['0', '']","['43', '']","['0', '']","['71', '']","['0', '']"
5430,r420,All institutions -> Connecticut C.,All institutions,Connecticut C.,2,419,"['308', '']","['249', '']","['384', '']","['113', '']","['0', '']","['113', '']","['0', '']","['0', '']","['0', '']"
5430,r421,"All institutions -> SUNY, C. Plattsburgh",All institutions,"SUNY, C. Plattsburgh",2,420,"['129', '']","['333', '']","['259', '']","['110', '']","['0', '']","['0', '']","['0', '']","['110', '']","['0', '']"
5430,r422,All institutions -> Gettysburg C.,All institutions,Gettysburg C.,2,421,"['42', '']","['333', '']","['206', '']","['109', '']","['0', '']","['0', '']","['0', '']","['41', '']","['68', '']"
5430,r423,All institutions -> Langston U.,All institutions,Langston U.,2,421,"['36', 'i']","['33', 'i']","['29', '']","['109', '']","['0', '']","['0', '']","['0', '']","['0', '']","['109', '']"
5430,r424,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,423,"['68', '']","['28', '']","['129', '']","['108', '']","['0', '']","['108', '']","['0', '']","['0', '']","['0', '']"
5430,r425,All institutions -> U. Wisconsin-Oshkosh,All institutions,U. Wisconsin-Oshkosh,2,424,"['95', 'i']","['99', 'i']","['103', 'i']","['107', 'i']","['17', 'i']","['42', 'i']","['0', 'i']","['48', 'i']","['0', 'i']"
5430,r426,All institutions -> Fairfield U.,All institutions,Fairfield U.,2,425,"['292', '']","['95', '']","['442', '']","['100', '']","['0', '']","['41', '']","['0', '']","['42', '']","['17', '']"
5430,r427,All institutions -> Marshall U.,All institutions,Marshall U.,2,426,"['234', '']","['260', '']","['462', '']","['99', '']","['0', '']","['99', '']","['0', '']","['0', '']","['0', '']"
5430,r428,All institutions -> Roger Williams U.,All institutions,Roger Williams U.,2,427,"['451', '']","['187', '']","['139', '']","['98', '']","['0', '']","['0', '']","['0', '']","['0', '']","['98', '']"
5430,r429,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,428,"['217', '']","['77', '']","['54', '']","['97', '']","['0', '']","['97', '']","['0', '']","['0', '']","['0', '']"
5430,r430,All institutions -> Suffolk U.,All institutions,Suffolk U.,2,428,"['118', 'i']","['ne', '']","['ne', '']","['97', '']","['0', '']","['97', '']","['0', '']","['0', '']","['0', '']"
5430,r431,All institutions -> Weber State U.,All institutions,Weber State U.,2,430,"['ne', '']","['ne', '']","['ne', '']","['95', '']","['0', '']","['74', '']","['0', '']","['21', '']","['0', '']"
5430,r432,All institutions -> Black Hills State U.,All institutions,Black Hills State U.,2,431,"['444', '']","['395', '']","['371', '']","['91', '']","['0', '']","['0', '']","['0', '']","['91', '']","['0', '']"
5430,r433,All institutions -> U. of St. Thomas (MN),All institutions,U. of St. Thomas (MN),2,432,"['89', '']","['87', '']","['61', '']","['90', '']","['0', '']","['49', '']","['0', '']","['41', '']","['0', '']"
5430,r434,All institutions -> Fort Hays State U.,All institutions,Fort Hays State U.,2,433,"['ne', '']","['ne', '']","['52', '']","['85', '']","['0', '']","['64', '']","['0', '']","['21', '']","['0', '']"
5430,r435,All institutions -> U. Wisconsin-Stevens Point,All institutions,U. Wisconsin-Stevens Point,2,433,"['49', 'i']","['61', 'i']","['73', 'i']","['85', '']","['0', '']","['42', '']","['0', '']","['43', '']","['0', '']"
5430,r436,All institutions -> New Jersey City U.,All institutions,New Jersey City U.,2,435,"['1,185', '']","['2,105', '']","['55', '']","['82', '']","['0', '']","['82', '']","['0', '']","['0', '']","['0', '']"
5430,r437,All institutions -> Humboldt State U.,All institutions,Humboldt State U.,2,436,"['52', '']","['69', '']","['48', '']","['76', '']","['0', '']","['0', '']","['0', '']","['76', '']","['0', '']"
5430,r438,All institutions -> Mercyhurst U.,All institutions,Mercyhurst U.,2,437,"['35', 'i']","['ne', '']","['71', 'i']","['73', 'i']","['0', 'i']","['25', 'i']","['0', 'i']","['48', 'i']","['0', 'i']"
5430,r439,All institutions -> West Chester U. Pennsylvania,All institutions,West Chester U. Pennsylvania,2,437,"['130', '']","['36', '']","['84', '']","['73', '']","['38', '']","['35', '']","['0', '']","['0', '']","['0', '']"
5430,r440,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,439,"['102', '']","['88', '']","['104', '']","['72', '']","['0', '']","['72', '']","['0', '']","['0', '']","['0', '']"
5430,r441,All institutions -> U. Wisconsin-Green Bay,All institutions,U. Wisconsin-Green Bay,2,439,"['62', 'i']","['43', 'i']","['66', 'i']","['72', 'i']","['0', 'i']","['33', 'i']","['0', 'i']","['39', 'i']","['0', 'i']"
5430,r442,All institutions -> Manhattan C.,All institutions,Manhattan C.,2,441,"['ne', '']","['ne', '']","['55', '']","['71', '']","['0', '']","['71', '']","['0', '']","['0', '']","['0', '']"
5430,r443,All institutions -> U. Colorado Colorado Springs,All institutions,U. Colorado Colorado Springs,2,442,"['78', '']","['105', '']","['68', '']","['69', '']","['0', '']","['0', '']","['0', '']","['22', '']","['47', '']"
5430,r444,All institutions -> Eastern Washington U.,All institutions,Eastern Washington U.,2,443,"['106', '']","['212', '']","['152', '']","['66', '']","['0', '']","['0', '']","['0', '']","['66', '']","['0', '']"
5430,r445,All institutions -> Northeastern Illinois U.,All institutions,Northeastern Illinois U.,2,443,"['75', '']","['88', '']","['84', '']","['66', '']","['0', '']","['0', '']","['0', '']","['0', '']","['66', '']"
5430,r446,"All institutions -> Wheaton C., Wheaton",All institutions,"Wheaton C., Wheaton",2,443,"['10', '']","['23', '']","['74', '']","['66', '']","['0', '']","['0', '']","['0', '']","['66', '']","['0', '']"
5430,r447,All institutions -> Willamette U.,All institutions,Willamette U.,2,443,"['67', '']","['245', '']","['194', '']","['66', '']","['0', '']","['62', '']","['0', '']","['4', '']","['0', '']"
5430,r448,All institutions -> Doane U.,All institutions,Doane U.,2,447,"['ne', '']","['166', '']","['60', '']","['62', 'i']","['0', 'i']","['62', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5430,r449,All institutions -> Eastern Kentucky U.,All institutions,Eastern Kentucky U.,2,448,"['251', '']","['62', '']","['0', '']","['61', '']","['0', '']","['26', '']","['0', '']","['35', '']","['0', '']"
5430,r450,All institutions -> Alabama State U.,All institutions,Alabama State U.,2,449,"['0', '']","['0', '']","['0', '']","['60', '']","['0', '']","['0', '']","['0', '']","['0', '']","['60', '']"
5430,r451,All institutions -> Biola U.,All institutions,Biola U.,2,449,"['53', 'i']","['55', 'i']","['58', 'i']","['60', 'i']","['0', 'i']","['21', 'i']","['0', 'i']","['39', 'i']","['0', 'i']"
5430,r452,All institutions -> Central Connecticut State U.,All institutions,Central Connecticut State U.,2,449,"['16', '']","['ne', '']","['78', '']","['60', '']","['0', '']","['60', '']","['0', '']","['0', '']","['0', '']"
5430,r453,All institutions -> Western Illinois U.,All institutions,Western Illinois U.,2,449,"['3', '']","['0', '']","['36', '']","['60', '']","['0', '']","['21', '']","['0', '']","['39', '']","['0', '']"
5430,r454,All institutions -> California Lutheran U.,All institutions,California Lutheran U.,2,453,"['ne', '']","['ne', '']","['36', '']","['59', '']","['0', '']","['59', '']","['0', '']","['0', '']","['0', '']"
5430,r455,All institutions -> Seattle U.,All institutions,Seattle U.,2,454,"['105', '']","['137', '']","['50', '']","['58', '']","['0', '']","['0', '']","['0', '']","['58', '']","['0', '']"
5430,r456,"All institutions -> U. South Florida, Saint Petersburg",All institutions,"U. South Florida, Saint Petersburg",2,455,"['46', '']","['0', '']","['61', '']","['56', '']","['0', '']","['56', '']","['0', '']","['0', '']","['0', '']"
5430,r457,"All institutions -> U. Louisiana, Monroe",All institutions,"U. Louisiana, Monroe",2,456,"['0', '']","['26', '']","['67', '']","['55', '']","['0', '']","['55', '']","['0', '']","['0', '']","['0', '']"
5430,r458,All institutions -> Albany State U.,All institutions,Albany State U.,2,457,"['78', '']","['137', '']","['150', '']","['54', '']","['0', '']","['54', '']","['0', '']","['0', '']","['0', '']"
5430,r459,All institutions -> U. of Mary Washington,All institutions,U. of Mary Washington,2,457,"['ne', '']","['4', '']","['48', '']","['54', '']","['0', '']","['49', '']","['0', '']","['5', '']","['0', '']"
5430,r460,All institutions -> Keene State C.,All institutions,Keene State C.,2,459,"['0', '']","['ne', '']","['52', '']","['53', '']","['0', '']","['53', '']","['0', '']","['0', '']","['0', '']"
5430,r461,All institutions -> Lipscomb U.,All institutions,Lipscomb U.,2,460,"['ne', '']","['ne', '']","['ne', '']","['52', 'i']","['0', 'i']","['17', 'i']","['0', 'i']","['35', 'i']","['0', 'i']"
5430,r462,All institutions -> Long Island U.,All institutions,Long Island U.,2,461,"['77', '']","['60', '']","['171', '']","['51', '']","['0', '']","['0', '']","['0', '']","['51', '']","['0', '']"
5430,r463,All institutions -> Savannah State U.,All institutions,Savannah State U.,2,462,"['140', '']","['59', '']","['63', '']","['50', '']","['0', '']","['0', '']","['0', '']","['0', '']","['50', '']"
5430,r464,All institutions -> Texas Woman's U.,All institutions,Texas Woman's U.,2,463,"['8', '']","['7', '']","['0', '']","['49', '']","['49', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5430,r465,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,464,"['0', '']","['36', '']","['34', '']","['45', '']","['0', '']","['0', '']","['0', '']","['0', '']","['45', '']"
5430,r466,All institutions -> Saint Michael's C.,All institutions,Saint Michael's C.,2,465,"['101', '']","['127', '']","['101', '']","['42', '']","['0', '']","['0', '']","['0', '']","['42', '']","['0', '']"
5430,r467,"All institutions -> SUNY, C. Brockport",All institutions,"SUNY, C. Brockport",2,466,"['0', '']","['0', '']","['6', '']","['41', '']","['0', '']","['39', '']","['0', '']","['2', '']","['0', '']"
5430,r468,All institutions -> St. Bonaventure U.,All institutions,St. Bonaventure U.,2,467,"['ne', '']","['ne', '']","['ne', '']","['38', '']","['0', '']","['38', '']","['0', '']","['0', '']","['0', '']"
5430,r469,All institutions -> Texas A&M International U.,All institutions,Texas A&M International U.,2,467,"['43', '']","['1', '']","['0', '']","['38', '']","['0', '']","['0', '']","['0', '']","['38', '']","['0', '']"
5430,r470,All institutions -> U. Wisconsin-Platteville,All institutions,U. Wisconsin-Platteville,2,469,"['40', 'i']","['ne', '']","['36', 'i']","['36', 'i']","['0', 'i']","['36', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5430,r471,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,470,"['54', '']","['30', '']","['33', '']","['31', '']","['0', '']","['16', '']","['0', '']","['15', '']","['0', '']"
5430,r472,"All institutions -> U. Alaska, Southeast",All institutions,"U. Alaska, Southeast",2,471,"['0', '']","['0', '']","['0', '']","['30', '']","['30', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5430,r473,"All institutions -> California State U., Bakersfield",All institutions,"California State U., Bakersfield",2,472,"['0', '']","['0', '']","['313', '']","['29', '']","['0', '']","['29', '']","['0', '']","['0', '']","['0', '']"
5430,r474,All institutions -> Pacific U.,All institutions,Pacific U.,2,472,"['731', '']","['220', '']","['283', '']","['29', '']","['8', '']","['0', '']","['0', '']","['21', '']","['0', '']"
5430,r475,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,474,"['71', '']","['17', '']","['71', '']","['26', '']","['0', '']","['26', '']","['0', '']","['0', '']","['0', '']"
5430,r476,"All institutions -> U. Michigan, Dearborn",All institutions,"U. Michigan, Dearborn",2,474,"['166', '']","['64', '']","['107', '']","['26', '']","['0', '']","['0', '']","['0', '']","['0', '']","['26', '']"
5430,r477,"All institutions -> U. Ana G. Mendez, Gurabo",All institutions,"U. Ana G. Mendez, Gurabo",2,476,"['0', '']","['144', '']","['29', '']","['25', '']","['0', '']","['25', '']","['0', '']","['0', '']","['0', '']"
5430,r478,All institutions -> Pittsburg State U.,All institutions,Pittsburg State U.,2,477,"['33', '']","['21', '']","['30', '']","['22', '']","['0', '']","['19', '']","['0', '']","['3', '']","['0', '']"
5430,r479,All institutions -> Saginaw Valley State U.,All institutions,Saginaw Valley State U.,2,478,"['21', '']","['30', '']","['294', '']","['21', '']","['0', '']","['21', '']","['0', '']","['0', '']","['0', '']"
5430,r480,All institutions -> Salisbury U.,All institutions,Salisbury U.,2,478,"['64', '']","['42', '']","['335', '']","['21', '']","['0', '']","['21', '']","['0', '']","['0', '']","['0', '']"
5430,r481,All institutions -> C. of Saint Benedict,All institutions,C. of Saint Benedict,2,480,"['16', '']","['22', '']","['21', 'i']","['20', 'i']","['0', 'i']","['20', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5430,r482,All institutions -> Lamar U.,All institutions,Lamar U.,2,480,"['78', '']","['23', '']","['101', '']","['20', '']","['0', '']","['20', '']","['0', '']","['0', '']","['0', '']"
5430,r483,All institutions -> U. Northern Colorado,All institutions,U. Northern Colorado,2,482,"['26', '']","['26', '']","['20', '']","['19', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5430,r484,All institutions -> Dickinson C.,All institutions,Dickinson C.,2,483,"['78', '']","['ne', '']","['39', '']","['16', '']","['0', '']","['0', '']","['0', '']","['0', '']","['16', '']"
5430,r485,All institutions -> Colorado C.,All institutions,Colorado C.,2,484,"['266', '']","['60', '']","['14', '']","['15', '']","['0', '']","['0', '']","['0', '']","['15', '']","['0', '']"
5430,r486,All institutions -> Austin Peay State U.,All institutions,Austin Peay State U.,2,485,"['190', '']","['271', '']","['207', '']","['13', '']","['0', '']","['0', '']","['0', '']","['13', '']","['0', '']"
5430,r487,All institutions -> St. Olaf C.,All institutions,St. Olaf C.,2,485,"['105', '']","['106', '']","['60', '']","['13', '']","['0', '']","['6', '']","['0', '']","['7', '']","['0', '']"
5430,r488,All institutions -> Azusa Pacific U.,All institutions,Azusa Pacific U.,2,487,"['40', '']","['44', '']","['28', '']","['12', '']","['0', '']","['12', '']","['0', '']","['0', '']","['0', '']"
5430,r489,"All institutions -> U. Illinois, Springfield",All institutions,"U. Illinois, Springfield",2,487,"['0', '']","['0', '']","['12', '']","['12', '']","['0', '']","['12', '']","['0', '']","['0', '']","['0', '']"
5430,r490,"All institutions -> U. South Carolina, Aiken",All institutions,"U. South Carolina, Aiken",2,489,"['8', '']","['0', '']","['0', '']","['8', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']"
5430,r491,All institutions -> Alfred U.,All institutions,Alfred U.,2,490,"['9', '']","['11', '']","['13', '']","['7', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5430,r492,All institutions -> Central State U.,All institutions,Central State U.,2,491,"['37', '']","['83', '']","['63', '']","['6', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']"
5430,r493,All institutions -> Lawrence Technological U.,All institutions,Lawrence Technological U.,2,491,"['16', '']","['56', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']"
5430,r494,"All institutions -> Trinity C., Hartford",All institutions,"Trinity C., Hartford",2,493,"['166', '']","['129', '']","['92', '']","['5', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']"
5430,r495,All institutions -> Hofstra U.,All institutions,Hofstra U.,2,494,"['38', '']","['24', '']","['38', '']","['4', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5430,r496,All institutions -> Hamilton C.,All institutions,Hamilton C.,2,495,"['5', '']","['3', '']","['12', '']","['3', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']"
5430,r497,All institutions -> St. Cloud State U.,All institutions,St. Cloud State U.,2,495,"['13', '']","['1', '']","['2', '']","['3', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']"
5430,r498,"All institutions -> Minnesota State U., Mankato",All institutions,"Minnesota State U., Mankato",2,497,"['38', '']","['74', '']","['94', '']","['2', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']"
5430,r499,"All institutions -> SUNY, Buffalo State",All institutions,"SUNY, Buffalo State",2,497,"['43', '']","['23', '']","['17', '']","['2', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']"
5430,r500,All institutions -> Bradley U.,All institutions,Bradley U.,2,499,"['36', '']","['45', '']","['243', '']","['1', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
5430,r501,All institutions -> All other surveyed institutions,All institutions,All other surveyed institutions,2,-,"['89,682', '']","['86,096', '']","['2,755', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
