table_id,row_id,sex_and_field_full_path,sex_and_field_level_1,sex_and_field_level_2,sex_and_field_level_3,sex_and_field_level_4,sex_and_field_level_5,sex_and_field_level_6,sex_and_field_level_7,sex_and_field_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
3268,r032,Both sexes -> All fields -> S&E -> Engineering -> Electrical engineering,Both sexes,All fields,S&E,Engineering,Electrical engineering,,,5,2279,2090,2169,2352,2475,2469,2642,2651,2620,2669,2720
3268,r033,Both sexes -> All fields -> S&E -> Engineering -> Industrial engineering,Both sexes,All fields,S&E,Engineering,Industrial engineering,,,5,346,333,290,319,348,389,400,354,375,380,397
3268,r034,Both sexes -> All fields -> S&E -> Engineering -> Materials engineering,Both sexes,All fields,S&E,Engineering,Materials engineering,,,5,665,661,653,651,715,757,734,810,842,877,891
3268,r035,Both sexes -> All fields -> S&E -> Engineering -> Mechanical engineering,Both sexes,All fields,S&E,Engineering,Mechanical engineering,,,5,1149,1186,1022,1172,1277,1384,1454,1586,1534,1498,1665
3268,r036,Both sexes -> All fields -> S&E -> Engineering -> Other ,Both sexes,All fields,S&E,Engineering,Other ,,,5,1580,1600,1670,1902,1892,2143,2246,2268,2308,2366,2488
3268,r037,Both sexes -> All fields -> Non-S&E,Both sexes,All fields,Non-S&E,,,,,3,28357,28446,24756,25642,26822,27959,28652,29937,30783,31614,32275
3268,r038,Both sexes -> Female,Both sexes,Female,,,,,,2,,,,,,,,,,,
3268,r039,Both sexes -> Female -> All fields,Both sexes,Female,All fields,,,,,3,31115,31225,28397,29513,30859,32148,33831,34660,35026,35851,36444
3268,r040,Both sexes -> Female -> All fields -> S&E,Both sexes,Female,All fields,S&E,,,,4,13578,13689,13411,14013,14523,15237,16195,16264,15876,16151,16482
3268,r041,Both sexes -> Female -> All fields -> S&E -> Science,Both sexes,Female,All fields,S&E,Science,,,5,11830,11977,11596,12115,12517,13060,13884,13838,13447,13641,13796
3268,r042,Both sexes -> Female -> All fields -> S&E -> Science -> Agricultural sciences,Both sexes,Female,All fields,S&E,Science,Agricultural sciences,,6,445,506,455,491,540,570,593,665,628,676,639
3268,r043,Both sexes -> Female -> All fields -> S&E -> Science -> Biological sciences,Both sexes,Female,All fields,S&E,Science,Biological sciences,,6,3707,3894,4007,3987,4152,4167,4375,4179,4136,4180,4308
3268,r044,Both sexes -> Female -> All fields -> S&E -> Science -> Computer sciences,Both sexes,Female,All fields,S&E,Science,Computer sciences,,6,373,351,336,311,361,351,403,439,389,437,426
3268,r045,"Both sexes -> Female -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences",Both sexes,Female,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",,6,244,288,289,267,319,365,374,359,373,380,411
3268,r046,"Both sexes -> Female -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",Both sexes,Female,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,7,21,33,34,36,49,58,41,55,51,68,66
3268,r047,"Both sexes -> Female -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences",Both sexes,Female,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,7,174,195,204,186,215,232,261,249,252,254,283
3268,r048,"Both sexes -> Female -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences",Both sexes,Female,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,7,49,60,51,45,55,75,72,55,70,58,62
3268,r049,Both sexes -> Female -> All fields -> S&E -> Science -> Mathematics and statistics,Both sexes,Female,All fields,S&E,Science,Mathematics and statistics,,6,423,476,476,454,471,531,539,503,528,522,563
3268,r050,Both sexes -> Female -> All fields -> S&E -> Science -> Physical sciences,Both sexes,Female,All fields,S&E,Science,Physical sciences,,6,1234,1385,1371,1418,1444,1516,1574,1647,1571,1572,1691
3268,r051,Both sexes -> Female -> All fields -> S&E -> Science -> Physical sciences -> Astronomy,Both sexes,Female,All fields,S&E,Science,Physical sciences,Astronomy,7,39,54,61,57,57,63,62,52,59,73,82
3268,r052,Both sexes -> Female -> All fields -> S&E -> Science -> Physical sciences -> Chemistry,Both sexes,Female,All fields,S&E,Science,Physical sciences,Chemistry,7,901,1024,994,1047,1028,1102,1150,1206,1134,1154,1193
3268,r053,Both sexes -> Female -> All fields -> S&E -> Science -> Physical sciences -> Physics,Both sexes,Female,All fields,S&E,Science,Physical sciences,Physics,7,280,293,305,302,350,335,331,367,354,320,402
3268,r054,Both sexes -> Female -> All fields -> S&E -> Science -> Physical sciences -> Other,Both sexes,Female,All fields,S&E,Science,Physical sciences,Other,7,14,14,11,12,9,16,31,22,24,25,14
3268,r055,Both sexes -> Female -> All fields -> S&E -> Science -> Psychology,Both sexes,Female,All fields,S&E,Science,Psychology,,6,3311,2912,2537,2863,2808,3118,3361,3343,3293,3268,3117
3268,r056,Both sexes -> Female -> All fields -> S&E -> Science -> Social sciences,Both sexes,Female,All fields,S&E,Science,Social sciences,,6,2093,2165,2125,2324,2422,2442,2665,2703,2529,2606,2641
3268,r057,Both sexes -> Female -> All fields -> S&E -> Science -> Social sciences -> Anthropology,Both sexes,Female,All fields,S&E,Science,Social sciences,Anthropology,7,301,315,314,358,374,389,378,353,343,364,384
3268,r058,Both sexes -> Female -> All fields -> S&E -> Science -> Social sciences -> Area and ethnic studies,Both sexes,Female,All fields,S&E,Science,Social sciences,Area and ethnic studies,7,143,138,131,141,161,142,187,184,174,205,200
3268,r059,Both sexes -> Female -> All fields -> S&E -> Science -> Social sciences -> Economics,Both sexes,Female,All fields,S&E,Science,Social sciences,Economics,7,408,419,380,406,421,436,415,466,450,452,427
3268,r060,Both sexes -> Female -> All fields -> S&E -> Science -> Social sciences -> History of science,Both sexes,Female,All fields,S&E,Science,Social sciences,History of science,7,17,7,14,8,7,18,18,16,19,17,17
3268,r061,Both sexes -> Female -> All fields -> S&E -> Science -> Social sciences -> Linguistics,Both sexes,Female,All fields,S&E,Science,Social sciences,Linguistics,7,120,152,115,142,133,140,146,149,158,137,163
3268,r062,Both sexes -> Female -> All fields -> S&E -> Science -> Social sciences -> Political science and public administration,Both sexes,Female,All fields,S&E,Science,Social sciences,Political science and public administration,7,520,546,588,598,652,699,780,766,745,728,714
3268,r063,Both sexes -> Female -> All fields -> S&E -> Science -> Social sciences -> Sociology,Both sexes,Female,All fields,S&E,Science,Social sciences,Sociology,7,360,380,378,419,402,367,435,441,377,423,448
3268,r064,Both sexes -> Female -> All fields -> S&E -> Science -> Social sciences -> Other ,Both sexes,Female,All fields,S&E,Science,Social sciences,Other ,7,224,208,205,252,272,251,306,328,263,280,288
3268,r065,Both sexes -> Female -> All fields -> S&E -> Engineering,Both sexes,Female,All fields,S&E,Engineering,,,5,1748,1712,1815,1898,2006,2177,2311,2426,2429,2510,2686
3268,r066,Both sexes -> Female -> All fields -> S&E -> Engineering -> Aerospace engineering,Both sexes,Female,All fields,S&E,Engineering,Aerospace engineering,,6,24,33,40,30,40,49,53,47,49,38,42
3268,r067,Both sexes -> Female -> All fields -> S&E -> Engineering -> Chemical engineering,Both sexes,Female,All fields,S&E,Engineering,Chemical engineering,,6,249,237,269,280,293,298,328,361,363,347,348
3268,r068,Both sexes -> Female -> All fields -> S&E -> Engineering -> Civil engineering,Both sexes,Female,All fields,S&E,Engineering,Civil engineering,,6,232,214,246,239,241,298,314,371,314,393,396
3268,r069,Both sexes -> Female -> All fields -> S&E -> Engineering -> Electrical engineering,Both sexes,Female,All fields,S&E,Engineering,Electrical engineering,,6,388,338,382,387,424,364,413,390,418,456,489
3268,r070,Both sexes -> Female -> All fields -> S&E -> Engineering -> Industrial engineering,Both sexes,Female,All fields,S&E,Engineering,Industrial engineering,,6,97,86,72,100,104,113,122,121,113,119,103
3268,r071,Both sexes -> Female -> All fields -> S&E -> Engineering -> Materials engineering,Both sexes,Female,All fields,S&E,Engineering,Materials engineering,,6,156,172,166,156,172,202,197,217,216,228,251
3268,r072,Both sexes -> Female -> All fields -> S&E -> Engineering -> Mechanical engineering,Both sexes,Female,All fields,S&E,Engineering,Mechanical engineering,,6,160,160,125,162,194,212,217,223,241,238,255
3268,r073,Both sexes -> Female -> All fields -> S&E -> Engineering -> Other ,Both sexes,Female,All fields,S&E,Engineering,Other ,,6,442,472,515,544,538,641,667,696,715,691,802
3268,r074,Both sexes -> Female -> All fields -> Non-S&E,Both sexes,Female,All fields,Non-S&E,,,,4,17537,17536,14986,15500,16336,16911,17636,18396,19150,19700,19962
3268,r075,Both sexes -> Male,Both sexes,Male,,,,,,2,,,,,,,,,,,
3268,r076,Both sexes -> Male -> All fields,Both sexes,Male,All fields,,,,,3,30601,30505,29008,30334,31322,32739,33760,34455,34810,35291,35888
3268,r077,Both sexes -> Male -> All fields -> S&E,Both sexes,Male,All fields,S&E,,,,4,19781,19595,19238,20192,20836,21691,22744,22914,23177,23377,23575
3268,r078,Both sexes -> Male -> All fields -> S&E -> Science,Both sexes,Male,All fields,S&E,Science,,,5,13419,13392,13241,13612,13969,14379,14920,14934,15248,15340,15310
3268,r079,Both sexes -> Male -> All fields -> S&E -> Science -> Agricultural sciences,Both sexes,Male,All fields,S&E,Science,Agricultural sciences,,6,635,637,527,562,604,648,635,716,715,688,706
3268,r080,Both sexes -> Male -> All fields -> S&E -> Science -> Biological sciences,Both sexes,Male,All fields,S&E,Science,Biological sciences,,6,3612,3535,3564,3609,3665,3658,3832,3711,3722,3823,3788
3268,r081,Both sexes -> Male -> All fields -> S&E -> Science -> Computer sciences,Both sexes,Male,All fields,S&E,Science,Computer sciences,,6,1323,1223,1225,1251,1329,1458,1532,1512,1547,1497,1548
3268,r082,"Both sexes -> Male -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences",Both sexes,Male,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",,6,439,436,424,420,418,429,487,468,539,510,522
3268,r083,"Both sexes -> Male -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",Both sexes,Male,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,7,85,77,66,84,76,79,85,91,91,85,108
3268,r084,"Both sexes -> Male -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences",Both sexes,Male,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,7,295,308,292,281,282,298,345,326,379,375,365
3268,r085,"Both sexes -> Male -> All fields -> S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences",Both sexes,Male,All fields,S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,7,59,51,66,55,60,52,57,51,69,50,49
3268,r086,Both sexes -> Male -> All fields -> S&E -> Science -> Mathematics and statistics,Both sexes,Male,All fields,S&E,Science,Mathematics and statistics,,6,939,1060,1118,1136,1199,1293,1325,1299,1327,1403,1450
3268,r087,Both sexes -> Male -> All fields -> S&E -> Science -> Physical sciences,Both sexes,Male,All fields,S&E,Science,Physical sciences,,6,2971,3031,2955,3142,3145,3187,3373,3324,3507,3514,3513
3268,r088,Both sexes -> Male -> All fields -> S&E -> Science -> Physical sciences -> Astronomy,Both sexes,Male,All fields,S&E,Science,Physical sciences,Astronomy,7,124,89,99,109,113,111,117,101,110,123,129
3268,r089,Both sexes -> Male -> All fields -> S&E -> Science -> Physical sciences -> Chemistry,Both sexes,Male,All fields,S&E,Science,Physical sciences,Chemistry,7,1594,1628,1570,1638,1602,1628,1771,1700,1868,1836,1866
3268,r090,Both sexes -> Male -> All fields -> S&E -> Science -> Physical sciences -> Physics,Both sexes,Male,All fields,S&E,Science,Physical sciences,Physics,7,1227,1287,1265,1368,1402,1405,1437,1473,1479,1506,1477
3268,r091,Both sexes -> Male -> All fields -> S&E -> Science -> Physical sciences -> Other,Both sexes,Male,All fields,S&E,Science,Physical sciences,Other,7,26,27,21,27,28,43,48,50,50,49,41
3268,r092,Both sexes -> Male -> All fields -> S&E -> Science -> Psychology,Both sexes,Male,All fields,S&E,Science,Psychology,,6,1289,1134,1069,1089,1059,1162,1213,1190,1233,1218,1208
3268,r093,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences,Both sexes,Male,All fields,S&E,Science,Social sciences,,6,2211,2336,2359,2403,2550,2544,2523,2714,2658,2687,2575
3268,r094,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> Anthropology,Both sexes,Male,All fields,S&E,Science,Social sciences,Anthropology,7,190,212,220,238,211,206,228,224,248,217,189
3268,r095,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> Area and ethnic studies,Both sexes,Male,All fields,S&E,Science,Social sciences,Area and ethnic studies,7,103,88,106,116,113,130,129,125,128,118,116
3268,r096,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> Economics,Both sexes,Male,All fields,S&E,Science,Social sciences,Economics,7,764,753,740,746,850,791,797,817,848,873,899
3268,r097,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> History of science,Both sexes,Male,All fields,S&E,Science,Social sciences,History of science,7,17,12,17,19,17,11,23,15,12,13,10
3268,r098,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> Linguistics,Both sexes,Male,All fields,S&E,Science,Social sciences,Linguistics,7,95,88,88,93,116,97,94,117,101,92,95
3268,r099,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> Political science and public administration,Both sexes,Male,All fields,S&E,Science,Social sciences,Political science and public administration,7,584,698,724,716,750,808,757,856,773,829,775
3268,r100,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> Sociology,Both sexes,Male,All fields,S&E,Science,Social sciences,Sociology,7,234,255,234,252,233,259,257,292,281,274,259
3268,r101,Both sexes -> Male -> All fields -> S&E -> Science -> Social sciences -> Other ,Both sexes,Male,All fields,S&E,Science,Social sciences,Other ,7,224,230,230,223,260,242,238,268,267,271,232
3268,r102,Both sexes -> Male -> All fields -> S&E -> Engineering,Both sexes,Male,All fields,S&E,Engineering,,,5,6362,6203,5997,6580,6867,7312,7824,7980,7929,8037,8265
3268,r103,Both sexes -> Male -> All fields -> S&E -> Engineering -> Aerospace engineering,Both sexes,Male,All fields,S&E,Engineering,Aerospace engineering,,6,208,224,188,207,235,261,283,263,283,304,305
3268,r104,Both sexes -> Male -> All fields -> S&E -> Engineering -> Chemical engineering,Both sexes,Male,All fields,S&E,Engineering,Chemical engineering,,6,701,649,660,671,676,703,841,836,818,822,863
3268,r105,Both sexes -> Male -> All fields -> S&E -> Engineering -> Civil engineering,Both sexes,Male,All fields,S&E,Engineering,Civil engineering,,6,677,688,605,655,681,738,840,859,852,853,836
3268,r106,Both sexes -> Male -> All fields -> S&E -> Engineering -> Electrical engineering,Both sexes,Male,All fields,S&E,Engineering,Electrical engineering,,6,1891,1752,1787,1965,2051,2105,2229,2261,2202,2213,2231
3268,r107,Both sexes -> Male -> All fields -> S&E -> Engineering -> Industrial engineering,Both sexes,Male,All fields,S&E,Engineering,Industrial engineering,,6,249,247,218,219,244,276,278,233,262,261,294
3268,r108,Both sexes -> Male -> All fields -> S&E -> Engineering -> Materials engineering,Both sexes,Male,All fields,S&E,Engineering,Materials engineering,,6,509,489,487,495,543,555,537,593,626,649,640
3268,r109,Both sexes -> Male -> All fields -> S&E -> Engineering -> Mechanical engineering,Both sexes,Male,All fields,S&E,Engineering,Mechanical engineering,,6,989,1026,897,1010,1083,1172,1237,1363,1293,1260,1410
3268,r110,Both sexes -> Male -> All fields -> S&E -> Engineering -> Other ,Both sexes,Male,All fields,S&E,Engineering,Other ,,6,1138,1128,1155,1358,1354,1502,1579,1572,1593,1675,1686
3268,r111,Both sexes -> Male -> All fields -> Non-S&E,Both sexes,Male,All fields,Non-S&E,,,,4,10820,10910,9770,10142,10486,11048,11016,11541,11633,11914,12313
