table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_companies_number_,field_innovation_r_d_activity_number_yes,field_innovation_r_d_activity_number_no,field_innovation_r_d_activity_percent_yes,field_innovation_r_d_activity_percent_no
5666,r025,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['    1,222 ', '&nbsp;']","['    814 ', '&nbsp;']","['    409 ', '&nbsp;']","['    66.5 ', '&nbsp;']","['    33.5 ', '&nbsp;']"
5666,r026,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['    1,793 ', '&nbsp;']","['    1,073 ', '&nbsp;']","['    721 ', '&nbsp;']","['    59.8 ', '&nbsp;']","['    40.2 ', '&nbsp;']"
5666,r027,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['    1,107 ', '&nbsp;']","['    643 ', '&nbsp;']","['    463 ', '&nbsp;']","['    58.2 ', '&nbsp;']","['    41.8 ', '&nbsp;']"
5666,r028,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['    264 ', '&nbsp;']","['    190 ', '&nbsp;']","['    75 ', '&nbsp;']","['    71.6 ', '&nbsp;']","['    28.4 ', '&nbsp;']"
5666,r029,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['    424 ', '&nbsp;']","['    242 ', '&nbsp;']","['    181 ', '&nbsp;']","['    57.3 ', '&nbsp;']","['    42.7 ', '&nbsp;']"
5666,r030,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['    2,867 ', '&nbsp;']","['    1,093 ', '&nbsp;']","['    1,775 ', '&nbsp;']","['    38.1 ', '&nbsp;']","['    61.9 ', '&nbsp;']"
5666,r031,All industries -> Manufacturing industries -> Miscellaneous ,All industries,Manufacturing industries,Miscellaneous ,,,3,339,"['    5,835 ', '&nbsp;']","['    2,659 ', '&nbsp;']","['    3,176 ', '&nbsp;']","['    45.6 ', '&nbsp;']","['    54.4 ', '&nbsp;']"
5666,r032,All industries -> Manufacturing industries -> Miscellaneous  -> Medical equipment and supplies ,All industries,Manufacturing industries,Miscellaneous ,Medical equipment and supplies ,,4,3391,"['    2,449 ', '&nbsp;']","['    1,148 ', '&nbsp;']","['    1,302 ', '&nbsp;']","['    46.9 ', '&nbsp;']","['    53.1 ', '&nbsp;']"
5666,r033,All industries -> Manufacturing industries -> Miscellaneous  -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous ,Other miscellaneous manufacturing,,4,3399,"['    3,387 ', '&nbsp;']","['    1,513 ', '&nbsp;']","['    1,873 ', '&nbsp;']","['    44.7 ', '&nbsp;']","['    55.3 ', '&nbsp;']"
5666,r034,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"11, 21–23, 42–81","['    871,980 ', '&nbsp;']","['    234,914 ', '&nbsp;']","['    637,064 ', '&nbsp;']","['    26.9 ', '&nbsp;']","['    73.1 ', '&nbsp;']"
5666,r035,"All industries -> Nonmanufacturing industries -> Agriculture, forestry, fishing, and hunting",All industries,Nonmanufacturing industries,"Agriculture, forestry, fishing, and hunting",,,3,11,"['    2,812 ', '&nbsp;']","['    444 ', '&nbsp;']","['    2,369 ', '&nbsp;']","['    15.8 ', '&nbsp;']","['    84.2 ', '&nbsp;']"
5666,r036,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['    1,323 ', '&nbsp;']","['    211 ', '&nbsp;']","['    1,113 ', '&nbsp;']","['    15.9 ', '&nbsp;']","['    84.1 ', '&nbsp;']"
5666,r037,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['    437 ', '&nbsp;']","['    96 ', '&nbsp;']","['    340 ', '&nbsp;']","['    22.0 ', '&nbsp;']","['    78.0 ', '&nbsp;']"
5666,r038,All industries -> Nonmanufacturing industries -> Construction,All industries,Nonmanufacturing industries,Construction,,,3,23,"['    84,810 ', '&nbsp;']","['    19,303 ', '&nbsp;']","['    65,506 ', '&nbsp;']","['    22.8 ', '&nbsp;']","['    77.2 ', '&nbsp;']"
5666,r039,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['    61,477 ', '&nbsp;']","['    19,333 ', '&nbsp;']","['    42,144 ', '&nbsp;']","['    31.4 ', '&nbsp;']","['    68.6 ', '&nbsp;']"
5666,r040,All industries -> Nonmanufacturing industries -> Retail trade,All industries,Nonmanufacturing industries,Retail trade,,,3,44–45,"['    115,299 ', '&nbsp;']","['    27,813 ', '&nbsp;']","['    87,487 ', '&nbsp;']","['    24.1 ', '&nbsp;']","['    75.9 ', '&nbsp;']"
5666,r041,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['    32,288 ', '&nbsp;']","['    4,614 ', '&nbsp;']","['    27,673 ', '&nbsp;']","['    14.3 ', '&nbsp;']","['    85.7 ', '&nbsp;']"
5666,r042,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['    17,517 ', '&nbsp;']","['    9,002 ', '&nbsp;']","['    8,513 ', '&nbsp;']","['    51.4 ', '&nbsp;']","['    48.6 ', '&nbsp;']"
5666,r043,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['    5,632 ', '&nbsp;']","['    3,337 ', '&nbsp;']","['    2,293 ', '&nbsp;']","['    59.3 ', '&nbsp;']","['    40.7 ', '&nbsp;']"
5666,r044,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['    2,154 ', '&nbsp;']","['    770 ', '&nbsp;']","['    1,383 ', '&nbsp;']","['    35.7 ', '&nbsp;']","['    64.3 ', '&nbsp;']"
5666,r045,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['    3,477 ', '&nbsp;']","['    2,566 ', '&nbsp;']","['    912 ', '&nbsp;']","['    73.8 ', '&nbsp;']","['    26.2 ', '&nbsp;']"
5666,r046,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['    1,984 ', '&nbsp;']","['    722 ', '&nbsp;']","['    1,263 ', '&nbsp;']","['    36.4 ', '&nbsp;']","['    63.6 ', '&nbsp;']"
5666,r047,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['    3,256 ', '&nbsp;']","['    2,023 ', '&nbsp;']","['    1,232 ', '&nbsp;']","['    62.2 ', '&nbsp;']","['    37.8 ', '&nbsp;']"
5666,r048,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['    6,646 ', '&nbsp;']","['    2,921 ', '&nbsp;']","['    3,726 ', '&nbsp;']","['    44.0 ', '&nbsp;']","['    56.0 ', '&nbsp;']"
5666,r049,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['    39,923 ', '&nbsp;']","['    10,190 ', '&nbsp;']","['    29,733 ', '&nbsp;']","['    25.5 ', '&nbsp;']","['    74.5 ', '&nbsp;']"
5666,r050,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['    38,262 ', '&nbsp;']","['    6,916 ', '&nbsp;']","['    31,347 ', '&nbsp;']","['    18.1 ', '&nbsp;']","['    81.9 ', '&nbsp;']"
5666,r051,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets <br>  (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets <br>  (except copyrighted works),,4,533,"['    257 ', '&nbsp;']","['    145 ', 'r']","['    113 ', 'r']","['    56.0 ', '&nbsp;']","['    44.0 ', 'r']"
5666,r052,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['    38,004 ', '&nbsp;']","['    6,772 ', '&nbsp;']","['    31,234 ', '&nbsp;']","['    17.8 ', '&nbsp;']","['    82.2 ', '&nbsp;']"
5666,r053,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['    150,463 ', '&nbsp;']","['    56,759 ', '&nbsp;']","['    93,704 ', '&nbsp;']","['    37.7 ', '&nbsp;']","['    62.3 ', '&nbsp;']"
5666,r054,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Legal services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Legal services,,4,5411,"['    18,535 ', '&nbsp;']","['    3,857 ', '&nbsp;']","['    14,679 ', '&nbsp;']","['    20.8 ', '&nbsp;']","['    79.2 ', '&nbsp;']"
5666,r055,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Accounting, tax preparation, bookkeeping, and payroll services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Accounting, tax preparation, bookkeeping, and payroll services",,4,5412,"['    17,647 ', '&nbsp;']","['    2,743 ', '&nbsp;']","['    14,905 ', '&nbsp;']","['    15.5 ', '&nbsp;']","['    84.5 ', '&nbsp;']"
5666,r056,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['    17,819 ', '&nbsp;']","['    7,550 ', '&nbsp;']","['    10,270 ', '&nbsp;']","['    42.4 ', '&nbsp;']","['    57.6 ', '&nbsp;']"
5666,r057,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Specialized design services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Specialized design services,,4,5414,"['    5,774 ', '&nbsp;']","['    2,391 ', '&nbsp;']","['    3,384 ', '&nbsp;']","['    41.4 ', '&nbsp;']","['    58.6 ', '&nbsp;']"
5666,r058,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['    33,191 ', '&nbsp;']","['    17,125 ', '&nbsp;']","['    16,067 ', '&nbsp;']","['    51.6 ', '&nbsp;']","['    48.4 ', '&nbsp;']"
5666,r059,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Management, scientific, and technical consulting services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Management, scientific, and technical consulting services",,4,5416,"['    34,721 ', '&nbsp;']","['    14,290 ', '&nbsp;']","['    20,430 ', '&nbsp;']","['    41.2 ', '&nbsp;']","['    58.8 ', '&nbsp;']"
5666,r060,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['    2,974 ', '&nbsp;']","['    2,559 ', '&nbsp;']","['    416 ', '&nbsp;']","['    86.0 ', '&nbsp;']","['    14.0 ', '&nbsp;']"
5666,r061,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Advertising, public relations, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Advertising, public relations, and related services",,4,5418,"['    7,126 ', '&nbsp;']","['    2,338 ', '&nbsp;']","['    4,787 ', '&nbsp;']","['    32.8 ', '&nbsp;']","['    67.2 ', '&nbsp;']"
5666,r062,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,5419,"['    12,678 ', '&nbsp;']","['    3,908 ', '&nbsp;']","['    8,769 ', '&nbsp;']","['    30.8 ', '&nbsp;']","['    69.2 ', '&nbsp;']"
5666,r063,All industries -> Nonmanufacturing industries -> Management of companies and enterprises,All industries,Nonmanufacturing industries,Management of companies and enterprises,,,3,55,"['    414 ', '&nbsp;']","['    151 ', '&nbsp;']","['    264 ', '&nbsp;']","['    36.5 ', '&nbsp;']","['    63.5 ', '&nbsp;']"
5666,r064,All industries -> Nonmanufacturing industries -> Administrative and support and waste management and remediation services,All industries,Nonmanufacturing industries,Administrative and support and waste management and remediation services,,,3,56,"['    53,717 ', '&nbsp;']","['    13,082 ', '&nbsp;']","['    40,634 ', '&nbsp;']","['    24.4 ', '&nbsp;']","['    75.6 ', '&nbsp;']"
5666,r065,All industries -> Nonmanufacturing industries -> Educational services,All industries,Nonmanufacturing industries,Educational services,,,3,61,"['    14,568 ', '&nbsp;']","['    5,560 ', '&nbsp;']","['    9,009 ', '&nbsp;']","['    38.2 ', '&nbsp;']","['    61.8 ', '&nbsp;']"
5666,r066,All industries -> Nonmanufacturing industries -> Health care and social assistance,All industries,Nonmanufacturing industries,Health care and social assistance,,,3,62,"['    96,291 ', '&nbsp;']","['    23,292 ', '&nbsp;']","['    72,998 ', '&nbsp;']","['    24.2 ', '&nbsp;']","['    75.8 ', '&nbsp;']"
5666,r067,All industries -> Nonmanufacturing industries -> Health care and social assistance -> Health care services,All industries,Nonmanufacturing industries,Health care and social assistance,Health care services,,4,621–23,"['    83,166 ', '&nbsp;']","['    19,326 ', '&nbsp;']","['    63,841 ', '&nbsp;']","['    23.2 ', '&nbsp;']","['    76.8 ', '&nbsp;']"
5666,r068,All industries -> Nonmanufacturing industries -> Health care and social assistance -> Social assistance,All industries,Nonmanufacturing industries,Health care and social assistance,Social assistance,,4,624,"['    13,124 ', '&nbsp;']","['    3,966 ', '&nbsp;']","['    9,156 ', '&nbsp;']","['    30.2 ', '&nbsp;']","['    69.8 ', '&nbsp;']"
5666,r069,"All industries -> Nonmanufacturing industries -> Arts, entertainment, and recreation",All industries,Nonmanufacturing industries,"Arts, entertainment, and recreation",,,3,71,"['    14,559 ', '&nbsp;']","['    4,551 ', '&nbsp;']","['    10,009 ', '&nbsp;']","['    31.3 ', '&nbsp;']","['    68.7 ', '&nbsp;']"
5666,r070,All industries -> Nonmanufacturing industries -> Accommodation and food services,All industries,Nonmanufacturing industries,Accommodation and food services,,,3,72,"['    91,077 ', '&nbsp;']","['    20,319 ', '&nbsp;']","['    70,759 ', '&nbsp;']","['    22.3 ', '&nbsp;']","['    77.7 ', '&nbsp;']"
5666,r071,All industries -> Nonmanufacturing industries -> Other services,All industries,Nonmanufacturing industries,Other services,,,3,81,"['    56,736 ', '&nbsp;']","['    13,277 ', '&nbsp;']","['    43,460 ', '&nbsp;']","['    23.4 ', '&nbsp;']","['    76.6 ', '&nbsp;']"
