table_id,row_id,citizenship_status_and_major_field_of_study_full_path,citizenship_status_and_major_field_of_study_level_1,citizenship_status_and_major_field_of_study_level_2,citizenship_status_and_major_field_of_study_level_3,citizenship_status_and_major_field_of_study_level_4,citizenship_status_and_major_field_of_study_hierarchy_depth,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field__change_2009_18
1742,r058,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Psychology and social sciences,,3,5714,5803,6070,6319,6464,6390,6685,6797,6846,6704,17.3
1742,r059,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Psychology,4,2908,2874,3062,3046,3067,3042,3102,3341,3377,3321,14.2
1742,r060,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Anthropology,4,403,384,455,445,457,405,397,360,349,335,-16.9
1742,r061,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Economics,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Economics,4,418,459,428,517,505,469,552,521,547,484,15.8
1742,r062,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Political science and government,4,483,522,488,536,593,574,621,579,572,543,12.4
1742,r063,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Sociology,4,506,519,511,512,516,545,596,506,562,556,9.9
1742,r064,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Psychology and social sciences,Other social sciences,4,996,1045,1126,1263,1326,1355,1417,1490,1439,1465,47.1
1742,r065,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,,3,3166,3332,3350,3579,3767,4066,4219,4180,4311,4218,33.2
1742,r066,"All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,160,141,145,181,194,246,216,233,241,221,38.1
1742,r067,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,Bioengineering and biomedical engineering,4,513,516,564,602,637,674,723,746,695,744,45.0
1742,r068,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,Chemical engineering,4,411,433,393,377,365,445,488,470,469,469,14.1
1742,r069,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,Civil engineering,4,262,231,216,159,182,229,231,219,231,200,-23.7
1742,r070,"All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,"Electrical, electronics, and communications engineering",4,578,627,617,614,603,575,632,547,581,544,-5.9
1742,r071,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,Industrial and manufacturing engineering,4,70,62,100,75,77,91,65,82,85,62,-11.4
1742,r072,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,Materials science engineering,4,254,313,278,350,349,363,381,456,470,463,82.3
1742,r073,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,Mechanical engineering,4,421,403,440,505,547,558,620,585,591,608,44.4
1742,r074,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Engineering,Other engineering,4,497,606,597,716,813,885,863,842,948,907,82.5
1742,r075,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Education,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Education,,3,5584,4476,3878,4040,4118,3934,4196,4301,4052,4033,-27.8
1742,r076,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Education -> Education administration,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Education,Education administration,4,1979,1296,833,936,844,763,797,727,792,784,-60.4
1742,r077,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Education -> Education research,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Education,Education research,4,2230,2059,1989,2143,2216,2104,2273,1980,2029,2060,-7.6
1742,r078,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Education,Teacher education,4,260,203,156,134,90,132,134,158,97,88,-66.2
1742,r079,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Education,Teaching fields,4,743,646,679,613,741,732,762,949,763,788,6.1
1742,r080,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Education -> Other education,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Education,Other education,4,372,272,221,214,227,203,230,487,371,313,-15.9
1742,r081,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Humanities and arts,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Humanities and arts,,3,3893,4029,4191,4434,4535,4361,4478,4448,4297,4150,6.6
1742,r082,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Humanities and arts,Foreign languages and literature,4,385,389,426,472,467,469,463,399,430,406,5.5
1742,r083,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Humanities and arts,History,4,880,843,893,889,947,968,944,950,890,800,-9.1
1742,r084,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Humanities and arts,Letters,4,1169,1287,1289,1383,1354,1304,1353,1312,1277,1235,5.6
1742,r085,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Humanities and arts,Other humanities and arts,4,1459,1510,1583,1690,1767,1620,1718,1787,1700,1709,17.1
1742,r086,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Other<sup>b</sup>,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Other<sup>b</sup>,,3,1747,1691,1693,1650,1850,1825,1879,1865,1943,1748,0.1
1742,r087,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Other<sup>b</sup> -> Business management and administration,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Other<sup>b</sup>,Business management and administration,4,780,746,755,736,831,849,892,845,858,744,-4.6
1742,r088,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Other<sup>b</sup> -> Communication,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Other<sup>b</sup>,Communication,4,443,468,473,426,471,473,479,472,458,435,-1.8
1742,r089,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Other<sup>b</sup> -> Non-S&E fields nec,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Other<sup>b</sup>,Non-S&E fields nec,4,524,477,465,488,548,503,508,548,626,569,8.6
1742,r090,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Other<sup>b</sup> -> Unknown field,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Other<sup>b</sup>,Unknown field,4,0,0,0,0,0,0,0,0,1,0,0.0
1742,r091,All doctorate recipients<sup>a</sup> -> Temporary visa holder,All doctorate recipients<sup>a</sup>,Temporary visa holder,,,2,14736,13636,14235,14784,15674,15839,16129,16474,16290,17604,19.5
1742,r092,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Life sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Life sciences,,3,3097,2926,3029,3197,3177,3169,3264,3350,3332,3364,8.6
1742,r093,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Life sciences -> Agricultural sciences and natural resources,All doctorate recipients<sup>a</sup>,Temporary visa holder,Life sciences,Agricultural sciences and natural resources,4,509,412,472,529,516,504,555,560,608,609,19.6
1742,r094,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Life sciences -> Biological and biomedical sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Life sciences,Biological and biomedical sciences,4,2190,2084,2124,2166,2154,2229,2266,2303,2180,2160,-1.4
1742,r095,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Life sciences -> Health sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Life sciences,Health sciences,4,398,430,433,502,507,436,443,487,544,595,49.5
1742,r096,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Physical sciences and earth sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Physical sciences and earth sciences,,3,2028,1884,1955,1959,2032,2196,2099,2313,2161,2375,17.1
1742,r097,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Physical sciences and earth sciences -> Chemistry,All doctorate recipients<sup>a</sup>,Temporary visa holder,Physical sciences and earth sciences,Chemistry,4,889,847,907,880,888,1000,929,1000,920,1022,15.0
1742,r098,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All doctorate recipients<sup>a</sup>,Temporary visa holder,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",4,295,251,246,281,290,326,307,390,332,392,32.9
1742,r099,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Physical sciences and earth sciences -> Physics and astronomy,All doctorate recipients<sup>a</sup>,Temporary visa holder,Physical sciences and earth sciences,Physics and astronomy,4,844,786,802,798,854,870,863,923,909,961,13.9
1742,r100,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Mathematics and computer sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Mathematics and computer sciences,,3,1504,1446,1449,1617,1833,1850,1917,2053,1926,2130,41.6
1742,r101,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Mathematics and computer sciences -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Mathematics and computer sciences,Computer and information sciences,4,791,760,759,870,990,1029,1094,1201,1105,1166,47.4
1742,r102,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Temporary visa holder,Mathematics and computer sciences,Mathematics and statistics,4,713,686,690,747,843,821,823,852,821,964,35.2
1742,r103,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Psychology and social sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Psychology and social sciences,,3,1720,1553,1588,1601,1634,1549,1622,1753,1667,1771,3.0
1742,r104,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>a</sup>,Temporary visa holder,Psychology and social sciences,Psychology,4,258,270,238,254,282,249,260,305,286,285,10.5
1742,r105,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Temporary visa holder,Psychology and social sciences,Anthropology,4,81,88,73,74,76,86,68,76,65,70,-13.6
1742,r106,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Psychology and social sciences -> Economics,All doctorate recipients<sup>a</sup>,Temporary visa holder,Psychology and social sciences,Economics,4,656,556,623,656,615,627,606,656,641,707,7.8
1742,r107,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Temporary visa holder,Psychology and social sciences,Political science and government,4,178,162,150,150,163,145,178,128,140,159,-10.7
1742,r108,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>a</sup>,Temporary visa holder,Psychology and social sciences,Sociology,4,139,95,113,85,92,90,101,89,93,89,-36.0
1742,r109,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Psychology and social sciences,Other social sciences,4,408,382,391,382,406,352,409,499,442,461,13.0
1742,r110,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,,3,4221,3866,4164,4355,4759,4961,5108,4842,5038,5583,32.3
1742,r111,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,126,99,100,107,138,124,132,121,123,146,15.9
1742,r112,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Bioengineering and biomedical engineering,4,280,290,291,292,352,318,348,301,300,362,29.3
