table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_company_performed_r_d_us_millions_worldwide,field_company_performed_r_d_us_millions_domestic,field_company_performed_r_d_us_millions_foreign,field_r_d_employment_thousands_worldwide,field_r_d_employment_thousands_domestic,field_r_d_employment_thousands_foreign,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_worldwide,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_domestic,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_foreign
2742,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['32,125', '  ']","['25,586', '  ']","['6,540', '  ']","['160', '  ']","['110', '  ']","['50', '  ']","['201', '  ']","['233', '  ']","['131', '  ']"
2742,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['24,977 - 25,002', '  ']","['24,291', '  ']","['686 - 711', '  ']","['84', '  ']","['75', '  ']","['8', '  ']","['D', '  ']","['323', '  ']","['D', '  ']"
2742,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['23,654 - 23,679', '  ']","['22,968', '  ']","['685 - 710', '  ']","['76', '  ']","['68', 'i ']","['8', '  ']","['D', '  ']","['340', '  ']","['D', '  ']"
2742,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,323', '  ']","['1,323', '  ']","['1', '  ']","['8', '  ']","['8', '  ']","['*', '  ']","['172', '  ']","['173', '  ']","['19', '  ']"
2742,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['11', '  ']","['11', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['160', '  ']","['160', '  ']","['NA', '  ']"
2742,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['2,936 - 2,961', '  ']","['2,741', '  ']","['195 - 221', '  ']","['14', '  ']","['12', '  ']","['2', '  ']","['D', '  ']","['232', '  ']","['D', '  ']"
2742,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['435', '  ']","['410', '  ']","['25', '  ']","['5', '  ']","['4', '  ']","['*', '  ']","['90', '  ']","['93', '  ']","['62', '  ']"
2742,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['20,478 - 20,483', '  ']","['17,209', '  ']","['3,270 - 3,274', '  ']","['95', '  ']","['71', '  ']","['24', '  ']","['D', '  ']","['242', '  ']","['D', '  ']"
2742,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['17,415', '  ']","['14,531', '  ']","['2,884', '  ']","['75', '  ']","['54', '  ']","['21', '  ']","['231', '  ']","['269', '  ']","['135', '  ']"
2742,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['3,063 - 3,068', '  ']","['2,678', '  ']","['386 - 390', '  ']","['20', '  ']","['17', '  ']","['3', '  ']","['D', '  ']","['156', '  ']","['D', '  ']"
2742,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['202,460', '  ']","['166,961', '  ']","['35,498', '  ']","['1,132', '  ']","['785', '  ']","['347', '  ']","['179', '  ']","['213', '  ']","['102', '  ']"
2742,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['2,068', '  ']","['1,905', '  ']","['163', '  ']","['15', '  ']","['12', '  ']","['2', '  ']","['142', '  ']","['157', '  ']","['66', '  ']"
2742,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['283', '  ']","['275', '  ']","['8', '  ']","['2', '  ']","['2', '  ']","['*', '  ']","['140', '  ']","['147', '  ']","['58', '  ']"
2742,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['938', 'i ']","['906', 'i ']","['32', '  ']","['12', 'i ']","['12', 'i ']","['1', '  ']","['78', '  ']","['78', '  ']","['64', '  ']"
2742,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['11,715 - 15,516', 'i ']","['11,652', 'i ']","['63 - 3,864', 'i ']","['71 - 99', '  ']","['52', '  ']","['19 - 47', '  ']","['D', '  ']","['223', '  ']","['D', '  ']"
2742,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['956', '  ']","['942', '  ']","['14', '  ']","['6', '  ']","['6', '  ']","['*', '  ']","['147', '  ']","['156', '  ']","['31', '  ']"
2742,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['111,505', '  ']","['94,349', '  ']","['17,156', '  ']","['493', '  ']","['342', '  ']","['151', '  ']","['226', '  ']","['276', '  ']","['113', '  ']"
2742,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['39,965', '  ']","['32,770', '  ']","['7,195', '  ']","['184', '  ']","['115', '  ']","['68', '  ']","['217', '  ']","['284', '  ']","['105', '  ']"
2742,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['150', '  ']","['131', '  ']","['19', '  ']","['1', 'i ']","['1', 'i ']","['*', 'i ']","['118', '  ']","['120', '  ']","['108', '  ']"
2742,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['39,815', '  ']","['32,639', '  ']","['7,175', '  ']","['183', '  ']","['114', '  ']","['68', '  ']","['218', '  ']","['285', '  ']","['105', '  ']"
2742,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,827 - 3,833', '  ']","['3,696', '  ']","['131 - 138', '  ']","['23', '  ']","['22', '  ']","['1', '  ']","['D', '  ']","['170', '  ']","['D', '  ']"
2742,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['28,045', '  ']","['23,306', '  ']","['4,739', '  ']","['164', '  ']","['105', '  ']","['60', '  ']","['171', '  ']","['223', '  ']","['80', '  ']"
2742,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['39,662 - 39,668', '  ']","['34,576', '  ']","['5,086 - 5,092', '  ']","['122', '  ']","['100', '  ']","['22', '  ']","['D', '  ']","['345', '  ']","['D', '  ']"
2742,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['8,356', '  ']","['7,471', '  ']","['885', '  ']","['61', '  ']","['47', '  ']","['14', '  ']","['137', '  ']","['160', '  ']","['62', '  ']"
2742,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['1,073', '  ']","['1,022', '  ']","['51', '  ']","['4', '  ']","['4', '  ']","['*', '  ']","['275', '  ']","['278', '  ']","['237', '  ']"
2742,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['6', '  ']","['6', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['441', '  ']","['441', '  ']","['NA', '  ']"
2742,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['1,067', '  ']","['1,016', '  ']","['51', '  ']","['4', '  ']","['4', '  ']","['*', '  ']","['275', '  ']","['277', '  ']","['237', '  ']"
2742,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['58,168', '  ']","['44,860', '  ']","['13,307', '  ']","['405', '  ']","['271', '  ']","['134', '  ']","['144', '  ']","['165', '  ']","['99', '  ']"
2742,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['4,017 - 4,027', '  ']","['3,961', '  ']","['56 - 66', 'i ']","['52', '  ']","['51', '  ']","['1', '  ']","['D', '  ']","['78', '  ']","['D', '  ']"
2742,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['20,287', '  ']","['15,923', '  ']","['4,364', '  ']","['139', '  ']","['92', '  ']","['48', '  ']","['146', '  ']","['174', '  ']","['92', '  ']"
2742,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['28,555 - 28,564', '  ']","['20,185', '  ']","['8,370 - 8,379', '  ']","['177', '  ']","['97', '  ']","['80', '  ']","['D', '  ']","['208', '  ']","['D', '  ']"
2742,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['8,447', '  ']","['5,857', '  ']","['2,590', '  ']","['56', '  ']","['31', '  ']","['25', '  ']","['151', '  ']","['190', '  ']","['103', '  ']"
2742,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['19,435', '  ']","['13,657', '  ']","['5,778', '  ']","['116', '  ']","['61', '  ']","['54', '  ']","['168', '  ']","['223', '  ']","['106', '  ']"
2742,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['672 - 683', '  ']","['671', '  ']","['1 - 12', '  ']","['5', '  ']","['5', '  ']","['*', '  ']","['D', '  ']","['133', '  ']","['D', '  ']"
2742,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['5,298', '  ']","['4,791', '  ']","['507', '  ']","['38', '  ']","['32', '  ']","['6', '  ']","['140', '  ']","['152', '  ']","['82', '  ']"
2742,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1,498', '  ']","['1,476', '  ']","['22', '  ']","['6', '  ']","['6', '  ']","['*', '  ']","['239', '  ']","['241', '  ']","['141', '  ']"
2742,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2,102 - 5,904', '  ']","['2,103', '  ']","['0 - 3,801', '  ']","['31 - 59', '  ']","['32', '  ']","['0 - 28', '  ']","['D', '  ']","['66', '  ']","['D', '  ']"
2742,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['541,412', '  ']","['441,036', '  ']","['100,376', '  ']","['2,564', '  ']","['1,766', '  ']","['797', '  ']","['211', '  ']","['250', '  ']","['126', '  ']"
2742,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2742,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['4,518', '  ']","['4,390', '  ']","['128', '  ']","['27', '  ']","['25', '  ']","['2', '  ']","['169', '  ']","['176', '  ']","['71', '  ']"
2742,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['11,821', '  ']","['11,252', '  ']","['569', '  ']","['75', '  ']","['68', '  ']","['7', '  ']","['157', '  ']","['164', '  ']","['81', '  ']"
2742,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2742,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['13,013', '  ']","['12,321', '  ']","['692', '  ']","['87', '  ']","['80', '  ']","['7', '  ']","['149', '  ']","['154', '  ']","['93', '  ']"
2742,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['20,420', '  ']","['18,547', '  ']","['1,872', '  ']","['146', '  ']","['126', '  ']","['20', '  ']","['140', '  ']","['147', '  ']","['93', '  ']"
2742,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2742,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['21,824', '  ']","['19,645', '  ']","['2,179', '  ']","['122', '  ']","['102', '  ']","['20', '  ']","['179', '  ']","['192', '  ']","['110', '  ']"
2742,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['20,214', '  ']","['17,657', '  ']","['2,557', '  ']","['120', '  ']","['91', '  ']","['29', '  ']","['168', '  ']","['195', '  ']","['87', '  ']"
