table_id,row_id,_b_field_and_sex_b_full_path,_b_field_and_sex_b_level_1,_b_field_and_sex_b_level_2,_b_field_and_sex_b_level_3,_b_field_and_sex_b_level_4,_b_field_and_sex_b_hierarchy_depth,field_1993_number,field_1993_percent,field_1998_number,field_1998_percent,field_2003_number,field_2003_percent,field_2008_number,field_2008_percent,field_2013_number,field_2013_percent,field_2018_number,field_2018_percent,field_2023_number,field_2023_percent
11643,r025,All fields<sup>a</sup> -> Science and engineering -> Mathematics and statistics,All fields<sup>a</sup>,Science and engineering,Mathematics and statistics,,3,1146,100.0,1177,100.0,993,100.0,1400,100.0,1817,100.0,2022,100.0,2167,100.0
11643,r026,All fields<sup>a</sup> -> Science and engineering -> Mathematics and statistics -> Male,All fields<sup>a</sup>,Science and engineering,Mathematics and statistics,Male,4,865,75.5,873,74.2,729,73.4,966,69.0,1290,71.0,1471,72.7,1571,72.5
11643,r027,All fields<sup>a</sup> -> Science and engineering -> Mathematics and statistics -> Female,All fields<sup>a</sup>,Science and engineering,Mathematics and statistics,Female,4,264,23.0,297,25.2,264,26.6,433,30.9,527,29.0,548,27.1,595,27.5
11643,r028,All fields<sup>a</sup> -> Science and engineering -> Physical sciences ,All fields<sup>a</sup>,Science and engineering,Physical sciences ,,3,3681,100.0,3800,100.0,3289,100.0,4081,100.0,4595,100.0,5144,100.0,5460,100.0
11643,r029,All fields<sup>a</sup> -> Science and engineering -> Physical sciences  -> Male,All fields<sup>a</sup>,Science and engineering,Physical sciences ,Male,4,2866,77.9,2865,75.4,2397,72.9,2957,72.5,3178,69.2,3552,69.1,3612,66.2
11643,r030,All fields<sup>a</sup> -> Science and engineering -> Physical sciences  -> Female,All fields<sup>a</sup>,Science and engineering,Physical sciences ,Female,4,776,21.1,917,24.1,892,27.1,1124,27.5,1415,30.8,1589,30.9,1847,33.8
11643,r031,All fields<sup>a</sup> -> Science and engineering -> Psychology,All fields<sup>a</sup>,Science and engineering,Psychology,,3,3420,100.0,3673,100.0,3277,100.0,3357,100.0,3592,100.0,3821,100.0,3899,100.0
11643,r032,All fields<sup>a</sup> -> Science and engineering -> Psychology -> Male,All fields<sup>a</sup>,Science and engineering,Psychology,Male,4,1322,38.7,1205,32.8,1044,31.9,999,29.8,997,27.8,1095,28.7,985,25.3
11643,r033,All fields<sup>a</sup> -> Science and engineering -> Psychology -> Female,All fields<sup>a</sup>,Science and engineering,Psychology,Female,4,2088,61.1,2456,66.9,2233,68.1,2358,70.2,2594,72.2,2726,71.3,2913,74.7
11643,r034,All fields<sup>a</sup> -> Science and engineering -> Social sciences,All fields<sup>a</sup>,Science and engineering,Social sciences,,3,3477,100.0,3760,100.0,3867,100.0,4326,100.0,5041,100.0,5054,100.0,5199,100.0
11643,r035,All fields<sup>a</sup> -> Science and engineering -> Social sciences -> Male,All fields<sup>a</sup>,Science and engineering,Social sciences,Male,4,2120,61.0,2169,57.7,2124,54.9,2200,50.9,2527,50.1,2539,50.2,2564,49.3
11643,r036,All fields<sup>a</sup> -> Science and engineering -> Social sciences -> Female,All fields<sup>a</sup>,Science and engineering,Social sciences,Female,4,1332,38.3,1573,41.8,1743,45.1,2126,49.1,2513,49.9,2513,49.7,2634,50.7
11643,r037,All fields<sup>a</sup> -> Non-science and engineering,All fields<sup>a</sup>,Non-science and engineering,,,2,13314,100.0,14000,100.0,14003,100.0,14011,100.0,13619,100.0,12934,100.0,12329,100.0
11643,r038,All fields<sup>a</sup> -> Non-science and engineering -> Male,All fields<sup>a</sup>,Non-science and engineering,Male,,3,6499,48.8,6394,45.7,6037,43.1,5824,41.6,5855,43.0,5503,42.5,4935,40.0
11643,r039,All fields<sup>a</sup> -> Non-science and engineering -> Female,All fields<sup>a</sup>,Non-science and engineering,Female,,3,6751,50.7,7566,54.0,7966,56.9,8185,58.4,7762,57.0,7422,57.4,7393,60.0
11643,r040,All fields<sup>a</sup> -> Non-science and engineering -> Business ,All fields<sup>a</sup>,Non-science and engineering,Business ,,3,1281,100.0,1175,100.0,1036,100.0,1421,100.0,1551,100.0,1473,100.0,1560,100.0
11643,r041,All fields<sup>a</sup> -> Non-science and engineering -> Business  -> Male,All fields<sup>a</sup>,Non-science and engineering,Business ,Male,4,918,71.7,790,67.2,681,65.7,861,60.6,909,58.6,863,58.6,856,54.9
11643,r042,All fields<sup>a</sup> -> Non-science and engineering -> Business  -> Female,All fields<sup>a</sup>,Non-science and engineering,Business ,Female,4,354,27.6,375,31.9,355,34.3,560,39.4,641,41.3,607,41.2,704,45.1
11643,r043,All fields<sup>a</sup> -> Non-science and engineering -> Education,All fields<sup>a</sup>,Non-science and engineering,Education,,3,6689,100.0,6569,100.0,6651,100.0,6561,100.0,4934,100.0,4818,100.0,4562,100.0
11643,r044,All fields<sup>a</sup> -> Non-science and engineering -> Education -> Male,All fields<sup>a</sup>,Non-science and engineering,Education,Male,4,2748,41.1,2421,36.9,2256,33.9,2158,32.9,1570,31.8,1494,31.0,1222,26.8
11643,r045,All fields<sup>a</sup> -> Non-science and engineering -> Education -> Female,All fields<sup>a</sup>,Non-science and engineering,Education,Female,4,3921,58.6,4131,62.9,4395,66.1,4402,67.1,3364,68.2,3323,69.0,3340,73.2
11643,r046,All fields<sup>a</sup> -> Non-science and engineering -> Humanities and arts,All fields<sup>a</sup>,Non-science and engineering,Humanities and arts,,3,4372,100.0,5308,100.0,5226,100.0,4688,100.0,5662,100.0,5139,100.0,4453,100.0
11643,r047,All fields<sup>a</sup> -> Non-science and engineering -> Humanities and arts -> Male,All fields<sup>a</sup>,Non-science and engineering,Humanities and arts,Male,4,2377,54.4,2770,52.2,2640,50.5,2280,48.6,2806,49.6,2564,49.9,2211,49.7
11643,r048,All fields<sup>a</sup> -> Non-science and engineering -> Humanities and arts -> Female,All fields<sup>a</sup>,Non-science and engineering,Humanities and arts,Female,4,1971,45.1,2529,47.6,2586,49.5,2408,51.4,2855,50.4,2572,50.0,2241,50.3
11643,r049,All fields<sup>a</sup> -> Non-science and engineering -> Other non-science and engineering,All fields<sup>a</sup>,Non-science and engineering,Other non-science and engineering,,3,972,100.0,948,100.0,1090,100.0,1341,100.0,1472,100.0,1504,100.0,1754,100.0
11643,r050,All fields<sup>a</sup> -> Non-science and engineering -> Other non-science and engineering -> Male,All fields<sup>a</sup>,Non-science and engineering,Other non-science and engineering,Male,4,456,46.9,413,43.6,460,42.2,525,39.1,570,38.7,582,38.7,646,36.8
11643,r051,All fields<sup>a</sup> -> Non-science and engineering -> Other non-science and engineering -> Female,All fields<sup>a</sup>,Non-science and engineering,Other non-science and engineering,Female,4,505,52.0,531,56.0,630,57.8,815,60.8,902,61.3,920,61.2,1108,63.2
