table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_level_5,budget_function_and_agency_hierarchy_depth,field_2018_actual,field_2019_preliminarya,field_2020_proposed,field_2018_19_change_,field_2019_20_change_
1708,r042,R&D and R&D plant -> R&D -> Pollution control and abatement (304) -> Coast Guard (DHS),R&D and R&D plant,R&D,Pollution control and abatement (304),Coast Guard (DHS),,4,2,2,2,0.0,0.0
1708,r043,R&D and R&D plant -> R&D -> Recreational resources (303),R&D and R&D plant,R&D,Recreational resources (303),,,3,26,27,26,3.8,-3.7
1708,r044,R&D and R&D plant -> R&D -> Recreational resources (303) -> National Park Service (DOI)<sup>d</sup>,R&D and R&D plant,R&D,Recreational resources (303),National Park Service (DOI)<sup>d</sup>,,4,26,27,26,3.8,-3.7
1708,r045,R&D and R&D plant -> R&D -> Water resources (301),R&D and R&D plant,R&D,Water resources (301),,,3,114,111,95,-2.6,-14.4
1708,r046,R&D and R&D plant -> R&D -> Water resources (301) -> Army Corps of Engineers (DOD),R&D and R&D plant,R&D,Water resources (301),Army Corps of Engineers (DOD),,4,24,11,11,-54.2,0.0
1708,r047,R&D and R&D plant -> R&D -> Water resources (301) -> Bureau of Reclamation (DOI),R&D and R&D plant,R&D,Water resources (301),Bureau of Reclamation (DOI),,4,90,100,84,11.1,-16.0
1708,r048,R&D and R&D plant -> R&D -> Other natural resources (306),R&D and R&D plant,R&D,Other natural resources (306),,,3,1339,1295,940,-3.2,-27.4
1708,r049,R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC),R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC),,4,738,703,459,-4.8,-34.8
1708,r050,"R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC) -> National Environmental Satellite, Data, and Information Service",R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC),"National Environmental Satellite, Data, and Information Service",5,40,31,28,-22.5,-10.2
1708,r051,R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC) -> National Marine Fisheries Service,R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC),National Marine Fisheries Service,5,68,60,55,-11.6,-7.9
1708,r052,R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC) -> National Ocean Service,R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC),National Ocean Service,5,102,103,54,1.7,-47.5
1708,r053,R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC) -> National Weather Service,R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC),National Weather Service,5,30,25,18,-14.3,-30.8
1708,r054,R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC) -> Office of Oceanic and Atmospheric Research,R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC),Office of Oceanic and Atmospheric Research,5,499,483,304,-3.2,-37.2
1708,r055,R&D and R&D plant -> R&D -> Other natural resources (306) -> National Oceanic and Atmospheric Administration (DOC) -> Office of Marine and Aviation Operations,R&D and R&D plant,R&D,Other natural resources (306),National Oceanic and Atmospheric Administration (DOC),Office of Marine and Aviation Operations,5,0,0,0,--,--
1708,r056,R&D and R&D plant -> R&D -> Other natural resources (306) -> Geological Survey (DOI)<sup>c</sup>,R&D and R&D plant,R&D,Other natural resources (306),Geological Survey (DOI)<sup>c</sup>,,4,600,593,481,-1.3,-18.8
1708,r057,R&D and R&D plant -> R&D -> Other natural resources (306) -> Geological Survey (DOI)<sup>c</sup> -> Land resources<sup>d</sup>,R&D and R&D plant,R&D,Other natural resources (306),Geological Survey (DOI)<sup>c</sup>,Land resources<sup>d</sup>,5,NA,NA,NA,NA,NA
1708,r058,R&D and R&D plant -> R&D -> Other natural resources (306) -> Geological Survey (DOI)<sup>c</sup> -> Core science systems,R&D and R&D plant,R&D,Other natural resources (306),Geological Survey (DOI)<sup>c</sup>,Core science systems,5,75,75,73,0.0,-2.7
1708,r059,R&D and R&D plant -> R&D -> Other natural resources (306) -> Geological Survey (DOI)<sup>c</sup> -> Ecosystems,R&D and R&D plant,R&D,Other natural resources (306),Geological Survey (DOI)<sup>c</sup>,Ecosystems,5,217,217,141,0.0,-35.1
1708,r060,"R&D and R&D plant -> R&D -> Other natural resources (306) -> Geological Survey (DOI)<sup>c</sup> -> Energy, minerals, and environmental health",R&D and R&D plant,R&D,Other natural resources (306),Geological Survey (DOI)<sup>c</sup>,"Energy, minerals, and environmental health",5,70,70,75,0.0,8.0
1708,r061,R&D and R&D plant -> R&D -> Other natural resources (306) -> Geological Survey (DOI)<sup>c</sup> -> Natural hazards,R&D and R&D plant,R&D,Other natural resources (306),Geological Survey (DOI)<sup>c</sup>,Natural hazards,5,112,104,106,-7.1,2.5
1708,r062,R&D and R&D plant -> R&D -> Other natural resources (306) -> Geological Survey (DOI)<sup>c</sup> -> Water resources,R&D and R&D plant,R&D,Other natural resources (306),Geological Survey (DOI)<sup>c</sup>,Water resources,5,126,126,85,0.0,-32.4
