table_id,row_id,_b_state_and_outlying_area_b_full_path,_b_state_and_outlying_area_b_level_1,_b_state_and_outlying_area_b_level_2,_b_state_and_outlying_area_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
7302,r024,All states and outlying areas -> Michigan,All states and outlying areas,Michigan,2,1005241.0,922114.7,1280347.5,1064850.5,1105167.1,1127172.7,1208598.9,1231391.0,1264427.6
7302,r025,All states and outlying areas -> Minnesota,All states and outlying areas,Minnesota,2,442162.7,426052.4,432099.6,421531.7,409401.2,397657.7,438929.4,483036.7,494618.6
7302,r026,All states and outlying areas -> Mississippi,All states and outlying areas,Mississippi,2,131795.6,130578.3,126693.6,149827.3,168698.2,163573.0,194488.5,216017.8,174523.6
7302,r027,All states and outlying areas -> Missouri,All states and outlying areas,Missouri,2,577751.3,520809.9,582923.7,598317.5,604708.6,633034.7,692647.3,761665.0,759192.9
7302,r028,All states and outlying areas -> Montana,All states and outlying areas,Montana,2,79027.4,88274.4,84740.0,111278.8,107232.7,93277.3,104901.2,102503.4,120073.2
7302,r029,All states and outlying areas -> Nebraska,All states and outlying areas,Nebraska,2,149181.0,131256.7,148361.0,155413.6,169794.0,172725.9,193924.1,215852.4,213409.1
7302,r030,All states and outlying areas -> Nevada,All states and outlying areas,Nevada,2,55636.5,59875.9,69421.2,65082.9,68684.0,63846.2,68935.3,91097.7,92760.8
7302,r031,All states and outlying areas -> New Hampshire,All states and outlying areas,New Hampshire,2,156905.6,160008.4,161092.8,150954.5,166541.2,163932.0,156904.5,168813.3,164638.3
7302,r032,All states and outlying areas -> New Jersey,All states and outlying areas,New Jersey,2,460350.1,408105.8,457483.2,419304.2,471598.2,415594.9,478909.7,504752.6,502910.2
7302,r033,All states and outlying areas -> New Mexico,All states and outlying areas,New Mexico,2,194468.9,194776.6,217571.9,192524.7,172023.7,177759.8,168799.8,176029.4,205130.8
7302,r034,All states and outlying areas -> New York,All states and outlying areas,New York,2,2395710.5,2317458.0,2512800.1,2408460.4,2503301.0,2745391.6,2939083.7,3160971.0,3330002.7
7302,r035,All states and outlying areas -> North Carolina,All states and outlying areas,North Carolina,2,1308666.9,1238400.7,1280134.9,1310951.0,1349891.3,1330488.2,1496830.2,1662046.6,1633195.0
7302,r036,All states and outlying areas -> North Dakota,All states and outlying areas,North Dakota,2,72201.5,68364.3,70736.4,72284.1,83824.0,53769.0,53689.9,49688.3,99801.7
7302,r037,All states and outlying areas -> Ohio,All states and outlying areas,Ohio,2,813448.9,776618.8,769987.1,784305.7,844023.5,823800.4,900294.1,978559.4,962786.8
7302,r038,All states and outlying areas -> Oklahoma,All states and outlying areas,Oklahoma,2,125044.5,126883.5,140843.6,138255.2,113789.9,144703.5,168517.0,209141.6,230013.8
7302,r039,All states and outlying areas -> Oregon,All states and outlying areas,Oregon,2,394334.5,382304.0,416284.2,406984.0,400291.7,534768.0,516043.9,614234.8,579066.0
7302,r040,All states and outlying areas -> Pennsylvania,All states and outlying areas,Pennsylvania,2,1887717.5,1779222.8,1907682.2,1817788.0,1867158.9,2085288.9,2223202.0,2403531.7,2325359.4
7302,r041,All states and outlying areas -> Rhode Island,All states and outlying areas,Rhode Island,2,144181.1,141594.7,144600.1,146919.9,153548.5,172328.9,185161.0,216940.8,226333.7
7302,r042,All states and outlying areas -> South Carolina,All states and outlying areas,South Carolina,2,220587.5,203918.4,237482.2,232951.9,265874.5,269570.2,283215.8,287364.3,296517.0
7302,r043,All states and outlying areas -> South Dakota,All states and outlying areas,South Dakota,2,45244.4,37289.6,56883.6,53781.2,45555.2,41439.0,43725.8,45425.4,45103.1
7302,r044,All states and outlying areas -> Tennessee,All states and outlying areas,Tennessee,2,634556.8,584684.8,610685.2,588621.3,639833.5,585081.9,667729.4,662341.7,785552.9
7302,r045,All states and outlying areas -> Texas,All states and outlying areas,Texas,2,1680849.1,1482832.5,1517064.1,1578992.9,1678287.3,1766643.4,1961228.5,2146144.9,2432708.0
7302,r046,All states and outlying areas -> Utah,All states and outlying areas,Utah,2,318018.7,300376.2,329106.6,291983.2,324097.6,329758.4,396963.6,546005.3,489657.2
7302,r047,All states and outlying areas -> Vermont,All states and outlying areas,Vermont,2,71069.6,79648.4,88226.0,77299.6,67295.4,71094.9,83579.7,92230.1,99580.1
7302,r048,All states and outlying areas -> Virginia,All states and outlying areas,Virginia,2,514168.5,508966.5,537079.9,526601.8,550181.3,536876.6,593674.5,641633.7,619535.3
7302,r049,All states and outlying areas -> Washington,All states and outlying areas,Washington,2,816934.1,755635.2,820577.2,784059.6,755053.8,766493.0,880489.1,1021099.3,908379.7
7302,r050,All states and outlying areas -> West Virginia,All states and outlying areas,West Virginia,2,81147.3,50015.4,58329.2,58656.4,57544.0,49766.3,58313.5,68634.2,91425.7
7302,r051,All states and outlying areas -> Wisconsin,All states and outlying areas,Wisconsin,2,621219.6,582340.8,600947.2,596951.4,621572.1,628007.4,649247.1,698206.5,705232.9
7302,r052,All states and outlying areas -> Wyoming,All states and outlying areas,Wyoming,2,31964.4,34713.4,33810.0,35331.4,30450.3,28826.6,35802.7,45662.6,57348.7
7302,r053,All states and outlying areas -> American Samoa,All states and outlying areas,American Samoa,2,1982.5,1828.8,2512.9,2725.2,2951.6,1663.1,1704.5,1604.9,1197.4
7302,r054,All states and outlying areas -> Guam,All states and outlying areas,Guam,2,4528.6,3610.4,3455.6,5732.0,7522.0,6419.8,3895.3,5382.6,9924.3
7302,r055,All states and outlying areas -> Puerto Rico,All states and outlying areas,Puerto Rico,2,83638.0,79888.5,83723.4,78842.0,87382.9,67523.9,83590.0,94104.1,90998.8
7302,r056,All states and outlying areas -> Trust Territory of the Pacific Islands,All states and outlying areas,Trust Territory of the Pacific Islands,2,4058.1,3645.9,4771.8,5021.8,5524.4,2744.0,0.0,3131.2,2731.2
7302,r057,All states and outlying areas -> Virgin Islands,All states and outlying areas,Virgin Islands,2,7580.6,6173.8,9310.5,10215.0,11364.5,7542.8,8589.7,5520.5,10409.2
